$	dollarni tashkil etadi	dollar
రాళ్ళ	qoyali	stones
రాళ్ళపల్లి	rallapalli	rallapalli (a person name)
రాళ్ళు	toshlar	rocks
రావచ్చు	mumkin	may come
రావటానికి	kelmoq	to come
రావడం	kelmoqda	raavadam
రావడంతో	kelishi bilan	visiting
రావడానికి	kimga	to come
రావణ	ravana	ravana
రావణుడు	ravana	ravan
రావణునితో	ravanunito	with ravana
రావు	rao	rao
రాశారు	yozdi	written
రాశి	uyum	star signs
రాశిచక్రాన్ని	zodiak	haroscope
రాశులు	steklar	star signs
రాష్ట్ర	mamlakat	state
రాష్ట్రం	davlat	state
రాష్ట్రంగా	davlat	as a nation
రాష్ట్రంలో	the	in state
రాష్ట్రంలోని	the	state
రాష్ట్రంలోనే	davlat	in state
రాష్ట్రకూటుల	rashtrakutalar	country
రాష్ట్రకూటులు	rashtrakutalar	rashtrakutas
రాష్ట్రపతి	prezident	president
రాష్ట్రపతిగా	prezident	as the president
రాష్ట్రము	davlat	state
రాష్ట్రములు	shtatlar	states
రాష్ట్రములో	davlat	in the state
రాష్ట్రములోని	davlat	in the state
రాష్ట్రానికి	davlat	for state
రాష్ట్రాన్ని	davlat	this state
రాష్ట్రాల	shtatlar	states
రాష్ట్రాలలో	shtatlar	in states
రాష్ట్రాలలోని	shtatlar	in countries
రాష్ట్రాలు	shtatlar	states
రాసాడు	yozdi	written
రాసి	yozdi	write
రాసిన	yozilgan	written
రాసే	yozing	write
రాస్తే	agar	write
రాహు	rahu	demon
రాహుల్	rahul	rahul
రాహువు	rahu	rahuvu
రికార్డు	yozib olish	record
రికార్డులు	yozuvlar	records
రిచర్డ్	richard	richard
రిజర్వ్	zaxira	reserve
రిడ్జ్	tizmasi	ridge
రిపబ్లిక్	respublika	republic
రిఫరీ	hakam	refery
రియల్	haqiqiy	real
రిస్క్	xavf	risk
రీచ్	reyx	reach
రీతి	rejim	ways
రీతిలో	rejim	in this way
రీతులు	modlar	ways
రీత్యా	muallif:	process
రీసెర్చ్	izlanishlar	reasearch
రుక్మిణి	rukmini	rukmini
రుగ్మతలు	buzilishlar	mental disorders
రుచి	taste	taste
రుచులు	tatlar	tastes
రుణ	kredit	negative
రుద్రదేవుడు	rudradevudu	god rudra
రుద్రమదేవి	rudramadevi	rudramadevi
రుసుము	haq	fee
రూ	biznes	rupees
రూటేసి	rutaceae	ritaceae
రూప	shakl	designers
రూపం	shakl	form
రూపకల్పన	dizayn	developed
రూపము	to&#39;qimachilik	picture
రూపమున	to&#39;qimachilik	in the form of
రూపములు	shakllar	shapes
రూపములో	shakl	in ways of
రూపాంతరం	o&#39;zgarish	change
రూపాన్ని	tashqi ko&#39;rinishi	picture
రూపాయల	rs	rupees
రూపాయలు	rs	rupees
రూపాయి	rupi	rupee
రూపాలను	shakllar	faces
రూపాలలో	shakllar	in forms
రూపాలు	shakllar	shapes
రూపు	haydalgan	look
రూపొందించడం	qilish	formed
రూపొందించడానికి	dizayn	to prepare
రూపొందించబడింది	yaratilgan	has been made
రూపొందించాడు	tomonidan	implemented
రూపొందించారు	loyihalashtirilgan	directed
రూపొందించి	qurmoq	designed
రూపొందించింది	muallif:	designed
రూపొందించిన	muallif:	developed
రూపొందించే	shakllantirish	create
రూపొందింది	sifatida	moulded
రూబియేసి	rubiaceae	rubiac
రూరల్	qishloq	rural
రెండవ	ikkinchi	second
రెండవది	ikkinchi	second
రెండవసారి	ikkinchi	second time
రెండింటి	ikkalasi ham	both
రెండిటికీ	ikkalasi ham	to both
రెండు	ikkalasi ham	two
రెండుగా	ikki	as two
రెండున్నర	ikki yarim	two and half
రెండువైపులా	ikkala tomon ham	both sides
రెండుసార్లు	ikki marta	twice
రెండూ	ikkalasi ham	two
రెండో	ikkinchi	second
రెండోది	ikkinchi	second
రెండోసారి	ikkinchi	second time
రెక్కలు	qanotlar	rekkalu
రెట్టింపు	ikki marta	double
రెట్లు	katlamoq	double
రెడ్	qizil	red
రెడ్డి	izohsiz	reddy
రెడ్లు	qizil	reddys
రెనసాన్స్	uyg&#39;onish davri	renasaans
రెవిన్యూ	daromad	revenue
రెవెన్యూ	daromad	revenue
రెహ్మాన్	rehman	rahman
రే	ray	ray
రేకులు	yoriqlar	sheets
రేఖ	chiziq	line
రేఖలు	chiziqlar	lines
రేఖా	rekha	line
రేఖాంశం	uzunlik	longitude
రేటు	baholash	price
రేడియేషన్	radiatsiya	radiation
రేడియో	radio	radio
రేడియోలు	radiolar	radios
రేపల్లె	qachon	repalle
రేవతి	revatit	revathi
రేవు	dok	bridge
రేవులు	portlar	harbours
రైట్	to&#39;g&#39;ri	right
రైతు	fermerlar	farmer
రైతులకు	fermerlar	for farmers
రైతులు	fermerlar	farmers
రైన్	yomg&#39;ir	rain
రైలు	poyezd	train
రైల్వే	temir yo&#39;l	railway
రైల్వేస్టేషన్	temir yo&#39;l kassasi	railway station
రైల్వేస్టేషన్లు	temir yo&#39;l stantsiyalari	railway stations
రైళ్లను	poezdlar	trains
రైళ్ళు	poezdlar	train
రొజు	oddiy	day
రొట్టె	non	bread
రొమేనియా	ruminiya	romania
రొమ్ము	ko&#39;krak	chest
రోగ	kasallik	disease
రోగం	kasallik	ill
రోగనిరోధక	immunitet	immunity
రోజు	kun	every day
రోజుకి	kun	daily
రోజుకు	kun	per day
రోజున	kunida	daily
రోజును	kun	to the day
రోజుల	kunlar	days
రోజులలో	kunlar	in days
రోజులు	kunlar	days
రోజుల్లో	kunlar	in days
రోజువారీ	har kuni	every day
రోజూ	har kuni	daily
రోడ్డు	yo&#39;l	road
రోడ్ల	yo&#39;llar	roads
రోడ్లు	yo&#39;llar	roads
రోమన్	rim	roman
రోమ్	rim	rome
రోహిణి	rohini	rohini
రౌడీ	buzuq	vilan
రౌలట్	rowlatt	roulett
ర్యాగింగ్	jahl	ragging
ల	la	due
లంక	lanka	lanka
లంకను	lanka	lanka
లంకలో	lanka	in lanka
లంకెలు	havolalar	links
లండన్	london	london
లకు	xabarlar	for
లకుముకి	kingfisher	kingfisher
లక్నో	laknau	lucknow
లక్ష	million	laksha
లక్షణ	xususiyat	features
లక్షణం	xususiyat	behaviour
లక్షణాన్ని	xususiyat	symptoms
లక్షణాల	xususiyatlari	characteristics
లక్షణాలని	xususiyatlari	symtons
లక్షణాలు	xususiyatlari	symptoms
లక్షల	millionlar	lakhs
లక్షలాది	millionlar	lakh of
లక్ష్మణ	laxman	lakshmana
లక్ష్మణుడు	lakshmana	lakshmana
లక్ష్మణుని	lakshmana	lakshman
లక్ష్మణులను	lakshmana	laxman
లక్ష్మణులు	lakshmana	laxman
లక్ష్మి	lakshmi	lakshmi
లక్ష్మీ	lakshmi	lakshmi
లక్ష్మీదేవి	lakshmi	goddess laxmi devi
లక్ష్యం	maqsad	target
లక్ష్యాలను	maqsadlar	lakshyalanu
లక్ష్యాలు	maqsadlar	targets
లక్సెంబర్గ్	lyuksemburg	luxemberg
లగ్న	lagna	date
లగ్నం	olib keladi	auspicious time
లఘు	qisqa	short
లఘువు	yorliq	short
లడ్డు	laddu	laddu
లత	krepost	lata
లతో	bilan	with
లని	xususiyat	and
లను	the	are
లపై	yoqilgan	on them
లభించడం	mavjudligi	not available
లభించలేదు	yo&#39;q edi	not available
లభించాయి	yutuq	obtained
లభించింది	mukofotlangan	i got
లభించిన	mavjud	obtained
లభించినది	yutuq	found
లభించును	mavjud	will get
లభించే	mavjud	provided
లభిస్తాయి	ishlab topmoq	gained
లభిస్తుందని	qabul qiling	will get
లభిస్తుంది	mavjud	will get
లభిస్తున్న	mavjud	recieve
లభిస్తున్నది	issiq	available
లభిస్తున్నాయి	mavjud	are given
లభ్యం	mavjud	available
లయ	ritm	correctly
లయోలా	loyola	loyola
లలిత	oqlangan	lalitha
లలితా	lalita	lalitha
లలో	ichida	and also
లవకుశ	lavakusha	lavakusha, (its a film name)
లవ్	sevgi	love
లా	qonun	law
లాంగ్	uzoq	long
లాంటి	yoqadi	like
లాంటిది	yoqadi	like it
లాంటివి	va boshqalar.	they are like
లాండ్	quruqlik	land
లాగ	yoqadi	like
లాగా	yoqadi	as
లాగానే	yoqadi	laagaanae
లాగే	yoqadi	like
లాటిన్	lotin	latin (language)
లాభం	foyda	profit
లాభాలు	foyda	profits
లామియేసి	lamiaceae	lamacease
లారీ	larri	lorry
లారెన్స్	lourens	larence
లార్డ్	xudo	lord
లాల్	lal	lal
లావో	lao	lao
లావోస్	laos	laos
లావోస్‌లో	laos	lavos
లాస్	los	los
లాహిరి	lahiri	lahiri
లాహోర్	lahor	lahore
లింకన్	linkoln	lincoln
లింకు	aloqa	link
లింకులు	havolalar	link
లింక్	aloqa	link
లింగ	jins	penis
లింగం	jins	lingam
లింగము	jins	lingam
లింగాల	lingala	lingala
లిఖిత	yozilgan	written
లిటిల్	oz	little
లిథువేనియా	litva	lithuvenia
లినక్స్	linux	linux
లిపి	yozdi	script
లిపిని	ssenariy	characters used for writing
లిపిలో	ssenariy	alphabet
లిబియా	liviya	libiya
లిమిటెడ్	ltd.	limited
లీ	li	li
లీగ్	liga	league
లీటరు	litr	litre
లు	s	plural
లూథర్	lyuter	luther
లూయిస్	luis	louis
లెక్క	hisoblang	count
లెక్కకు	hisoblang	to count
లెక్కల	hisob-kitoblar	maths
లెక్కలు	hisob-kitoblar	statistics
లెట్	kelinglar	chocolate
లెనిన్	lenin	lenin
లెబనాన్	livan	lebanon
లెస్	les	less
లే	le	similar
లేక	yoki	or
లేకపోతే	aks holda	otherwise
లేకపోయింది	emas	not
లేకపోవటం	yo&#39;qligi	not there
లేకపోవడం	yo&#39;qligi	not there
లేకుండా	usiz	without
లేకుండానే	usiz	without having
లేకున్నా	shunaqami yoki yo&#39;qmi	even if it is not there
లేచి	lacy	rises
లేడు	bu yerda yo&#39;q	not there
లేత	yorug&#39;lik	lite or sensitive
లేదంటే	yoki	if not
లేదని	bu	not available
లేదా	yoki	or
లేదు	yo&#39;q	not
లేదో	bo&#39;lmasa	if not
లేనటువంటి	usiz	not being
లేనప్పుడు	qachon	when not there
లేని	qilma	not there
లేనిది	bu	not
లేనివి	yo&#39;q	unavailable
లేపాక్షి	poytaxt	lepakshi
లేరు	bu yerda yo&#39;q	not there
లేవని	mana	not there
లేవు	yo&#39;q	not there
లైంగిక	jinsiy	physically
లైట్	yorug&#39;lik	light
లైను	chiziq	line
లైఫ్	hayot	life
లైబ్రరీ	kutubxona	library
లైసెన్సు	litsenziya	licences
లొ	ichida	in
లో	ichida	in
లోక	dunyo	world
లోకం	dunyo	world
లోకానికి	dunyo	to the world
లోకి	ichiga	into
లోక్	lok	lok
లోక్‌సభ	lok sabha	lower house
లోక్‌సభలో	lok sabha	in lok sabha
లోటు	kamomad	lack
లోడ్	yuklanmoqda	load
లోతు	chuqurlik	depth
లోతుగా	chuqur	in depth
లోని	the	in
లోనికి	kirish	inside
లోను	ichida	loan
లోనూ	ichida	in the
లోనే	ichida	in the
లోనై	bo‘ldi	caused
లోపం	xato	defect
లోపల	ichida	inside
లోపలి	ichki makon	inside
లోపలికి	aok qilingan	inside
లోబడి	mavzu	subject to
లోయ	vodiy	valley
లోయలు	vodiylar	valleys
లోవ	loa	lova
లౌకిక	dunyoviy	personal
ల్యాండ్	quruqlik	land
వ	th	va
వంకాయ	baqlajon	brinjal
వంగి	bükme	bend
వంట	ovqat pishirish	cook
వంటకాలు	retseptlar	food
వంటలలో	idishlar	in recipies
వంటలు	oshxona	delicacies
వంటి	yoqadi	like
వంటిది	yoqadi	like of, kind of
వంటివారు	yoqadi	like
వంటివి	yoqadi	so on/ like
వంతు	uchinchisi	turn
వంతుల	uchinchisi	turns
వంతెన	ko&#39;prik	bridge
వంతెనలు	ko&#39;priklar	bridge
వంద	yuz	hundred
వందల	yuzlab	hundreds
వందలాది	yuzlab	hundredof
వందే	vande	greetings
వందేమాతరం	vande mataram	vandemataram
వంపు	egish	corner
వంశ	oila	family
వంశం	klan	lineage
వంశపు	naslchilik	lineage
వంశము	gentrofil	heir
వంశస్థుల	bolalar	lineage
వంశానికి	oila	for the family
వంశాన్ని	oila	dynasty
వంశాల	klanlar	dynasties
వగైరా	va boshqalar.	etc
వచన	matn	prose
వచ్చాడు	qaytdi	came
వచ్చాయి	bor edi	got
వచ్చారు	yetib keldi	came
వచ్చి	va	come
వచ్చిందని	edi	came
వచ్చింది	edi	has come
వచ్చిన	the	arrival
వచ్చినట్లు	kelmoq	like it came
వచ్చినది	kelmoqda	entered
వచ్చినపుడు	qachon	when came
వచ్చినప్పటికీ	shunga qaramay	sine come
వచ్చినప్పుడు	qachon	when visited
వచ్చు	yetib keling	may happen
వచ్చును	yetib keling	divided
వచ్చే	the	coming
వచ్చేవి	qaytish	are recieved
వచ్చేసరికి	muallif:	by the time i return
వజ్రం	olmos	vajram
వజ్రాల	olmos	dimond
వజ్రాలు	olmoslar	vajraalu
వడ	shimoliy	vada
వడదెబ్బ	quyosh urishi	sun stroke
వడలు	yigitlar	vadas
వడియాలు	vodiy	cake made of black gram
వడ్డాది	vaddadi	vaddadi
వడ్డున	qiziqish	shore
వడ్రంగి	duradgorlik	carpenter
వత్తిడి	bosim	pressure
వదలి	ketish	leave
వదిన	u o&#39;tkazdi	sister-in-law
వదిలి	ketish	vadili
వద్ద	da	near
వద్దకు	kimga	to
వద్దనున్న	da	near
వధించి	qotillik	kill
వన	yog&#39;och	of forest
వనపర్తి	wanaparthy	vanaparthi
వనరుల	resurslar	vanarula
వనరులను	resurslar	sources
వనరులలో	manbalar	in resources
వనరులు	resurslar	resources
వనవాస	surgun	of wild life
వనవాసం	vanavasam	staying in forest
వనాలు	parklar	gardens
వన్	bitta	one
వన్డే	bir kuni	one-day
వన్యప్రాణి	yovvoyi hayot	tribal
వయసు	yoshi	age
వయసులో	da	age
వయసులోనే	da	at the age
వయస్సు	yoshi	age
వయస్సులో	da	in the age
వయోజన	voyaga yetgan	adult
వరం	sovg&#39;a	varam
వరంగల్	warangal	warangal
వరంగల్లు	warangal	warangal
వరకట్నం	sovg&#39;a	dowery
వరకు	qayerdan	upto
వరకూ	kimga	upto
వరద	to&#39;fon	flood
వరదల	to&#39;fon	floods
వరదలు	suv toshqini	floods
వరల్డ్	dunyo	world
వరాహ	varaxa	pig
వరి	chiziq	paddy
వరుడు	tekshirish	bride
వరుస	satr	row
వరుసగా	satr	consecutive
వరుసలో	satr	in a row
వర్క్	dastgoh	work
వర్గ	kategoriya	sect
వర్గం	kategoriya	group
వర్గంఅంతర్జాతీయ	vargamantarjatiya	group: international
వర్గంఅమెరికన్	vargamamerikan	amercan division
వర్గంఆంగ్ల	vargamangla	class: english
వర్గంఆంధ్ర	vargamandhra	group: andhra
వర్గంఆంధ్రప్రదేశ్	vargamandhraprades	category: andhrapradesh
వర్గంఆగష్టు	vargamagastu	class: august
వర్గంఆసియా	vargamasiya	division asia
వర్గంఉత్తర	vargamuttara	group: north
వర్గంఏప్రిల్	vargamepril	class: april
వర్గంఐరోపా	vargamairopa	group: europe
వర్గంకంప్యూటర్	vargankampyutar	computer devision
వర్గంకృష్ణా	vargankrsna	division
వర్గంక్రైస్తవ	vargankraistava	division: christian
వర్గంఖగోళ	varganxagola	class: astrology
వర్గంగుంటూరు	vargangunturu	guntoor devision
వర్గంజనవరి	varganjanavari	group january
వర్గంజర్మన్	varganjarman	sect: german
వర్గంజూన్	varganjun	class: june
వర్గంజ్యుఇష్	varganjyuis	class: jewish
వర్గంటాంకు	vargantanku	class tank
వర్గంతెలుగు	vargantelugu	telugu devision
వర్గంతెలుగువారిలో	varganteluguvarilo	group: amoug telugu speaking
వర్గంతేదీలు	vargantedilu	date of civisiopn
వర్గందక్షిణ	vargandaksina	class: south
వర్గంనంది	vargannandi	category nandi
వర్గంనగరాలు	vargannagaralu	group villages
వర్గంనవంబర్	vargannavambar	november month
వర్గంనెలలు	vargannelalu	group weeks
వర్గంపశ్చిమ	vargampasima	group: west
వర్గంప్రపంచ	vargamprapanca	division
వర్గంభారత	vargambharata	class: india
వర్గంభారతదేశ	vargambharatadesa	group india
వర్గంభారతదేశంలో	vargambharatadesanlo	group: india
వర్గంభారతరత్న	vargambharataratna	group : bharataratna
వర్గంభారతీయ	vargambharatiya	india division
వర్గంభూగోళ	vargambhugola	class: geography
వర్గంభౌతిక	vargambhautika	group geographics
వర్గంమతములు	vargammatamulu	category: religions
వర్గంమహారాష్ట్ర	vargammaharastra	rain in maharashtra
వర్గంమార్చి	vargammarci	division march
వర్గంమూలకాలు	vargammulakalu	class: moolakas
వర్గంమే	kategoriya	group
వర్గంలో	kategoriya	category
వర్గంవ	varganva	catergory of
వర్గంవిజయవాడ	varganvijayavada	class: vijayawada
వర్గంశరీర	vargansarira	group:body
వర్గంసినిమా	vargansinima	class: movie
వర్గంసుప్రసిద్ధ	vargansuprasiddha	class: popular
వర్గంసెప్టెంబర్	varganseptembar	category september
వర్గంస్విస్	vargansvis	devition
వర్గంహిందూ	varganhindu	class:hindu
వర్గంహైదరాబాదు	varganxaydarabadu	category: hyderabad
వర్గము	jamiyat	division
వర్గానికి	kategoriya	category
వర్గాల	jamiyatlar	groups
వర్గాలు	manbalar	divisions
వర్గాలుగా	toifalar	section
వర్గీకరణ	tasniflash	division
వర్గీకరణలో	tasniflash	division
వర్గీకరించారు	tasniflangan	divided
వర్గీకరిస్తారు	tasniflangan	devision
వర్చువల్	virtual	virtual
వర్జీనియా	virjiniya	virginia
వర్ణ	rangi	alphabets
వర్ణం	rangi	color
వర్ణన	ta&#39;rif	description
వర్ణనలు	ta&#39;riflar	descriptions
వర్ణములు	ranglar	colors
వర్ణించబడింది	ta’riflangan	is described
వర్ణించాడు	ta’riflangan	telling
వర్ణించారు	ta’riflangan	praised
వర్తక	savdo	varthaga
వర్తకం	savdo	trade
వర్తకులు	savdogarlar	traders
వర్తిస్తుంది	qopqoqchalar	vartistundi
వర్తులాకార	vaulting	vartulaakara
వర్ధిల్లింది	tayyorlandi	developed
వర్ధిల్లిన	savdo	long live
వర్మ	verma	varma
వర్ష	yil	rain
వర్షం	yomg&#39;ir	rain
వర్షపాతం	yomg&#39;ir yog&#39;ishi	rainfall
వర్షపాతము	yomg&#39;ir yog&#39;ishi	rain measuerment
వర్షపు	yomg&#39;irli	rainy
వర్షాకాలంలో	fasl	rainy season
వర్షాన్ని	yomg&#39;ir	group
వర్షాలు	yomg&#39;irlar	rains
వలన	muallif:	because of this
వలనా	tuzilgan	because
వలయము	tarmoq	circle
వలస	migratsiya	fleeing
వలసల	immigratsiya	migrate
వలసలు	migratsiya	migrations
వలె	yoqadi	net
వలెనే	yoqadi	just like
వలే	yoqadi	as
వల్ల	muallif:	because
వల్లనే	chunki	because of
వల్లే	vale	like that
వశిష్ట	vashisht	wide range of
వసంత	bahorda	vernal
వసతి	ko `chmas mulk	accomodation
వసూలు	zaryadlangan	collect
వస్తాడు	yetib keladi	come
వస్తాయి	kuz	will come
వస్తారు	keladi	will come
వస్తు	ob&#39;ekt	thing
వస్తుంటారు	tashrif	will be coming
వస్తుంది	keladi	coming
వస్తున్న	kelmoqda	coming
వస్తువు	ob&#39;ekt	thing
వస్తువుల	tovarlar	things
వస్తువులను	elementlar	things
వస్తువులు	tovarlar	things
వస్తూ	kelmoqda	come
వస్తే	qachon	if it comes
వస్త్ర	kostyum	cloth
వస్త్రధారణ	kiyinish	clothing
వస్త్రాలు	liboslar	dress
వహించాడు	yo&#39;naltirilgan	taken
వహించారు	edi	taken
వహించి	levilar	role played
వహించిన	yo&#39;naltirilgan	taken
వహించే	the	bearing
వహిస్తాయి	sizlar	bear
వహిస్తుంది	bu	bears
వహిస్తున్నది	to&#39;laydi	doing
వా	waugh	wow
వాంతులు	kusish	vomiting
వాక్యం	jumla	sentence
వాక్యాలు	hukmlar	statements
వాగేశ్వరీ	vagesvari	wageshwari institute of pharmaceutical sciences
వాటర్	suv	water
వాటా	vada	share
వాటి	ularning	of them
వాటికన్	vatikan	vatican
వాటికి	ko&#39;proq	vaatiki
వాటితో	bilan	with those
వాటిని	ularni	these
వాటిపై	yoqilgan	on them
వాటిలో	ular orasida	in that
వాటిల్లో	ning	among them
వాట్	nima	ehat
వాడకం	foydalanish	usage
వాడటం	ning ishlatilishi	usage
వాడడం	uzuklar	usage
వాడతారు	ishlatilgan	use
వాడబడింది	ishlatilgan	used
వాడబడే	ishlatilgan	used
వాడవచ్చు	ishlatilishi mumkin	can be used
వాడాడు	ishlatilgan	used
వాడారు	ishlatilgan	used
వాడి	xiralashgan	his
వాడితే	tashrif	used
వాడిన	ishlatilgan	used
వాడిని	edi	used
వాడు	u	he
వాడుక	foydalanish	in use
వాడుకదారులు	foydalanuvchilar	users
వాడుకలో	eskirgan	in use
వాడుకలోకి	keyinchalik	in use
వాడుతారు	ishlatilgan	use
వాడుతుంటారు	hozircha	using
వాడుతున్నారు	ishlatilmoqda	using
వాడుతూ	foydalanish	using
వాడే	vade	use
వాడేవారు	foydalanish mumkin	useing
వాణి	vani	modulation
వాణిజ్య	tijorat	broadcasting
వాణిజ్యం	savdo	trading
వాణిజ్యపరంగా	tijorat	vanijyam
వాణిశ్రీ	vanisri	vanisri (name)
వాతావరణ	ob-havo	climate
వాతావరణం	ob-havo	weather
వాతావరణంలో	ob-havo	climate
వాతావరణంలోకి	atmosfera	in the nature
వాతావరణంలోని	iqlimi	climate
వాతావరణము	ob-havo	weather
వాతావరణాన్ని	atrof muhit	climate
వాత్సాయనుడు	vatsayanudu	vathsayanudu
వాద	dalillar	ism
వాదం	funktsionalizm	theory
వాదన	dalil	argument
వాదనను	tasma	defence
వాదనలు	dalillar	talk
వాదము	nazariya	translation
వాదులు	oziqlantiruvchilar	critics
వాన	yomg&#39;ir	rain
వాని	uning	these
వానికి	kimga	for him
వాన్	van	von
వాపు	shishish	swelling
వాయిస్తూ	ijro etilmoqda	play
వాయు	havo	weather
వాయువు	gaz	air or oxygen
వాయువును	gaz	gas
వాయువుల	gaz	gases
వాయువులు	gazlar	gases
వాయువ్య	shimoli g&#39;arbiy	north-western territory
వాయువ్యాన	shimoli g&#39;arbiy	air mesure
వార	hafta	weekly
వారం	hafta	week
వారణాసి	varanasi	varanasi
వారని	o&#39;rganildi	them
వారసత్వ	muvaffaqiyat	heredity
వారసత్వం	meros	person who legally inherits either title or property
వారసత్వంగా	merosxo&#39;r	as inheritance
వారసత్వానికి	meros	inherit
వారసులు	vorislar	siblings
వారాణసి	varanasi	varanasi
వారాణసిలో	varanasilo	in varanasi
వారాలు	hafta	weeks
వారి	ularning	their
వారికి	ularni	for them
వారిగా	bor	wise
వారిచే	muallif:	by them
వారితో	bilan	with
వారిని	ularni	them
వారిపై	qarama qarshi	on them
వారిలో	bular	among them
వారీగా	muallif:	order wise
వారు	ular	them
వారే	waray	them
వార్డ్	palatada	ward
వార్త	yangiliklar	news
వార్తలకు	yangiliklar	to the news
వార్తలను	yangiliklar	news
వార్తలు	yangiliklar	news
వార్తా	yangiliklar	news
వార్తాపత్రికలు	gazetalar	newspapers
వార్షిక	yillik	yearly
వాల్	devor	vaal
వాల్టర్	uolter	walter
వాల్మీకి	valmiki	valmiki
వాళ్లు	ular	they
వాళ్ళ	ularning	their
వాళ్ళను	ularni	them
వాళ్ళు	ular	them
వాషింగ్టన్	vashington	washington
వాసన	xushbo&#39;y	smell
వాసుల	aholi	residents
వాసులకు	aholi	residents
వాసులు	aholi	residents
వాస్తవ	virtual	realty
వాస్తవానికి	aslini olib qaraganda,	in reality
వాస్తు	arxitektura	house
వాహన	avtomobillar	hehicle
వాహనం	transport vositasi	vehicle
వాహనాల	avtomobillar	vehicles
వాహనాలు	avtomobillar	vehicles
వి	v	v
విండోస్	windows	windows
వింత	g&#39;alati	strange
విందు	bayram	feast
వికీ	wiki	wiki
వికీపీడియా	vikipediya	wikipidea
వికీపీడియాలో	vikipediya	wikipedia
వికీలలో	vikikitob	weekly (its a weekly newspaper)
వికీలు	vikikitob	viki
వికీలో	wiki	wiki
విక్టోరియా	viktoriya	victroria
విక్రమార్క	vikramarka	vikramarka
విక్రమార్కుడికి	vikramarkudiki	vikramarkudu
విక్రమార్కుడు	vikrama	vikramarka
విగ్రహం	haykal	statue
విగ్రహము	ozodlik haykali	statue
విగ్రహాన్ని	haykal	statue
విగ్రహారాధన	butparastlik	idol worship
విగ్రహాలను	butlar	idols
విగ్రహాలు	haykallar	idols
విచారణ	tekshiruv	enquiry
విచిత్ర	g&#39;alati	different
విచ్ఛిన్నం	tanaffus	blast
విజయ	g&#39;alaba	victorious
విజయం	muvaffaqiyat	victory
విజయనగర	vijayanagar	vijayanagar
విజయనగరం	vizianagaram	vijayangaram
విజయము	muvaffaqiyat	victory
విజయవంతం	muvaffaqiyat	successfull
విజయవంతంగా	muvaffaqiyatli	famous
విజయవంతమైన	omadli	successful
విజయవాడకు	vijayavada	vijayawada
విజయవాడలో	vijayavada	vijayawadalo
విజయశాంతి	shanti	vijayashanthi
విజయానికి	muvaffaqiyat	for victory
విజయాన్ని	muvaffaqiyat	win
విజయాలు	yutuqlar	victories
విజయ్	vijay	vijay
విజేత	g&#39;olib	winner
విజ్ఞాన	ilm	science
విజ్ఞానం	ilm	science
విటమిన్	vitamin	vitamin
విటమిన్లు	vitaminlar	vitamins
విడదీసి	yolg&#39;iz bo&#39;lsin	differenciating
విడాకులు	ajrashish	divorce
విడి	yadro	split
విడిగా	alohida	different
విడిచి	ketish	leave
విడిది	orqaga chekinish	vididhi
విడిపోయి	ajraladi	suparated
విడుదల	bo&#39;shatish	release
విడుదలైన	bo&#39;shatish	release
విత్	bilan	with
విత్తనాలు	urug&#39;lar	seeds
విదర్భ	vidarbha	vidharba
విదేశాంగ	xorijiy	in foreign
విదేశాలకు	chet elda	foreign
విదేశాలలో	chet elda	foriegn countries
విదేశీ	chet elda	foreign
విదేశీయులు	chet elliklar	foreigners
విద్య	ta&#39;lim	study
విద్యను	ta&#39;lim	education
విద్యలు	san&#39;at	skilled knowledge
విద్యా	vidya	education
విద్యాభ్యాసం	ma&#39;lumotli	education
విద్యారంగం	ta&#39;lim	education field
విద్యార్థి	talaba	student
విద్యార్థులు	talabalar	students
విద్యార్ధి	talaba	student
విద్యార్ధుల	talabalar	students
విద్యార్ధులు	talabalar	students
విద్యాలయం	kollej	college
విద్యాలయాలు	maktablar	universities
విద్యావిధానంలో	ta&#39;lim	education system
విద్యాసంస్థలు	institutlar	educational institutions
విద్యాసాగర్	vidyasagar	vidyasagar
విద్యుచ్ఛక్తి	quvvat	electricity
విద్యుత్	quvvat	electricity
విద్యుత్తు	quvvat	electricity
విద్వాంసులు	olimlar	scholars
విధంగానే	sifatida	same way
విధముగా	shunday qilib,	like that
విధమైన	saralash	type
విధాన	usul	policy
విధానం	siyosat	rule
విధానము	siyosat	policy
విధానానికి	siyosat	culture
విధానాన్ని	siyosat	method
విధానాల	siyosat	procedures
విధానాలతో	usullari	proceses
విధానాలను	siyosat	commands
విధానాలలో	protseduralar	policies
విధానాలు	protseduralar	methods
విధాల	ko&#39;p jihatdan	various
విధాలుగా	yo&#39;llari	ways
విధి	qoida	fate
విధిగా	funktsiya	vidhi
విధులు	vazifalari	job
వినాయక	ganesh	ganesh
వినాయకుడి	ganesha	of vinayaka
వినాయకుడు	ganesha	vinayak (people in india worship him)
వినాయకుని	ganesh	vinayak
విని	eshitdi	heard
వినియోగం	iste&#39;mol	usage
వినియోగదారు	foydalanuvchi	consumer
వినియోగదారుడు	xaridorlar	customer
వినియోగదారులకు	xaridorlar	customers
వినియోగదారులు	xaridorlar	consumers
వినియోగానికి	iste&#39;mol	usage
వినియోగించే	iste&#39;mol	using
వినుకొండ	vinukonda	vinukonda
వినురవేమ	vinuravema	vinuravema
వినోద	dam olish	entertain
వినోదం	o&#39;yin-kulgi	entertaiment
