$	usd	dollar
sjevernije	tālāk uz ziemeļiem	northern
sjevernim	ziemeļu	north
sjeverno	uz ziemeļiem	north
sjevernog	ziemeļu	north
sjevernoj	ziemeļu	north
sjevernom	uz ziemeļiem	north
sjevernu	uz ziemeļiem	northern
sjeveroistoku	ziemeļaustrumiem	northeast
sjeveroistočne	ziemeļaustrumiem	northeastern
sjeveroistočnoj	ziemeļaustrumiem	northeastern
sjeveroistočnom	ziemeļaustrumiem	north east
sjeverozapadnom	ziemeļrietumi	northwestern
sjeverozapadu	ziemeļrietumi	northwestern
sjeveru	uz ziemeļiem	north
sjećanja	atmiņas	memories
skadar	slidotājs	skadar (name of town)
skakanje	lekt	jumping
skalari	skalārs	scalars
skandijum	skandijs	scandium
skender	gremdētājs	skender
skladu	rindā	along
sklapanje	montāža	assembling
skloništa	patversmes	shelter
sklonište	patversme	shelter
sklonost	slīpums	propensity
sklopiti	salikt	assemble
sklopovi	asamblejas	circuits
sklopu	montāža	within
skoplje	skopje	skopje
skoro	drīz	almost
skraćenica	saīsinājums	abbreviation
skraćeno	saīsināti	shortened
skreće	pagriežas	turns
skup	dārgi	set
skupa	dārgi	together
skupine	grupas	group
skupština	montāža	parliament
skupštine	montāža	assembly
skupštinu	montāža	assembly
sl	att	etc
slab	vājš	weak
slabe	vājš	weak
slabi	vājš	weak
slabije	vājāka	weaker
slabo	vājš	poorly, weakly
slam	slam	slam
slanje	nosūtīšana	to send
slave	slava	celebrate
slavena	slavens	slavs
slaveni	slāvi	slavs
slavenska	slāvu	slavic
slavenske	slāvu	slavic
slavenski	slāvu	slavic
slavenskih	slāvu	slavic
slavi	svin	celebrated
slavu	slava	fame
slažu	piekrītu	agree
slici	bildes	picture
slijede	sekot	followed by
slijedeća	nākamais	next
slijedeće	sekojošais	following
slijedeći	nākamais	following
slijedećih	sekojošais	next
slijedećim	nākamais	following
slijedi	seko	follows
slika	bilde	picture
slikama	bildes	pictures
slikar	gleznotājs	painter
slikari	gleznotāji	painters
slike	bildes	picture
slikom	bilde	picture
sliku	bilde	picture
sliva	plūme	basin
slivu	plūme	river basin
sličan	līdzīgi	similar
slična	līdzīgi	similar
slične	līdzīgi	similar
slični	līdzīgi	similar
sličnih	līdzīgi	similar
sličnim	līdzīgi	similar
slično	līdzīgi	similar
sličnost	līdzība	similarity
sličnosti	līdzības	similarities
sličnu	līdzīgi	similar
sljedbenici	sekotāji	followers
sljedeća	nākamais	next
sljedeće	sekojošais	next
sljedeći	nākamais	next
sljedećih	sekojošais	following
sljedećim	nākamais	following
sloboda	brīvība	freedom
slobodan	bez maksas	slobodan
slobodana	bez maksas	slobodan
slobode	brīvība	freedom
slobodi	brīvība	freedom
slobodna	bez maksas	free
slobodne	bez maksas	free
slobodni	bez maksas	free
slobodnih	bez maksas	free
slobodnim	bez maksas	free
slobodno	bez maksas	free
slobodnog	bez maksas	free
slobodnoj	bez maksas	free
slobodnom	bez maksas	free
slobodnu	bez maksas	free
slobodu	brīvība	freedom
sloga	zilbe	concord
sloj	slānis	coat
sloja	slānis	coat
slojeva	slāņi	classes
slojevima	slāņi	layers
slom	saplīst	breakdown
sloma	saplīst	break
slonovače	ziloņkaula	ivory
slova	vārdi	letters
slovačka	slovākija	slovakia
slovenaca	slovēņi	slavs
slovenci	slovēņi	slovenians
slovenija	slovēnija	slovenia
slovenije	slovēnija	slovenia
sloveniji	slovēnija	slovenia
slovo	vārdu	letter
slovom	vardā	letter
složena	sarežģīts	complex
složene	sarežģīts	complex
slučaj	lietu	case
slučaja	lietu	case
slučajeva	gadījumi	cases
slučajevi	gadījumi	cases
slučajevima	gadījumi	cases
slučajno	netīšām	accidentualy
slučaju	lietu	case
služba	apkalpošana	service
službe	pakalpojumi	services
službena	ierēdnis	official
službene	ierēdnis	official
službeni	ierēdnis	official
službenih	ierēdnis	official
službeno	oficiāli	officially
službenoj	ierēdnis	official
službenom	ierēdnis	official
službi	pakalpojumi	service
službu	apkalpošana	the service
služe	pasniegt	serve
služi	kalpo	serves
služila	pasniedz	served
služili	pasniedz	served
služio	pasniedz	served
služiti	kalpot	serve
smanjena	samazināts	decreased
smanjenja	samazinājumi	lowering
smanjenje	samazināšana	reduction
smanjuje	samazinās	lowers
smanjuju	samazināt	reduce
smatra	uzskatīts	considered
smatraju	uzskatīts	consider
smatrajući	ņemot vērā	considering
smatrala	uzskatīts	considered
smatrali	uzskatīts	considered
smatralo	uzskatīts	considered
smatrana	uzskatīts	considered
smatrao	uzskatīts	considered
smatrati	apsveriet	consider
smetnje	iejaukšanās	digestive problems
smeđe	brūns	brown
smije	viņš smejas	may
smijer	virziens	course
smiju	viņi var	letting
smisao	nozīme	purpose
smisla	jēga	meaning
smislu	jēga	terms,sense
smjer	virziens	direction
smjeru	virziens	direction
smješten	atrodas	accommodated
smještena	atrodas	located
smještene	atrodas	accommodated
smješteni	atrodas	placed
smješteno	atrodas	accommodated
smo	ir	are
smrt	nāve	death
smrti	nāve	death
smrću	nāve	death
snaga	spēks	force
snagama	spēki	force
snage	spēks	strength
snagom	spēks	strength
snagu	spēks	strength
snazi	spēks	strenght
snažan	stipra	strong
snažna	stipra	strong
snažne	stipra	strong
snažnim	stipra	powerfull
snažno	stingri	strongly
snažnom	stipra	strong
snijeg	sniegs	snow
snijega	sniegs	snow
snijegom	sniegs	snow
snima	ierakstus	recording
snimak	momentuzņēmums	recording
sniman	nofilmēts	recorded
snimanja	ierakstīšana	recording
snimanje	ierakstīšana	recording
snimanju	ierakstīšana	recording
snimci	ieraksti	records
snimila	ierakstīts	recorded
snimili	ierakstīts	recorded
snimio	nofilmēts	taped
snimka	momentuzņēmums	recording
snimljen	ierakstīts	taken,shot
so	tātad	salt
soba	istaba	room
sobe	istabas	rooms
sobom	ar tevi	himself
socijalistička	sociālists	socialist
socijalističke	sociālists	socialistic
socijalističkih	sociālists	socialistic
socijalističkog	sociālists	socialistic
socijalizam	sociālisms	socialism
socijalizma	sociālisms	socialism
socijalna	sabiedriskā	social
socijalne	sabiedriskā	social
socijalni	sabiedriskā	social
socijalnih	sabiedriskā	social
socijalno	sociāli	social
socijalnu	sabiedriskā	social
sociologija	socioloģija	sociologist
sociologije	socioloģija	sociology
sofija	sofija	sofia
sofokle	sophocles	sophocles
softver	programmatūra	software
softvera	programmatūra	software
soko	piekūns	soko
sokolović	sokolović	sokolović
sokolovića	sokolovića	sokolović
sokova	sula	juices
sokrat	sokrāts	socrates
solarni	saules	solar
soli	sāls	salt
solo	tikai	solo
sonde	zonde	probes
sony	sony	sony
sophie	sophie	sophie
sorte	kārtot	kind
sovjetska	padomju	soviet
sovjetske	padomju	soviet
sovjetski	padomju	soviet
sovjetskog	padomju	soviet
sp	sp	sp - world cup
spada	kritieni	belongs
spadaju	kritums	are
spahić	spahić	spahic
spaja	savieno	joins
spajaju	savienot	merge
sparta	sparta	sparta
sparte	sparta	sparta
spavanja	gulēt	sleep
spavanje	gulēt	sleeping
specifičan	konkrēts	specific
specifična	konkrēts	specific
specifične	konkrēts	specific
specifičnosti	specifiskums	specificity
specijalne	īpašs	special
specijalnih	īpašs	specials
specijalnim	īpašs	special
spektar	spektrs	specter
spektra	spektrs	spectar
spermatozoid	sperma	sperm
spisak	saraksts	list
spisi	raksti	records
split	sadalīt	split
splita	sadalīt	split
splitski	splitski	split
splitskom	sadalīt	split
splitu	sadalīt	split
spoj	savienojums	connection
spojeva	savienojumi	compounds
spojevi	savienojumi	links
spol	spol	sex
spola	dzimums	gender
spolni	seksuāls	genitals
spolnih	seksuāls	outside
spolnog	seksuāls	sexual
spomen	memoriāls	mentioning
spomenici	pieminekļi	monuments
spomenicima	pieminekļi	tumbstones
spomenik	piemineklis	monument
spomenika	piemineklis	monuments
spomenuti	pieminēt	mention
spominje	piemin	mentions
spominju	pieminēt	mention
spora	strīds	slow
sporazum	vienošanās	agreement
sporazuma	vienošanās	treaty,agreement
sporazume	vienošanās	contracts
sporazumom	vienošanās	agreement
sporazumu	vienošanās	agreement
spore	sporas	spores
sporije	lēnāk	slower
sporo	lēns	slow
sport	sports	sport
sporta	sports	sport
sportista	sportists	athlete
sportisti	sportisti	athletes
sportom	sports	sport
sportova	sports	sports
sportovi	sports	sports
sportovima	sports	sports
sportska	sports	sport
sportske	sports	sport
sportski	sports	sports
sportskih	sports	sports
sportskim	sports	sport
sportu	sports	sport
sposobni	spējīgs	capable of
sposobnost	spēja	ability
sposobnosti	spēja	abilities
spoznaja	izziņa	cognition
spoznaje	izziņas	learned
spoznati	izprotiet	recognize
sprave	ierīces	equipment
spreča	novērš	spreča
spreče	novērš	prevent
spriječiti	lai novērstu	prevent
spušta	nolaižas	down
spuštaju	viņi iet uz leju	go downwards
spö	spö	spo
sr	sr	fr
srba	serbi	serbs
srbe	serbi	serbs
srbi	serbi	serbs
srbija	serbija	serbia
srbije	no serbijas	serbia
srbiji	serbija	serbia
srbijom	serbija	serbia
srbiju	serbija	serbia
srbima	serbi	serbs
srca	sirds	heart
srce	sirds	heart
srcem	sirds	heart
srcu	sirds	heart
srebra	sudrabs	silver
srebrenica	srebrenica	srebrenica
srebrenice	srebrenice	srebrenica
srebrenici	srebrenici	srebrenica
srebrenicu	srebrenica	srebrenica
srebrenik	srebrenik	srebrenik
srebro	sudrabs	silver
sredine	vidus	middle
sredini	vidū	middle
sredinom	vidū	middle
središnja	centrālais	central
središnje	centrālais	middle
središnjem	centrālais	middle
središnji	centrālais	central
središta	centri	center
središte	centrā	center
središtem	centrs	central
središtu	centrs	middle
srednja	vidēja	middle
srednje	vidēja	middle
srednjeg	vidēja	middle
srednjem	vidēja	middle
srednji	vidēja	middle
srednjih	vidēja	middle
srednjim	vidēja	middle
srednjoj	sekundārā	middle
srednjovjekovna	viduslaiku	medieval
srednjovjekovne	viduslaiku	medieval
srednjovjekovni	viduslaiku	medieval
srednjovjekovnih	viduslaiku	medieval
srednjovjekovnog	viduslaiku	medieval
srednjovjekovnoj	viduslaiku	middle age
srednjovjekovnu	viduslaiku	medieval
srednju	vidēja	midlle
sredozemna	vidusjūra	mediterranean
sredozemnom	vidusjūra	mediterranean
sredstava	fondi	means
sredstva	fondi	resources
sredstvima	fondi	funds
sredstvo	nozīmē	resort
srez	šķēle	county
sreza	griezt	districts
sreće	laime	meets
sreću	laime	fortune
srpska	serbu	serb
srpske	serbu	republic of srpska (or sometimes serb republic)
srpski	serbu	serbian
srpskih	serbu	serbian
srpskim	serbu	serbian
srpsko	serbu	serbian
srpskog	serbu	serbian
srpskohrvatski	serbu-horvātu valoda	serbo-croatian
srpskohrvatskog	serbu-horvātu valoda	serbo-croatian
srpskoj	serbu	serbian
srpskom	serbu	serbian
srpsku	serbu	serbian
srušena	nojaukts	demolished
srčanog	sirds	cardiac
srž	smadzenes	core
ss	ss	ss
sssr	sssr	ussr
sssra	sssra	ussr,soviet union abbreviation
stabilna	stabils	stable
stabilnost	stabilitāte	stability
stade	stade	started
stadion	stadions	stadium
stadiona	stadions	stadiums
stadionu	stadions	stadium
stagnacije	stagnācija	stagnation
stajališta	skati	standpoint
stajalište	viedoklis	standpoint
stalež	krājums	class
staleža	krājums	casts
stalne	pastāvīgs	permanent
stalni	pastāvīgs	constantly
stalno	pastāvīgi	constantly
stambenih	mājoklis	residential
standard	standarta	standard
standarda	standarta	standard
standardi	standartiem	standards
standardima	standartiem	standards
standardna	standarta	standard
standardni	standarta	standard
standardnog	standarta	standard
stanica	stacija	station
stanice	stacijas	station
stanicu	stacija	station
stanja	nosacījumus	states
stanje	stāvoklis	situation
stanju	stāvoklis	state
stanovišta	skati	standpoint
stanovnici	iedzīvotāji	citizens
stanovnicima	iedzīvotāji	townsfolk
stanovnika	pilsonis	population
stanovništva	populācija	population
stanovništvo	populācija	residence
stanovništvom	populācija	residence
stanovništvu	populācija	population
star	zvaigzne	old
stara	vecs	old
stare	vecs	old
stari	vecs vīrs	old
starih	vecs	old
starije	vecāks	old
starijeg	vecāks	old
stariji	vecāks	senior
starijih	vecāks	older
starim	vecs	old
staro	vecs	old
starog	vecs vīrs	old
staroj	vecs	old
starom	vecs	old
starost	vecums	age
starosti	vecums	age
staru	vecs	old
state	valsts	state
states	štatos	države
statistika	statistika	statistics
statistike	statistika	statistics
statistički	statistiski	statistically
status	statusu	status
statusa	statusu	status
stav	attieksme	position
stavio	likt	put
staviti	likt	put
stavlja	liek	putting
stavova	attieksmes	apartment
staze	takas	paths
stc	stc	wtc
ste	tu esi	you
stefan	stefans	stephen
stefana	stefana	stephen
stekao	ieguvis	acquired
stekla	stikls	acquired
stepa	stepē	steppe
stepe	stepē	steppes
stepen	grāds	degree
stepena	grāds	rate
steven	stīvens	steven
stećak	stečak	tomb
stećaka	stećak kapa pieminekļi	toombstones
stećci	stećak kapakmeņi	tomb
stećcima	stećci	stones
stick	nūju	stick
stidne	kauns	pubic
stigao	ieradās	arrived
stigla	ieradās	arrived
stigli	ieradās	arrived
stihova	vārsmas	verses
stihove	vārsmas	verses
stihovi	vārsmas	verses
stihovima	vārsmas	verses
stijena	akmens	rock
stijenama	klintis	rocks
stijene	klintis	rocks
stil	stils	style
stila	stils	style
stilu	stils	style
stiče	iegūst	come
stiže	ierodas	arrives
stjenovitih	akmeņains	rocky
stjepan	stjepan	stjepan
stjepana	stjepana	stjepan
sto	simts	hundred
stoca	liellopi	stolac
stoga	tāpēc	therefore
stoje	viņi stāv	stand
stoji	palikt	standing
stolac	krēsls	stolac
stoljeća	gadsimtā	centuries
stoljeću	gadsimtā	century
stopa	likme	rate
stope	soļi	rates
stopu	likme	rate
stotina	simts	hundred
stotine	simtiem	hundreds of
stotinjak	simts	hundred
stotinu	simts	one hundred
stočarstvo	lopi	livestock
strah	bailes	fear
straha	bailes	fear
strahu	bailes	fear
strana	pusē	sides
stranaca	ārzemnieki	strangers
stranaka	ballītes	parties
stranama	valstīm	sides
stranci	ārzemnieki	strangers
strane	sānos	sights
strani	lapas	side
stranica	lappuse	page
stranicama	lapas	pages
stranice	lapas	pages
stranici	lappuse	page
stranih	ārzemju	foreign
stranim	ārzemju	foreign
stranka	ballīte	party
stranke	klientiem	parties
stranom	pusē	side
stranu	pusē	side
strategija	stratēģija	strategy
strategije	stratēģijas	strategies
strateški	stratēģiski	strategic
streptomicin	streptomicīns	sterptomycin
strijelac	šāvējs	scorer
strogo	stingri	firm
struja	elektrība	current
struje	elektrība	current
struju	elektrība	current
struktura	struktūra	structure
strukture	struktūras	structures
strukturi	struktūras	structure
strukturom	struktūra	structure
strukturu	struktūra	structure
strume	strume	goitre
stručni	eksperts	technical
stručnjaci	eksperti	experts
stručnjaka	eksperti	experts
studenata	auksts	students
student	students	student
studenti	studentiem	students
studij	studēt	study
studija	studēt	study
studije	studijas	studies
studijski	studija	study
studio	studija	studio
studirao	studējis	study
stupio	ievadīts	entered
stvar	lieta	thing
stvara	rada	creates
stvaraju	izveidot	they create
stvaralaštva	darbi	creative work
stvaralaštvo	radošums	creativity
stvaranja	radīšana	creation
stvaranje	radīšana	creation
stvaranjem	izveidojot	creating
stvaranju	radīšana	create
stvari	lietas	things
stvarima	lietas	things
stvarne	reāli	real
stvarni	īsts	real
stvarno	tiešām	really
stvarnost	realitāte	reality
stvarnosti	realitāte	reality
stvoren	izveidots	created
stvorena	izveidots	created
stvori	izveidot	creates
stvorili	izveidots	made
stvorio	izveidots	created
stvoriti	radīt	create
su	ir	were
subjekt	priekšmets	subject
sud	tiesa	court
suda	tiesa	court
sudaca	tiesneši	judges
sudačke	tiesneši	judicial
sudbina	liktenis	fate
sudbine	liktenis	destiny
sudbini	liktenis	fate,destiny
sudbinu	liktenis	faith
sudija	tiesnesis	judge
sudije	tiesneši	judge
sudom	tiesa	court
sudova	tiesas	courts
sudovi	tiesas	courts
sudska	tiesas	judicial
sudu	tiesa	court
suha	sausa	dry
suhe	sausa	dry
sukob	konflikts	conflict
sukoba	konflikts	battles
sukobe	konflikti	conflicts
sukobi	konflikti	conflits
sukobu	konflikts	conflict
sulejman	sulejman	sulejman
sulejmana	suleimans	suleiman
sultan	sultāns	sultan
sultana	sultāns	sultan
sumnje	šaubas	doubt
sumpor	sērs	sulfur
sumpora	sērs	sulfur
sumrak	krēsla	sunset
sunca	no saules	sun
sunce	saule	sun
sunitski	sunnīti	sunni
sunnet	saulains	sunnet
sunčev	saules	sun
sunčeva	saules	sun
sunčeve	saules	sun
sunčevog	saules	solar
sunčevom	saules	sun
super	super	super
suprotan	pretī	opposite
suprotno	gluži pretēji	contrary
suprotnom	pretējs	opposing
suprotnosti	pretstati	opposites
supruga	sieva	wife
supruge	sievas	wives
suprugu	sieva	spouse
supstanca	viela	substance
supstance	vielas	supstance
supstanci	vielas	substances
sure	protams	co
susjeda	kaimiņi	neighbors
susjedima	kaimiņi	neighbors
susjedne	blakus	neighboring
susjednih	kaimiņu	neighboring
susjednim	blakus	neighboring
susret	sapulce	meeting
susreće	sanāk	meets
susreću	satikties	met
suverenitet	suverenitāte	sovereignty
sučić	sučić	sucic
suđeno	lemts	trial
suša	sausums	dry
sušić	žāvētājs	sušić
suštini	būtībā	essence
sv	visi	st.
sva	visiem	all
svaka	katrs	every
svakako	protams	certainly
svake	katrs	every
svaki	katrs	every
svakih	no katra	every
svako	visi	everyone
svakodnevno	katru dienu	everyday
svakog	visi	everybody
svakoj	katram	each
svakom	visiem	each
svaku	katrs	every
sve	viss	all
svega	viss	everything
svemir	telpa	space
svemira	visuma	space
svemirska	telpa	cosmic
svemiru	visums	space
svemu	viss	all
sveta	pasaule	holy
svete	svēts	holly
sveti	svēts	sait
sveto	svēts	holy
svetog	svēts	holy
svetom	pasaule	world
svetozar	svetozar	svetozar
svećenik	priesteris	solemn
svi	visiem	all
svih	visiem	all
svijest	apziņa	conscience
svijesti	apziņa	consciousnesses
svijet	pasaule	world
svijeta	pasaules	world
svijetli	spilgti	light
svijetlo	viegls	light
svijetom	pasaule	world
svijetu	pasaule	world
svim	visiem	all
svima	visi	all
svinja	cūka	pig
svinje	cūkas	pigs
svira	lugas	play
sviraju	viņi spēlē	play
svirali	spēlēja	played
svirao	spēlēja	played
svjedok	liecinieks	witness
svjedoka	liecinieki	witnesses
svjedoče	liecināt	testify
svjedoči	apliecina	witnesses
svjestan	apzinās	aware
svjetla	gaismas	lights
svjetlo	viegls	light
svjetlosnog	gaismas	light
svjetlost	viegls	light
svjetlosti	viegls	light
svjetska	pasaule	world
svjetske	pasaule	world
svjetski	pasaulīgs	world
svjetskih	pasaule	world
svjetskim	pasaulīgs	world
svjetsko	pasaulīgs	world
svjetskog	pasaule	world
svjetskoj	pasaule	world
svjetskom	pasaule	world
svjetsku	pasaule	world
svo	svo	all
svog	viņa	their
svoga	viņa	own
svoj	savu	own
svoja	savējie	their
svoje	viņu pašu	own
svojih	viņu pašu	own
svojim	tā	it's
svojoj	raktuves	its
svojom	viņa	own
svojstva	īpašības	performance
svojstvo	īpašums	property
svoju	raktuves	its
svom	uz viņa	its
svome	uz viņa	their
svrha	mērķis	aim
svrhe	mērķiem	purposes
svrhu	mērķis	purpose
svrsi	mērķis	purpose
svrstati	klasificēt	classify
svrstavaju	klasificēt	classified
svu	visiem	all of
syringa	syringa	syringe
system	sistēma	system
systems	sistēmas	systems
ta	jā	that
tabela	tabula	table
tad	tad	then
tada	tad	then
tadašnje	tad	then
tadašnjeg	tā laika	pf that time
tadašnji	tad	"[adj] then (as in ""then-president"", ""then-active"")"
tadašnjim	tad	back then
tadašnjoj	tad	then
tadić	tadic	tadić
tag	birka	tag
taj	ka	that
tajna	slepeni	secret
tajne	noslēpumi	secrets
tajni	noslēpumi	secret
tajno	slepeni	secretly
takav	tāds	such
takmičenja	sacensības	competitions
takmičenje	konkurence	competitions
takmičenjima	sacensības	competitions
takmičenju	konkurence	competition
tako	tātad	like that
takozvani	ts	so called
takođe	arī	also
također	arī	also
takva	tāds	such
takve	tāds	such
takvi	tāds	such
takvih	tāds	such
takvim	tāds	such
takvo	tāds	such
takvog	tāds	such
takvom	tāds	such
takvu	tāds	such
talasa	viļņi	waves
talasne	viļņi	wave
talijum	tallijs	thallium
tamno	tumšs	dark
tamo	tur	there
tarik	tariks	tarik
tastatura	tastatūra	keyboard
taylor	teilors	taylor
tačaka	punkti	dots
tačan	pareizi	exact
tačka	punkts	dots
tačkama	punkti	points
tačke	punktiņi	spot
tački	punkti	node
tačkom	punkts	point
tačku	punkts	spot
tačna	pareizi	accurate
tačnije	precīzāk	more precisely
tačno	tieši tā	exactly
te	un	and
teatar	teātris	theater
tebe	tu	you
tebi	tev	to you
tehnika	tehnika	tehnique
tehnike	tehnikas	techniques
tehniku	tehnika	technique
tehnička	tehnisks	technical
tehničke	tehnisks	technical
tehnički	tehniski	technical
tehničkih	tehnisks	technicaly
tehnologija	tehnoloģija	tehnology
tehnologije	tehnoloģijas	technology
tehnološki	tehnoloģiskā	engineering
tek	tek	only
tekija	tekke	dervish house
tekije	tekke	tekke
tekst	teksts	text
teksta	teksts	text
tekstilna	tekstils	textile
tekstova	tekstus	texts
tekstove	tekstus	texts
tekstovi	tekstus	texts
tekstovima	tekstus	texts
tekstu	teksts	text
tekućina	šķidrums	fluid
tekućine	šķidrumi	liquids
telekomunikacije	telekomunikācijas	telecommunications
telekomunikacione	telekomunikācijas	telecommunication
televizija	televīzija	television
televizije	televīzija	television
televiziji	televīzija	television
televizijske	televīzija	tv
tema	temats	topic
tematika	tēmas	theme
tematski	tematiski	thematic
teme	tēmas	theme
temelj	pamats	foundation
temelja	pamati	foundations
temelje	pamati	foundations
temelji	balstīta	foundations
temeljna	fundamentāls	fundamental
temelju	balstīta	foundation
temperatura	temperatūra	temperature
temperaturama	temperatūras	temperatures
temperature	temperatūra	temperatures
temperaturi	temperatūra	temperature
temperaturom	temperatūra	temperature
temperaturu	temperatūra	temperatures
temu	temats	theme
tendencija	tendence	tendency
tenis	teniss	tennis
teniseri	tenisa spēlētāji	tennis players
teniski	teniss	tennis
teorem	teorēma	theorem
teorema	teorēma	theorem
teoretičar	teorētiķis	theorist
teoretičari	teorētiķi	theoretician
teoretski	teorētiski	theoretical
teorija	teorija	theory
teorije	teorijas	theory
teoriji	teorija	theory
teorijski	teorētiski	teoretical
teoriju	teorija	theory
terapija	terapija	therapy
teren	reljefs	field
terena	reljefs	fields
tereni	reljefi	terrain
terenima	reljefi	courts
terenu	lauka	terrain
teret	nasta	weight
tereza	terēze	tereza
terezija	tur ir	teresa
terezije	tur ir	terezija
teritorij	teritorija	teritory
teritorija	teritorija	territory
teritorijalna	teritoriālais	territorial
teritorijalne	teritoriālais	territorial
teritorijalno	teritoriāli	territorial
teritorije	teritorijas	teritory
teritoriji	teritorija	territory
teritorijom	teritorija	territory
teritoriju	teritorija	territory
termalne	termisks	termal
termin	jēdziens	term
termina	jēdziens	term
termini	termini	terms
terra	terra	land
tesla	tesla	tesla
teslić	teslić	teslić
testisa	sēklinieki	testis
testovi	testi	tests
teze	disertācija	thesis
teče	plūst	flow
tečnost	šķidrums	fluid
tečnosti	šķidrumi	liquids
tešanj	mierinājums	teshanj
teška	smags	heavy
teške	grūti	heavy
teški	smags	heavy
teških	smags	heavy
teškim	grūti	heavy
teško	grūti	hard
teškog	grūti	heavy
teškom	grūti	heavy
teža	disertācija	heavier
težak	smags	heavy
teže	smagāks	harder
teži	sver	weighs
težina	svars	weight
težine	svars	weight
težnja	tiekšanās	striving
that	ka	that
the		the
thomas	thomas	thomas
thomasa	thomasa	thomasa
théâtre	teātris	theater
ti	tu	you
tifa	vēdertīfs	tifa
tih	kluss	quiet,silent
tihi	kluss	silent
tihog	kluss	silent
tihom	klusi	quiet
tijela	ķermeņi	body
tijelo	ķermenis	body
tijelom	ķermenis	body
tijelu	ķermenis	body
tim	komanda	that
tima	komanda	team
time	laiks	with that
timovi	komandas	teams
tip	tips	type
tipa	tips	type
tipičan	tipisks	typical
tipični	tipisks	typical
tipično	parasti	typical
tipova	veidi	types
tipovi	veidi	types
tipu	tips	type
tiranija	tirānija	tyranny
tiražu	apgrozībā	circulation
tita	tita	tito
titanijum	titāns	titanium
tito	tito	tito,nickname of former yougoslavian president josip broz
titula	nosaukums	title
titule	nosaukums	titles
titulu	nosaukums	title
tiče	bažas	concerns
tj	ti	i.e.
tjelesne	fiziskā	body
tjera	diskus	makes
tkiva	audos	tissue
tkivo	audi	matter
tko	pvo	who
tla	augsne	soil
tlo	zemes	soil
tlu	zemes	land
to	uz	it
tog	tog	this
toga	toga	that
toj	viņš	this
tojšići	тојшићи	tojsici
tok	pašreizējais	flow
toka	pašreizējais	course
tokata	tokata	toccatas
tokom	laikā	during
tokove	plūst	flows
tokovi	plūst	ways
toku	pašreizējais	course
toliko	tik daudz	that much
tom	tom	that
tome	tome	this
tomislav	tomislav	tomislav (name)
tone	tonnas	tone
top	tops	top
topić	temats	topic
topla	silts	hot
toplim	silts	warm
topljenja	kūst	meltings
toplota	karstums	heat
toplote	karstums	heat
toranj	tornis	tower
tornjevi	torņi	towers
torzo	rumpis	body
tower	tornis	tower
tradicija	tradīcijas	tradition
tradicije	tradīcijas	tradition
tradiciji	tradīcijas	tradition
tradicijom	tradīcijas	tradition
tradiciju	tradīcijas	tradition
tradicionalna	tradicionāls	traditional
tradicionalne	tradicionāls	traditional
tradicionalni	tradicionāls	traditional
tradicionalnih	tradicionāls	traditional
tradicionalnim	tradicionāls	traditional
tradicionalno	tradicionāli	traditional
trag	izsekot	trace
tragedija	traģēdija	tragedy
tragedije	traģēdija	tragedy
tragova	pēdas	traces
tragove	pēdas	traces
tragovi	pēdas	traces
trajala	ilga	lasted
trajale	ilga	lasted
trajalo	ilga	take
trajanja	ilgums	duration
trajanje	ilgums	durattion
trajao	ilga	lasted
trajati	pēdējais	last
traje	ilgst	lasts
trajno	mūžīgs	permanently
traju	pēdējais	last
transakcija	darījums	transaction
transport	transports	transport
tranzistora	tranzistori	transistors
travnik	pļava	travnik
travnika	pļava	travnika
travniku	zāliens	travnik
traže	meklēju	seek
traženje	meklēt	searching
tražeći	jautā	looking
traži	meklēt	search
tražio	prasīja	sought
tražiti	meklēt	seek
trbušne	vēdera	abdominal
treba	vajadzētu	should be
trebaju	viņiem vajag	need
trebala	vajadzētu	should
trebale	vajadzētu	needed
trebali	vajadzētu	should have
trebalo	vajadzētu	should
trebao	vajadzētu	shoud
trebinje	trebinje	trebinje
trebinju	vajag	trebinju
trend	tendence	trend
trener	treneris	trainer
trenera	treneris	coach
trenja	berze	friction
trenje	berze	friction
trenutak	brīdis	moment
trenutka	brīdis	moment
trenutku	brīdis	moment
trenutni	pašreizējais	current
trenutno	šobrīd	at the momment
tretman	ārstēšana	treatment
tretmanu	ārstēšana	treatment
treća	trešais	third
treće	trešais	third
trećeg	trešais	third
trećem	trešais	third
treći	trešais	third
trećina	trešais	third
trećine	trešdaļas	thirds
trećoj	trešais	third
trešnja	ķirsis	cherry
trg	trg	square
trga	kvadrāts	square
trgovaca	tirgotāji	traders
trgovačka	komerciāls	merchant
trgovačke	komerciāls	commercial
trgovački	komerciāls	trading
trgovci	tirgotāji	clerks
trgovina	veikals	commerce
trgovine	veikalos	commerce
trgovini	tirdzniecība	trade
trgovinom	tirdzniecība	trade
trgovinu	tirdzniecība	trade
trgu	kvadrāts	square
tri	trīs	three
tribunalom	tribunāls	tribunal
trideset	trīsdesmit	thirty
trifunović	trifunović	trifunovic
trigonometrijske	trigonometriskais	trigonometric
triju	trīs	three
trnovo	ērkšķis	trnovo
troje	trīs	three
tron	tronis	throne
trougao	trīsstūris	triangle
trougla	trīsstūris	triangle
trovanja	saindēšanās	poisonings
troy	trojs	troy
trošak	izmaksas	expense
troškova	izmaksas	costs
trudna	grūtniece	pregnant
trudnoća	grūtniecība	pregnancy
trudnoće	grūtniecība	pregnancy
