$  	usd	dollar
tekintenek	uzskatīts	considered
tekinteni	uzskatīts	considered
tekintetben	cieņu	in an aspest
tekintett	uzskatīts	considered
tekintette	uzskatīts	regarded (as)
tekintettel	skats	regard (to)
tekintették	uzskatīts	was considered
tekintetében	ar cieņu	in the relation of
tekinthető	jāapsver	can be considered
tekinthetők	jāapsver	could be regarded as
tekinti	apsveriet	regards (as)
tekintik	uzskatīts	consider
tekintve	ņemot vērā	regarding
tekintélyes	prestiži	in respect
tele	pilns	full
telefon	tālrunis	phone
telek	daudz	plot
teleki	teleki	teleki
telepedett	apmetās	settled
telepedtek	apmetās	settled
telepesek	kolonisti	settlers
telepített	instalēta	settled
települt	apmetās	settled
település	norēķins	settlement
települése	apmetnes	settlement of
települései	apmetnes	settlements of
települések	apmetnes	settlements
településeken	apmetnes	on settlements
településen	norēķins	settlement
települést	norēķins	settlement
televízió	televīzija	television
televíziós	televīzija	tv-
teli	ziema	full
teljes	pabeigts	complete
teljesen	pilnīgi	fully
teljesített	izpildīts	performed
teljesítmény	izpildījums	performance
teljesítménye	spēks	performance
teljesítményt	spēks	performance
telt	pilns	passed
temesvár	timisoara	timisoara
temesvári	timisoara	from temesvár (location)
temették	apbedīts	buried
temető	kapsēta	cemetary
temetőben	kapsēta	cemetery
templom	templis	church
temploma	templis	temple
templomban	baznīca	in church
templomi	baznīca	church
templomok	deniņi	churches
templomot	baznīca	temple
tengely	ass	axle
tenger	jūra	sea
tengeralattjáró	zemūdene	submarine
tengeralattjárók	zemūdenes	submarines
tengerbe	jūra	into the sea
tengeren	jūrā	on sea
tengerentúli	ārzemēs	overseas
tengeri	jūrniecības	high sea
tengerpart	pludmale	coast
tengerparti	jūrmala	coastal
tengerparton	jūrmala	on the coast
tengerszint	jūras līmenis	sea level
tenisz	teniss	tennis
teniszező	tennis	tennis player
tenke	tenke	name of a city
tenni	darīt	make
tennis	teniss	tennisz
teodicea	teodicisks	theodicy
teológia	teoloģija	theology
teológiai	teoloģiskā	theological
tere	tere	sqaure
teremtett	izveidots	created
teret	telpa	square
terhes	grūtniece	pregnant
terhesség	grūtniecība	pregnancy
terjed	izplatība	extends to
terjedt	izplatība	spread
terjedő	uz	extending
terjesztette	iesniegts	spread
termelnek	ražot	produce
termelt	ražots	produced
termelés	produkcija	production
termelése	produkcija	production of
termelési	produkcija	of production
termék	produkts	product
terméke	produkti	products
termékei	produkti	its products
termékek	produkti	products
termékeny	auglīga	production activities
természet	daba	nature
természetben	dabā	in the nature
természete	daba	natore of sy/sg
természetes	dabiski	natural
természetesen	dabiski	naturally
természetfeletti	brīnumaini	supernatural
természeti	dabiski	natural
természettudományi	dabas zinātnes	science
természetvédelem	dabas aizsardzība	protection of the environment
természetvédelmi	saglabāšana	conservation
terrier	terjers	terrier
terry	frotē	terry
terv	plāns	plan
terve	dizains	plan of
tervei	plāni	plans of
terveit	plāni	plans of sy
tervek	plāni	plans
terveket	plāni	plans
tervet	plāns	plan
tervezett	plānots	planned
tervezte	plānots	planned
tervezték	paredzēts	planned
tervét	plāns	plan
terápia	terapija	therapy, treatment
terén	uz laukuma	square
teréz	histerēze	teréz (forename)
terézia	terēze	teresa
terül	tas ir	lies
terület	platība	area
területe	platība	area of
területei	apgabali	areas of
területein	apgabali	territory
területeinek	apgabali	areas of
területeit	apgabali	(its) territories
területek	apgabali	territories
területeken	apgabali	on regions
területeket	apgabali	areas
területekre	apgabali	territory
területekről	apgabali	from areas
területen	platība	area
területet	platība	area
területi	teritoriālais	regional
területre	platība	on a territory
területén	teritorija	(on its) territory
területének	teritorija	area of
területére	teritorija	on the territory of
területéről	no plkst	from the territory of
területét	teritorija	(its) region
területű	platība	area
tesla	tesla	tesla
test	ķermenis	body
teste	viņa ķermenis	body
testek	ķermeņi	bodies
testet	ķermenis	body
testi	fiziskā	physical
testvér	brālis	sibling
testvére	brālis	brother
testvérei	brāļi	siblings
testvérek	brāļi un māsas	brothers
testvérvárosai	māsas pilsētas	sister cities
testét	viņa ķermenis	body
testület	ķermenis	corporation
tesz	darīt	did
teszi	darīt	to
teszik	veidot	put
tesznek	viņi	put
teszt	pārbaude	test
tetején	virsū	on top
tetrakain	tetrakaīns	tetracain
tetszett	man tas patika	sy liked sg
tetszik	piemēram	like
tetszőleges	jebkura	arbitrary
tette	izdarīja	put
tettek	viņi	did
tették	viņi bija	doing
teutonok	teutoni	teutonics (ancient germans)
tevékenykedett	strādāja	worked
tevékenység	aktivitāte	activity
tevékenysége	aktivitāte	(sy/sg's) activity
tevékenységek	aktivitātes	activities
tevékenységet	aktivitāte	activities
tevékenységét	aktivitāte	activities
texas	texas	texas
texasi	teksasā	from texas
textilipar	tekstilrūpniecība	textiles
teája	tēja	tea
teáját	tēja	tea
the		english word
theory	teorija	english word
this	šo	this
thomas	thomas	thomas
thumb|right|px|az	īkšķis | pa labi | px | the	"not a hungarian word ""thumb"" and ""right"" means ""hüvelykujj"" and ""jobb"", while ""az"" means ""the"""
thököly	thököly	thokoly
ti	tu	you
tibeti	tibetietis	tibetian
tibor	tibors	tibor
tigris	tīģeris	tiger
tilalom	aizliegums	interdict
till	līdz	not a hungarian word
tilos	nav atļauts	forbidden
tiltakozott	protestēja	protest
tiltott	aizliegts	forbidden
tim	tim	tim
time	laiks	time
timeaxis	laikaaxis	timeaxis
tipikus	tipisks	typical
tisza	īve	tisza
tiszt	virsnieks	officer
tiszta	tīrs	clean
tisztek	virsnieki	officials
tiszteletbeli	goda	honorary
tiszteletben	ievērots	protection of
tisztelete	cieņu	respect os sy/sg
tiszteletére	gods	honouring
tisztelt	ievērots	respected
tisztelték	pagodināts	respect
tiszti	virsnieks	officers'
tisztséget	birojs	function
tisztában	informēts par	aware of the
tisztán	skaidrs	purely
tisztázott	neskaidrs	made clear
titanic	titānisks	titanic
titkos	slepeni	secret
titkára	sekretāre	secret of
tito	pretrunīgi	tito
titokban	slepeni	in secret
titokzatos	noslēpumains	mysterious
titán	titāns	titan
tivadar	tivadar	common first name
tizedik	desmitais	tenth
tizenegy	vienpadsmit	eleven
tizenhárom	trīspadsmit	thirteen
tizenhét	septiņpadsmit	seventeen
tizenkét	divpadsmit	twelve
tizennégy	četrpadsmit	fourteen
tizenöt	piecpadsmit	fifteen
todd	todd	todd
tokaji	tokay	a hungarian brand of wine
toldalék	birka	suffix
toldi	telli	toldi
tolkien	tolkiens	tolkien
tony	tonijs	tony
topográf	topogrāfija	topography
torna	vingrošana	torna
tornán	turnīrs	on a tournament
tornát	turnīrs	tournament
torony	tornis	tower
torres	torres	torres
tovább	nākamais	further
további	tālāk	further
továbbiakban	turpmāk tekstā	in the future
továbbra	turpināt	still
továbbá	turklāt	furthermore
tradicionális	tradicionāls	traditional
tragikus	traģiski	tragic
tragédia	traģēdija	tragedy
tragédiája	traģēdija	tragedy of
transzformátor	transformators	transformator
tranzisztor	tranzistors	transistor
trek	pārgājiens	trek
trianoni	trianons	trianon
trója	trojs	troy
trójai	trojas zirgi	troyan
trón	tronis	throne
trónra	tronis	throne
trónörökös	dauphin	heir
trópusi	tropisks	tropical
tucat	duci	dozen
tud	var	knows
tudat	apziņa	consciousness
tudatosan	saprātīgi	consciously
tudatában	apzināšanās	in the conscience of
tudható	attiecināms	knowable
tudja	var	knows
tudjon	mācīties	so he can
tudjuk	mēs zinām	(we) know
tudják	viņi zina	know
tudnak	viņi zina	can
tudni	zināt	to know
tudom	es zinu	can
tudomány	zinātne	science
tudományegyetem	universitāte	university of knowledge
tudományok	zinātnes	science
tudományos	zinātniskais	scientific
tudomást	iemācījies	awareness
tudott	zināms	could
tudta	viņš zināja	could
tudtak	varētu	could
tudták	varētu	knew
tudunk	mēs zinām	we know
tudás	zināšanas	knowledge
tudós	zinātnieks	scientist
tudósok	zinātnieki	scientists
tulajdonképpen	patiesībā	actually
tulajdonképpeni	virtuāls	properly so called
tulajdonos	īpašnieks	owner
tulajdonosa	īpašnieks	owner of
tulajdonsága	īpašums	(its) attribute
tulajdonságai	īpašības	features
tulajdonságait	iespējas	(its) attributes
tulajdonságok	īpašības	characteristics
tulajdonában	piederēja	in possession of
tupac	tupac	"(""2pac shakur"" - an american rapper, yo!"
turisták	tūristi	turists
turisztikai	tūrists	tourist
turizmus	tūrisms	turism
turner	virpotājs	turner
turné	tūre	tour
turnéja	tūre	tour
tutanhamon	tutanhamons	tutankhamun (pharaoh)
tv	tv	tv
typotex	typotex	typotex
tábla	tabula	table
táblázat	izklājlapu	table
táblázatban	tabula	table
tábor	nometne	parts
táborba	nometne	to camp
tábornok	vispārējs	marshall
tábornokok	ģenerāļi	generals
tábornokot	vispārīgi	general
tábort	nometne	camp
tágabb	plašāk	wider
táj	ainava	region
tájak	dekorācijas	landscapes
táján	apkārt	about
támadt	bija	attacked
támadta	uzbruka	attacked
támadtak	viņi uzbruka	attacked
támadták	viņi uzbruka	attacked
támadás	uzbrukums	attack
támadása	uzbrukums	sy's/sg's attack
támadások	uzbrukumiem	attacks
támadást	uzbrukums	attack
támadó	uzbrucējs	offensive
támadók	uzbrucēji	attackers
támasztja	atbalstu	reinforce
támogatja	atbalstīt	support
támogatják	atbalstu	support
támogatott	atbalstīts	supported
támogatta	atbalstīts	supported
támogatták	atbalstīts	supported
támogatás	palīdzība	support
támogatása	atbalstu	support
támogatással	atbalstu	with support
támogatást	atbalstu	support
támogatására	atbalstu	support
támogatását	atbalstu	support
támogatásával	atbalstu	supported
támogató	atbalstot	supporting
támogatói	atbalstītājiem	supporters
tánc	dejot	dance
táplálék	uzturs	food
tárgy	objekts	object
tárgya	objekts	not a stand alone word (vita tárgya=manner of dispute - teóriák tárgya=question of theories)
tárgyak	lietas	inconsistent examples (translations in order: subjects; objects; objects)
tárgyakat	objekti	objects
tárgyalt	sarunāts	discussed
tárgyalások	sarunas	discussions
tárgyalásokat	sarunas	negotiations
tárgyat	objekti	theme
tárgyeset	apsūdzošs	accusative
tárgyát	priekšmets	subject of
tárgyú	likums	with the subject
társa	biedrs	partner
társadalmi	sabiedriskā	society
társadalom	sabiedrībā	society
társadalomban	sabiedrībā	in the society
társai	citi	companions
társas	riebīgs	social
társaság	uzņēmums	society
társasági	korporatīvā	social
társaságában	uzņēmums	in sy's company
társulat	uzņēmums	society
társult	saistīta	associated
távol	tālu	far
távolabb	tālāk	far
távolabbi	tālāk	further away
távoli	tālvadības	far-away
távolság	attālums	distance
távolsági	gara distance	distance
távolságra	no plkst	distance
távon	jēdziens	term
távozik	galvu ārā	leave
távozott	aizgājis	left
távozása	aiziešana	(his) departure
távú	jēdziens	distance
téglatest	kuboīds	cuboid
tél	ziema	winter
télen	ziemā	winter
téli	ziema	winter
téma	temats	theme
témában	tēmā	topic
témája	tēma	topic of
témájú	tēmu	theme
témák	tēmas	themes
témákat	tēmas	themes
témát	tēma	topic
tény	fakts	fact
tények	fakti	facts
tényező	faktors	factor
tényezők	faktori	factors
tényleg	patiešām	indeed
tényleges	faktiskais	actual
ténylegesen	de facto	in reality
tér	telpa	space
térben	fons	in space
téren	uz laukuma	in square
téri	peldēšana	spacial
térkép	karte	map
térképe	karte	map
térképek	kartes	maps
térség	novads	place
térségben	novads	in the area
térségében	novads	in the area of
tért	atgriezās	changed to
tértek	atgriezās	turned to
tétel	lieta	item
tétele	veidošana	the rendering of
téve	kamielis	putting
téves	viltus	false
tévesen	kļūdaini	wrongly
tífusz	vēdertīfs	typhoid
típus	tips	type
típusa	tips	type of
típusai	veidi	types
típusok	veidi	types
típust	veidi	type
típusú	tips	type
tíz	desmit	ten
tízes	tenner	ten
tó	ezers	lake
tól	no plkst	from
tóth	tthth	toth
több	vairāk	more
többek	ieskaitot	such
többen	vairāk	many of
többes	vairākas	multiple
többet	vairāk	more
többféle	vairākas	multiple
többi	citi	further
többiek	citi	the rest
többnyire	pārsvarā	most
többször	atkārtoti	several times
többszörös	vairākas	severalfold
többség	vairums	majority
többségben	vairākums	majority
többsége	lielākā daļa	majority
többségi	vairums	majoritary
többségét	lielākā daļa	most of
többségük	lielākā daļa no viņiem	most of them
többé	vēl vairāk	again
többékevésbé	vairāk vai mazāk	more or less
tökéletes	ideāls	perfect
tökéletesen	perfekti	perfectly
tölt	maksa	not a stand alone word in these examples (tölt be=functions as or performs)
töltenek	tērēt	fulfill
tölti	tērē	fulfil
töltik	tērēt	spend
töltött	uzlādēts	spend
töltötte	pavadīts	spent
töltöttek	viņi pavadīja	they spent
töltötték	viņi pavadīja	spent
tömb	bloķēt	block
tömeg	pūlis	mass
tömege	svars	crowd of
tömegek	masas	swarm
tömeges	masveida	mass-
tömegesen	masveidā	numerously
tömegközlekedés	sabiedriskais transports	public transport
tömegközlekedési	sabiedriskais transports	public transport
tömegének	svars	gross
tömegű	svars	gross
tör	pārtraukums	break
törekedett	meklēja	sought
törekvés	vajāšana	aspiration
törekvések	centieni	efforts
törpe	punduris	miniature
tört	salauzts	forged ahead
törtek	salauzts	(they) broke
történelem	vēsture	history
történelemben	vēsture	in the history
történelme	vēsture	history of
történelmet	vēsture	history
történelmi	vēsturiskā	historical
történet	vēsture	story
történetben	stāsts	in a story
története	vēsture	(its) story
történetek	stāsti	stories
történeteket	stāsti	stories
történetet	stāsts	story
történeti	vēsturiskā	historical
történetében	vēsture	history of
történetének	vēsture	stories
történetét	stāsts	story (of)
történetíró	vēsturnieks	storytellers
történik	notikt	happens
történt	noticis	happened
történtek	noticis	happened
történész	vēsturnieks	historian
történészek	vēsturnieki	historicians
történő	ieslēgts	taking place
törvény	likumu	law
törvénye	likums	law
törvényei	likumi	laws of
törvények	likumi	acts
törvényeket	likumi	acts
törvényes	likumīga	legal
törvényhozás	likumdošana	legislation
törvényhozó	likumdevējs	legislative
törvényt	rēķins	law
törvénytelen	pretlikumīgs	illegal
törzs	cilts	trie
törzsek	celmi	tribes
törzsi	cilts	tribal
török	rīkle	turkey
törökország	turcija	turkey
törökországban	turcija	in turkey
törökök	turku	turks
törölték	atcelts	cancelled
túl	arī	beyond
túli	pāri	further
túlnyomó	milzīgs	overwhelming
túlnyomórészt	pārsvarā	mostly
túlságosan	arī	excessively
túlzott	pārmērīgs	exaggerated
túlélte	izdzīvoja	survived
túlélők	izdzīvojušie	survivors
tükrözi	spoguļi	reflects
tükör	spogulis	mirror
tünetei	simptomi	symptoms
tünetek	simptomi	symptoms
tüneteket	simptomi	symptoms
tüntetők	protestētāji	demonstrators
türk	turku	turk
tüskés	dīvaini	tuskes
tüzet	uguns	fire
tüzérségi	artilērija	artillery
tőke	kapitāls	capital
től	no plkst	from
tőle	no viņa	from it
tőlük	no viņiem	them
tűnik	šķiet	seems
tűnnek	parādās	(they) seem
tűnt	parādījās	seemed to
tűnő	šķietami	looks like
tűz	uguns	fire
tűzte	komplekts	set
udvar	tiesa	court
udvarban	tiesa	in court
udvari	tiesa	court
udvarában	pagalms	in sy's court
udvarán	pagalms	court
uefa	uefa	uefa
uefakupa	uefakupa	uefa cup
ugor	ugri	ugric
ugyan	tomēr	say-so
ugyanabban	tas pats	in the same
ugyanaz	tas pats	the same
ugyanazon	tas pats	of the same
ugyanazt	tas pats	same
ugyancsak	tāpat	also
ugyanebben	tas pats	the same
ugyanekkor	tajā pašā laikā	same time
ugyanez	tas pats	the same
ugyanezen	tas pats	on the same
ugyanezt	tas pats	the same
ugyanis	proti	namely
ugyanolyan	tāda paša veida	same
ugyanígy	tāpat	in the same way
ugyanúgy	arī	in the same way
ukrajna	ukraina	ukraine
ukrán	ukraiņu	ukrainian
ulrich	ulrihs	ulrich
ulászló	ulászló	ulászló
un	un	so called
und	und	und
under	apakšā	alatt
underground	pazemē	underground
unesco	unesco	unesco
unit	vienība	unit
united	vienoti	united
unitárius	unitāra	unitarian
university	universitāte	university
univerzum	visums	universe
unió	savienība	union
unióhoz	savienība	union
uniós	savienība	union
unokaöccse	brāļadēls	nephew
unokája	mazdēls	grandson
up	augšā	fel
ura	kungs	lord of sy/sg
urahara	urahara	urahara
uralkodik	valdīt garā	rules
uralkodott	viņš valdīja	reigned
uralkodása	valdīt	reign of sy
uralkodásának	valdīt	reign of
uralkodó	nolēmums	monarch
uralkodói	regāls	regal
uralkodója	valdnieks	monarch of sg
uralkodók	valdnieki	ruler
uralma	valdīt	reign
uralmát	noteikums	domination
uralom	noteikums	dominion
uralta	dominēja	dominated
urán	urāns	uranium
uránusz	urāns	uranus
usa	asv	usa
usaban	asv	in the usa
usb	usb	usb
uss	uss	uss
utak	ceļi	roads
utal	naids	points
utalnak	šovs	suggest
utalt	ienīda	pointed
utalva	atsaucoties uz	referencing to
utalás	atsauce	reference
utaló	saistīti	allusive
utasította	uzdots	directed
utasítás	instrukcijas	order
utasítást	instrukcijas	instruction
utat	ceļš	road
utazik	ceļot	travels
utazott	apceļots	travelled
utaztak	apceļots	travelled
utazás	ceļot	journey
utazást	ceļot	journey
utazó	ceļojot	traveller
utca	ielas	street
utcai	iela	street
utcában	uz ielas	in the street
utcák	ielas	streets
utcán	uz ielas	in the street
utoljára	pēdējo reizi	at last
utolsó	pēdējais	last
után	pēc	after
utána	pēc	after
utáni	pastu	after
utóbb	vēlāk	later
utóbbi	pēdējais	latter
utóbbiak	pēdējais	following
utóbbit	pēdējais	the latter
utóda	pēctecis	follower of sy
utódai	pārņēmēji	descendants of sy
utódja	pēctecis	successor of sy
utókor	pēcnācēji	posterity
utólag	pēc tam	retrospectively
vacsora	vakariņas	dinner
vad	kriminālvajāšana	wild
vadon	savvaļas	wild
vadász	mednieks	hunter
vadászat	medības	hunt
vagy	apsēstība	or
vagyis	tas ir,	that is
vagyok	es esmu	i am
vagyunk	mēs esam	we are
vajda	vojevodā	vajda
vajon	vai	whether
vak	akls	blind
vakkígyófélék	typhlopidae	typhlopidae
valaha	kādreiz	ever
valahol	kaut kur	somewhere
valaki	kāds	someone
valamely	a	a
valamelyik	viens	one of
valamennyi	visiem	some
valami	kaut kas	something
valamiféle	kaut kāds	some
valamikor	kādreiz	sometimes
valamilyen	jebkura	sort of
valamint	kā arī	as well as
valamit	kaut kas	something
valamivel	nedaudz	with something
valencia	valencia	valencia
valkűr	valkyrie	valkyr
vallja	saka	profess
vallon	valons	walloon
vallott	deklarēts	declared
vallotta	aizbildinājās	confessed
vallás	reliģija	religion
vallási	reliģiozs	religious
vallások	reliģijas	religions
vallásos	reliģiozs	religious
vallást	reliģija	religion
vallású	reliģija	religion
való	uz	from
valóban	tiešām	indeed
valódi	īsts	real
valójában	patiesībā	in reality
valós	īsts	real
valósult	īstenots	realized
valószínű	iespējams	likely
valószínűleg	droši vien	probably
valószínűséggel	iespējams	feasibility
valóság	realitāte	truth
valóságban	īstenībā	in reality
valóságos	reāli	real
vane	lāpstiņa	is there
vannak	ir	there are
varga	kurpnieks	common last name
varrás	šūšana	sewing
varsó	varšava	warsaw
varsói	varšava	warsaw
varázsló	vednis	wizard
varázslók	burvji	wizards
vas	dzelzs	metal
vasi	kalnu	vasi
vastag	bieza	thick
vasárnap	svētdien	sunday
vasárnapi	svētdien	sunday
vasérc	dzelzs rūda	iron ore
vasút	dzelzceļš	railway
vasúti	dzelzceļš	railway
vasútvonal	dzelzceļa līnija	railroad
vasútvonalak	dzelzceļa līnijas	railway lines
vasútállomás	vilciena stacija	train station
vatikán	vatikāns	vatican
vatikáni	vatikāns	vatican
vegetáció	veģetācija	plantage
vegyen	ņemt	buy
vegyes	sajaukts	mixed
vegyi	ķīmiska	chemical
vegyipar	ķīmiskā rūpniecība	chemical industry
vegyipari	ķīmiskā rūpniecība	chemical
vegyületek	savienojumi	chemicals
vele	ar viņu	with her/him
velence	venēcija	venice
velencei	venēcietis	venetian
velencében	venēcija	venice
velük	ar viņiem	with
vencel	vāclava	vencel
vendégek	viesi	guests
venezia	venezia	venice
venezuela	venecuēla	venezuela
venni	pirkt	take
venus	venera	venus
venyera	venera	venyera
vera	vera	vera
verdi	verdi	verdi
vereség	sakāve	defeat
veresége	sakāve	defeat of
vereséget	sakāve	defeat
vers	dzejolis	poem
verse	dzejolis	poems
versei	dzejoļi	poems
verseit	dzejoļi	poems
versek	dzejoļi	poems
verseket	dzeja	poems
verseny	sacensības	race
versenyegérformák	gerbil	gerbil
versenyen	turnīrs	at race
versenyt	konkurence	race
versenyzett	sacentās	competed
versenyző	konkurents	competitor
versenyzője	sportists	driver
versenyzők	konkurenti	contestants
versenyén	pasākums	race of
verses	atskaņa	verse-
verset	dzejolis	poem
versét	dzejolis	poem
verte	pārspēt	beat
verték	pārspēt	beat
verzió	versija	version
verziója	versija	version of
verébalkatúak	verébalkatúak	the sparrows
vese	nieres	kidneys
vesz	pirkt	not stand alone word-inconsistent examples (vesz körül=surrounded by - részt vesz=take part in)
veszettség	trakumsērga	rabid
veszi	ņem	take
veszik	ņemt	take
vesznek	iekšā	take
veszprém	vesprēma	veszprém (a hungarian city and county)
veszprémi	vesprēma	of veszprém
vesztes	zaudēšana	defeated
veszteségek	zaudējumi	losses
veszteségeket	zaudējumi	losses
vesztett	traucēta	lost
vesztette	pazaudēts	lost
veszély	briesmas	danger
veszélye	briesmas	threat of
veszélyes	bīstams	danderous
veszélyeztetett	kompromitēts	endangered
veszélyt	draudi	danger
vet	sēt	vet = sow (véget vet = end)
vetett	nošauts	raised
vetette	iemeta	suggested
vetették	viņi ir bijuši	employed
vett	paņēma	bought
vette	paņēma	took
vettek	viņi paņēma	utilized
vettel	vettelis	vettel
vették	viņi paņēma	took
vetítés	projekcija	projection
vevő	klients	customer
vezet	svinu	leads
vezetett	vadīts	led
vezethet	svinu	can introduce
vezethető	attiecināms	traceable
vezeti	svinu	leads
vezetnek	svinu	lead
vezetni	brauc	(to) lead
vezette	galvu	led
vezettek	svinu	introduced
vezették	ieviesa	ran
vezeték	vads	cable
vezetés	vadība	leadership
vezetése	vadība	lead
vezetést	svinu	leadership
vezetését	vadība	leadership of sg
vezetésével	vadība	led by
vezető	diriģents	leading
vezetői	menedžeris	leaders of
vezetőinek	vadītāji	leaders of
vezetője	vadītājs	manager
vezetőjét	vadītājs	leader of sg
vezetők	vadītāji	leaders
vezényelte	vadīts	conducted
vezér	svinu	leader
vezére	vadītājs	leader of sg
vezérkar	augstā pavēle	generals
vezérkari	štāba priekšnieks	chief of staff
vi	vi	sixth
via	caur	via
victor	uzvarētājs	victor
victoria	viktorija	victoria
video	video	video
videó	video	video
videók	video	videos
vidrafűfélék	menyanthaceae	otter grass
vidám	laimīgs	fun
vidék	valsts	region
vidéke	novads	region
vidékeken	apgabali	regions
vidéken	laukos	region
vidéki	lauku	rural
vidékén	laukos	in the area of sg
vietnam	vjetnama	vietnam
vietnami	vjetnamiešu	vietnam
vihar	vētra	storm
vii	vii	seventh
viii	viii	eight
viktor	viktors	viktor
villa	dakša	villa
villamos	elektriskā	tram
vilmos	william	william
világ	pasaule	world
világa	pasaule	world
világatlasz	pasaules atlants	world atlas
világbajnok	pasaules čempions	world champion
világbajnoki	pasaules čempionāts	world-champion
világbajnokság	pasaules čempionāts	world championship
világbajnokságon	pasaules čempionāts	at the world championship
világbajnokságot	pasaules čempionāts	world cup
világban	pasaule	in the world
világegyetem	visums	universe
világháború	pasaules karš	world war
világháborúban	otrais pasaules karš	in the world war
világháborús	otrais pasaules karš	world war i
világháborút	otrais pasaules karš	world war
világhírű	pasaulslavenā	world-famous
világi	laicīgais	worldly
világon	uz pasauli	world
világos	skaidrs	clear
világosabb	gaišāks	clearer
világossá	skaidrs	clear
világot	pasaule	world
világra	pasaule	born
világszerte	visā pasaulē	worldwide
világszervezet	pasaules ķermenis	world organization
világválság	depresija	great depression
világába	pasaule	to the world
világában	pasaule	in the world of
világát	pasaule	world
világörökség	pasaules mantojums	world heritage
világörökségi	pasaules mantojums	world heritage
vince	vince	vince
vincent	vincents	vincent
vinci	vinci	ildiko
vinni	ņemt	to carry
virginia	virdžīnija	virginia
virtuális	virtuāls	virtual
virtuóz	virtuozi	virtuoso
virág	zieds	virág (forename)
virágzott	uzplauka	prospered
virágzó	ziedošs	blooming
visel	valkāt	wear
viseli	lāči	bears
viselkedik	izturēties	behaves
viselkedés	izturēšanās	behaviour
viselkedése	izturēšanās	behaviour of
viselkedését	izturēšanās	behaviour of
viselt	valkājot	wore
viselte	nēsāts	represented
viselő	gultnis	carrying
visnu	vishnu	vishnu
vissza	atpakaļ	back
visszaesett	noraidīja	relapsed
visszatér	atgriezties	return
visszatérni	atgriezties	come back
visszatért	atgriezties	returned
visszatértek	atgriezās	they returned
visszatérve	atgriešanās	back
visszatérés	atgriezties	return
visszatérése	atgriezties	return of
visszatérő	atkārtots	recurrent
visszautasította	atteicās	renounced
visszavonta	atsaukts	revoked
visszavonult	atvaļināts	retired
visszaélés	ļaunprātīga izmantošana	abuse
viszi	ņem	carries
viszont	tomēr	however
viszony	attiecības	relation
viszonya	attiecības	relation of
viszonylag	salīdzinoši	relatively
viszonylagos	radinieks	relative
viszonyok	nosacījumus	actualities
viszonyt	attiecības	relation
viszonyát	attiecības	relationship
viszonyítva	salīdzinot ar	compared
vita	debates	argument
vitatott	apstrīdēts	disputed
vitiligo	vitiligo	vitiligo
vitt	nēsāts	brought
vitte	paņēma	took
vitték	viņi tika nogādāti	were taken
viták	strīdi	debates
vitákat	strīdi	discussions
vitát	debates	debate
vitéz	galantīgs	knight
vivaldi	vivaldi	vivaldi
vizek	ūdeņi	water
vizelethajtó	diurētiķis	emictory
vizes	ūdens	wet
vizet	ūdens	water
vizsgálat	pārbaude	examination
vizsgálata	pārbaude	inspection of
vizsgálatok	izmeklēšanu	surveys
vizsgálatot	izmeklēšana	test
vizsgált	pārbaudīja	studied
vizsgálta	pārbaudīja	examined
vizsla	bīgls	retriever
vizuális	vizuālais	visual
vlagyimir	vladimirs	vladimir
vokális	vokāls	vocal
voldemort	voldemorts	voldemort
volga	volga	volg
volna	būtu	would be
volt	volt	was
volta	daba	being
voltak	viņi bija	(they) were
voltam	esmu	was
volte	volte	was
von	fon	von
vonal	līnija	line
vonala	līnija	(its) line
vonalak	līnijas	lines
vonalat	līnija	defensive line
vonalon	līnija	on a line
vonalán	līnija	line of
vonatkozik	bažas	concern
vonatkoznak	pieteikties	related
vonatkozó	kas attiecas uz	relative
vonatkozóan	attiecībā uz	for
vonatok	vilcieni	trains
vonják	atsaukts	involved
vonta	zīmēja	entailed
vonták	atsaukts	grouped
vonult	atvaļināts	marched
vonultak	viņi soļoja	marched
voyager	voyager	voyager
vs	vs.	vs.
vulkanikus	vulkānisks	volcanic
vulkán	vulkāns	volcano
vulkáni	vulkānisks	vulcanic
vulkánok	vulkāni	volcanoes
váci	vak	váci (a famous street of budapest)
vád	kriminālvajāšana	accusation
vádjával	maksas	charged by
vádolták	apsūdzētais	accused
vágott	griezt	cut
vágya	vai	desire
válasz	atbildi	answer
válaszolt	atbildēja	answered
választ	izvēlēties	elect
választani	izvēlēties	to choose
választja	izvēlēties	separated
választják	ievēlēts	vote
választott	izvēlēts	chosen
választotta	ievēlēts	chose
választottak	ievēlēts	chose
választották	ievēlēts	chosen
választás	izvēle	election
választása	izvēlieties	choice of
választási	vēlēšanas	electional
választások	vēlēšanas	elections
választásokat	vēlēšanas	elections
választásokon	vēlēšanas	on elections
választáson	vēlēšanas	on the election
választófejedelem	palatine	elector
válaszul	atbildi	as an answer
válhat	var kļūt	become
válik	kļūt	turns into
vállal	apņemas	take on
vállalat	uzņēmums	corporation
vállalatok	kompānijas	companies
vállalkozás	uzņēmums	enterprise
vállalt	uzņēmusies	accepted
vállalta	apņēmās	he/she tackled
válnak	būs	are divorcing
válni	kļūt	to become
válogatott	asorti	in sg's blue, selected
válogatottban	nacionālā komanda	in the national team
válogatás	atlase	selection
válság	krīze	crisis
vált	mainīt	became
váltak	viņi ir kļuvuši	separated
váltakozó	vietnieks	alternating
váltja	aizstāts	replaced by
