$	dollar təşkil edib	dollar
వేస్తారు	doldurun	weigh
వేస్తున్నారు	bu	doing
వేస్తే	əgər	put
వై	saxlayın	y
వైఎస్రాజశేఖరరెడ్డి	vaiesrajasekharareddi	ys rajashekar reddy
వైకుంఠ	vaikuntha	vaikunta
వైఖరిని	münasibət	behaviour
వైజ్ఞానిక	elm	science
వైటేసి	vitaceae	vitacease
వైట్	ağ	white
వైదిక	vedik	religious teaching
వైద్య	tibbi	hospital
వైద్యం	şəfa	treatment
వైద్యశాస్త్రం	dərman	medicine
వైద్యులు	həkimlər	doctors
వైపరీత్యాలు	fəlakətlər	calamities
వైపు	üçün	that side
వైపుకు	üçün	towards
వైపున	the	direction
వైపులా	tərəflər	sides
వైభవంగా	ekspozisiya	grandly
వైమానిక	hava	aero
వైరం	rəqabət	enmity
వైరల్	viral	viral
వైరస్	virus	virus
వైరస్ల	viruslar	virus
వైరస్లు	viruslar	viruses
వైరస్‌ను	virus	virus
వైరస్‌ల	viruslar	of viruses
వైరస్‌లను	viruslar	viruses
వైరస్‌లలో	viruslar	in viruses
వైరస్‌లు	viruslar	viruses
వైరా	viera	vira
వైల్డ్	vəhşi	wild
వైవాహిక	ailəlidir	married
వైవిధ్యం	müxtəliflik	versaltile
వైవిధ్యమైనది	fərqlidir	awesome
వైశాఖ	vaisaxa	vishaka
వైశాల్యం	sahə	width, breadth, extent
వైశాల్యంలో	sahə	in area
వైశాల్యము	sahə	area
వైష్ణవ	vaişnava	vaishnava
వొత్తిడి	güc	pressure
వోటు	səs verin	vote
వ్యంగ్య	i̇stehza	vyangya
వ్యక్తం	i̇fadə edir	announce
వ్యక్తి	şəxs	person
వ్యక్తికి	şəxs	to the person
వ్యక్తిగతంగా	şəxsən	individuality
వ్యక్తిగా	şəxs	as a person
వ్యక్తిత్వం	şəxsiyyət	charecter
వ్యక్తిత్వాన్ని	şəxsiyyət	personality
వ్యక్తిని	şəxs	person
వ్యక్తుల	xalq	persons
వ్యక్తులు	xalq	persons
వ్యతిరేక	anti	revolt
వ్యతిరేకంగా	qarşı	opposite
వ్యతిరేకత	müxalifət	opposition
వ్యతిరేకతను	müxalifət	the opposition
వ్యతిరేకించారు	qarşıdır	opposed
వ్యత్యాసం	fərq	difference
వ్యభిచారం	zina	prostitution
వ్యయం	xərclər	period
వ్యర్ధాలను	tullantılar	wastes
వ్యర్ధాలు	tullantılar	wastage
వ్యవసాయ	kənd təsərrüfatı	agricultural
వ్యవసాయం	kənd təsərrüfatı	agricultural
వ్యవసాయదారుడు	kultivator	formar
వ్యవసాయానికి	kənd təsərrüfatı	for agriculture
వ్యవస్థ	sistem	devision
వ్యవస్థకు	sistem	to the system
వ్యవస్థగా	sistem	organization
వ్యవస్థను	sistem	system of
వ్యవస్థల	sistemlər	institutions
వ్యవస్థలకు	sistemlər	organisation
వ్యవస్థలను	sistemlər	different groups
వ్యవస్థలలో	sistemlər	society
వ్యవస్థలు	sistemlər	organisations
వ్యవస్థలో	sistem	in the congregation
వ్యవస్థలోని	sistem	in the system
వ్యవస్థల్లో	sistemlər	in the system
వ్యవస్థాపక	i̇darəetmə	establishment
వ్యవహరిస్తారు	müalicə olunur	behaving
వ్యవహరిస్తున్నారు	edir	behaving
వ్యవహారం	sövdələşmə	behaviour
వ్యవహారాల	i̇şlər	affairs
వ్యవహారాలను	sövdələşmələr	work
వ్యవహారాలలో	əməliyyatlar	affairs
వ్యాకరణ	qrammatika	grammar
వ్యాకరణం	qrammatika	grammar
వ్యాఖ్యలను	şərhlər	statements
వ్యాఖ్యలు	şərhlər	statements
వ్యాఖ్యానం	şərh	historry
వ్యాఖ్యానము	şərh	speech
వ్యాధి	xəstəlik	decease
వ్యాధితో	xəstəlik	with disease
వ్యాధిని	xəstəlik	desease
వ్యాధుల	xəstəliklər	diseases
వ్యాధులను	xəstəliklər	diseases
వ్యాధులలో	xəstəlik	diseases
వ్యాధులు	xəstəliklər	diseases
వ్యాపార	biznes	business
వ్యాపారం	biznes	vyaapaaram
వ్యాపారంలో	biznes	in business
వ్యాపారానికి	biznes	for business
వ్యాపించి	yayılma	spread
వ్యాపించింది	yayılma	spreaded
వ్యాపించినది	bu idi	covered
వ్యాప్తంగా	ətrafında	vyapthamga
వ్యాప్తి	əhatə dairəsi	prevail
వ్యాప్తికి	yayılma	spreads
వ్యాలీ	vadisi	vyali
వ్యావహారిక	biznes	in use
వ్యాస	diametr	essay
వ్యాసం	məqalə	article
వ్యాసంలో	məqalə	in essay
వ్యాసము	məqalə	essay
వ్యాసార్ధము	radius	vyasam
వ్యాసాల	məqalələr	essay
వ్యాసాలు	məqalələr	articles
వ్యాసుడు	vyasa	the name of the saint who wrote mahabharatha
వ్యుత్పత్తి	etimoloji	development
వ్యోమగామి	astronavt	astronomist
వ్రత	mərasim	to observe silence or fasting for a certain period to conquer the senses
వ్రతం	ehtiyatlı	a multitude
వ్రాత	yazmaq	writing, scripting
వ్రాయడం	yazmaq	writing
వ్రాయడానికి	yaz	to write
వ్రాయబడింది	yazılıb	was written
వ్రాయబడ్డాయి	yazılıb	written
వ్రాలాడు	vraladu	hang
వ్రాశాడు	yazdı	written
వ్రాశారు	yazdı	written
వ్రాసాడు	yazdı	written
వ్రాసారు	yazdı	wrote
వ్రాసి	yaz	written
వ్రాసిన	yazılıb	written
వ్రాసినాడు	yazdı	written
వ్లాదిమిర్	vladimir	vladimir
శ	s	century
శంకర	şankar	sankara
శంకరమంచి	sankaramancı	shankaramanchi
శంకరాచార్యుడు	şankaraçərya	shankaracharya
శంకరాచార్యులు	şankaraçərya	shankaraacharylu
శంకరుడు	sankara	shankar, lord shiva
శంకరుని	sankara	lord shiva's
శంకరునికి	sankara	to shankar
శంకరులు	sankara	sankars
శంకర్	şankar	shankar
శంఖ	conch	coral
శకం	dövr	century
శకునం	avqust	occasion
శక్తి	enerji	power
శక్తికి	güc	to his power
శక్తిగా	güc	powerful
శక్తితో	güc	with power
శక్తివంతమైన	güclüdür	powerful
శక్తీ	enerji	power
శక్తుల	qüvvələr	energy
శక్తులను	səlahiyyətlər	powers
శక్తులు	səlahiyyətlər	powers
శతకం	əsr	hundred
శతకము	tərif	poem
శతపాదులు	centipede	animals
శతాబ్ద	əsr	centurian
శతాబ్దం	əsr	century
శతాబ్దంలో	əsr	decade
శతాబ్దపు	əsr	century
శతాబ్దము	əsr	100 years
శతాబ్దములో	əsr	in the century
శతాబ్దాల	əsrlər	centuries
శతాబ్దాలలో	əsrlər	in centuries
శతాబ్దాలు	əsrlər	centuries
శతాబ్ది	əsr	century
శతాబ్ధం	əsr	century
శతాబ్ధంలో	əsr	decade
శతాబ్ధపు	əsr	century
శత్రు	düşmən	enemy
శత్రువు	düşmən	enemy
శత్రువుల	düşmənlər	opposition
శత్రువులు	düşmənlər	enemies
శనగ	fıstıq	peanut
శని	saturn	god, planet, saturday
శనివారం	şənbə	saturday
శనీశ్వర	shaneeswara	saneeswara
శనీశ్వరుడు	şaniswara	god of sani
శబరి	sabari	shabari
శబ్ద	səs	sound
శబ్దం	səs	sound
శబ్దాలను	səslər	sounds
శరీర	bədən	body parts
శరీరం	bədən	body
శరీరంలో	bədən	in body
శరీరంలోని	bədən	body
శరీరము	bədən	body
శరీరానికి	bədən	to the body
శరీరాన్ని	bədən	body
శర్మ	şarma	sharma
శవాన్ని	bədən	dead body
శాంతి	barış	peace
శాంతిని	barış	peace
శాంతియుతంగా	sülh yolu ilə	peacefully
శాఖ	i̇stilik	department
శాఖా	filial	department
శాటిలైట్	peyk	satellite
శాతం	faiz	percentage
శాతకర్ణి	satakarni	shathakarna
శాతవాహన	şatavahana	sathavana
శాతవాహనుల	satavahana	sathavahanulu
శాతవాహనులు	satavahanas	sātavāhana dynasty
శాన్	san	shan
శారద	şarda	sarada
శారదా	şarda	sarada
శారీరక	fiziki	physically
శాశ్వత	daimi	permanent
శాశ్వతమైన	əbədi	permanent
శాసన	qanunvericilik	ruling
శాసనం	qərar	edict
శాసనము	ayılar	statute
శాసనసభ	n	assembly
శాసనసభకు	məclis	to lower house
శాసనసభలో	məclis	in the assembly
శాసనసభా	parlament	constituency
శాసనాల	əsasnamələr	statutes
శాసనాలు	yazılar	laws
శాస్త్ర	elm	scientific
శాస్త్రం	elm	science
శాస్త్రంలో	in	in science
శాస్త్రజ్ఞుడు	elm adamı	scientist
శాస్త్రజ్ఞుల	elm adamları	scientists
శాస్త్రజ్ఞులు	elm adamları	scientist
శాస్త్రము	elm	science
శాస్త్రములో	elm	in the scripture
శాస్త్రవేత్త	elm adamı	scientist
శాస్త్రవేత్తల	elm adamları	of scientists
శాస్త్రవేత్తలు	elm adamları	scientist
శాస్త్రానికి	elm;	science
శాస్త్రాన్ని	elm	science
శాస్త్రాలలో	elm	sciences
శాస్త్రాలు	elmlər	sciences
శాస్త్రి	şastri	sastry
శాస్త్రీయ	elmi	scientific
శాస్త్రీయంగా	elmi cəhətdən	scientific
శిక్ష	hökmlü	punishment
శిక్షణ	təlim	training
శిక్షణా	təlim	training
శిక్షలు	cəzalar	punishments
శిఖరం	zirvəsi	peak
శిఖరము	zirvə	minar
శిలలు	daşlar	stones
శిలా	daş	stone
శిలాజాలు	fosillər	fossi
శిలీంధ్రాలు	göbələklər	fungus
శిల్ప	heykəl	statue
శిల్పం	heykəl	statue
శిల్పకళ	heykəl	rock arts
శిల్పాలలో	heykəllər	in idols
శిల్పాలు	heykəllər	statues
శిల్పి	heykəltəraş	sculpture
శివ	şiva	lord shiva
శివరాత్రి	şivaratri	shiv ratri (night comes in february and march)
శివాజీ	şivaji	sivaji (its a king name)
శివాజీని	şivaji	shivaji
శివార్లలో	şəhərətrafı ərazilərdə	on the outskirts
శివుడి	şiva	for siva
శివుడిని	şiva	siva
శివుడు	şiva	infant
శివుని	şiva	lord siva
శివునికి	şiva	to siva
శిశువు	körpə	an infant
శిష్యుడు	şagird	disciple
శిష్యుడైన	i̇zləyicisi	protege
శిష్యులకు	i̇zləyicilər	to disciples
శిష్యులు	şagirdlər	students
శీతల	yumşaq	cold
శీతాకాలం	qış	winter
శీతాకాలంలో	qış	during winter
శీతోష్ణ	i̇qlim	heat
శీర్షిక	başlıq	question and answers page
శీర్షికలు	mövzular	stories
శీల	proqressivdir	type
శుకృడు	sukrdu	sukrudu
శుక్ర	cümə	sperm
శుక్రవారం	cümə	friday
శుక్రుడు	venera	venus
శుక్ల	şüklə	from new moon to full moon
శుద్దోధనుడు	suddodhanudu	shuddodanudu
శుద్ధ	təmiz	pure
శుద్ధి	zərif	filter
శుభ	yaxşı	good
శుభం	uğurlar	good
శూన్యం	sıfır	nothing
శృంగార	porno	sex
శృంగేరి	sringeri	srungeri
శృతి	shruti	sruthi
శెలవుదినాలు	bayramlar	holidays
శేఖర్	şexar	shekar
శైలి	üslub	style
శైలిని	üslub	style
శైలిలో	üslub	in the style
శైవ	şiva	shiva
శోధన	axtarış	research
శోభన్	sobhan	shoan
శ్రద్ధ	diqqət	interest
శ్రమ	çalışın	hardwork
శ్రవణం	səs	listenning
శ్రామిక	i̇şləyir	worker
శ్రావణ	dinləmə	a month name in telugu (sravana)
శ్రీ	şri	sree
శ్రీకాకుళం	srikakulam	srikakulam
శ్రీకారం	acme	beginning
శ్రీకాళహస్తి	srikalahasti	sri kala hasthi
శ్రీకృష్ణ	krişna	sri krishna
శ్రీకృష్ణదేవరాయల	srikrsnadevarayala	sri krishna devaraya (king)
శ్రీకృష్ణదేవరాయలు	srikrsnadevarayalu	sree krishna devaraya
శ్రీకృష్ణుడు	krişna	sri krishna
శ్రీకృష్ణుని	lord krişna	srikrishna
శ్రీదేవి	sridevi	sridevi
శ్రీధర్	sridhar	sreedhar
శ్రీనివాస	srinivasa	srinivasa
శ్రీనివాసరావు	rao	srinivasarao
శ్రీనివాస్	srinivas	sreenivas (name)
శ్రీపాద	sripada	sripada
శ్రీమతి	xanım.	smt
శ్రీమహావిష్ణువు	srimahavisnuvu	sri maha vishnu
శ్రీమాత	srimata	sri mata
శ్రీరంగం	srirangam	srirangam
శ్రీరామ	rama	sri rama majesty
శ్రీరాముడు	rama	sri rama
శ్రీరాముని	rama	sri ram
శ్రీరాములు	sreeramulu	sri ramulu
శ్రీలంక	şri lanka	srilanka
శ్రీలంకకు	şri lanka	to srilanka
శ్రీవారి	srivari	lord
శ్రీవిద్య	srividya	srividya
శ్రీవేంకటేశ్వర	srivenkatesvara	sri venkateshwara
శ్రీశైల	srisailam	sreesaila
శ్రీశైలం	srisailam	srisailam
శ్రీశ్రీ	john smith	sri sri
శ్రీహరి	hari	srihari
శ్రేణి	menzil	ranges
శ్రేణిలో	seriya	class
శ్రేణులు	reytinqlər	ranges
శ్రేయస్సు	rifah	welwishing
శ్లోకం	çağırış	proverb
శ్లోకము	ayə	shlokam
శ్లోకములు	ayələr	poems
శ్లోకములో	slokamulo	in shlokam
శ్లోకాలు	çağırışlar	verses
శ్వాస	nəfəs alır	breath
షరతు	vəziyyəti	condition
షా	şah	shah
షాంఘై	şanxay	shanghai
షాక్	şok	shock
షాజహాన్	şah cahan	shah jahan
షాద్‌నగర్	şadnagar	shad nagar (its a place)
షాపింగ్	alış-veriş	shopping
షాయిస్తా	chauk masjid by shayista	shayistha
షావుకారు	maqnetik	shop keeper
షాహి	şahi	shahi
షాహీ	şahi	shahi
షాహ్	şah	curse
షిప్	gəmi	ship
షియా	şiə	shia muslims
షిరిడీ	şirdi	shiridi
షుమారుగా	haqqında	averagely
షేక్స్పియర్ని	şekspir	shakespeare
షేక్‌స్పియర్	şekspir	shakespeare
షేర్	paylaşın	share
షో	göstərin	show
స	qırmızı baş	sa
సం	yox.	chapter
సంకలనం	redaktə edin	edition
సంకల్పం	qətiyyət	determination
సంకీర్ణ	koalisiya	group
సంకీర్తనలు	sankirtanalu	deviotional songs
సంకీర్తనా	sankirtana	worshiping
సంకేతం	qeyd	signal
సంకేతంగా	i̇şarə	sanketham
సంకేతాన్ని	siqnal	signal
సంకేతాలను	siqnallar	signals
సంక్రాంతి	divar kağızları	sankranti
సంక్లిష్టమైన	mürəkkəbdir	sanklishtamaina
సంక్షిప్త	qısadır	short
సంక్షిప్తంగా	qısa	briefly
సంక్షేమ	rifah	betterment
సంక్షోభం	böhran	recession
సంఖ్య	yox	number
సంఖ్యను	nömrə	counting
సంఖ్యల	nömrələri	numbered
సంఖ్యలను	nömrələr	numbers
సంఖ్యలు	nömrələri	numbers
సంఖ్యలో	nömrə	in number
సంఖ్యా	nömrə	count
సంఖ్యాక	nömrə	number of
సంగతి	hadisə	issue
సంగతులు	şeylər	sangathulu
సంగమ	qoşulma	confluence
సంగమం	qarışıqlıq	union
సంగారెడ్డి	sangareddy	sanga reddy
సంగీత	musiqi	music
సంగీతం	musiqi	music
సంగీతంలో	musiqi	in the music
సంగీతము	musiqi	music
సంగీతానికి	musiqi	to music
సంగీతాన్ని	musiqi	the music
సంగ్రహ	kolleksiya	sangraha
సంగ్రహం	xülasə	the essence of bhagavad gîta
సంగ్రామం	hərəkat	battle
సంఘ	sosial	society
సంఘం	i̇cma	society
సంఘంలో	i̇cma	union
సంఘటన	hadisə	incident
సంఘటనల	hadisələr	insedent
సంఘటనలు	hadisələr	insident
సంఘటనలో	çırpın	incident
సంఘము	cəmiyyət	society
సంఘర్షణ	münaqişə	argument
సంఘానికి	i̇cma	association
సంఘాన్ని	i̇cma	society
సంఘాలు	i̇cmalar	societies
సంచలనం	buzz	information
సంచార	trafik	traffic
సంచి	çanta	bag
సంచిక	nəşr	edition
సంజయ్	sanjay	sanjay
సంజీవరెడ్డి	sanjeeva	sanjeev reddy
సంతకం	i̇mzalanmışdır	signature
సంతకాలు	i̇mzalar	signatures
సంతతి	nəsil	children
సంతరించుకుంది	dəyişdi	attained
సంతానం	uşaqlar	issue
సంతానోత్పత్తి	damazlıq	birth rate
సంతృప్తి	məmnuniyyət	satisfaction
సంతోషం	sevinc	happiness
సందడి	səs-küy	celebration noise
సందర్భంగా	ərzində	situations
సందర్భంలో	dava	in situations
సందర్భాలలో	davalar	situations
సందర్భాలు	anlar	situations
సందర్శకులను	ziyarətçilər	viewers
సందర్శన	müsahibə	sandarsam
సందర్శించే	ziyarət edin	visit
సందేశం	mesaj	message
సందేశాన్ని	mesaj	message
సందేశాలను	mesajlar	messages
సందేశాలు	mesajlar	messages
సందేహం	şübhə	doubt
సందేహాస్పదం	sual oluna bilər	doubtful
సంధి	danışıq	reconcile
సంధ్య	toran	evening
సంధ్యాసమయం	şəfəq	early morning
సంనెరో	sannero	sumnero
సంపద	sərvət	stuff
సంపదను	sərvət	aquisition
సంపర్క	əlaqə	collecting
సంపర్కం	əlaqə	intercourse
సంపాదకుడు	redaktor	earner
సంపాదించి	qazanc	gianed
సంపాదించిన	qazandı	collect
సంపుట	həcmi	exercise in book
సంపుటం	həcmi	volume
సంపూర్ణ	tamam	full
సంపూర్ణంగా	tamam	completely
సంపెంగ	sampenga	michelia champaca
సంప్రదాయ	ənənə	traditional
సంప్రదాయంగా	ənənəvi olaraq	traditionally
సంప్రదాయంలో	ənənə	tradition
సంప్రదాయక	ənənəvi	traditional
సంప్రదాయము	konvensiya	tradition
సంప్రదాయానికి	ənənə	for tradition
సంప్రదాయాల	ənənələr	traditions
సంప్రదాయాలను	ənənələr	culture
సంప్రదాయాలలో	ənənələr	traditionals
సంప్రదాయాలు	ənənələr	traditionals
సంబందించిన	haqqında	related
సంబంధ	münasibət	related
సంబంధం	münasibət	link
సంబంధము	münasibət	relationship
సంబంధమైన	dini	relative
సంబంధాన్ని	münasibət	relation
సంబంధాల	münasibətlər	relation
సంబంధాలను	münasibətlər	relations
సంబంధాలు	münasibətlər	relationships
సంబంధించి	i̇lə əlaqədar	related
సంబంధించిన	the	relative
సంబంధించినవి	əlaqəli	related
సంబంధిత	əlaqəli	belongs to
సంభందం	münasibət	relation
సంభందించిన	əlaqəli	related to
సంభంధమైన	əlaqəli	related to
సంభవించవచ్చు	baş verir	may happen
సంభవించాయి	baş verdi	occurred
సంభవించిన	baş vermə	affect
సంభవించును	zəlzələ	happens
సంభవించే	baş verir	array
సంభవిస్తాయి	baş verir	occur
సంభవిస్తుంటాయి	edirsiniz	happen
సంభవిస్తుంది	baş verir	happens
సంభాషణ	söhbət	conversation
సంభోగం	qohumluq	intercourse
సంభోగంలో	qohumluq	combination
సంయుక్త	abş	united
సంయుక్తంగా	birgə	unity
సంయోగం	sintez	intercourse
సంయోజక	i̇zolə	depending
సంరక్షణ	qayğı	protection
సంవత్సరం	i̇l	year
సంవత్సరంలో	i̇l	in the year
సంవత్సరమంతా	i̇l	throughout the year
సంవత్సరము	i̇l	samvastaram
సంవత్సరములో	i̇l	in the year
సంవత్సరములోని	i̇l	in year
సంవత్సరాంతమునకు	sanvatsarantamunaku	yerfullu
సంవత్సరాది	i̇l	in the beginning of the year
సంవత్సరానికి	i̇l	yearly
సంవత్సరాల	i̇llər	years
సంవత్సరాలకు	i̇llər	for years
సంవత్సరాలలో	i̇llər	in years
సంవత్సరాలు	i̇llər	years
సంవత్సరాలుగా	i̇llər	years
సంసార	nə olursa olsun	marital
సంసారం	samsara	married life
సంస్కరణలు	süjetlər	changes
సంస్కృత	sanskrit	sanskrit
సంస్కృతం	sanskrit	sanskrit
సంస్కృతంలో	sanskrit	in culture
సంస్కృతము	sanskrit	sanskrit
సంస్కృతములో	devanaqari	in sanskrit
సంస్కృతి	mədəniyyət	culture
సంస్కృతికి	mədəniyyət	culture
సంస్కృతిని	mədəniyyət	culture
సంస్కృతిలో	mədəniyyət	in the culture
సంస్కృతీ	mədəniyyət	culture
సంస్కృతుల	mədəniyyətlər	cultures
సంస్కృతులకు	mədəniyyətlər	traditions
సంస్థ	şirkət	company
సంస్థకు	şirkət	organization
సంస్థగా	təşkilat	organisation
సంస్థను	şirkət	organization
సంస్థల	şirkətlər	instituitions
సంస్థలకు	şirkətlər	organizations
సంస్థలను	təşkilatlar	uniona
సంస్థలలో	təşkilatlar	organisation
సంస్థలు	şirkətlər	organizations
సంస్థల్లో	təşkilatlar	organizations
సంస్థానం	əyalət	sosiety
సంస్థానము	ərazi	kingdom
సంస్థానాన్ని	əyalət	state
సంస్థానాల	koloniyalar	provinces
సంస్థానాలు	əyalətlər	kingdom
సంహారం	öldürmək	kill
సంహిత	samhita	juncture , treatise
సకల	hamısı	all
సకశేరుకాలు	onurğalı	vertrbrates
సగం	yarım	half
సగటు	orta	middle
సగటున	orta hesabla,	half`
సచిన్	saçin	sachin
సజీవంగా	canlı	live
సతీ	sati	sathi
సత్తెనపల్లి	sattenapalli	sattenapalli
సత్య	həqiqət	sathya
సత్యం	həqiqət	true
సత్యనారాయణ	satyanarayana	satyanarayana
సత్యభామ	satyabhama	sathyabhama
సత్యము	həqiqət	truth
సత్యసాయి	sai	satya sai
సత్యసాయిబాబా	sathya sai baba	sathya sai baba
సత్యాగ్రహం	mart	satya graha
సత్యాన్ని	həqiqət	truth
సత్రం	almshouse	inn
సత్రాజిత్తు	satrajittu	natrajithu
సదా	səda	everytime
సదుపాయం	giriş	facility
సదుపాయాలు	rahatlıq	facilities
సనాతన	əbədi	eternal
సన్	günəş	sun
సన్నని	i̇ncə	narrow
సన్నాహాలు	hazırlıqlar	festivel
సన్యాస	ascetic	consecrated life
సన్యాసి	rahib	monk
సన్యాసుల	rahiblər	priests
సన్యాసులు	rahiblər	saints
సపోటా	sapotalar	sappotta
సపోటేసి	sapotalar	sapotaceae
సప్త	yeddi	seven
సబ్	alt	sub
సభ	ev	house
సభకు	ev	durbar
సభను	ev	meeting
సభలు	evlər	houses
సభలో	ev	meeting
సభ్య	üzv dövlətlər	group
సభ్యత్వం	üzvlük	decent
సభ్యుడు	üzv	member
సభ్యురాలు	üzv	member
సభ్యుల	üzv	members
సభ్యులను	üzvlər	members
సభ్యులు	üzvlər	members
సమ	bərabər	equal
సమకాలీన	müasir	same age
సమక్షంలో	varlığı	in the presence
సమగ్ర	hərtərəfli	comprehensive
సమయ	vaxt	time
సమయం	vaxt	time
సమయంలో	vaxt	during that time
సమయంలోనే	eyni vaxtda	in that time or period
సమయము	vaxt	time
సమయానికి	vaxt	intime
సమయాన్ని	vaxt	time frame
సమయాలలో	ərzində	inthat time , periods
సమయాల్లో	vaxtında	times
సమర	müharibə	battle
సమరం	ponting	war
సమర్పయామి	samarpayami	offer
సమర్పించారు	təqdim edildi	presented
సమర్పించిన	təqdim edildi	offered
సమశీతోష్ణ	temperatlı	cold place
సమస్త	hamısı	everything
సమస్య	problem	problem
సమస్యగా	problem	problem
సమస్యను	problem	problem
సమస్యల	məsələlər	matters
సమస్యలకు	məsələlər	problems
సమస్యలను	məsələlər	problems
సమస్యలు	məsələlər	problems
సమాంతరంగా	paralel	equally
సమాఖ్య	federasiya	group
సమాఖ్యలు	şuralar	unitedly
సమాఖ్యలో	federasiya	union
సమాచార	məlumat	nwes
సమాచారం	məlumat	news
సమాచారంగా	məlumat	news
సమాచారము	məlumat	information
సమాచారమును	məlumat	information
సమాచారాన్ని	məlumat	news
సమాజ	i̇cma	social
సమాజం	i̇cma	society
సమాజంలో	i̇cma	society
సమాజంలోని	i̇cma	samajam
సమాజము	i̇cma	society
సమాజానికి	i̇cma	society
సమాజాన్ని	i̇cma	society
సమాధానం	cavab ver	answer
సమాధానాలు	cavab ver	answers
సమాధి	qəbir	bury
సమాధుల	qəbiristanlıq	graves
సమాన	bərabər	equal
సమానం	bərabər	equal
సమానంగా	bərabər	equal
సమానత్వం	bərabərlik	equality
సమానమైన	ekvivalentdir	equal to
సమావేశం	görüş	meeting
సమావేశంలో	görüş	in the meeting
సమావేశానికి	görüş	to the meeting
సమావేశాలు	görüşlər	meetings
సమితి	komitə	council
సమితిని	set	party
సమితిలో	heyət	organization
సమిష్టి	kollektivdir	united
సమీప	yaxınlıqda	near
సమీపంలో	yaxınlıqda	near
సమీపములో	yaxın	as closely
సమీపాన	yaxındır	near by
సముదాయం	kompleks	group
సముదాయాలు	i̇cmalar	ingridients
సముద్ర	dəniz	samudra
సముద్రం	dəniz	samudram
సముద్రంలో	dəniz	in sea
సముద్రతీర	dənizkənarı	sea shore
సముద్రతీరం	sahil xətti	sea coast
సముద్రపు	dəniz	sea
సముద్రము	dəniz	sea
సముద్రములో	dəniz	in the sea
సముద్రానికి	dəniz	nearby the sea, ocean
సముద్రాన్ని	dəniz	ocean
సముద్రాల	okeanlar	seas
సముద్రాలలో	dənizlər	seas
సముద్రాలు	okeanlar	seas
సముపార్జన	alınması	treatment
సమూహ	kütləvi	group
సమూహం	qrup	group
సమూహంలో	qrup	in the group
సమూహము	qrup	group
సమూహాల	qruplar	of groups
సమూహాలు	qruplar	group
సమ్మేళనం	mürəkkəb	compounding
సమ్యక్	samyak	samyak
సయ్యద్	syed	sayyad
సరఫరా	təchizat	transfer
సరయిన	düzdür	proper
సరళమైన	sadələşdirilmişdir	easy
సరసు	göl	sarasu
సరస్వతి	sarasvati	saraswati
సరస్వతీ	sarasvati	saraswathi
సరస్సు	göl	lake
సరస్సులు	göllər	lakes
సరాసరి	orta	average
సరి	yaxşı	same
సరిగా	düzgün	equally
సరిగ్గా	tamamilə	correct
సరియైన	düzdür	correct
సరిహద్దు	sərhəd	border
సరిహద్దుగా	sərhəd	boundaries
సరిహద్దుల	sərhədlər	border
సరిహద్దులను	sərhədlər	frontiers
సరిహద్దులలో	sərhəd	borders
సరిహద్దులు	sərhədlər	borders
సరిహద్దులుగా	sərhədlidir	borders
సరిహద్దులో	sərhəd	borders
సరీసృపాలు	sürünənlər	reptiles
సరుకుల	əmtəə	meterials
సరే	tamam	yes
సరైన	düzdür	ccorrect
సర్	ser	sir
సర్కారు	hökumət	government
సర్దార్	sərdar	sardar
సర్పిలాకార	spiraling	serpentine
సర్వ	ən çox	total
సర్వర్	server	server
సర్వసాధారణం	ən ümumi	regular dos
సర్వసాధారణంగా	ən ümumi	generally
సర్వస్వం	ensiklopediya	all
సర్వస్వము	hər şey	everything
సర్వీసులను	xidmətlər	services
సర్వీసులు	xidmətlər	services
సర్వీస్	xidmət	service
సర్వే	sorğu	survey
సర్‌	ser	sir
సలహా	məsləhət	advise
సలహాలు	təkliflər	suggestions
సల్ఫర్	kükürd	sulphur
సవతి	ögey ana	step mother
సవరణ	düzəltmə	correction
సవరణలు	düzəlişlər	amendments
సవాలు	çağırış	challenge
సహ	həmçinin	saha
సహకార	əməkdaşlıq	co-operative
సహకారం	əməkdaşlıq	helping
సహకారంతో	əməkdaşlıq	helping
సహజ	təbii	natural
సహజం	düşün	society
సహజంగా	təbii ki	generally
సహజంగానే	aydındır	in general
సహజమైన	təbii	natural
సహజీవనం	symbiosis	living together
సహనం	səbir	brave
సహస్ర	min	thousand
సహస్రనామ	səhəsra	sahasranama
సహస్రపాదులు	forma	animals
సహస్రాబ్ది	minillik	millenium
సహా	o cümlədən	along
సహాయ	kömək edin	helping
సహాయం	kömək edin	help
సహాయంగా	kömək edin	helping
సహాయంతో	kömək edin	with the help
సహాయము	kömək edin	help
సహాయముతో	kömək edin	with the help of
సాంకేతిక	texniki	technical
సాంకేతికంగా	texniki cəhətdən	technologically
సాంఘిక	sosial	history
సాంద్రత	sıxlıq	total population
సాంప్రదాయ	ənənəvi	culture
సాంప్రదాయం	ənənə	culture
సాంప్రదాయంలో	ənənə	religion
సాంప్రదాయక	şərti	traditional
సాంప్రదాయకంగా	ənənəvi olaraq	traditionally
సాంప్రదాయాలను	ənənələr	norms
సాంప్రదాయాలు	ənənələr	custom
సాంప్రదాయిక	ənənəvi	traditional
సాంప్రదాయికంగా	ənənəvi olaraq	religiously
సాంస్కృతిక	mədəni	sanskrit
సాకర్	futbol	sagar
సాక్షాత్	dərhal	literally
సాక్షాత్తు	eynən	lively
సాక్షి	şahid	sakshi
