$	ps	dollar
sarajevskoj	sarajevo	sarejevo
sarajevskom	sarajevo	sarajevo
sarajevu	sarajevo	sarajevo
sastanku	reunión	meeting
sastav	composición	structure
sastava	composición	content
sastavljen	compuesto	made of
sastavljena	compuesto	composed
sastavni	constitucion	component
sastavu	composición	composed
sastojak	ingrediente	ingredient
sastojaka	ingredientes	ingredients
sastojala	consistió	consisted
sastojao	consistió en	consisted
sastoje	consistir	consist
sastoji	compuesto de	consists of
sasvim	bastante	completely
sat	se sentó	hour
sata	horas	sata
satelit	satélite	satellite
sateliti	satélites	satellites
sati	horas	hours
saudijska	saudita	saudi
saudijske	saudita	saudi
saudijskoj	saudita	saudi
sav	sav	whole
sava	sava	sava
save	salvar	save
savez	alianza	union
saveza	alianza	union
savezna	federal	federal
savezne	federal	federal
saveznici	aliados	allies
saveznih	federal	federal
saveznika	aliados	allies
savezu	alianza	union
savi	savi	sava
savjet	consejo	advice
savjeta	consejos	council
savjetnika	tutor	consultant
savremena	contemporáneo	modern
savremene	contemporáneo	modern
savremeni	contemporáneo	modern
savremenih	contemporáneo	modern
savremenim	moderno	modern
savremeno	moderno	modern
savremenog	contemporáneo	modern
savremenoj	moderno	modern
savremenom	con tiempo	contemporary
savu	savu	savu
saznanja	conocimiento	knoweledge
sačinjavaju	maquillaje	make up
sačuvati	para preservar	save
saša	sasha	sasa
scenario	guión	screenplay
scene	escena	scene
sceni	escena	scene
scenu	escena	scene
sda	sda	party of democratic action
sds	sds	sds (name of political party)
se	se	are
sead	sead	sead
sebe	yo mismo	themselves,yourself
sebi	yo mismo	self
sedam	siete	seven
sedamdesetih	setenta	the seventies
sedmica	semana	week
sedmice	semanas	week
see	ver	see
segmentima	segmentos	segments
seid	seid	seid
seine	su	seine
sejo	sesión	sejo
sekretar	secretario	secretary
seks	sexo	sex
seksualne	sexual	sexual
seksualno	sexualmente	sexually
seksualnog	sexual	sexual
seksualnu	sexual	sexual
sekte	secta	sect
sektor	sector	sector
sektora	sector	sector
sektoru	sector	sector
sekundarne	secundario	secondary
sekundarni	secundario	secondary
sekundi	segundos	seconds
sela	pueblos	villages
selen	selenio	selenium
selena	selenio	selenium
seli	seli	moves
selima	selima	villages
selimović	selimovic	selimović
seljaka	campesinos	villager
sellem	sellem	sellem
selo	pueblo	village
selu	la aldea	village
sem	sem	except
semantika	semántica	semantic
semberije	semberije	semberia
semir	semir	semir
senad	senad	senad
senat	senado	senate
senata	senado	senate
senatu	el senado	senate
seobe	migración	migrations
seoski	rural	country
septembra	septiembre	september
septembru	septiembre	september
sergei	sergei	sergei
sergej	sergey	sergey
sergio	sergio	sergio
serija	serie	series
serije	serie	series
seriji	serie	series
seriju	serie	series
server	servidor	server
servera	servidor	north
servis	servicio	service
servisa	servicio	service
sestra	hermana	sister
sestre	hermanas	sisters
sestrom	hermana	sister
sestru	hermana	sister
set	conjunto	set
sevdah	sevdah	sevdah
sevdalinka	sevdalinka	sevdalinka (kind of bosnian song)
sevdalinke	sevdalinke	sevdalinka
sevdalinki	sevdalinki	oriental love songs
severina	severina	severina
sex	sexo	sex
sezona	temporada	season
sezone	temporada	season
sezoni	temporada	season
sezonu	temporada	season
seže	alcanza	dates
sfera	esfera	sphere
sfrj	sfrj	socialist federal republic of yugoslavia
shakespeare	shakespeare	shakespeare
shizofrenija	esquizofrenia	schizophrenia
shodno	similar	in accordance with
shs	shs	shs
shvatanja	percepciones	understandings
shvatanje	comprensión	understanding
shvatiti	comprender	understand
si	si	is
sida	lado	aids
sidran	ancla	sidran
signal	señal	signal
signala	señal	signals
signale	señales	signals
sigurni	por supuesto	sure
sigurno	sin lugar a duda	certainly
sigurnost	seguridad	security
sigurnosti	seguridad	security
sigurnošću	seguridad	security
sila	fuerza	force
silama	efectivo	powers
sile	efectivo	force
silu	fuerza	force
simbol	símbolo	symbol
simbola	símbolo	symbols
simboli	símbolos	symbols
simptoma	síntomas	symptoms
simptomi	síntomas	symptoms
sin	hijo	son
sina	hijo	son
sinan	sinan	sinan
sindbad	sindbad	sindbad
sindrom	síndrome	syndrome
singl	soltero	single
singlovi	individual	singles
sinonim	sinónimo	synonim
sinova	hijos	sons
sintaksa	sintaxis	syntax
sinteza	síntesis	synthesis
sintezu	síntesis	synthesis
sinus	seno	sinus
sir	señor	cheese
sira	queso	sir
sirije	siria	syria
sirište	cuajo	cheese
sirovina	materia prima	raw material
sirovine	materias primas	matterials
sisara	mamífero	mammals
sisari	mamíferos	mammalian
sistem	sistema	system
sistema	sistema	system
sistematski	sistemáticamente	systemic
sisteme	sistemas	systems
sistemi	sistemas	systems
sistemima	sistemas	systems
sistemom	sistema	system
sistemu	sistema	system
site	sitio	site
situacija	situación	situation
situacijama	situaciones	situations
situacije	situaciones	situation
situaciji	situación	situation
situaciju	situación	situation
sive	gris	gray
sjedinjene	unido	united
sjedinjenih	unido	united
sjedinjenim	unido	united
sjedišta	asientos	seating
sjedište	sede	headquarters
sjedištem	sede	based
sjemenke	semillas	seeds
sjenica	kiosko	sjenica
sjever	norte	north
sjevera	norte	north
sjeverna	norte	north
sjeverne	del norte	north
sjeverni	del norte	north
sjevernih	del norte	northern
sjevernije	más al norte	northern
sjevernim	del norte	north
sjeverno	norte	north
sjevernog	del norte	north
sjevernoj	del norte	north
sjevernom	norte	north
sjevernu	norte	northern
sjeveroistoku	noreste	northeast
sjeveroistočne	noreste	northeastern
sjeveroistočnoj	noreste	northeastern
sjeveroistočnom	noreste	north east
sjeverozapadnom	noroeste	northwestern
sjeverozapadu	noroeste	northwestern
sjeveru	norte	north
sjećanja	recuerdos	memories
skadar	skadar	skadar (name of town)
skakanje	saltando	jumping
skalari	escalar	scalars
skandijum	escandio	scandium
skender	skender	skender
skladu	en línea	along
sklapanje	montaje	assembling
skloništa	refugios	shelter
sklonište	abrigo	shelter
sklonost	inclinación	propensity
sklopiti	armar	assemble
sklopovi	ensambles	circuits
sklopu	montaje	within
skoplje	skopje	skopje
skoro	pronto	almost
skraćenica	abreviatura	abbreviation
skraćeno	abreviado	shortened
skreće	vueltas	turns
skup	costoso	set
skupa	costoso	together
skupine	grupos	group
skupština	montaje	parliament
skupštine	montaje	assembly
skupštinu	montaje	assembly
sl	higo	etc
slab	débiles	weak
slabe	débiles	weak
slabi	débiles	weak
slabije	más débil	weaker
slabo	débiles	poorly, weakly
slam	golpe	slam
slanje	enviando	to send
slave	gloria	celebrate
slavena	famoso	slavs
slaveni	eslavos	slavs
slavenska	eslavo	slavic
slavenske	eslavo	slavic
slavenski	eslavo	slavic
slavenskih	eslavo	slavic
slavi	celebra	celebrated
slavu	gloria	fame
slažu	de acuerdo	agree
slici	imágenes	picture
slijede	seguir	followed by
slijedeća	siguiente	next
slijedeće	el seguimiento	following
slijedeći	siguiente	following
slijedećih	el seguimiento	next
slijedećim	siguiente	following
slijedi	sigue	follows
slika	imagen	picture
slikama	imágenes	pictures
slikar	pintor	painter
slikari	pintores	painters
slike	imágenes	picture
slikom	imagen	picture
sliku	imagen	picture
sliva	ciruela	basin
slivu	ciruela	river basin
sličan	similar	similar
slična	similar	similar
slične	similar	similar
slični	similar	similar
sličnih	similar	similar
sličnim	similar	similar
slično	similar	similar
sličnost	semejanza	similarity
sličnosti	similitudes	similarities
sličnu	similar	similar
sljedbenici	seguidores	followers
sljedeća	siguiente	next
sljedeće	el seguimiento	next
sljedeći	siguiente	next
sljedećih	el seguimiento	following
sljedećim	siguiente	following
sloboda	libertad	freedom
slobodan	gratis	slobodan
slobodana	gratis	slobodan
slobode	libertad	freedom
slobodi	libertad	freedom
slobodna	gratis	free
slobodne	gratis	free
slobodni	gratis	free
slobodnih	gratis	free
slobodnim	gratis	free
slobodno	gratis	free
slobodnog	gratis	free
slobodnoj	gratis	free
slobodnom	gratis	free
slobodnu	gratis	free
slobodu	libertad	freedom
sloga	sílaba	concord
sloj	capa	coat
sloja	capa	coat
slojeva	capas	classes
slojevima	capas	layers
slom	descompostura	breakdown
sloma	descompostura	break
slonovače	marfil	ivory
slova	palabras	letters
slovačka	eslovaquia	slovakia
slovenaca	eslovenos	slavs
slovenci	eslovenos	slovenians
slovenija	eslovenia	slovenia
slovenije	eslovenia	slovenia
sloveniji	eslovenia	slovenia
slovo	palabra	letter
slovom	en una palabra	letter
složena	complejo	complex
složene	complejo	complex
slučaj	caso	case
slučaja	caso	case
slučajeva	casos	cases
slučajevi	casos	cases
slučajevima	casos	cases
slučajno	por accidente	accidentualy
slučaju	caso	case
služba	servicio	service
službe	servicios	services
službena	oficial	official
službene	oficial	official
službeni	oficial	official
službenih	oficial	official
službeno	oficialmente	officially
službenoj	oficial	official
službenom	oficial	official
službi	servicios	service
službu	servicio	the service
služe	servir	serve
služi	sirve	serves
služila	servido	served
služili	servido	served
služio	servido	served
služiti	servir	serve
smanjena	reducido	decreased
smanjenja	reducciones	lowering
smanjenje	reducción	reduction
smanjuje	disminuye	lowers
smanjuju	reducir	reduce
smatra	considerado	considered
smatraju	considerado	consider
smatrajući	considerando	considering
smatrala	considerado	considered
smatrali	considerado	considered
smatralo	considerado	considered
smatrana	considerado	considered
smatrao	considerado	considered
smatrati	considerar	consider
smetnje	interferencia	digestive problems
smeđe	marrón	brown
smije	él ríe	may
smijer	dirección	course
smiju	que puede	letting
smisao	sentido	purpose
smisla	sentido	meaning
smislu	sentido	terms,sense
smjer	dirección	direction
smjeru	dirección	direction
smješten	situado	accommodated
smještena	situado	located
smještene	situado	accommodated
smješteni	situado	placed
smješteno	situado	accommodated
smo	son	are
smrt	muerte	death
smrti	muerte	death
smrću	muerte	death
snaga	fuerza	force
snagama	efectivo	force
snage	fuerza	strength
snagom	fuerza	strength
snagu	fuerza	strength
snazi	fuerza	strenght
snažan	fuerte	strong
snažna	fuerte	strong
snažne	fuerte	strong
snažnim	fuerte	powerfull
snažno	fuertemente	strongly
snažnom	fuerte	strong
snijeg	nieve	snow
snijega	nieve	snow
snijegom	nieve	snow
snima	registros	recording
snimak	instantánea	recording
sniman	filmado	recorded
snimanja	grabación	recording
snimanje	grabación	recording
snimanju	grabación	recording
snimci	grabaciones	records
snimila	grabado	recorded
snimili	grabado	recorded
snimio	filmado	taped
snimka	instantánea	recording
snimljen	grabado	taken,shot
so	entonces	salt
soba	habitación	room
sobe	habitaciones	rooms
sobom	con usted	himself
socijalistička	socialista	socialist
socijalističke	socialista	socialistic
socijalističkih	socialista	socialistic
socijalističkog	socialista	socialistic
socijalizam	socialismo	socialism
socijalizma	socialismo	socialism
socijalna	social	social
socijalne	social	social
socijalni	social	social
socijalnih	social	social
socijalno	socialmente	social
socijalnu	social	social
sociologija	sociología	sociologist
sociologije	sociología	sociology
sofija	sofía	sofia
sofokle	sophocles	sophocles
softver	software	software
softvera	software	software
soko	halcón	soko
sokolović	sokolović	sokolović
sokolovića	sokolovića	sokolović
sokova	jugo	juices
sokrat	sócrates	socrates
solarni	solar	solar
soli	sal	salt
solo	solamente	solo
sonde	investigacion	probes
sony	sony	sony
sophie	sophie	sophie
sorte	ordenar	kind
sovjetska	soviético	soviet
sovjetske	soviético	soviet
sovjetski	soviético	soviet
sovjetskog	soviético	soviet
sp	sp	sp - world cup
spada	caídas	belongs
spadaju	otoño	are
spahić	spahić	spahic
spaja	conecta	joins
spajaju	conectar	merge
sparta	esparta	sparta
sparte	sparte	sparta
spavanja	dormir	sleep
spavanje	dormir	sleeping
specifičan	específico	specific
specifična	específico	specific
specifične	específico	specific
specifičnosti	especificidad	specificity
specijalne	especial	special
specijalnih	especial	specials
specijalnim	especial	special
spektar	espectro	specter
spektra	espectro	spectar
spermatozoid	esperma	sperm
spisak	lista	list
spisi	escritos	records
split	división	split
splita	división	split
splitski	splitski	split
splitskom	división	split
splitu	división	split
spoj	compuesto	connection
spojeva	compuestos	compounds
spojevi	compuestos	links
spol	spol	sex
spola	género	gender
spolni	sexual	genitals
spolnih	sexual	outside
spolnog	sexual	sexual
spomen	monumento	mentioning
spomenici	monumentos	monuments
spomenicima	monumentos	tumbstones
spomenik	monumento	monument
spomenika	monumento	monuments
spomenuti	mencionar	mention
spominje	menciona	mentions
spominju	mencionar	mention
spora	disputa	slow
sporazum	acuerdo	agreement
sporazuma	acuerdo	treaty,agreement
sporazume	acuerdos	contracts
sporazumom	acuerdo	agreement
sporazumu	acuerdo	agreement
spore	esporas	spores
sporije	más lento	slower
sporo	lento	slow
sport	deporte	sport
sporta	deportes	sport
sportista	atleta	athlete
sportisti	atletas	athletes
sportom	deportes	sport
sportova	deportes	sports
sportovi	deportes	sports
sportovima	deportes	sports
sportska	deportes	sport
sportske	deportes	sport
sportski	deportes	sports
sportskih	deportes	sports
sportskim	deportes	sport
sportu	deportes	sport
sposobni	capaz	capable of
sposobnost	capacidad	ability
sposobnosti	capacidad	abilities
spoznaja	cognición	cognition
spoznaje	cogniciones	learned
spoznati	comprender	recognize
sprave	dispositivos	equipment
spreča	evita	spreča
spreče	evita	prevent
spriječiti	para prevenir	prevent
spušta	desciende	down
spuštaju	bajan	go downwards
spö	spö	spo
sr	sr	fr
srba	serbios	serbs
srbe	serbios	serbs
srbi	serbios	serbs
srbija	serbia	serbia
srbije	de serbia	serbia
srbiji	serbia	serbia
srbijom	serbia	serbia
srbiju	serbia	serbia
srbima	serbios	serbs
srca	corazón	heart
srce	corazón	heart
srcem	corazón	heart
srcu	corazón	heart
srebra	plata	silver
srebrenica	srebrenica	srebrenica
srebrenice	srebrenice	srebrenica
srebrenici	srebrenici	srebrenica
srebrenicu	srebrenica	srebrenica
srebrenik	srebrenik	srebrenik
srebro	plata	silver
sredine	medio	middle
sredini	en el medio	middle
sredinom	en el medio	middle
središnja	central	central
središnje	central	middle
središnjem	central	middle
središnji	central	central
središta	centros	center
središte	centrar	center
središtem	el centro	central
središtu	el centro	middle
srednja	medio	middle
srednje	medio	middle
srednjeg	medio	middle
srednjem	medio	middle
srednji	medio	middle
srednjih	medio	middle
srednjim	medio	middle
srednjoj	secundario	middle
srednjovjekovna	medieval	medieval
srednjovjekovne	medieval	medieval
srednjovjekovni	medieval	medieval
srednjovjekovnih	medieval	medieval
srednjovjekovnog	medieval	medieval
srednjovjekovnoj	medieval	middle age
srednjovjekovnu	medieval	medieval
srednju	medio	midlle
sredozemna	mediterráneo	mediterranean
sredozemnom	mediterráneo	mediterranean
sredstava	fondos	means
sredstva	fondos	resources
sredstvima	fondos	funds
sredstvo	medio	resort
srez	rebanada	county
sreza	cortar	districts
sreće	felicidad	meets
sreću	felicidad	fortune
srpska	serbio	serb
srpske	serbio	republic of srpska (or sometimes serb republic)
srpski	serbio	serbian
srpskih	serbio	serbian
srpskim	serbio	serbian
srpsko	serbio	serbian
srpskog	serbio	serbian
srpskohrvatski	serbocroata	serbo-croatian
srpskohrvatskog	serbocroata	serbo-croatian
srpskoj	serbio	serbian
srpskom	serbio	serbian
srpsku	serbio	serbian
srušena	demolido	demolished
srčanog	cardíaco	cardiac
srž	médula	core
ss	ss	ss
sssr	sssr	ussr
sssra	sssra	ussr,soviet union abbreviation
stabilna	estable	stable
stabilnost	estabilidad	stability
stade	stade	started
stadion	estadio	stadium
stadiona	estadio	stadiums
stadionu	estadio	stadium
stagnacije	estancamiento	stagnation
stajališta	puntos de vista	standpoint
stajalište	punto de vista	standpoint
stalež	valores	class
staleža	valores	casts
stalne	permanente	permanent
stalni	permanente	constantly
stalno	constantemente	constantly
stambenih	alojamiento	residential
standard	estándar	standard
standarda	estándar	standard
standardi	normas	standards
standardima	normas	standards
standardna	estándar	standard
standardni	estándar	standard
standardnog	estándar	standard
stanica	estación	station
stanice	estaciones	station
stanicu	estación	station
stanja	condiciones	states
stanje	condición	situation
stanju	condición	state
stanovišta	puntos de vista	standpoint
stanovnici	residentes	citizens
stanovnicima	residentes	townsfolk
stanovnika	ciudadano	population
stanovništva	población	population
stanovništvo	población	residence
stanovništvom	población	residence
stanovništvu	población	population
star	estrella	old
stara	antiguo	old
stare	antiguo	old
stari	anciano	old
starih	antiguo	old
starije	mayor	old
starijeg	mayor	old
stariji	mayor	senior
starijih	mayor	older
starim	antiguo	old
staro	antiguo	old
starog	anciano	old
staroj	antiguo	old
starom	antiguo	old
starost	años	age
starosti	años	age
staru	antiguo	old
state	estado	state
states	estados	države
statistika	estadísticas	statistics
statistike	estadísticas	statistics
statistički	estadísticamente	statistically
status	estado	status
statusa	estado	status
stav	actitud	position
stavio	poner	put
staviti	poner	put
stavlja	pone	putting
stavova	actitudes	apartment
staze	caminos	paths
stc	stc	wtc
ste	usted está	you
stefan	stefan	stephen
stefana	stefana	stephen
stekao	ganado	acquired
stekla	vaso	acquired
stepa	estepa	steppe
stepe	estepa	steppes
stepen	la licenciatura	degree
stepena	la licenciatura	rate
steven	steven	steven
stećak	stećak	tomb
stećaka	lápidas stećak	toombstones
stećci	lápidas stećak	tomb
stećcima	stećci	stones
stick	palo	stick
stidne	vergüenza	pubic
stigao	llegado	arrived
stigla	llegado	arrived
stigli	llegado	arrived
stihova	versos	verses
stihove	versos	verses
stihovi	versos	verses
stihovima	versos	verses
stijena	rock	rock
stijenama	rocas	rocks
stijene	rocas	rocks
stil	estilo	style
stila	estilo	style
stilu	estilo	style
stiče	adquiere	come
stiže	llega	arrives
stjenovitih	rocoso	rocky
stjepan	stjepan	stjepan
stjepana	stjepana	stjepan
sto	cien	hundred
stoca	vacas	stolac
stoga	por lo tanto	therefore
stoje	ellos permanecen	stand
stoji	permanecer	standing
stolac	silla	stolac
stoljeća	siglo	centuries
stoljeću	siglo	century
stopa	velocidad	rate
stope	pasos	rates
stopu	velocidad	rate
stotina	un centenar	hundred
stotine	cientos	hundreds of
stotinjak	un centenar	hundred
stotinu	un centenar	one hundred
stočarstvo	ganado	livestock
strah	miedo	fear
straha	miedo	fear
strahu	miedo	fear
strana	lado	sides
stranaca	extranjeros	strangers
stranaka	fiestas	parties
stranama	países	sides
stranci	extranjeros	strangers
strane	lados	sights
strani	paginas	side
stranica	página	page
stranicama	paginas	pages
stranice	paginas	pages
stranici	página	page
stranih	exterior	foreign
stranim	exterior	foreign
stranka	partido	party
stranke	clientes	parties
stranom	lado	side
stranu	lado	side
strategija	estrategia	strategy
strategije	estrategias	strategies
strateški	estratégicamente	strategic
streptomicin	estreptomicina	sterptomycin
strijelac	tirador	scorer
strogo	estrictamente	firm
struja	electricidad	current
struje	electricidad	current
struju	electricidad	current
struktura	estructura	structure
strukture	estructuras	structures
strukturi	estructuras	structure
strukturom	estructura	structure
strukturu	estructura	structure
strume	strume	goitre
stručni	experto	technical
stručnjaci	expertos	experts
stručnjaka	expertos	experts
studenata	frío	students
student	estudiante	student
studenti	estudiantes	students
studij	estudiar	study
studija	estudiar	study
studije	estudios	studies
studijski	estudio	study
studio	estudio	studio
studirao	estudió	study
stupio	ingresó	entered
stvar	cosa	thing
stvara	crea	creates
stvaraju	crear	they create
stvaralaštva	creaciones	creative work
stvaralaštvo	creatividad	creativity
stvaranja	creación	creation
stvaranje	creación	creation
stvaranjem	por crear	creating
stvaranju	creación	create
stvari	cosas	things
stvarima	cosas	things
stvarne	real	real
stvarni	real	real
stvarno	de verdad	really
stvarnost	realidad	reality
stvarnosti	realidad	reality
stvoren	creado	created
stvorena	creado	created
stvori	crear	creates
stvorili	creado	made
stvorio	creado	created
stvoriti	crear	create
su	son	were
subjekt	tema	subject
sud	corte	court
suda	corte	court
sudaca	jueces	judges
sudačke	jueces	judicial
sudbina	destino	fate
sudbine	destino	destiny
sudbini	destino	fate,destiny
sudbinu	destino	faith
sudija	juez	judge
sudije	jueces	judge
sudom	corte	court
sudova	tribunales	courts
sudovi	tribunales	courts
sudska	judicial	judicial
sudu	corte	court
suha	seco	dry
suhe	seco	dry
sukob	conflicto	conflict
sukoba	conflicto	battles
sukobe	conflictos	conflicts
sukobi	conflictos	conflits
sukobu	conflicto	conflict
sulejman	sulejman	sulejman
sulejmana	sulejmana	suleiman
sultan	sultán	sultan
sultana	sultán	sultan
sumnje	dudas	doubt
sumpor	azufre	sulfur
sumpora	azufre	sulfur
sumrak	oscuridad	sunset
sunca	del sol	sun
sunce	el sol	sun
sunitski	sunita	sunni
sunnet	red solar	sunnet
sunčev	solar	sun
sunčeva	solar	sun
sunčeve	soles	sun
sunčevog	solar	solar
sunčevom	solar	sun
super	súper	super
suprotan	opuesto	opposite
suprotno	de lo contrario	contrary
suprotnom	lo contrario	opposing
suprotnosti	opuestos	opposites
supruga	esposa	wife
supruge	esposas	wives
suprugu	esposa	spouse
supstanca	sustancia	substance
supstance	sustancias	supstance
supstanci	sustancias	substances
sure	por supuesto	co
susjeda	vecinos	neighbors
susjedima	vecinos	neighbors
susjedne	adyacente	neighboring
susjednih	vecino	neighboring
susjednim	adyacente	neighboring
susret	reunión	meeting
susreće	satisface	meets
susreću	reunirse	met
suverenitet	soberanía	sovereignty
sučić	sučić	sucic
suđeno	condenado	trial
suša	sequía	dry
sušić	secadora	sušić
suštini	en esencia	essence
sv	todas	st.
sva	todas	all
svaka	cada	every
svakako	ciertamente	certainly
svake	cada	every
svaki	cada	every
svakih	de cada	every
svako	todo el mundo	everyone
svakodnevno	cada día	everyday
svakog	todo el mundo	everybody
svakoj	a cada	each
svakom	a todos	each
svaku	cada	every
sve	todo	all
svega	todo	everything
svemir	espacio	space
svemira	del universo	space
svemirska	espacio	cosmic
svemiru	el universo	space
svemu	todo	all
sveta	mundo	holy
svete	santo	holly
sveti	santo	sait
sveto	santo	holy
svetog	santo	holy
svetom	el mundo	world
svetozar	svetozar	svetozar
svećenik	sacerdote	solemn
svi	todas	all
svih	todas	all
svijest	conciencia	conscience
svijesti	conciencia	consciousnesses
svijet	el mundo	world
svijeta	del mundo	world
svijetli	brillante	light
svijetlo	ligero	light
svijetom	el mundo	world
svijetu	el mundo	world
svim	a todos	all
svima	todo el mundo	all
svinja	cerdo	pig
svinje	cerdos	pigs
svira	obras de teatro	play
sviraju	juegan	play
svirali	jugó	played
svirao	jugó	played
svjedok	testigo	witness
svjedoka	testigos	witnesses
svjedoče	testificar	testify
svjedoči	testifica	witnesses
svjestan	consciente	aware
svjetla	luces	lights
svjetlo	ligero	light
svjetlosnog	de luz	light
svjetlost	ligero	light
svjetlosti	ligero	light
svjetska	mundo	world
svjetske	mundo	world
svjetski	mundano	world
svjetskih	mundo	world
svjetskim	mundano	world
svjetsko	mundano	world
svjetskog	mundo	world
svjetskoj	mundo	world
svjetskom	mundo	world
svjetsku	mundo	world
svo	svo	all
svog	de su	their
svoga	propio	own
svoj	propio	own
svoja	su propio	their
svoje	su propio	own
svojih	por su cuenta	own
svojim	sus	it's
svojoj	mía	its
svojom	su	own
svojstva	propiedades	performance
svojstvo	propiedad	property
svoju	mía	its
svom	a su	its
svome	a su	their
svrha	propósito	aim
svrhe	propósitos	purposes
svrhu	propósito	purpose
svrsi	propósito	purpose
svrstati	clasificar	classify
svrstavaju	clasificar	classified
svu	todas	all of
syringa	jeringuilla	syringe
system	sistema	system
systems	sistemas	systems
ta	si	that
tabela	mesa	table
tad	luego	then
tada	luego	then
tadašnje	luego	then
tadašnjeg	de esa epoca	pf that time
tadašnji	luego	"[adj] then (as in ""then-president"", ""then-active"")"
tadašnjim	luego	back then
tadašnjoj	luego	then
tadić	tadic	tadić
tag	etiqueta	tag
taj	ese	that
tajna	secreto	secret
tajne	misterios	secrets
tajni	misterios	secret
tajno	secretamente	secretly
takav	tal	such
takmičenja	competiciones	competitions
takmičenje	competencia	competitions
takmičenjima	competiciones	competitions
takmičenju	competencia	competition
tako	entonces	like that
takozvani	así llamado	so called
takođe	además	also
također	además	also
takva	tal	such
takve	tal	such
takvi	tal	such
takvih	tal	such
takvim	tal	such
takvo	tal	such
takvog	tal	such
takvom	tal	such
takvu	tal	such
talasa	olas	waves
talasne	olas	wave
talijum	talio	thallium
tamno	oscuro	dark
tamo	ahí	there
tarik	tarik	tarik
tastatura	teclado	keyboard
taylor	taylor	taylor
tačaka	puntos	dots
tačan	correcto	exact
tačka	punto	dots
tačkama	puntos	points
tačke	puntos	spot
tački	puntos	node
tačkom	punto	point
tačku	punto	spot
tačna	correcto	accurate
tačnije	más precisamente	more precisely
tačno	exactamente	exactly
te	y	and
teatar	teatro	theater
tebe	tú	you
tebi	para ti	to you
tehnika	técnica	tehnique
tehnike	tecnicas	techniques
tehniku	técnica	technique
tehnička	técnico	technical
tehničke	técnico	technical
tehnički	técnicamente	technical
tehničkih	técnico	technicaly
tehnologija	tecnología	tehnology
tehnologije	tecnologías	technology
tehnološki	tecnológico	engineering
tek	tek	only
tekija	tekke	dervish house
tekije	tekke	tekke
tekst	texto	text
teksta	texto	text
tekstilna	textil	textile
tekstova	textos	texts
tekstove	textos	texts
tekstovi	textos	texts
tekstovima	textos	texts
tekstu	texto	text
tekućina	líquido	fluid
tekućine	fluidos	liquids
telekomunikacije	telecomunicaciones	telecommunications
telekomunikacione	telecomunicaciones	telecommunication
televizija	televisión	television
televizije	televisión	television
televiziji	televisión	television
televizijske	televisión	tv
tema	tema	topic
tematika	temas	theme
tematski	temáticamente	thematic
teme	temas	theme
temelj	fundación	foundation
temelja	cimientos	foundations
temelje	cimientos	foundations
temelji	establecido	foundations
temeljna	fundamental	fundamental
temelju	establecido	foundation
temperatura	temperatura	temperature
temperaturama	temperaturas	temperatures
temperature	temperatura	temperatures
temperaturi	temperatura	temperature
temperaturom	temperatura	temperature
temperaturu	temperatura	temperatures
temu	tema	theme
tendencija	tendencia	tendency
tenis	tenis	tennis
teniseri	jugadores de tenis	tennis players
teniski	tenis	tennis
teorem	teorema	theorem
teorema	teorema	theorem
teoretičar	teórico	theorist
teoretičari	teóricos	theoretician
teoretski	teóricamente	theoretical
teorija	teoría	theory
teorije	teorías	theory
teoriji	teoría	theory
teorijski	teóricamente	teoretical
teoriju	teoría	theory
terapija	terapia	therapy
teren	terreno	field
terena	terreno	fields
tereni	terrenos	terrain
terenima	terrenos	courts
terenu	campo	terrain
teret	carga	weight
tereza	teresa	tereza
terezija	hay una	teresa
terezije	hay una	terezija
teritorij	territorio	teritory
teritorija	territorio	territory
teritorijalna	territorial	territorial
teritorijalne	territorial	territorial
teritorijalno	territorialmente	territorial
teritorije	territorios	teritory
teritoriji	territorio	territory
teritorijom	territorio	territory
teritoriju	territorio	territory
termalne	térmico	termal
termin	término	term
termina	término	term
termini	condiciones	terms
terra	terra	land
tesla	tesla	tesla
teslić	teslić	teslić
testisa	testículos	testis
testovi	pruebas	tests
teze	tesis	thesis
teče	fluye	flow
tečnost	líquido	fluid
tečnosti	líquidos	liquids
tešanj	consuelo	teshanj
teška	pesado	heavy
teške	difícil	heavy
teški	pesado	heavy
teških	pesado	heavy
teškim	difícil	heavy
teško	difícil	hard
teškog	difícil	heavy
teškom	difícil	heavy
teža	tesis	heavier
težak	pesado	heavy
teže	más pesado	harder
teži	pesa	weighs
težina	peso	weight
težine	peso	weight
težnja	aspiración	striving
that	ese	that
the	el	the
thomas	thomas	thomas
thomasa	thomasa	thomasa
théâtre	teatro	theater
ti	tú	you
tifa	tifoidea	tifa
tih	tranquilo	quiet,silent
tihi	tranquilo	silent
tihog	tranquilo	silent
tihom	tranquilamente	quiet
tijela	cuerpos	body
tijelo	cuerpo	body
tijelom	cuerpo	body
tijelu	cuerpo	body
tim	equipo	that
tima	equipo	team
time	hora	with that
timovi	equipos	teams
tip	tipo	type
tipa	tipo	type
tipičan	típico	typical
tipični	típico	typical
tipično	típicamente	typical
tipova	tipos	types
tipovi	tipos	types
tipu	tipo	type
tiranija	tiranía	tyranny
tiražu	circulación	circulation
tita	tita	tito
titanijum	titanio	titanium
tito	tito	tito,nickname of former yougoslavian president josip broz
titula	título	title
titule	título	titles
titulu	título	title
tiče	preocupaciones	concerns
tj	es decir	i.e.
tjelesne	físico	body
tjera	unidades	makes
