$  	dollarni tashkil etadi	dollar
sziget	orol	island
szigete	orol	island
szigetei	orollar	's islands
szigetek	orollari	islands
szigeten	orol	on the island
szigetet	orol	island
szigeti	insular	island
szigetre	orol	to island
szigetén	orol	on the island of
szigetét	oroli	island
szigorú	qat&#39;iy	strict
szigorúan	qattiq	rigorously
szilveszter	yangi yil kechasi	sylvester
szilágyi	szilagyi	szilágyi
szilárd	qattiq	szilárd (feorename)
szimbolikus	ramziy	symbolic
szimbólum	belgisi	symbol
szimbóluma	belgisi	symbol
szimfonikus	simfonik	symphonic
szimfónia	simfonik	symphony
szinkronhangja	ovoz	voiced by
szinkronizálva	sinxronlashtirildi	dubbed
szint	daraja	level
szinte	deyarli	almost
szinten	shuningdek	level
szintje	darajalari	level
szintjén	darajalari	on the level of
szintre	darajalari	on a level
szintén	shuningdek	also
szintű	darajalari	level
szinusz	sinus	sinus
szkandium	skandium	scandium
szlovák	slovakcha	slovakian
szlovákia	slovakiya	slovakia
szlovákiai	slovakiya	slovacian
szlovákiában	slovakiyada	in slovakia
szlovákok	slovaklar	slovaks
szlovén	slovencha	slovenian
szlovénia	sloveniya	slovenia
szláv	slavyan	slavic
szlávok	slavlar	slavs
szobor	haykal	statue
szobra	haykal	(its) statue
szobrok	haykallar	statues
szobrot	haykal	statue
szobrász	haykaltarosh	sculptor
szobrászat	haykal	sculpture
szobrászművész	haykaltarosh	sculptor
szobrát	haykal	statue
szocialista	sotsialistik	socialist
szocializmus	sotsializm	socialism
szociológia	sotsiologiya	sociology
szociológiai	sotsiologik	sociological
szociáldemokrata	ijtimoiy demokrat	social democrat
szociális	ijtimoiy	social
szoftver	dasturiy ta&#39;minot	sofware
szoftverek	dasturiy ta&#39;minot	software
szokatlan	g&#39;ayrioddiy	unusual
szokott	u ishlatgan	used
szokták	odatlangan	use to
szokás	odat	practice
szokások	odatlar	habits
szokásos	odatiy	usual
szolgál	xizmat qilish	serve
szolgálat	xizmat	service
szolgálati	xodimlar	service
szolgálatot	xizmat	service
szolgálatában	xizmati	in service of
szolgálja	xizmat qiladi	serve
szolgálnak	xizmat qilish	(they) serve
szolgált	xizmat qildi	served
szolgáltak	xizmat qildi	served
szolgáltatás	xizmat	service
szolgáltatások	xizmatlar	services
szolgáltató	provayder	supplier
szolgáló	xizmat qiladi	serving
szolnok	szolnok	szolnok
szolnoki	szolnok	of szolnok (in this example it is a surname)
szolnokon	szolnok	szolnok
szombathely	szombathely	szombathely
szombathelyi	szombathely	from szombathely
szomorú	qayg&#39;uli	sad
szomszéd	qo&#39;shni	neighbour
szomszédos	qo&#39;shni	neighboring
szomszédságában	turar joy dahasi	in the neighborhood of
szonda	zond	spacecraft
szor	soch	times
szoros	qattiq	close
szorosan	yaqin	tight
szorul	siqadi	needs
szorult	qattiq	needed
szovjet	sovet	soviet
szovjetek	sovetlar	soviets
szovjetunió	sovet ittifoqi	soviet union
szovjetunióban	sssr	in the soviet union
sztálin	stalinizm	stalin
szubjektív	subyektiv	subjective
szultán	sulton	sultan
szumátra	sumatra	sumatra
szurkolói	tarafdorlari	fans of
szurkolók	barmoqlar kesib o&#39;tdi	fans
szájpad	tanglay	gums
szálasi	szalasi	szalasi
száll	pashsha	take the field
szállt	qo&#39;ndi	occupied
szálltak	qo&#39;ndi	landed
szállított	bilan ta&#39;minlangan	delivered
szállították	tashiladi	transported
szállító	etkazib beruvchi	carrier, carrying, transporter, transporting, transferring
szálló	mehmonxona	hotel
szám	qo&#39;shiq	number
száma	raqam	number of sy/sg
számban	raqam	in numbers
számmal	raqam	with number
számok	raqamlar	numbers
számokat	raqamlar	numbers
számolt	xabar qildi	counted
számon	yo&#39;q.	keep on recod
számos	juda ko&#39;p	several
számot	raqam	number
számottevő	ahamiyatli	relevant
számtalan	son-sanoqsiz	innumerous
számuk	ularning soni	(their) number of
számukra	ularni	for them
számvitel	buxgalteriya hisobi	accounting
számában	nashr	(in a later) issue (of)
számának	raqam	th number of sg
számára	uchun	for them
számát	raqam	number
számít	hisoblash	counts
számítanak	hisoblash	count
számítani	hisoblash	count
számított	hisoblab chiqilgan	calculated
számítottak	kutilmoqda	counted on
számítva	sanash	calculated
számító	hisoblash	calculated
számítógép	kompyuter	computer
számítógépek	kompyuterlar	computers
számítógépes	kompyuter	computer
számú	yo&#39;q.	number
szándéka	niyat	intention
szándékos	qasddan	intentional
szándékosan	ataylab	deliberately
szánt	belgilangan	meant
szánta	mo&#39;ljallangan	determined
szánták	mo&#39;ljallangan	meant him to
szántó	omoch	szántó=last name - szántó=ploughland
száraz	quruq	dry
szárazföld	quruqlik	mainland
szárazföldi	zamin	continental
szárazföldön	quruqlik	land
származik	kelib chiqishi	originate
származnak	dan kelgan	originate
származott	dan kelgan	originated
származása	kelib chiqishi	origin
származású	ajdodlari	ancestry
származó	olish	originary
szász	sakson	sasson
száz	yuz	hundred
század	asr	century
században	asr	in the century
századforduló	asrning oxiri	turn of the century
századi	asr	century
százezer	lax	hundred thousand
széchenyi	széchenyi	széchenyi
székely	szekely	szekely
székelyek	szekely	transylvanian inhabitants
székelyföld	szekler quruqligi	székely land
székelyföldi	székelyföld	transylvanian
székelyföldön	szekler quruqligi	in transylvania
székelymagyar	venger szekely	transylvanian hungarian
székelység	szekely	székelys
székesegyház	ibodathona	cathedral
székesegyházban	ibodathona	cathedral
székesfehérvár	székesfehérvár	székesfehérvár
székhely	o&#39;rindiq	seat
székhelye	shtab-kvartirasi	center of sy/sg
szél	shamol	wind
széles	keng	wide
szélesebb	kengroq	wider
szélessége	kengligi	width of sg
szélességi	kengligi	latitude
szélső	haddan tashqari	extreme
szélsőséges	ekstremist	extreme
szélén	selen	selene
szén	ko&#39;mir	coal
széndioxid	karbonat angidrid	carbon dioxide
szép	chiroyli	beautiful
szépirodalmi	fantastika	literary
szépirodalom	adabiyot	polite literature
szépművészeti	tasviriy san&#39;at	of the fine arts
szépség	go&#39;zallik	beauty
szét	alohida	away
szín	rangi	color
színben	ranglar	(in) color
színe	rangi	colour
színeiben	ranglar	color
színek	ranglar	colours
színeket	ranglar	colours
színes	rangli	colourful
színhelye	sahna	scenes of sg
színház	teatr	theater
színházak	teatrlar	theatres
színházban	teatr	in a theater
színházi	teatr	theatrical
színmű	színmű	drama
színpadi	teatr	theatrical
színpadon	sahna	on the stage
színpadra	sahna	to the stage
színre	rangi	to view
színt	daraja	color
színvonalú	sifati	of a level
színész	aktyor	actor
színészek	aktyorlar	actors
színészi	ispaniyalik	theatrical
színésznő	aktrisa	actress
színű	rangli	of colour
szív	yurak	heart
szíve	yurak	heart
szívesen	bajonidil	with pleasure
szó	to&#39;qmoq	word
szóba	xona	inconsistent examples (szóba áll=talk to - szóba kerül=came up)
szóban	og&#39;zaki	in word
szóból	so&#39;z	word
szócikk	maqola	content
szócikkek	maqolalar	word articles
szójegyzék	lug&#39;at	glossary
szól	gapiring	be about
szólal	ovoz	sound
szólnak	gapiring	ring
szólt	fikr bildirdi	in favor of
szólította	chaqirmoqda	called
szóló	yakkaxon	saying
szórakoztató	ko&#39;ngil ochish	entertaining
szót	so&#39;z	word
szótár	lug&#39;at	dictionary
szótárak	lug&#39;atlar	dictionaries
szóval	shunday qilib	with word
szög	burchak	angle
szörnyű	dahshatli	terrible
szöveg	matn	text
szövege	matn	text
szöveget	matn	script
szövegkönyvet	matnli kitoblar	text books
szövegét	matn	text
szövetség	ahd	alliance
szövetsége	federatsiya	alliance of
szövetséges	ittifoqdosh	ally
szövetségesek	ittifoqchilar	allies
szövetséget	ittifoq	alliance
szövetségi	federal	federal
szúnyogkapófélék	jinni	poliptilidae
szükség	kerak	need
szüksége	kerak	need
szükséges	talab qilinadi	necessary
szükségessé	zarur	neccessary
szül	ayiq	bears
szülei	ota-onalar	parents of
született	tug&#39;ilgan	born
születik	tug&#39;ilgan	born
születtek	tug&#39;ilgan	were born
születés	tug&#39;ilish	birth
születése	tug&#39;ilish	birth of
születésekor	tug&#39;ilish	at birth
születési	tug&#39;ilish	birth-
születéskor	tug&#39;ilish	at birth
születésnapja	tug&#39;ilgan kun	birthday
születésének	tug&#39;ilish	it's birth
születésű	tug&#39;ilgan	born
szülés	bola tug&#39;ilishi	birth
szülőháza	tug&#39;ilgan joy	birthplace
szülők	ota-onalar	parents
szünet	pauza	break
szürke	kulrang	grey
szürkület	qorong‘i	dawn
szőke	sarg&#39;ish	blonde
szőlő	yakkaxon	grape
szőlőrigó	qizarish	turdus iliacus
szűk	tor	narrow
szűkebb	tor	narrower
szűnt	ko&#39;zdan yo&#39;qoldi	stopped
szűz	bokira	virgin
sámuel	shomuil	samuel
sándor	aleksandr	sándor
sándorral	qumor	with sándor
sándort	qumor	sándort (forename)
sárga	sariq	yellow
sárkány	ajdaho	dragon
sátán	shayton	satan
sáv	kislota	band
são	são	sao
séf	oshpaz	chef
sérült	jarohatlangan	wounded
sérülése	shikastlanish	injury of
sérülések	jarohatlar	injuries
sérüléseket	jarohatlar	injuries
síita	shiyit	sita (religious group)
sík	tekis	flat
síkság	tekislik	plain
síremléke	qabr	tomb
sírfelirat	epitaf	inscription
sírja	qabr	his grave
sólyom	falcon	hawk
sós	sos	salty
sóska	shovul	garden sorrel
sör	qator	beer
sörök	qatorlar	beers
sötét	qorong&#39;i	dark
sötétebb	quyuqroq	darker
sötétség	zulmat	darkness
sújtotta	urdi	struck
súlya	uning vazni	weight of
súlyos	jiddiy	heavy
súlyosabb	jiddiy	more serious
súlyosan	og&#39;ir	seriously, severely
sült	qovurmoq	baked
sőt	bundan tashqari	even
sűrű	zich	dense
sűrűn	zich joylashgan	frequently
sűrűség	zichligi	consistence
sűrűsége	zichligi	density of sg
tag	keng	member
tagja	a&#39;zosi	member of sg
tagjai	a&#39;zolari	members
tagjainak	a&#39;zolari	members
tagjait	a&#39;zolar	members
tagjaként	a&#39;zo sifatida	member
tagjának	a&#39;zosi	member
tagját	a&#39;zosi	member of
tagjává	a&#39;zosi	member
tagok	a&#39;zolari	members
tagolt	aniq ifodalash	divided
tagállamok	a&#39;zo davlatlar	member states
tajvan	tayvan	taiwan
taktikai	taktik	tactician
takács	to&#39;quvchi	takacs
talaj	tuproq	soil
talajon	zamin	ground
tallium	talliy	thallium
talál	toping	finds
találhatunk	topildi	we can find
található	ichida	can be found
találhatóak	haqida	can be found
találhatók	topildi	located
találja	topadi	find
találják	toping	find
találkozhatunk	biz uchrashishimiz mumkin	meet
találkozik	duch keling	meet
találkozott	uchrashdi	meeting
találkoztak	ular uchrashishdi	met
találkozó	uchrashuv	meeting
találnak	toping	found
találni	topmoq	find
talált	topildi	found
találta	topildi	found
találtak	topildi	(they) found
találták	topildi	found
találunk	toping	we find
talán	balki	maybe
tamás	tomas	thomas
tanait	qoidalar	doctrines
tandíj	o&#39;qish to&#39;lovi	tution fee
tangarafélék	tanager	thraupidae (class of birds)
tankönyvkiadó	darslik nashriyoti	textbook publishers
tanulmány	o&#39;rganish	study
tanulmányai	tadqiqotlar	's studies
tanulmányait	tadqiqotlar	studies
tanulmányok	tadqiqotlar	studies
tanulmányozta	o&#39;rganilgan	studied
tanulmányozása	o&#39;qish	study
tanulni	o&#39;rganish	to study
tanult	o&#39;rgangan	studied
tanuló	o&#39;quvchi	student
tanács	maslahat	council
tanácsa	kengash	council of
tanácsadó	maslahatchi	adviser
tanácsköztársaság	sovet respublikasi	soviet republic
tanácsok	maslahatlar	advice
tanár	o&#39;qituvchi	teacher
tanára	professor	his teacher
tanári	ta&#39;lim berish	tutor
tanított	o&#39;rgatdi	teaching
tanította	o&#39;rgatilgan	taught
tanítványa	shogird	his student
tanítványai	talabalar	apprentices of sy
tanítás	ta&#39;lim berish	teaching
tanítása	ta&#39;lim berish	theorems of
tanúi	guvoh	witnesses
tanúsága	shou	witnessing
tanúsított	sertifikatlangan	gave evidence of
tapasztalat	tajriba	experience
tapasztalatok	kechinmalar	experiences
tapasztalható	tajribali	sensible
tapasztalt	tajribali	experienced
tarantino	tarantino	tarantino
tart	tutmoq	runs
tartalma	tarkibi	content
tartalmaz	o&#39;z ichiga oladi	contains
tartalmaznak	o&#39;z ichiga oladi	contain
tartalmazott	o&#39;z ichiga oladi	contained
tartalmazta	o&#39;z ichiga oladi	contained
tartalmazza	kiritilgan	contain
tartalmazzák	o&#39;z ichiga oladi	contains
tartalmazó	bilan	containing
tartalmú	tarkibi	content
tartalom	tarkibi	content
tartanak	o&#39;tkaziladi	keep
tartani	saqlamoq	keep
tartja	ushlab turadi	holds
tartják	deb hisoblanadi	(they) hold
tartomány	viloyati	province
tartományban	viloyati	province
tartományi	viloyat	provincial
tartományok	viloyatlar	ranges
tartományt	viloyati	province
tartott	o&#39;tkazildi	last
tartotta	o&#39;tkazildi	held
tartottak	o&#39;tkazildi	held
tartották	bu bo&#39;lgandi	held
tartozik	tegishli	belongs to
tartoznak	tegishli	pertain
tartozott	bu tegishli edi	belonged
tartoztak	ular tegishli edi	belonged
tartozó	uchun	belonging
tartva	saqlash	afraid of
tartása	saqlash	position
tartó	ushlagich	lasting
tartós	bardoshli	durable
tartózkodott	qoldi	stayed
tartózkodása	turmoq	stay
tartózkodó	rezident	on
tatár	tatar	tartar
tatárjárás	mo&#39;g&#39;ullar istilosi	tatar raid
tatárok	tatarlar	tar(r)tars
tava	ko&#39;l	lake
tavak	ko&#39;llar	lakes
tavasszal	bahorda	spring
tavasz	bahor	spring
tavaszi	bahor	spring
taylor	taylor	taylor
te	siz	you
tea	choy	tea
teatro	so&#39;rg&#39;ich	institute name
technika	texnikasi	technics
technikai	texnik	technical
technikák	texnikalar	technologies
technikát	texnikasi	technique
technológia	texnologiya	technologie
technológiai	texnologik	technology
ted	ted	ted
tegye	qilmoq	make
tehetséges	iste&#39;dodli	talented
tehetségét	iste&#39;dodlar	talent
tehető	o&#39;tkaziladi	be
tehát	shunday qilib	so
tej	sut	milk
tekercs	lasan	roll
tekint	qarang	regards
tekintenek	deb hisoblanadi	considered
tekinteni	hisobga olingan	considered
tekintetben	hurmat	in an aspest
tekintett	deb hisoblanadi	considered
tekintette	deb hisoblanadi	regarded (as)
tekintettel	ko&#39;rinish	regard (to)
tekintették	deb hisoblanadi	was considered
tekintetében	hurmat bilan	in the relation of
tekinthető	hisobga olinadi	can be considered
tekinthetők	hisobga olinadi	could be regarded as
tekinti	o&#39;ylab ko&#39;ring	regards (as)
tekintik	deb hisoblanadi	consider
tekintve	hisobga olib	regarding
tekintélyes	obro&#39;li	in respect
tele	to&#39;la	full
telefon	telefon	phone
telek	juda ko&#39;p	plot
teleki	teleki	teleki
telepedett	joylashdi	settled
telepedtek	joylashdi	settled
telepesek	ko&#39;chmanchilar	settlers
telepített	o&#39;rnatilgan	settled
települt	joylashdi	settled
település	turar-joy	settlement
települése	aholi punktlari	settlement of
települései	aholi punktlari	settlements of
települések	aholi punktlari	settlements
településeken	aholi punktlari	on settlements
településen	turar-joy	settlement
települést	turar-joy	settlement
televízió	televizor	television
televíziós	televizor	tv-
teli	qish	full
teljes	yakunlandi	complete
teljesen	to&#39;liq	fully
teljesített	amalga oshirildi	performed
teljesítmény	ishlash	performance
teljesítménye	quvvat	performance
teljesítményt	quvvat	performance
telt	to&#39;la	passed
temesvár	timisoara	timisoara
temesvári	timisoara	from temesvár (location)
temették	ko&#39;milgan	buried
temető	qabriston	cemetary
temetőben	qabriston	cemetery
templom	ma&#39;bad	church
temploma	ma&#39;bad	temple
templomban	cherkov	in church
templomi	cherkov	church
templomok	ibodatxonalar	churches
templomot	cherkov	temple
tengely	o&#39;qi	axle
tenger	dengiz	sea
tengeralattjáró	suv osti kemasi	submarine
tengeralattjárók	suvosti kemalari	submarines
tengerbe	dengiz	into the sea
tengeren	dengizda	on sea
tengerentúli	chet elda	overseas
tengeri	dengizchilik	high sea
tengerpart	plyaj	coast
tengerparti	dengiz bo&#39;yida	coastal
tengerparton	dengiz sohili	on the coast
tengerszint	dengiz sathi	sea level
tenisz	tennis	tennis
teniszező	tennis	tennis player
tenke	tenke	name of a city
tenni	qilmoq	make
tennis	tennis	tennisz
teodicea	teodisik	theodicy
teológia	ilohiyot	theology
teológiai	diniy	theological
tere	tere	sqaure
teremtett	yaratilgan	created
teret	bo&#39;sh joy	square
terhes	homilador	pregnant
terhesség	homiladorlik	pregnancy
terjed	tarqalish	extends to
terjedt	tarqalish	spread
terjedő	ga	extending
terjesztette	topshirildi	spread
termelnek	mahsulot	produce
termelt	ishlab chiqarilgan	produced
termelés	ishlab chiqarish	production
termelése	ishlab chiqarish	production of
termelési	ishlab chiqarish	of production
termék	mahsulot	product
terméke	mahsulotlar	products
termékei	mahsulotlar	its products
termékek	mahsulotlar	products
termékeny	serhosil	production activities
természet	tabiat	nature
természetben	tabiatda	in the nature
természete	tabiat	natore of sy/sg
természetes	tabiiy	natural
természetesen	tabiiy ravishda	naturally
természetfeletti	mo&#39;&#39;jizaviy	supernatural
természeti	tabiiy	natural
természettudományi	tabiiy fanlar	science
természetvédelem	tabiatni muhofaza qilish	protection of the environment
természetvédelmi	saqlash	conservation
terrier	teriyer	terrier
terry	terri	terry
terv	rejasi	plan
terve	dizayn	plan of
tervei	rejalari	plans of
terveit	rejalari	plans of sy
tervek	rejalari	plans
terveket	rejalari	plans
tervet	rejasi	plan
tervezett	rejalashtirilgan	planned
tervezte	rejalashtirilgan	planned
tervezték	mo&#39;ljallangan	planned
tervét	rejasi	plan
terápia	terapiya	therapy, treatment
terén	maydonda	square
teréz	histerez	teréz (forename)
terézia	teresiya	teresa
terül	bu	lies
terület	maydoni	area
területe	maydon	area of
területei	joylar	areas of
területein	joylar	territory
területeinek	joylar	areas of
területeit	joylar	(its) territories
területek	joylar	territories
területeken	joylar	on regions
területeket	joylar	areas
területekre	joylar	territory
területekről	joylar	from areas
területen	maydoni	area
területet	maydoni	area
területi	hududiy	regional
területre	maydoni	on a territory
területén	hududi	(on its) territory
területének	hududi	area of
területére	hududi	on the territory of
területéről	dan	from the territory of
területét	hududi	(its) region
területű	maydoni	area
tesla	tesla	tesla
test	tanasi	body
teste	uning tanasi	body
testek	tanalar	bodies
testet	tanasi	body
testi	jismoniy	physical
testvér	aka	sibling
testvére	aka	brother
testvérei	aka-uka	siblings
testvérek	aka-uka va opa-singillar	brothers
testvérvárosai	birodarlar shaharlari	sister cities
testét	uning tanasi	body
testület	tanasi	corporation
tesz	qilmoq	did
teszi	qilmoq	to
teszik	qilmoq	put
tesznek	ular	put
teszt	sinov	test
tetején	tepasida	on top
tetrakain	tetrakain	tetracain
tetszett	menga yoqdi	sy liked sg
tetszik	kabi	like
tetszőleges	har qanday	arbitrary
tette	qildi	put
tettek	ular	did
tették	ular bo&#39;lgan	doing
teutonok	teutonlar	teutonics (ancient germans)
tevékenykedett	ishlagan	worked
tevékenység	faoliyat	activity
tevékenysége	faoliyat	(sy/sg's) activity
tevékenységek	faoliyati	activities
tevékenységet	faoliyat	activities
tevékenységét	faoliyat	activities
texas	tekaslar	texas
texasi	texas	from texas
textilipar	to&#39;qimachilik sanoati	textiles
teája	choy	tea
teáját	choy	tea
the	the	english word
theory	nazariya	english word
this	bu	this
thomas	tomas	thomas
thumb|right|px|az	bosh barmog&#39;i | o&#39;ng | px | ning	"not a hungarian word ""thumb"" and ""right"" means ""hüvelykujj"" and ""jobb"", while ""az"" means ""the"""
thököly	thokolly	thokoly
ti	siz	you
tibeti	tibet	tibetian
tibor	tibor	tibor
tigris	yo&#39;lbars	tiger
tilalom	taqiq	interdict
till	qadar	not a hungarian word
tilos	ruxsat berilmagan	forbidden
tiltakozott	norozilik bildirdi	protest
tiltott	taqiqlangan	forbidden
tim	tim	tim
time	vaqt	time
timeaxis	vaqtaksis	timeaxis
tipikus	tipik	typical
tisza	yew	tisza
tiszt	ofitser	officer
tiszta	toza	clean
tisztek	ofitserlar	officials
tiszteletbeli	faxriy	honorary
tiszteletben	hurmatli	protection of
tisztelete	hurmat	respect os sy/sg
tiszteletére	sharaf	honouring
tisztelt	hurmatli	respected
tisztelték	sharafli	respect
tiszti	ofitser	officers'
tisztséget	idora	function
tisztában	dan habardor	aware of the
tisztán	ravshan	purely
tisztázott	tushunarsiz	made clear
titanic	titanik	titanic
titkos	sir	secret
titkára	kotib	secret of
tito	ziddiyatli	tito
titokban	yashirin holda	in secret
titokzatos	sirli	mysterious
titán	titan	titan
tivadar	tivadar	common first name
tizedik	o&#39;ninchi	tenth
tizenegy	o‘n bir	eleven
tizenhárom	o&#39;n uch	thirteen
tizenhét	o&#39;n yetti	seventeen
tizenkét	o&#39;n ikki	twelve
tizennégy	o&#39;n to&#39;rt	fourteen
tizenöt	o&#39;n besh	fifteen
todd	todd	todd
tokaji	tokay	a hungarian brand of wine
toldalék	teg	suffix
toldi	toldi	toldi
tolkien	tolkien	tolkien
tony	tony	tony
topográf	topografiya	topography
torna	gimnastika	torna
tornán	turniri	on a tournament
tornát	turniri	tournament
torony	minora	tower
torres	torres	torres
tovább	keyingi	further
további	keyingi	further
továbbiakban	quyidagida	in the future
továbbra	davom eting	still
továbbá	bundan tashqari	furthermore
tradicionális	an&#39;anaviy	traditional
tragikus	fojiali	tragic
tragédia	fojia	tragedy
tragédiája	fojia	tragedy of
transzformátor	transformator	transformator
tranzisztor	tranzistor	transistor
trek	sayohat	trek
trianoni	trianon	trianon
trója	troya	troy
trójai	troyan	troyan
trón	taxt	throne
trónra	taxt	throne
trónörökös	dafin	heir
trópusi	tropik	tropical
tucat	o&#39;nlab	dozen
tud	mumkin	knows
tudat	ong	consciousness
tudatosan	ongli ravishda	consciously
tudatában	xabardorlik	in the conscience of
tudható	tegishli	knowable
tudja	mumkin	knows
tudjon	o&#39;rganish	so he can
tudjuk	bilamiz	(we) know
tudják	ular biladi	know
tudnak	ular biladi	can
tudni	bilmoq	to know
tudom	bilaman	can
tudomány	fan	science
tudományegyetem	universitet	university of knowledge
tudományok	fanlar	science
tudományos	ilmiy	scientific
tudomást	o&#39;rgangan	awareness
tudott	ma&#39;lum	could
tudta	u bilar edi	could
tudtak	mumkin edi	could
tudták	mumkin edi	knew
tudunk	bilamiz	we know
tudás	bilim	knowledge
tudós	olim	scientist
tudósok	olimlar	scientists
tulajdonképpen	aslida	actually
tulajdonképpeni	virtual	properly so called
tulajdonos	egasi	owner
tulajdonosa	egasi	owner of
tulajdonsága	mulk	(its) attribute
tulajdonságai	xususiyatlari	features
tulajdonságait	xususiyatlari	(its) attributes
tulajdonságok	xususiyatlari	characteristics
tulajdonában	egalik qilgan	in possession of
tupac	tupak	"(""2pac shakur"" - an american rapper, yo!"
turisták	sayyohlar	turists
turisztikai	sayyoh	tourist
turizmus	turizm	turism
turner	tornavida	turner
turné	tur	tour
turnéja	tur	tour
tutanhamon	tutankhamun	tutankhamun (pharaoh)
tv	televizor	tv
typotex	typotex	typotex
tábla	jadval	table
táblázat	elektron jadval	table
táblázatban	jadval	table
tábor	lager	parts
táborba	lager	to camp
tábornok	umumiy	marshall
tábornokok	generallar	generals
tábornokot	umumiy	general
tábort	lager	camp
tágabb	kengroq	wider
táj	landshaft	region
tájak	manzara	landscapes
táján	atrofida	about
támadt	edi	attacked
támadta	hujum qildi	attacked
támadtak	ular hujum qilishdi	attacked
támadták	ular hujum qilishdi	attacked
támadás	hujum	attack
támadása	hujum	sy's/sg's attack
támadások	hujumlar	attacks
támadást	hujum	attack
támadó	tajovuzkor	offensive
támadók	tajovuzkorlar	attackers
támasztja	qo&#39;llab-quvvatlash	reinforce
támogatja	qo&#39;llab quvvatlamoq	support
támogatják	qo&#39;llab-quvvatlash	support
támogatott	qo&#39;llab-quvvatlanadi	supported
támogatta	qo&#39;llab-quvvatlanadi	supported
támogatták	qo&#39;llab-quvvatlanadi	supported
támogatás	yordam	support
támogatása	qo&#39;llab-quvvatlash	support
támogatással	qo&#39;llab-quvvatlash	with support
támogatást	qo&#39;llab-quvvatlash	support
támogatására	qo&#39;llab-quvvatlash	support
támogatását	qo&#39;llab-quvvatlash	support
támogatásával	qo&#39;llab-quvvatlash	supported
támogató	qo&#39;llab-quvvatlovchi	supporting
támogatói	tarafdorlari	supporters
tánc	raqsga tushish	dance
táplálék	oziqlanish	food
tárgy	ob&#39;ekt	object
tárgya	ob&#39;ekt	not a stand alone word (vita tárgya=manner of dispute - teóriák tárgya=question of theories)
tárgyak	narsalar	inconsistent examples (translations in order: subjects; objects; objects)
tárgyakat	ob&#39;ektlar	objects
tárgyalt	kelishilgan	discussed
tárgyalások	muzokaralar	discussions
tárgyalásokat	muzokaralar	negotiations
tárgyat	ob&#39;ektlar	theme
tárgyeset	ayblovchi	accusative
tárgyát	mavzu	subject of
tárgyú	qonun	with the subject
társa	hamroh	partner
társadalmi	ijtimoiy	society
társadalom	jamiyat	society
társadalomban	jamiyat	in the society
társai	boshqalar	companions
társas	jirkanch	social
társaság	kompaniyasi	society
társasági	korporativ	social
társaságában	kompaniyasi	in sy's company
társulat	kompaniyasi	society
társult	bog&#39;liq	associated
távol	uzoq	far
távolabb	uzoqroq	far
távolabbi	keyingi	further away
távoli	uzoqdan	far-away
távolság	masofa	distance
távolsági	uzoq masofa	distance
távolságra	dan	distance
távon	muddatli	term
távozik	boshini chiqarmoq	leave
távozott	ketdi	left
távozása	ketishi	(his) departure
távú	muddatli	distance
téglatest	kuboid	cuboid
tél	qish	winter
télen	qishda	winter
téli	qish	winter
téma	mavzu	theme
témában	mavzusida	topic
témája	mavzu	topic of
témájú	mavzular	theme
témák	mavzular	themes
témákat	mavzular	themes
témát	mavzu	topic
tény	haqiqat	fact
tények	faktlar	facts
tényező	omil	factor
tényezők	omillar	factors
tényleg	haqiqatdan ham	indeed
tényleges	haqiqiy	actual
ténylegesen	de-fakto	in reality
tér	bo&#39;sh joy	space
térben	fon	in space
téren	maydonda	in square
téri	suzish	spacial
térkép	xaritasi	map
térképe	xaritasi	map
térképek	xaritalar	maps
térség	viloyati	place
térségben	viloyati	in the area
térségében	viloyati	in the area of
tért	qaytdi	changed to
tértek	qaytdi	turned to
tétel	element	item
tétele	yasash	the rendering of
téve	tuya	putting
téves	yolg&#39;on	false
tévesen	xato bilan	wrongly
tífusz	tif	typhoid
típus	turi	type
típusa	turi	type of
típusai	turlari	types
típusok	turlari	types
típust	turlari	type
típusú	turi	type
tíz	o‘n	ten
tízes	tenner	ten
tó	ko&#39;l	lake
tól	dan	from
tóth	tóth	toth
több	ko&#39;proq	more
többek	shu jumladan	such
többen	ko&#39;proq	many of
többes	ko&#39;p	multiple
többet	ko&#39;proq	more
többféle	bir nechta	multiple
többi	boshqa	further
többiek	boshqalar	the rest
többnyire	asosan	most
többször	qayta-qayta	several times
többszörös	ko&#39;p	severalfold
többség	ko&#39;pchilik	majority
többségben	ko&#39;pchilik	majority
többsége	ko&#39;pchilik	majority
többségi	ko&#39;pchilik	majoritary
többségét	ko&#39;pchilik	most of
többségük	ularning aksariyati	most of them
többé	yana	again
többékevésbé	ko&#39;proq yoki kamroq	more or less
tökéletes	zo&#39;r	perfect
tökéletesen	mukammal	perfectly
tölt	zaryadlash	not a stand alone word in these examples (tölt be=functions as or performs)
töltenek	sarflamoq	fulfill
tölti	sarflaydi	fulfil
töltik	sarflamoq	spend
töltött	zaryadlangan	spend
töltötte	sarflangan	spent
töltöttek	sarfladilar	they spent
töltötték	ular sarflashdi	spent
tömb	blok	block
tömeg	olomon	mass
tömege	vazn	crowd of
tömegek	massalar	swarm
tömeges	katta	mass-
tömegesen	ommaviy ravishda	numerously
tömegközlekedés	jamoat transporti	public transport
tömegközlekedési	jamoat transporti	public transport
tömegének	vazn	gross
tömegű	vazn	gross
tör	tanaffus	break
törekedett	qidirildi	sought
törekvés	ta&#39;qib qilish	aspiration
törekvések	intilishlar	efforts
törpe	mitti	miniature
tört	singan	forged ahead
törtek	singan	(they) broke
