$	dollar təşkil edib	dollar
tekija	tekke	dervish house
tekije	tekke	tekke
tekst	mətn	text
teksta	mətn	text
tekstilna	toxuculuq	textile
tekstova	mətnlər	texts
tekstove	mətnlər	texts
tekstovi	mətnlər	texts
tekstovima	mətnlər	texts
tekstu	mətn	text
tekućina	maye	fluid
tekućine	mayelər	liquids
telekomunikacije	telekommunikasiya	telecommunications
telekomunikacione	telekommunikasiya	telecommunication
televizija	televiziya	television
televizije	televiziya	television
televiziji	televiziya	television
televizijske	televiziya	tv
tema	mövzu	topic
tematika	mövzular	theme
tematski	tematik olaraq	thematic
teme	mövzular	theme
temelj	təməli	foundation
temelja	təməllər	foundations
temelje	təməllər	foundations
temelji	əsaslı	foundations
temeljna	əsas	fundamental
temelju	əsaslı	foundation
temperatura	temperatur	temperature
temperaturama	temperatur	temperatures
temperature	temperatur	temperatures
temperaturi	temperatur	temperature
temperaturom	temperatur	temperature
temperaturu	temperatur	temperatures
temu	mövzu	theme
tendencija	meyl	tendency
tenis	tennis	tennis
teniseri	tennis oyunçuları	tennis players
teniski	tennis	tennis
teorem	teoremi	theorem
teorema	teoremi	theorem
teoretičar	nəzəriyyəçi	theorist
teoretičari	nəzəriyyəçilər	theoretician
teoretski	nəzəri cəhətdən	theoretical
teorija	nəzəriyyə	theory
teorije	nəzəriyyələr	theory
teoriji	nəzəriyyə	theory
teorijski	nəzəri cəhətdən	teoretical
teoriju	nəzəriyyə	theory
terapija	terapiya	therapy
teren	ərazi	field
terena	ərazi	fields
tereni	ərazi	terrain
terenima	ərazi	courts
terenu	sahə	terrain
teret	yük	weight
tereza	teresa	tereza
terezija	var ki	teresa
terezije	var ki	terezija
teritorij	ərazi	teritory
teritorija	ərazi	territory
teritorijalna	ərazi	territorial
teritorijalne	ərazi	territorial
teritorijalno	ərazi	territorial
teritorije	ərazilər	teritory
teritoriji	ərazi	territory
teritorijom	ərazi	territory
teritoriju	ərazi	territory
termalne	termal	termal
termin	müddət	term
termina	müddət	term
termini	şərtləri	terms
terra	terra	land
tesla	tesla	tesla
teslić	teslić	teslić
testisa	testislər	testis
testovi	testlər	tests
teze	tezis	thesis
teče	axır	flow
tečnost	maye	fluid
tečnosti	mayelər	liquids
tešanj	təsəlli	teshanj
teška	ağır	heavy
teške	çətin	heavy
teški	ağır	heavy
teških	ağır	heavy
teškim	çətin	heavy
teško	çətin	hard
teškog	çətin	heavy
teškom	çətin	heavy
teža	tezis	heavier
težak	ağır	heavy
teže	daha ağır	harder
teži	çəkilər	weighs
težina	çəki	weight
težine	çəki	weight
težnja	istək	striving
that	ki	that
the	the	the
thomas	tomas	thomas
thomasa	thomasa	thomasa
théâtre	teatr	theater
ti	sən	you
tifa	tifo	tifa
tih	sakit	quiet,silent
tihi	sakit	silent
tihog	sakit	silent
tihom	sakitcə	quiet
tijela	cisimlər	body
tijelo	bədən	body
tijelom	bədən	body
tijelu	bədən	body
tim	komanda	that
tima	komanda	team
time	vaxt	with that
timovi	komandalar	teams
tip	növü	type
tipa	növü	type
tipičan	tipik	typical
tipični	tipik	typical
tipično	adətən	typical
tipova	növləri	types
tipovi	növləri	types
tipu	növü	type
tiranija	zülm	tyranny
tiražu	dövriyyə	circulation
tita	tita	tito
titanijum	titan	titanium
tito	tito	tito,nickname of former yougoslavian president josip broz
titula	başlıq	title
titule	başlıq	titles
titulu	başlıq	title
tiče	narahatlıqlar	concerns
tj	yəni	i.e.
tjelesne	fiziki	body
tjera	sürücülər	makes
tkiva	toxumalar	tissue
tkivo	toxuma	matter
tko	üst	who
tla	torpaq	soil
tlo	torpaq	soil
tlu	torpaq	land
to	üçün	it
tog	tog	this
toga	toqa	that
toj	o	this
tojšići	тојшићи	tojsici
tok	cərəyan	flow
toka	cərəyan	course
tokata	tokata	toccatas
tokom	zamanı	during
tokove	axır	flows
tokovi	axır	ways
toku	cari	course
toliko	bu qədər	that much
tom	tom	that
tome	mənə	this
tomislav	tomislav	tomislav (name)
tone	ton təşkil edib	tone
top	üst	top
topić	topić	topic
topla	isti	hot
toplim	isti	warm
topljenja	ərimə	meltings
toplota	istilik	heat
toplote	istilik	heat
toranj	qüllə	tower
tornjevi	qüllələr	towers
torzo	torso	body
tower	qüllə	tower
tradicija	ənənə	tradition
tradicije	adətləri	tradition
tradiciji	ənənə	tradition
tradicijom	ənənə	tradition
tradiciju	ənənə	tradition
tradicionalna	ənənəvi	traditional
tradicionalne	ənənəvi	traditional
tradicionalni	ənənəvi	traditional
tradicionalnih	ənənəvi	traditional
tradicionalnim	ənənəvi	traditional
tradicionalno	ənənəvi olaraq	traditional
trag	iz	trace
tragedija	faciə	tragedy
tragedije	faciə	tragedy
tragova	izləri	traces
tragove	izləri	traces
tragovi	izləri	traces
trajala	davam etdi	lasted
trajale	davam etdi	lasted
trajalo	davam etdi	take
trajanja	müddəti	duration
trajanje	müddəti	durattion
trajao	davam etdi	lasted
trajati	son	last
traje	davam edir	lasts
trajno	daimi	permanently
traju	son	last
transakcija	əməliyyat	transaction
transport	nəqliyyat	transport
tranzistora	tranzistorlar	transistors
travnik	çəmənlik	travnik
travnika	çəmənlik	travnika
travniku	qazon	travnik
traže	axtarmaq	seek
traženje	axtarış	searching
tražeći	soruşmaq	looking
traži	axtarış	search
tražio	soruşdu	sought
tražiti	axtarmaq	seek
trbušne	qarın	abdominal
treba	olmalıdır	should be
trebaju	ehtiyacı var	need
trebala	olmalıdır	should
trebale	olmalıdır	needed
trebali	olmalıdır	should have
trebalo	olmalıdır	should
trebao	olmalıdır	shoud
trebinje	trebinje	trebinje
trebinju	ehtiyac	trebinju
trend	trend	trend
trener	məşqçi	trainer
trenera	məşqçi	coach
trenja	sürtünmə	friction
trenje	sürtünmə	friction
trenutak	an	moment
trenutka	an	moment
trenutku	an	moment
trenutni	cərəyan	current
trenutno	hal hazırda	at the momment
tretman	müalicə	treatment
tretmanu	müalicə	treatment
treća	üçüncü	third
treće	üçüncü	third
trećeg	üçüncü	third
trećem	üçüncü	third
treći	üçüncü	third
trećina	üçüncü	third
trećine	üçdə biri	thirds
trećoj	üçüncü	third
trešnja	albalı	cherry
trg	trg	square
trga	kvadrat	square
trgovaca	tacirlər	traders
trgovačka	kommersiya	merchant
trgovačke	kommersiya	commercial
trgovački	kommersiya	trading
trgovci	tacirlər	clerks
trgovina	dükan	commerce
trgovine	dükanlar	commerce
trgovini	ticarət	trade
trgovinom	ticarət	trade
trgovinu	ticarət	trade
trgu	kvadrat	square
tri	üç	three
tribunalom	məhkəmə	tribunal
trideset	otuz	thirty
trifunović	trifunović	trifunovic
trigonometrijske	trigonometrik	trigonometric
triju	üç	three
trnovo	tikan	trnovo
troje	üç	three
tron	taxt	throne
trougao	üçbucaq	triangle
trougla	üçbucaq	triangle
trovanja	zəhərlənmə	poisonings
troy	troy	troy
trošak	dəyəri	expense
troškova	xərclər	costs
trudna	hamilə	pregnant
trudnoća	hamiləlik	pregnancy
trudnoće	hamiləlik	pregnancy
trupa	cəsəd	torso
trupe	qoşunlar	troops
tržišta	bazarlar	markets
tržište	bazar	market
tržištu	bazar	market
tu	sən	here
tuge	kədər	sorrows
tulijum	tülium	thulium
tumačenja	şərhlər	explanation
tumačenje	təfsir	interpretation
tumačenju	təfsir	interpertation
tumor	şiş	tumor
tumora	şiş	tumor
tumori	şişlər	tumors
tunel	tunel	tunnel
tunis	tunis	tunisia
turci	türklər	turks
turista	turist	tourist
turistička	turist	tourist
turističke	turist	tourist
turistički	turist	travel
turizam	turizm	tourism
turizma	turizm	tourism
turneja	tur	tour
turneje	turlar	tour
turneju	tur	tour
turnir	turnir	tournament
turnira	turnir	tournament
turniri	turnirlər	tournaments
turno	dönmək	turno
turska	hinduşka	turkish
turske	türk	turkish
turski	türk	turkish
turskim	türk	turkish
turskog	türk	turkish
turskoj	türk	turkey
turskom	türk	turkish
tursku	türk	turkey
tuzla	tuzla	tuzla
tuzlanskog	tuzla	tuzla
tuzle	tuzle	tuzla
tuzli	duzlu	tuzla
tuđman	tudjman	tudjman
tuđmana	tudjman	tudjman
tv	tv	tv
tvari	maddələr	matter
tvoje	sizin	yours
tvorac	yaradıcısı	creator
tvore	forma	create
tvorevina	yaradılması	product
tvornica	zavod	factory
tvornice	fabriklər	factories
tvrde	iddia edirlər	claim
tvrdi	iddiaları	claims
tvrdio	iddia etdi	claimed
tvrdnja	iddia	claim
tvrdnje	iddiaları	claims
tvrdoća	sərtlik	hardness
tvrtka	şirkəti	company
tvrtko	şirkəti	tvrtko
tvrđava	qala	fortress
tvrđave	qalalar	fortress
tvrđavu	qala	fortress
tzv	sözdə	so called
u	u	in
ubija	öldürür	kiled
ubijaju	öldürürlər	are killing
ubijen	öldürüldü	killed
ubijeni	öldürüldü	murdered
ubijeno	öldürüldü	killed
ubio	öldürüldü	killed
ubistva	cinayətlər	murders
ubistvo	qətl	murder
ubiti	öldürmək	kill
ubraja	sayır	counts
ubrajaju	sayırlar	include
ubrzanje	sürətlənmə	acceleration
ubrzo	tezliklə	soon
ubuntu	ubuntu	ubuntu
ubuntua	ubuntua	ubuntu
udaje	evlənir	marry
udala	evli	married
udaljena	uzaq	away
udaljenost	məsafə	distance
udaljenosti	məsafələr	distance
udar	vuruş	impact
udara	tətillər	strike
udarac	zərbə	blow
udari	tətillər	strikes
udio	paylaşmaq	part
udovica	dul	widow
udruženja	dərnəklər	association
udruženje	dərnək	association
uefa	uefa	uefa
ugalj	kömür	coal
ugao	bucaq	corner
ugarske	macar	hungary
ugarski	macar	hungarian
ugarskog	macar	hungarian
ugarskoj	macar	hungarian
ugarskom	macar	hungary
ugarsku	macar	hungary
ugla	küncləri	angle
uglavnom	əsasən	mainly
ugled	nüfuz	reputation
uglja	kömür	coal
ugljen	kömür	charcoal
ugljik	karbon	carbon
ugljika	karbon	carbon
ugljikohidrati	karbohidratlar	carbohydrates
uglom	bucaq	angle
uglova	açılar	anges
uglu	künc	corner
ugovor	müqavilə	contract
ugovora	müqavilə	contract
ugovorom	müqavilə	contract
uhapšen	həbs olundu	arrested
ujedinjene	birləşdi	united
ujedinjeni	birləşdi	united
ujedinjenih	birləşdi	united
ujedinjenim	birləşdi	united
ujedinjenje	birləşmə	unification
ujedinjeno	birləşdi	united, consolidated
ujedinjenog	birləşdi	united
ujedno	eyni vaxtda	same time
ujutro	səhər	in the morning
ukazao	göstərilmiş	pointed
ukazuje	göstərir	indicates
ukazuju	göstərir	indicate
uključuje	daxildir	include
uključuju	daxildir	include
uključujući	daxil olmaqla	including
ukloniti	çıxarın	remove
ukoliko	əgər	if
ukraden	oğurlandı	stolen
ukrajina	ukrayna	ukraine
ukrajinci	ukraynalılar	ukrainians
ukras	bəzək	decoration
ukratko	qısa	briefly
ukupan	ümumi	total
ukupna	ümumi	total
ukupne	ümumi	total
ukupnim	ümumi	total
ukupno	ümumi	total
ukupnog	ümumi	total
ukupnom	ümumi	total
ukus	dadına baxın	taste
ulaganja	investisiyalar	investments
ulaska	giriş	entry
ulaz	giriş	entry
ulaza	giriş	entrance
ulazak	giriş	entry
ulaze	girirlər	enter
ulazi	girir	enters
ulaznih	giriş	entry
ulazu	giriş	entrance
ulica	küçə	street
ulice	küçələr	street
ulici	küçə	street
ulijeva	tökür	flows
ulja	yağlar	oil
ulkus	ülser	ulcer
ulkusa	ülser	ulcus
ulkusne	ülserlər	acorn
uloga	rolu	role
uloge	rollarda	parts
ulogu	rolu	part
ulozi	paylar	role
umire	ölür	dies
umjerena	mülayim	temperate
umjereno	mülayim	moderate
umjesto	əvəzinə	instead
umjetnici	sənətkarlar	artists
umjetnik	rəssam	artist
umjetnika	sənətkarlar	artist
umjetnička	bədii	art
umjetničke	bədii	art
umjetnički	bədii	art,artistic
umjetničkih	bədii	artistic
umjetnost	incəsənət	art
umjetnosti	incəsənət	arts
umre	o ölür	die
umrežavanje	şəbəkə	networking
umrla	ölmüş	died
umro	ölmüş	died
un	un	un
una	una	una
unaprijed	əvvəlcədən	advance
unatoč	rəğmən	despite
und	və	and
une	biri	una
unescoa	yunesko	unesco
uni	uni	una
unija	birlik	union
unije	birlik	union
unijeti	daxil olmaq	input
uniji	birlik	union
union	birlik	union
united	birləşdi	united
university	universitet	university
univerzitet	universitet	university
univerziteta	universitet	university
univerzitetima	universitetlər	universities
univerzitetski	universitet	university
univerzitetu	universitet	university
uništavanje	məhv	destruction
uništena	məhv edildi	destroyed
uništenja	məhv	destruction
uništiti	məhv	destroy
unosi	girişlər	importing
unprofora	bəxtsiz	unprofor
unskosanskog	unskosanskog	una - sana
unuka	nəvəsi	granddaughter
unutar	içəri	inside
unutrašnja	daxili	interior
unutrašnje	daxili	inner
unutrašnjeg	daxili	inside
unutrašnji	daxili	internal
unutrašnjih	daxili	inner
unutrašnjim	daxili	internal
unutrašnjost	daxili	interior
unutrašnjosti	daxili	interior
uobičajena	ümumi	usual,common
uobičajene	ümumi	usual
uobičajeni	ümumi	common
uobičajeno	adətən	common
uopće	ümumiyyətlə	at all
uopšte	ümumiyyətlə	general
uostalom	hər şeydən sonra	after all
uoči	əvvəl	before
uočio	fərq etdi	observed
upala	iltihab	inflammed
upale	iltihab	pneumonia
upisuje	girir	writes
uporedo	paralel olaraq	parallel
uporišta	qalalar	stronghold
upotreba	istifadə etmək	use
upotrebe	istifadə etmək	use
upotrebi	istifadə etmək	use
upotrebljava	istifadə edir	uses
upotrebljavaju	istifadə etmək	use
upotrebom	istifadə edərək	use of
upotrebu	istifadə etmək	use
upoznaje	görüşür	meet
upoznao	görüşdü	meet
uprava	idarəetmə	administration
uprave	idarəetmə	administration
upravlja	idarə edir	runs
upravljaju	idarə etmək	manage
upravljanja	idarəetmə	management
upravljanje	idarəetmə	managing
upravno	inzibati qaydada	administrative
upravo	sağ	i was just
upravom	idarəetmə	administration
upravu	idarəetmə	administration
uprkos	rəğmən	in spite of
uputa	təlimatları	directions
upute	təlimatları	directions
uputio	göstəriş verdi	goes to
upućuje	aiddir	suggests
upućuju	istinad edin	shoot
uradi	etmək	device
uradio	etdi	did
uraditi	etmək	do
uranijum	uran	uranium
urbana	şəhər	urban
urbane	şəhər	urban
urbani	şəhər	urban
urednik	redaktor	editor
uređaj	qurğu	device
uređaja	qurğu	device
uređaji	qurğular	devices
uređajima	qurğular	device
uređena	aranjıman edilmişdir	ordered
uređenja	tənzimləmələr	decoration
uređenje	tənzimləmə	organization
uređenju	tənzimləmə	structuring
us	bizi	us
usa	abş	usa,abbrevation of united states of america
usb	usb	usb
useljenika	immiqrantlar	immigrants
usko	sıx	narrowly
uskoro	tezliklə	soon
uskrs	pasxa	easter
uskrsa	pasxa	easter
uskufi	uskufi	iskufi
uslijed	görə	due to
uslijedila	izlədi	followed by
uslijedio	izlədi	followed
usljed	görə	during
uslov	şərtdir	condition
uslova	şərtlər	conditions
uslove	şərtlər	conditions
uslovi	şərtlər	terms
uslovima	şərtlər	conditions
usluga	xidmət	services
usluge	xidmətlər	services
usmena	şifahi	spoken
usne	dodaqlar	lips
usora	usora	usora    (name of town)
usore	usore	usora
usori	usori	usori
uspijeva	müvəffəq olur	manage
uspijevaju	bacarırlar	manage
uspio	bacardı	succeed
uspjeh	uğur	success
uspjeha	uğur	success
uspjehe	uğurlar	success
uspjehom	uğur	success
uspjela	bacardı	succeeded
uspjele	bacardı	managed
uspjeli	bacardı	managed
uspjesi	uğurlar	successes
uspješan	uğurlu	successful
uspješna	uğurlu	successful
uspješni	uğurlu	successful
uspješno	uğurla	succesfull
uspon	qalxmaq	rise
usporedba	müqayisə	comparison
usporedbi	müqayisə	comparing
uspostavili	quruldu	founded
uspostaviti	qurmaq	establish
uspostavlja	qurur	constitutes
uspostavljaju	qurmaq	established
uspostavljanja	müəssisə	introducing
uspostavljanje	müəssisə	establishment
uspostavljena	quruldu	established
usprkos	rəğmən	despite
usta	ağız	mouth
ustanak	qiyam	uprising
ustanka	qiyam	uprising
ustanova	qurum	institute
ustanove	qurumları	institution
ustav	konstitusiya	constitution
ustava	konstitusiya	constitution
ustavna	konstitusiya	constitutional
ustavne	konstitusiya	constituional
ustavni	konstitusiya	constitutional
ustavnog	konstitusiya	constitutional
ustavom	konstitusiya	constitution
ustavu	konstitusiya	constitution
ustima	ağız	mouth
ustvari	faktiki olaraq	in fact
usvojen	qəbul edilmişdir	adopted
usvojena	qəbul edilmişdir	received
utakmica	uyğunluq	match
utakmice	matçlar	game
utakmici	matçlar	game
utakmicu	uyğunluq	game
utc	utc	utc
utemeljen	torpaqlandı	found
utemeljena	torpaqlandı	founded
uticaj	təsir	impact
uticaja	təsir	influence
uticajem	təsir	influence
uticajima	təsirləri	impacts
uticala	təsir etmişdir	influenced
utiče	təsir edir	affect
utiču	təsir edir	affect
utjecajem	təsir	influence
utvrda	qala	fort
utvrde	istehkamlar	foritications
utvrditi	müəyyən etmək üçün	determine
utvrđena	qərarlı	confirmed
utvrđeni	qərarlı	established
utvrđenja	istehkamlar	fortresses
utvrđenje	istehkam	fortification
utvrđeno	qərarlı	determined
utvrđuje	müəyyənləşdirir	determined
uveden	tanıtdı	introduced
uveliko	böyük dərəcədə	considerably
uveo	tanıtdı	introduced
uvijek	həmişə	always
uvjet	şərtdir	condition
uvjeta	şərtlər	conditions
uvjete	şərtlər	conditions
uvjeti	şərtlər	conditions
uvjetima	şərtlər	conditions
uvod	giriş	introduction
uvodi	təqdimatlar	introduced
uvođenja	giriş	introduction
uvođenje	giriş	introduction
uvođenjem	tanıtmaqla	introduction
uz	uz	with
uzeo	aldı	took
uzeti	qəbul	taken
uzgajaju	yetişdirirlər	grown
uzgoj	yetişdirmə	growing
uzima	alır	takes
uzimaju	alırlar	take
uzimanje	alaraq	taking
uzor	naxış	model
uzoru	naxış	ideal
uzroci	səbəb olur	causes
uzrok	səbəb	cause
uzroka	səbəb	cause
uzrokovati	səbəb	cause
uzrokuje	səbəb olur	causes
uzrokuju	səbəb	caused
uzvišenja	yüksəkliklər	mound
ući	daxil olmaq	enter
uče	öyrənmək	learn
učenici	tələbələr	students
učenik	tələbə	pupil
učenika	tələbələr	students
učenja	öyrənmək	teaching
učenje	öyrənmək	study
učenju	öyrənmək	learning
učestvovala	iştirak etdi	participated
učestvovali	iştirak etdi	participated
učestvovalo	iştirak etdi	took part
učestvovao	iştirak etdi	involve
učestvovati	iştirak etmək	participate
učestvuje	iştirak edir	take part
učestvuju	iştirak etmək	participate
učešće	iştirak	participation
uči	öyrədir	is being learned
učini	et bunu	do
učinila	etdi	did
učinili	etdi	did
učinio	etdi	did
učiniti	etmək	make
učio	öyrədilmiş	learned
učitelj	müəllim	teacher
uđe	girir	enters
ušao	girdi	entered
ušla	qalıb	entered
ušle	girdi	entered
ušli	qalıb	entered
ušlo	getdi	entered
ušća	qulaqlar	delta
ušće	estuar	usce
ušću	qulaq	mouth
uživali	ləzzət aldı	enjoy
uživao	ləzzət aldı	enjoyed
uživo	yaşamaq	live
v	v	v,middle initial
vagina	vajina	vagina
vagine	vajina	vagina
vajta	ağ	vajta
vaju	vaju	vaju
vakuf	vaqif	vakuf
vakufa	vaqif	vakuf
val	val	val (river)
valja	valja	we should
valova	dalğalar	waves
valuta	valyuta	currency
valute	valyuta	currency
valutu	valyuta	currency
vam	sizə	you
vama	sizə	you
van	mikroavtobus	out of
vanjska	xarici	outer
vanjske	xarici	external
vanjski	xarici	outer
vanjskih	xarici	foreign
vanjskim	xarici	outside
vanjsko	xarici	foreing
vanjskog	xarici	outside
vareš	bişirirsən	vares
varijabla	dəyişən	variable
varijable	dəyişənlər	variables
varijabli	dəyişənlər	variables
varijanta	variant	variant
varijante	variantlar	variants
varira	dəyişir	varies
variraju	dəyişmək	vary
varoš	varoş	borough
vas	sən	you
vasiljevič	vasiljevic	vasiljevič
vat	vat	watt
vatikan	vatikan	vatican
vatra	atəş	fire
vaš	sənin	your
važan	vacibdir	important
važi	etibarlıdır	represent
važna	vacibdir	important
važne	vacibdir	important
važni	vacibdir	important
važnih	vacibdir	important
važnije	daha əhəmiyyətli	important
važniji	daha əhəmiyyətli	important
važnijih	daha əhəmiyyətli	important
važno	vacibdir	important
važnost	əhəmiyyəti	importance
važnosti	əhəmiyyəti	importance
važnu	vacibdir	important
vc	vc	wc
ve	və	ve
vedad	vedad	vedad
vegetacija	bitki örtüyü	vegetation
velež	velež	velež
veleža	veleža	velez
velik	böyük	big
velika	böyük	large
velike	böyük	big
veliki	böyük	big
velikih	böyük	big
velikim	böyük	large
veliko	böyük	large
velikog	əla	large
velikoj	əla	large
velikom	əla	high
veliku	əla	big
veličanstveni	möhtəşəm	great
veličanstvenog	möhtəşəm	magnificent
veličina	ölçüsü	size
veličine	ölçüsü	size
veličini	ölçüsü	size
veličinu	ölçüsü	size
vene	damarlar	veins
venecija	venesiya	venice
venecije	venesiya	venice
venera	venera	venus
venere	venere	venus
veoma	çox	very
vergilije	bakirə	vergilije
verzija	versiya	version
verzije	versiyaları	versions
verziji	versiya	version
verziju	versiya	version
veselin	veselin	veselin
vetar	külək	vetar (juzni vetar - name of a music band. juzni vetar - south wind)
veza	əlaqə	connection
vezama	bağlar	connections
vezan	bağlıdır	linked
vezana	bağlıdır	connected
vezane	bağlıdır	related
vezani	bağlıdır	tied
vezano	bağlıdır	connected
veze	əlaqələri	ties
vezi	bağlar	about
vezir	vəzir	vizier
vezira	vəzir	vizier
vezu	əlaqə	ties
vezuje	bağlayır	ties
već	onsuz da	already
veća	daha böyük	biger
veće	gecə	evening
većeg	daha böyük	bigger
većem	daha böyük	most
veći	daha böyük	most
većih	daha böyük	larger
većim	daha böyük	greater
većina	ən çox	most
većine	ən çox	majority
većini	ən çox	majority
većinom	əsasən	majority
većinski	əksəriyyət	majority
većinu	ən çox	most
većoj	daha böyük	larger
veću	daha böyük	greater
večer	axşam	evening
večera	şam yeməyi	dinner
večeri	axşamlar	evening
veže	qüllələr	ties
vežu	qalustuk	tie
vi	sən	you
vid	vid	kind
vida	vida	sight
vide	vide	see
video	video	video
vidi	görmək	see
vidimo	biz görürük	see
vidio	gördüm	saw
vidjeli	görüldü	see
vidjeti	görmək	see
vidljiv	görünən	visible
vidljiva	görünən	visible
vidljive	görünən	visible
vidljivi	görünən	visible
vidljivo	görünən	visible
vidu	mehriban	considering
vii	vii	vii
viii	viii	8
vijadukt	viadük	viaduct
vijek	əsr	century
vijeka	əsr	century
vijekova	əsrlər	ages
vijekovima	əsrlər boyu	centuries
vijeku	əsr	middle ages
vijenac	çələng	wreath
vijest	xəbərlər	news
vijesti	xəbərlər	news
vijeća	məclis	council
vijeće	məclis	council
vijećnica	şəhər zalı	hall
vina	şərab	wine
vinci	vinci	vinci
vino	şərab	wine
virginia	bakirəlik	virginia
virus	virus	virus
virusa	virus	virus
visina	hündürlük	height
visine	hündürlük	height
visini	hündürlük	height
visinom	hündürlük	height
visinu	hündürlük	height
visok	hündür	high
visoka	yüksəkdir	high
visoke	yüksəkdir	high
visoki	yüksəkdir	high
visokih	yüksəkdir	high
visokim	yüksəkdir	high
visoko	yüksəkdir	high
visokog	yüksəkdir	high
visokom	yüksəkdir	high
visoku	yüksəkdir	high
visoravan	yaylası	plateau
visoravni	yaylası	highlands
vitamin	vitamin	vitamin
vitamina	vitamin	vitamins
vitez	cəngavər	vitez
viteza	cəngavər	knights
viša	ali	high
više	daha çox	more
višeg	ali	higher
višegrad	vişeqrad	visegrad (town)
višegradu	vişeqrad	visegrad
viši	böyük	higher
viših	ali	taller
višim	ali	higher
vjera	iman	faith
vjere	iman	religion
vjeri	iman	faith
vjernici	möminlər	believers
vjernik	mömin	believer
vjernika	möminlər	believers
vjeroispovijesti	din	religion
vjeroispovjesti	din	religions
vjerovali	inanırdı	believed
vjerovalo	inanırdı	believed
vjerovanja	inanclar	beliefs
vjerovanje	inanc	faith
vjerovanju	inanc	belief
vjerovao	inanırdı	believed
vjerovatno	yəqin ki	probably
vjerska	dindar	religion
vjerske	dindar	religious
vjerski	dindar	religious
vjerskih	dindar	religious
vjerskim	dindar	religious
vjerskog	dindar	religious
vjeru	iman	religion
vjeruje	inanır	bevieve
vjeruju	onlar inanır	believe
vjetar	külək	wind
vjetra	külək	wind
vjetrovi	küləklər	winds
vješti	bacarıqlı	skilled
vještina	bacarıq	skill
vještine	bacarıqlar	skills
vježbe	məşqlər	exercises
vježbi	məşqlər	exercises
vlada	hökumət	goverment
vladaju	qayda	rule
vladala	hökm sürür	rugby
vladali	hökm sürür	ruled
vladao	hökm sürür	ruled
vladar	hökmdar	ruler
vladara	hökmdar	ruler
vladari	hökmdarlar	rulers
vladavina	qayda	reign
vladavine	qayda	rulership
vladavini	qayda	ruling
vladavinu	qayda	rule
vlade	hökumət	government
vladi	hökumət	government
vladimir	vladimir	vladimir
vlado	hökumət	vlada
vladom	hökumət	goverment
vladu	hökumət	government
vlakna	liflər	fiber
vlasac	şivələr	chive
vlasi	saç	vlasi
vlasnik	sahibi	owner
vlasnika	sahibi	owner
vlasništvo	sahiblik	property
vlasništvu	sahibdir	property
vlast	güc	authorities
vlastela	zadəganlar	nobles
vlasti	səlahiyyətlilər	authorities
vlastima	səlahiyyətlilər	authorities
vlastita	sahibi	personal
vlastite	sahibi	personal
vlastiti	sahibi	personal
vlastitim	sahibi	own
vlastitog	sahibi	own
vlastitom	sahibi	own
vlastitu	sahibi	own
vlašću	güc	power
vlažna	nəm	humid
vlažnost	rütubət	moisture
voda	su	water
vodama	sular	waters
vode	su	lead to
vodene	su	water
vodeni	su	water
vodenih	su	water
vodenom	su	water
vodeći	aparıcı	leading
vodećih	aparıcı	leading
vodi	aparır	guides
vodik	hidrogen	hydrogen
vodika	hidrogen	hydrogen
vodila	rəhbərlik etdi	was
vodili	rəhbərlik etdi	led
vodio	rəhbərlik etdi	led
voditi	qurğuşun	dribble
vodič	bələdçi	leader
vodom	su	water
vodonik	hidrogen	hydrogen
vodstvom	rəhbərlik	leadership
vodu	su	water
vogošća	vogošća	vogošća
vojičić	əsgər	vojicic
vojna	müharibə	military
vojne	müharibələr	military
vojni	müharibələr	military
vojnici	əsgərlər	soldiers
vojnicima	əsgərlər	soldiers
vojnih	hərbi	military
vojnik	əsgər	soldier
vojnika	əsgərlər	soldiers
vojnike	əsgərlər	soldiers
vojnim	hərbi	military
vojno	müharibə	military
vojnog	hərbi	military
vojnoj	müharibə	military
vojnom	müharibə	military
vojnu	müharibə	military
vojsci	ordu	army
vojska	ordu	military
vojske	ordu	army
vojskom	ordu	army
vojskovođa	hərbi rəhbər	leader
vojskovođe	hərbi rəhbərlər	military leaders
vojsku	ordu	military
vojvoda	duke	duke
vojvode	şahzadə	dukes
vojvodina	vojvodina	vojvodina,part of yougoslavia and serbia
vojvodini	vojvodina	vojvodina
vokal	vokal	vowel
vole	edəcək	love
volframat	volfram	wolframite
voli	sevir	love
volim	mən sevirəm	love
volio	sevdi	loved
volja	edəcək	will
volje	edəcək	will
volumen	həcmi	volume
volumena	həcmi	volume
von	von	von
vosak	mum	wax
vozila	nəqliyyat vasitələri	vehicles
voća	meyvə	fruit
voćarstvo	meyvə yetişdirmə	fruit growing fruit growing
voće	meyvələr	fruit
vođa	lider	leader
vođe	liderlər	leadership
vrabac	sərçə	sparrows
vrata	qapı	door
vrati	qayıtmaq	come back
vratila	mil	returned
vratili	qayıtdı	returned
vratima	qapı	door
vratio	qayıtdı	came back
vratiti	qayıtmaq	return
vratu	boyun	neck
vraća	qayıdır	comes back
vraćaju	qayıdırlar	come back
vraćanje	qayıtmaq	return
vrbas	vrbas	vrbas
vrbasa	vrbasa	vrbas
vrela	isti	sources
vrelo	isti	source
vreme	vaxt	time
vremena	vaxt	time
vremenima	dəfə	periods
vremenom	zamanla	in time
vremenske	hava	weather
vremenski	hava	temporal
vremenskih	hava	time
vremenskom	hava	temporal
vremenu	vaxt	in time
