$	ps	dollar
страдања	sufrimiento	suffering
страна	lado	page
странаца	extranjeros	strangers
стране	lados	strane jezike-foreign languages;sa druge strane-on the other side
страни	exterior	strange
страним	exterior	foreign
страних	exterior	foreign
страница	página	page
странице	paginas	pages
страници	página	strangers
странка	partido	party
странке	clientes	party
странку	partido	party
страну	lado	side
странци	extranjeros	foreigners
стратегија	estrategia	strategy
стратешки	estratégicamente	strategic
страх	miedo	fear
страха	miedo	fear
стреле	flechas	arrows
стрептококе	estreptococos	streptococcus
стриц	tío	uncle,cousin
стрица	tío	uncle
строго	estrictamente	strictly
структура	estructura	structure
структуре	estructuras	structures
структури	estructuras	structure
структуру	estructura	structure
стручњака	expertos	experts
стручњаци	expertos	experts
струја	actual	current
струје	electricidad	current
струју	electricidad	electricity
студената	frío	students
студеница	bien	studenica
студент	el estudiante	student
студенти	estudiantes	students
студентски	estudiante	studentian
студио	estudio	studio
студирао	estudió	studied
студија	estudiar	study
студије	estudios	studies
студијски	estudio	study
студију	estudiar	study
ступио	ingresó	entered
ступови	pilares	pillars
стјепан	stjepan	stjepan
су	son	are
суботица	subotica	subotica
суботице	subotica	subotica
суботици	subotica	subotica
сува	seco	dry
сувише	demasiado	too
сугласника	consonante	consonants
суд	la cancha	court
суда	corte	tribunal
судан	sudán	sudan
судбина	destino	faith
судбине	destino	destiny
судбину	destino	destiny
судија	juez	judge
судије	jueces	judge
судова	tribunales	courts
судове	tribunales	courts
судови	tribunales	courts of law
судска	judicial	judicial
судску	judicial	judicial
суду	corte	court
сукоб	conflicto	conflict
сукоба	conflicto	conflict
сукобе	conflictos	conflicts
сукоби	conflictos	conflicts
сукобима	conflictos	conflicts
сукобу	conflicto	conflict
султан	sultán	sultan
султана	sultán	sultan
султану	sultán	sultan
суматра	sumatra	sumatra
сумрак	crepúsculo	twighlight
сумње	dudas	doubt
сунца	del sol	the sun
сунце	dom	sun
сунчев	solar	sun
сунчевог	solar	sun
сунчевом	solar	sun
супер	súper	super
супротно	lo contrario	contrary
супротном	lo contrario	opposite
супротности	opuestos	disagreement
супруга	esposa	wife
супруге	esposas	wife
супругом	esposa	wive
супругу	esposa	wife
супстанце	sustancias	substances
супстанци	sustancias	substances
суседима	vecinos	neighbors
суседне	vecino	neighboring
суседним	vecino	neighboring
суседних	vecino	neighboring
сусрет	reunión	meeting
сусрета	encuentros	meeting
сутрадан	mañana	tomorow
сутјеска	sutjeska	sutjeska
сутјеске	sutjeske	sutjeske
суштини	en esencia	essence
суђења	juicios	trial
суђење	juicio	trial
сфр	sfr	sfr
сфрј	sfrj	sfry
схвата	entiende	understood
схватања	percepciones	understandings
схватање	comprensión	knowing
схватио	se dio cuenta	understood
сходно	similar	in accordance with
схс	shs	shs
сцг	scg	serbia and montenegro
сцена	escena	scenes
сцене	escena	scenes
сцени	escena	stage
сцену	escena	scene
сјеверу	norte	north
сједиште	sede	center
сједињене	unido	united
сједињеним	unido	united
сједињених	unido	united
т	t	t
та	si	that
табела	mesa	table
табели	mesas	table
тад	luego	then
тада	luego	then
тадашње	luego	then
тадашњег	de esa epoca	then
тадашњи	luego	then
тадашњој	luego	then
тадић	tadic	tadic (last name)
такав	tal	such
таква	tal	such
такве	tal	such
такви	tal	such
таквим	tal	these
таквих	tal	such
такво	tal	this
таквог	tal	such
таквом	tal	this
такву	tal	such
такмичења	competiciones	competitions
такмичење	competencia	competition
такмичењима	competiciones	competitions
такмичењу	competencia	competition
тако	entonces	so
такос	además	takos
такође	también	also
талас	ola	wave
таласа	olas	wave
таласи	olas	waves
таласним	ola	wave
талијум	talio	thallium
тамо	ahí	there
танзанија	tanzania	tanzania
тара	tara	tara
татари	tártaros	tatari
тачака	puntos	points
тачан	preciso	accurate
тачка	punto	full stop
тачке	puntos	points
тачки	puntos	item
тачку	punto	spot
тачније	más precisamente	rather
тачно	exactamente	exactly
тај	ese	that
тајван	taiwán	taiwan
тајланд	tailandia	thailand
тајм	hora	time
тајна	el secreto	secret
тајне	misterios	secrets
тајни	misterios	secret
тајно	secretamente	secret
тајности	secreto	privacy
тв	televisión	tv
творац	creador	creator
тврда	difícil	hard
тврде	ellos reclaman	claim
тврдећи	discutiendo	claiming
тврди	reclamación (es	claim
тврдили	reclamado	claimed
тврдина	fortaleza	fortness
тврдио	reclamado	claimed
тврдоперке	obstinado	ray-finned fishes
тврдње	reclamación (es	claims
тврђава	fortaleza	fortress
тврђаве	fortalezas	fortresses
тврђави	fortaleza	fortress
тврђаву	fortaleza	fortress
те	y	and
театар	teatro	theater
тебе	tú	you
тевтонци	teutones	teutonians
тежак	pesado	heavy
теже	más difícil	hard
тежи	tiende a	aspire
тежина	peso	weight
тежине	peso	weight
тежиште	centro de gravedad	focus
тежња	aspiración	difficulty
тежње	aspiraciones	aspirations
тек	solo solo	only
текст	texto	text
текста	texto	of the text
текстилна	textil	textile
текстова	textos	texts
текстове	textos	text
текстови	textos	texts
тела	cuerpos	body
теламон	telamon	telamon (greek mythology)
телевизија	televisión	television
телевизије	televisión	television
телевизији	televisión	television
телевизијске	televisión	tv
телевизијски	televisión	television
телевизијских	televisión	tv
телевизију	televisión	tv
телефон	teléfono	phone
тело	cuerpo	body
телу	cuerpo	body
тема	el tema	topic
темама	temas	themes
теме	temas	theme
темена	apéndice	vertex
темељ	fundación	foundation
темеља	cimientos	foundations
темеље	cimientos	foundations
темељи	establecido	foundations
теми	temas	topic
темида	temida	temid
темишвар	timisoara	timisoara
температура	temperatura	temperature
температуре	temperatura	temperatures
температури	temperatura	temperature
температуром	temperatura	temeperature
тему	tema	topic
тензије	tensiones	tensions
тенис	tenis	tennis
тенисер	tenista	tennis player
тенисера	tenista	tenniser's
тенису	tenis	tennis
тенк	tanque	tank
тенка	tanque	tank
тенкова	tanques	tank
тенкови	tanques	tanks
теогонија	teogonia	teogonía
теодицеја	teodicea	theodicy
теодор	theodore	theodor
теодора	theodora	theodore
теорема	teorema	theorem
теореме	teorema	theoremas
теоретичари	teóricos	teoreticals
теорија	teoría	theory
теорије	teorías	theory
теорији	teoría	territory
теорију	teoría	theory
терен	suelo	court
терена	terreno	fields
теренима	terrenos	fields
терену	campo	field
терета	carga	burden
територија	territorio	territory
територијална	territorial	territorial
територијалне	territorial	territorial
територијалних	territorial	territorial
територијално	territorialmente	territorial
територијама	territorios	teritories
територије	territorios	territories
територији	territorio	teritory
територијом	territorio	teritory
територију	territorio	territory
термин	cita	term
термина	término	terms
тесла	tesla	tesla
тесле	tesle	tesla
тесли	tesli	tesla
тест	prueba	test
техника	técnica	technique
технике	tecnicas	technics
техничка	técnico	technical
техничке	técnico	technical
технички	técnicamente	technical
технологија	tecnología	technology
технологије	tecnologías	technologies
технологији	tecnología	technology
технологију	tecnología	technology
технолошки	tecnológico	technologically
тече	fluye	flows
течности	líquidos	liquids
тешка	difícil	heavy
тешке	difícil	heavy
тешки	pesado	heavy
тешким	difícil	hard
тешких	pesado	heavy
тешко	difícil	severely
тешког	difícil	heavy
тешком	difícil	hard
тзв	la llamada	so called
ти	tú	you
тигар	tigre	tiger
тим	el equipo	team
тима	equipo	team
тиме	hora	thus
тип	tipo	type
типа	tipo	type
типично	típicamente	typical
типова	tipos	types
типови	tipos	types
тита	tita	tito
тито	tu que	tito
титове	tetas	tito's
титом	titom	tito
титула	título	title
титуле	título	titles
титулу	título	title
тих	tranquilo	these
тиче	preocupaciones	considering
ткива	tejidos	tissue
ткиво	tejido	tissue
тла	suelo	the land
тло	suelo	ground
тлу	suelo	the ground
то	ese	this
тог	ataviarse	that
тога	ese	that
тодор	todor	todor
тодоровић	todorović	todorovic
ток	el flujo	flow
тока	actual	course
токио	tokio	tokio
токова	fluye	flow
током	durante	course
току	actual	process
толико	tantos	so much
том	tom	volume
тома	toma	toma
томас	thomas	tomas
томаса	thomas	thomas
томе	a mi	it
томислав	tomislav	tomislav
топ	parte superior	cannon
топла	calentar	hot
топлим	calentar	hot
топлоте	calor	heat
топола	álamo	topola
торањ	la torre	tower
торзо	torso	body
торња	torre	tower
тој	él	him
трава	césped	grass
трави	césped	grass
траг	sendero	trail
трагедија	tragedia	tragedy
трагедије	tragedia	tragedy
трагове	rastros	traces
трагови	rastros	prospects
традиционална	tradicional	traditional
традиционалне	tradicional	traditional
традиционални	tradicional	traditional
традиционалним	tradicional	traditional
традиционалних	tradicional	traditional
традиционално	tradicionalmente	traditional
традиција	tradicion	tradition
традиције	tradiciones	tradition
традицији	tradicion	tradition
традицијом	tradicion	tradition
традицију	tradicion	tradition
траже	buscando	ask
тражећи	preguntando por	seeking a
тражи	buscar	search
тражила	buscado	asked
тражили	buscado	wanted
тражио	preguntó	search
тракија	tracia	trakia
транспорт	transporte	transport
траса	ruta	trass
трајала	duró	lasted
трајали	duró	lasted
трајало	duró	duration
трајао	duró	lasted
трајања	duración	duration
трајање	duración	duration
траје	tiene una duración	last
трајно	permanentemente	permanent
трају	último	last
трг	trg	square
трга	cuadrado	square
трговац	comerciante	trader
трговаца	comerciantes	traders
трговачке	comercial	trading
трговачки	comercial	trading
трговачких	comercial	trading
трговачку	comercial	merchant
трговина	comercio	trade
трговине	tiendas	trade
трговини	comercio	trade
трговином	comercio	trade
трговински	comercial	commercial
трговину	comercio	trading
трговци	comerciantes	traders
тргу	cuadrado	square
треба	debería	needs
требала	debería	should
требало	debería	be
требао	debería	should
требиње	trebinje	trebinje
требињу	necesitar	trebinje
тренд	tendencia	trend
тренер	entrenador	head-coach
тренера	entrenador	coach
тренутак	un momento	moment
тренутка	momento	moment
тренутку	momento	moment
тренутни	actual	current
тренутно	actualmente	currently
тренуцима	momentos	moments
трећа	tercero	third one
треће	tercero	third
трећег	tercero	third
трећем	el tercero	third
трећи	tercero	third
трећина	un tercio	one-third
трећине	tercios	thirds, like in two thirds 2/3
трећој	el tercero	third
трећу	tercero	third
тржишта	mercados	markets
тржиште	mercado	market
тржишту	mercado	market
три	tres	three
трибунал	tribunal	tribunal
тридесет	treinta	thirty
тридесетих	años treinta	thirties
трир	trir	trier
трифуновић	trifunović	triphunovic
трново	espina	trnovo
трол	troll	troll
тропске	tropical	tropical
троугао	triángulo	triangle
троугла	triángulo	triangle
троуглови	triangulos	triangles
троуглу	triángulo	triangle
трошкова	costos	costs
трошкови	costos	costs
троје	tres	troy
тројице	tres	three
трудноће	el embarazo	pregnancy
трупа	cadáver	troop
трупама	tropas	with troops
трупе	tropas	troops
ттопљења	derritiendo	t melting
ту	tú	there
туга	tristeza	sadness
тумански	tumanski	tumanski
тумачења	interpretaciones	interpretations
тумачење	interpretación	explanation
тунела	túnel	tunnel
тунис	túnez	tunisia
туниса	túnez	tunisia
тунису	túnez	tunisia
турака	turaka	turks
турбина	turbina	turbine
турибулум	turibulum	tribulum
туризам	turismo	tourism
туризма	turismo	tourism
туриста	turista	tourist's
туристичка	turista	tourist
туристичке	turista	travel
туристички	turista	travel
туристичких	turista	tourist
туристичко	turista	touristic
турке	turco	turks
турнеја	excursión	tour
турнеје	excursiones	tour
турнеју	excursión	tour
турнир	torneo	tournament
турнира	torneo	tournaments
турнири	torneos	tournaments
турнирима	torneos	tournaments
турниру	torneo	tournament
турска	pavo	turkey
турске	turco	turkish
турски	turco	turkish
турских	turco	turkish
турско	turco	turkish
турског	turco	turkish
турском	turco	turkish
турској	turco	turkish
турску	turco	turkey
турци	turcos	turkish
турцима	turcos	turks
туђман	tudjman	tudjman
тј	es decir	that is
у	tu	in
убили	delicado	killed
убио	delicado	kill
убиства	asesinatos	murders
убиство	asesinato	murder
убија	mata	kill
убије	mata	kill
убијен	delicado	murdered
убијено	delicado	murdered
убраја	cuenta	count
убрајају	ellos cuentan	included
убрзано	acelerado	speed
убрзо	pronto	soon
уведен	introducido	introduced
уведена	introducido	introduced
уведено	introducido	included
увек	siempre	always
увели	trajo	introduced
увелико	muy	already
увео	introducido	introduced
увече	por la tarde	evening
увијек	siempre	always
увод	introducción	introduction
уводи	en el agua	impose
увоз	importar	import
увођења	introducción	introduction
увођење	introducción	introduction
увођењем	introduciendo	introduction
угао	ángulo	angle
угарска	húngaro	hungary
угарске	húngaro	hungarian
угарски	húngaro	hungarian
угарског	húngaro	hungarian
угарској	húngaro	hungaria
угла	rincones	angle
углавном	principalmente	generally
углед	reputación	reputation
угледу	reputación	reputation
углом	ángulo	angle
углу	esquina	corner
уговор	contrato	contract
уговора	contrato	contract
уговором	contrato	contract
угрожена	en peligro de extinción	endangered
угља	carbón	coal
угљеника	carbón	carbon
удала	casado	married
удар	impacto	impact
удара	huelgas	impact
ударац	soplo	blow
удаљен	remoto	away
удаљеност	distancia	distance
удаљености	distancia	distance
удео	compartir	share
удружења	asociaciones	associations
удружење	asociación	union
уефа	uefa	uefa
ужем	ya	narrow
уживо	en vivo	live
ужица	ужица	uzice
ужице	ужице	uzice
ужичка	ужичка	uzice (town in serbia)
уз	uz	with
узастопних	consecutivo	consecutive
узгој	cría	breeding
уздиже	se eleva	rises
узео	tomó	took
узети	tomar	take
узима	toma	takes
узимају	toman	taking
узимање	tomando	taking
узме	tomar	take
узор	modelo a seguir	sample
узору	al amanecer	model
узрок	porque	cause
узрока	porque	sample
узрокује	causas	cause
указује	indica	indicates
указују	indicar	indicate
укидања	abolición	termination
укинут	abolido	terminated
укинута	abolido	cancelled
уклањање	eliminación	removing
уколико	si	if
украјина	ucrania	ukraine
украјински	ucranio	ukraine
украјинци	ucranianos	ukrainians
укупан	total	total
укупна	total	total
укупне	total	total
укупни	total	total
укупно	en total	total
укупног	total	total
укупном	total	total
укус	gusto	taste
укуса	gusto	taste
укључен	encendido	included
укључени	incluido	included
укључивала	incluido	included
укључује	incluye	included
укључују	incluir	include
укључујући	incluso	including
улагања	inversiones	investments
улаз	entrada	penetration, entrance
улаза	entrada	entry
улазак	entrada	entry
улазе	ellos entran	enter
улази	entra	come in
уласка	entrada	entry
улива	uliva	flows
улица	calle	street
улицама	calles	streets
улице	en su cara	streets
улици	calle	street
улога	el papel	role
улоге	roles	parts
улогу	papel	stake
улози	hacer una oferta	role
умерено	moderar	mild
уместо	en vez de	instead
уметник	artista	artist
уметника	artista	artist
уметници	artistas	artists
уметничка	artístico	art
уметничке	artístico	art
уметнички	artístico	artistic
уметничким	artístico	art
уметничких	artístico	art
уметничко	artístico	art
уметничког	artístico	artistic
уметничку	artístico	artistic
уметност	arte	art
уметности	arte	arts
умире	muere	dies
умрла	murió	died
умро	murió	died
умјетности	arte	arts
ун	naciones unidas	united nation
уна	una	una
уназад	hacia atrás	backward
унапред	por adelantado	in advance
унапређен	promovido	promoted
унеско	unesco	unesco
универзитет	universidad	university
универзитета	universidad	universities
универзитету	universidad en	university
уништен	destruido	destroyed
уништена	destruido	destroyed
уништено	destruido	destroyed
уништења	destrucción	destruction
уништење	destrucción	destroying
уништио	destruido	destroyed
унија	unión	union
уније	unión	union
унији	unión	union
унију	unión	union
уноси	entradas	inputs
унук	nieto	grandson
унутар	dentro de	inside
унутра	dentro	inside
унутрашња	interno	internal
унутрашње	interno	internal
унутрашњег	interno	inside
унутрашњем	interno	interior
унутрашњи	interno	inside
унутрашњим	interno	internal
унутрашњих	interno	internal
унутрашњост	interior	interior
унутрашњости	interior	interior
унутрашњу	interno	internal
уобичајено	generalmente	usually
уопште	en absoluto	at all
уопштено	en general	generally
уочи	antes de	before
упале	inflamación	entered
уписао	inscrito	entered
упознао	reunió	meet
упозорава	advierte	warns
упоредо	paralela	compare
упорно	continuamente	persistently
употреба	uso	utilisation
употребе	utilizar	use
употреби	utilizar	use
употребио	usado	used
употребом	utilizando	using
употребу	utilizar	usage
употребљава	usos	use
употребљавају	utilizar	using
управа	administración	management
управе	administración	administration
управне	administrativo	administratives
управни	administrativo	administrative
управник	gerente	manager
управо	tocar el asunto exacto	precisely
управом	administración	administration
управу	derecha	management
управља	gestiona	runs
управљао	gestionado	administered
управљања	administración	management
управљање	administración	control
упркос	a pesar de	despite
упутио	instruido	sent
упутства	instrucciones	manuals
упућује	se refiere	sends
урадио	hacer	did
уредник	editor	editor
уређај	dispositivo	device
уређаја	dispositivo	device
уређаји	dispositivos	gadgets
уређења	preparativos	organization
уређење	arreglando	regulation
уређењу	arreglando	structuring
урош	uroš	urosh
уроша	urosha	urosh
усвојен	adoptado	accepted
усвојила	adoptado	adopted
усвојио	adoptado	accepted
уско	cercanamente	narrowly
ускоро	pronto	soon
ускрс	pascua de resurrección	resurrection
услед	porque	after
уследила	seguido	followed by
уследио	seguido	followed
услов	condición	condition
услова	condiciones	conditions
услове	condiciones	conditions
услови	condiciones	conditions
условима	condiciones	conditions
услуга	un favor	services
услуге	servicios	services
усник	boquilla	mouthpiece
успева	tiene éxito	is succeeding
успела	triunfado	succeed
успеле	triunfado	managed
успели	triunfado	succeed
успело	triunfado	successful
успео	triunfado	succeed
успеси	éxitos	successes
успех	éxito	success
успеха	éxito	success
успехе	éxitos	successes
успехом	éxito	result
успешан	exitoso	successful
успешна	exitoso	successful
успешно	exitosamente	successful
успон	ascenso	progress
успоставе	establecimiento	establishment
успостави	establecer	establish
успоставили	establecido	established
успоставио	establecido	established
успостављања	establecimiento	establishment
успостављање	establecimiento	establishment
успостављена	establecido	established
уста	boca	mouth
устав	constitución	contitution
устава	constitución	constitution
уставна	constitucional	constitutional
уставни	constitucional	constitutional
уставом	constitución	constitution
уставу	constitución	constitution
устанак	levantamiento	rebelion
устаника	insurgentes	rebels
устаници	insurgentes	rebels
устанка	levantamiento	uprising
устанку	levantamiento	uprising
установа	institución	institution
установе	instituciones	institution's
усташа	ustasha	ustashas
усташе	ustasha	ustase
усташки	ustasha	ustashe
уствари	realmente	in fact
утакмица	partido	game
утакмице	partidos	games
утакмици	partidos	game
утврдио	determinado	discovered
утврђен	determinado	established
утврђена	determinado	determined
утврђене	determinado	fortified
утврђено	determinado	defined
утврђења	fortificaciones	fortification
утврђење	fortificación	fortification
утисак	impresión	impression
утицала	influenciado	affected
утицали	influenciado	influence
утицало	influenciado	impact
утицао	influenciado	influenced
утицај	influencia	influence
утицаја	impacto	influence
утицаје	impactos	impressions
утицајем	influencia	the influence
утицаји	impactos	influence
утицају	impacto	impact
утиче	afecta	affects
утичу	afectar	affect
уточиште	abrigo	shelter
ухапшен	arrestado	arrested
ухолаже	uholaze	dermaptera
учврстио	solidificado	strengthened
уче	aprender	learn
ученик	estudiante	pupil,student
ученика	estudiantes	pupils
ученици	estudiantes	students
учесник	partícipe	participant
учесника	participantes	participants
учесница	partícipe	participating
учесници	participantes	participants
учествовала	participó	attended,involved
учествовале	participó	involved
учествовали	participó	participated
учествовало	participó	participated
учествовао	participó	participated
учествује	participa	participates
учествују	participar	participates
учешћа	participación	participation
учешће	participación	participation
учења	aprendizaje	studing
учење	aprendizaje	studying
учењу	aprendizaje	studying
учи	entra	teaching
учинила	hizo	did
учинили	han hecho	did
учинио	hizo	did
учинити	hacer	did
учио	enseñó	studied
учитељ	profesor	teacher
учитеља	profesores	techer
учитељи	profesores	techers
ушао	ingresó	entered
уши	orejas	ears
ушла	izquierda	entered
ушле	ingresó	entered
ушли	izquierda	entered
ушћа	orejas	river mouth
ушћу	oído	confluence
уђе	entra	enter
уједини	unir	unite
уједињене	unido	uniting
уједињени	unido	united
уједињеним	unido	united
уједињених	unido	united
уједињено	unido	unified
уједињеног	unido	united
уједињења	unificación	union
уједињење	unificación	unification
уједно	al mismo tiempo	also
уље	petróleo	oil
ф	f	f
фабрика	fábrica	factory
фабрике	fábrica	factories
фаза	fase	phase
фазе	fase	phase
фази	fase	phase
фазном	fase	phase
фазу	fase	phase
факс	fax	fax
факто	hecho	facto
фактор	factor	factor
фактора	factor	factor
фактори	factores	factors
факултет	universidad	faculty
факултета	facultad	faculties
факултету	facultad	faculty
фамилија	familia	family
фасаде	fachada	facade; frontside; facing; front
фауна	fauna	fauna
фацилитатор	facilitador	facilator
фашизам	fascismo	fascism
фашизма	fascismo	fascism
фајерфокс	firefox	firefox
фебруар	febrero	february
фебруара	febrero	february
фебруару	febrero	february
федерална	federal	federal
федералне	federal	federal
федерални	federal	federal
федерација	federación	federation
федерације	federación	federation
федерацији	federación	federation
федерер	federer	federer
федерера	federera	federer
фелдспат	feldespato	feldspars
феликс	felix	felix
феномен	fenómeno	phenomenon
феномена	fenómeno	phenomenon
фердинанд	fernando	ferdinand
фердинанда	ferdinanda	ferdinand
фестивал	festival	festival
фестивала	festival	festival
фестивалу	festival	festival
фетус	feto	foetus
фељтон	folletín	feuilleton
фигура	figura	figure
фигуре	figura	figurines
физика	física	physics
физике	física	physics
физици	física	physics
физичка	físico	fisical
физичке	físico	physical
физички	físicamente	physically
физичких	físico	assault
физичког	físico	physical
физичку	físico	physical strength
филип	filip	philip
филипа	filipa	philip
филипини	filipinas	philiphines
филм	película	movie
филма	película	film
филмова	películas	movies
филмове	películas	movies
филмови	películas	films
филмовима	películas	movies
филмска	película	movie
филмске	película	film
филмски	cinematográfico	film
филму	película	movie
филозоф	filósofo	philosopher
филозофа	filósofo	philosophers
филозофи	filósofos	philosophers
филозофија	filosofía	philosophy
филозофије	filosofía	philosophy
филозофију	filosofía	philosophy
филозофске	filosófico	philosophical
филозофског	filosófico	philosophical
финала	final	finals
финале	el final	finals
финалу	final	final
финансијска	financiero	finansial
финансијске	financiero	financial
финансијски	financialmente	financial
финансијских	financiero	financiallly
финска	finlandia	finland
финске	finlandés	finland
фински	finlandés	finish
фиренца	florencia	florence
фиренце	florencia	florence
фиренци	florencia	florence(town in italy)
фирме	compañías	firm
фифа	fifa	fifa
фк	fk	fk,short of football club
флеминг	flamenco	fleming
флоем	líber	pholem
флора	flora	flora
флорида	florida	florida
флориде	florida	florida
флориди	floridi	florida
флориду	florida	florida
флота	flota	fleet
флоте	flota	fleet
флоту	flota	fleet
фовизам	fauvismo	fauvism
фока	sello	foca
фон	fon	fon
фонд	fondo	foundation
фонда	fondo	fund
форма	formar	forma
формално	formalmente	formally
формат	formato	form
формација	formación	formation
формације	formaciones	formation
форме	formas	forms
форми	formas	forms
формира	formas	forms
формирали	formado	formed
формиран	formado	formed
формирана	formado	formed
формиране	formación	formed
формирао	formado	formed
формирају	formar	form
формирања	formación	forming
формирање	formación	forming
формирању	formación	forming
форму	formar	shape
формула	fórmula	formula
форситија	forsitia	forsitia
форум	foro	forum
фото	foto	photo
фотографија	fotografía	photo
фотографије	fotos	photos
франко	gratis	franco
франц	franco	franz
франца	franca	franz (franz joseph)
француза	francés	french
французи	el francés	french
француска	francia	french
француске	francés	french
француски	francés	french
француским	francés	french
француских	francés	french
француског	francés	french
француском	en francés	french
француској	francia	french
француску	francia	french
фрањо	franjo	franjo (personal name)
фреквенција	frecuencia	frecvency
фресака	frescos	frescos
фреска	fresco	fresco
фреске	frescos	frescos
фреја	freja	frigg (goddess in norse mythology,wife of odin)
фридрих	friedrich	friedrich
фронт	frente	front
фронта	frente	front
фронту	frente	front
фројд	freud	froyd
фрушка	frushka	fruska
фудбал	fútbol americano	soccer
фудбала	fútbol americano	football
фудбалер	jugador de fútbol	football player
фудбалска	fútbol americano	soccer
фудбалске	fútbol americano	soccer
фудбалски	fútbol americano	football
фудбалског	fútbol americano	football
фудбалу	fútbol americano	soccer
фузија	fusión	fusion
функционисање	marcha	functioning
функционише	funciona	function
функција	función	function
функције	funciones	function
функцији	función	in function
функцију	función	function
фуснота	nota	footsnote
х	h	h
хабзбуршке	habsburgo	habsburg
хаваји	hawai	hawaii
хагу	hagu	hague
хали	hali	huly
хамилтон	hamilton	hamilthon
хамлет	aldea	hamlet
хамлета	aldea	hamlet
хамсин	hamsin	khamsin (refers to a dry, hot and dusty wind in north africa)
хан	han	han
хапшења	arrestos	arrest
хапшење	arrestar	arrest
хард	difícil	hard
хари	hari	harry
харпије	arpías	harpies
хашки	la haya	hague
хајдук	hajduk	outlaw
хаџи	hajji	hadzi
хеб	heb	hebrew
хебрејски	hebreo	hebrew
хеви	pesado	heavy
хектор	hectárea	hector
хемија	química	chemistry
хемије	química	chemistry
хемијска	bolígrafo	chemical
хемијске	químico	chemical
хемијски	químico	chemical
хемијских	químico	chemical
хенри	enrique	henry
хераклит	heráclito	heraklit
херм	herm	herm (one of the channel islands)
херој	héroe	hero
хероја	héroe	hero
хероји	héroes	heroes
херцег	herceg	herceg
херцеговина	herzegovina	herzegovina
херцеговине	herzegovina	herzegovina
херцеговини	herzegovina	herzegovina
херцеговином	herzegovina	herzegovina
херцеговину	herzegovina	herzegovina
хив	vih	hiv
хила	hila	hila
хиландар	hilandar	hilandar
химна	himno	anthem
химне	himno	anthem
хинајана	hinajana	hinayana
хиндуизам	hinduismo	hinduism
хипотеза	hipótesis	hypothesis
хирон	quirón	chiron
хит	golpear	hit
хитлер	hitler	hitler
хитлера	hitler	hitler
хитлеров	hitler	hitler's
хитови	golpes	hits
хиљада	mil	thousand
хиљадама	miles	thousands
хиљаде	miles	thousands
хиљаду	mil	thousand
хладан	frío	cold
хладне	frío	cold
хладни	frío	cold
хладним	frío	cold
хладног	frío	cold
холандија	países bajos	netherlands
холандије	de los países bajos	netherlands
холандији	los países bajos	netherlands
холандски	holandés	dutch
холестерола	colesterol	cholesterol
холокауста	el holocausto	holochaust
хомо	homo	homo
хомоморфизам	homomorfismo	homomorf
хомосексуалност	homosexualidad	homosexuality
хомосексуалности	homosexualidad	homosexuality
хор	coro	choir
хорације	horace	horaci
хормона	hormonas	hormone
хосе	manguera	jose
хотел	hotel	hotel
хотела	hotel	hotel
хоће	será	wants
храброст	valor	courage
храм	templo	temple
храма	templo	temple
храмова	templos	temples
храмови	templos	temples
храму	el templo	temple
храна	comida	food
хране	comida	food
храни	comida	feed
храном	comida	food
храну	comida	food
храст	roble	оак
храста	roble	oak tree
хрвата	croatas	croats
хрвати	croatas	augite
хрватима	croatas	croat
хрватска	croacia	croatia
хрватске	croata	croatia
хрватски	croata	croatian
хрватским	croata	croatian
хрватских	croata	croatian
хрватског	croata	croatian
хрватском	croata	croatia
хрватској	croacia	croatia
хрватску	croacia	croatia
хребељановић	hrebeljanović	hrebeljanovic
христ	cristo	christ
христа	de cristo	christ
христовог	de cristo	christ's
христос	cristo	christ
хришћана	cristianos	christians
хришћани	cristianos	christians
хришћанима	cristianos	christians
хришћанска	cristiano	christian
хришћанске	cristiano	christian
хришћански	cristiano	christian
хришћанским	cristiano	christian
хришћанских	cristiano	christian
хришћанско	cristiano	christian
хришћанском	cristiano	christian
хришћанску	cristiano	christian
хришћанства	cristiandad	christianity
хришћанство	cristiandad	crhistianity
хришћанству	cristiandad	christianity
хроника	crónica	cronicle
хронологија	cronología	chronology
хтели	querido	wanted
хтео	querido	wanted
хуан	huan	juan
хуна	huna	hun
хунан	hunan	hunan
хуни	huni	huns
ц	c	c
цар	coche	king
цара	cara	emperor
царева	emperadores	tsar
цареви	reyes	kings
царем	rey	the csar
цариград	constantinopla	constantinople
цариграда	de constantinopla	constantinople
цариградски	constantinopla	csarigrad's
цариграду	a constantinopla	constantinople
царица	emperatriz	empress
царска	real	kings
царске	real	imperial
царски	imperial	czar's
царства	imperio	empires
царство	reino	kingdom
царству	reino	kingdome
цару	rey	emperor
цветковић	cvetković	cvetkovic
цвећа	flores	flowers
цвијић	cvijić	cvijic
цвијића	flores	cviich
цеви	tubería	pipes
цезар	césar	caesar
цела	el conjunto	the whole
целе	todo	entire
целина	todo	complex
целине	todo	units
целини	todo	whole
целину	todo	whole
цело	incluso	the whole
целог	todo	entire
целокупно	en general	overall
целом	en general	whole
целој	todo	the whole
целу	frente	whole
цена	el precio	price
цене	precios	prices
центар	centrar	center
центар|п	centro | p	center
центара	centros	center
центра	centrar	center
централна	central	central
централне	central	central
централни	central	central
централним	central	central
централних	central	central
централног	calefacción central	central
централном	central	central
централној	central	central
централну	central	central
центри	centros	centers
центрима	centros	centers
центром	centrar	center
