$	ps	dollar
రాష్ట్రపతిగా	presidente	as the president
రాష్ట్రము	estado	state
రాష్ట్రములు	estados	states
రాష్ట్రములో	estado	in the state
రాష్ట్రములోని	el estado	in the state
రాష్ట్రానికి	estado	for state
రాష్ట్రాన్ని	estado	this state
రాష్ట్రాల	estados	states
రాష్ట్రాలలో	estados	in states
రాష్ట్రాలలోని	estados	in countries
రాష్ట్రాలు	estados	states
రాసాడు	escribió	written
రాసి	escribió	write
రాసిన	escrito	written
రాసే	escribir	write
రాస్తే	si	write
రాహు	rahu	demon
రాహుల్	rahul	rahul
రాహువు	rahu	rahuvu
రికార్డు	grabar	record
రికార్డులు	registros	records
రిచర్డ్	ricardo	richard
రిజర్వ్	reserva	reserve
రిడ్జ్	cresta	ridge
రిపబ్లిక్	la republica	republic
రిఫరీ	árbitro	refery
రియల్	real	real
రిస్క్	riesgo	risk
రీచ్	reich	reach
రీతి	modo	ways
రీతిలో	modo	in this way
రీతులు	modos	ways
రీత్యా	por	process
రీసెర్చ్	investigación	reasearch
రుక్మిణి	rukmini	rukmini
రుగ్మతలు	trastornos	mental disorders
రుచి	gusto	taste
రుచులు	sabores	tastes
రుణ	préstamo	negative
రుద్రదేవుడు	rudradevudu	god rudra
రుద్రమదేవి	rudramadevi	rudramadevi
రుసుము	cuota	fee
రూ	negocio	rupees
రూటేసి	rutaceae	ritaceae
రూప	formar	designers
రూపం	formar	form
రూపకల్పన	diseño	developed
రూపము	textura	picture
రూపమున	textura	in the form of
రూపములు	formas	shapes
రూపములో	formar	in ways of
రూపాంతరం	transformación	change
రూపాన్ని	apariencia	picture
రూపాయల	rs	rupees
రూపాయలు	rs	rupees
రూపాయి	rupia	rupee
రూపాలను	formas	faces
రూపాలలో	formas	in forms
రూపాలు	formas	shapes
రూపు	impulsado	look
రూపొందించడం	haciendo	formed
రూపొందించడానికి	diseño	to prepare
రూపొందించబడింది	creado	has been made
రూపొందించాడు	por el	implemented
రూపొందించారు	diseñado	directed
రూపొందించి	construir	designed
రూపొందించింది	por	designed
రూపొందించిన	por	developed
రూపొందించే	formando	create
రూపొందింది	como el	moulded
రూబియేసి	rubiaceae	rubiac
రూరల్	rural	rural
రెండవ	segundo	second
రెండవది	segundo	second
రెండవసారి	segundo	second time
రెండింటి	ambos	both
రెండిటికీ	ambos	to both
రెండు	ambos	two
రెండుగా	dos	as two
రెండున్నర	dos y medio	two and half
రెండువైపులా	ambos lados de la	both sides
రెండుసార్లు	dos veces	twice
రెండూ	ambos	two
రెండో	segundo	second
రెండోది	segundo	second
రెండోసారి	el segundo	second time
రెక్కలు	alas	rekkalu
రెట్టింపు	doble	double
రెట్లు	doblez	double
రెడ్	rojo	red
రెడ్డి	sin comentarios	reddy
రెడ్లు	rojo	reddys
రెనసాన్స్	renacimiento	renasaans
రెవిన్యూ	ingresos	revenue
రెవెన్యూ	ingresos	revenue
రెహ్మాన్	rehman	rahman
రే	rayo	ray
రేకులు	copos	sheets
రేఖ	línea	line
రేఖలు	las líneas	lines
రేఖా	rekha	line
రేఖాంశం	longitud	longitude
రేటు	velocidad	price
రేడియేషన్	radiación	radiation
రేడియో	radio	radio
రేడియోలు	radios	radios
రేపల్లె	repalle	repalle
రేవతి	revathy	revathi
రేవు	muelle	bridge
రేవులు	puertos	harbours
రైట్	correcto	right
రైతు	agricultores	farmer
రైతులకు	agricultores	for farmers
రైతులు	agricultores	farmers
రైన్	lluvia	rain
రైలు	entrenar	train
రైల్వే	ferrocarril	railway
రైల్వేస్టేషన్	railhead	railway station
రైల్వేస్టేషన్లు	estaciones de tren	railway stations
రైళ్లను	trenes	trains
రైళ్ళు	trenes	train
రొజు	trivial	day
రొట్టె	pan de molde	bread
రొమేనియా	rumania	romania
రొమ్ము	pecho	chest
రోగ	enfermedad	disease
రోగం	enfermedad	ill
రోగనిరోధక	inmune	immunity
రోజు	día	every day
రోజుకి	día	daily
రోజుకు	día	per day
రోజున	al día	daily
రోజును	día	to the day
రోజుల	dias	days
రోజులలో	dias	in days
రోజులు	dias	days
రోజుల్లో	dias	in days
రోజువారీ	diario	every day
రోజూ	diario	daily
రోడ్డు	el camino	road
రోడ్ల	carreteras	roads
రోడ్లు	carreteras	roads
రోమన్	romano	roman
రోమ్	roma	rome
రోహిణి	rohini	rohini
రౌడీ	matón	vilan
రౌలట్	rowlatt	roulett
ర్యాగింగ్	furioso	ragging
ల	la	due
లంక	lanka	lanka
లంకను	lankan	lanka
లంకలో	lanka	in lanka
లంకెలు	enlaces	links
లండన్	londres	london
లకు	publicaciones	for
లకుముకి	martín pescador	kingfisher
లక్నో	lucknow	lucknow
లక్ష	millón	laksha
లక్షణ	atributo	features
లక్షణం	característica	behaviour
లక్షణాన్ని	característica	symptoms
లక్షణాల	caracteristicas	characteristics
లక్షణాలని	caracteristicas	symtons
లక్షణాలు	caracteristicas	symptoms
లక్షల	millones	lakhs
లక్షలాది	millones	lakh of
లక్ష్మణ	laxman	lakshmana
లక్ష్మణుడు	lakshmana	lakshmana
లక్ష్మణుని	lakshmana	lakshman
లక్ష్మణులను	lakshmana	laxman
లక్ష్మణులు	lakshmana	laxman
లక్ష్మి	lakshmi	lakshmi
లక్ష్మీ	lakshmi	lakshmi
లక్ష్మీదేవి	lakshmi	goddess laxmi devi
లక్ష్యం	la meta	target
లక్ష్యాలను	objetivos	lakshyalanu
లక్ష్యాలు	metas	targets
లక్సెంబర్గ్	luxemburgo	luxemberg
లగ్న	lagna	date
లగ్నం	trayendo el	auspicious time
లఘు	corto	short
లఘువు	atajo	short
లడ్డు	laddu	laddu
లత	enredadera	lata
లతో	con	with
లని	característica	and
లను	los	are
లపై	en	on them
లభించడం	disponibilidad	not available
లభించలేదు	no estaba	not available
లభించాయి	won	obtained
లభించింది	galardonado	i got
లభించిన	disponible	obtained
లభించినది	won	found
లభించును	disponible	will get
లభించే	disponible	provided
లభిస్తాయి	ganar	gained
లభిస్తుందని	obtener	will get
లభిస్తుంది	disponible	will get
లభిస్తున్న	disponible	recieve
లభిస్తున్నది	calentar	available
లభిస్తున్నాయి	disponible	are given
లభ్యం	disponible	available
లయ	ritmo	correctly
లయోలా	loyola	loyola
లలిత	elegante	lalitha
లలితా	lalita	lalitha
లలో	en el	and also
లవకుశ	lavakusha	lavakusha, (its a film name)
లవ్	amor	love
లా	ley	law
లాంగ్	largo	long
లాంటి	me gusta	like
లాంటిది	me gusta	like it
లాంటివి	etc.	they are like
లాండ్	tierra	land
లాగ	me gusta	like
లాగా	me gusta	as
లాగానే	me gusta	laagaanae
లాగే	me gusta	like
లాటిన్	latín	latin (language)
లాభం	lucro	profit
లాభాలు	beneficios	profits
లామియేసి	lamiaceae	lamacease
లారీ	larry	lorry
లారెన్స్	lawrence	larence
లార్డ్	el señor	lord
లాల్	lal	lal
లావో	laos	lao
లావోస్	laos	laos
లావోస్‌లో	laos	lavos
లాస్	los	los
లాహిరి	lahiri	lahiri
లాహోర్	lahore	lahore
లింకన్	lincoln	lincoln
లింకు	enlace	link
లింకులు	enlaces	link
లింక్	enlace	link
లింగ	género	penis
లింగం	género	lingam
లింగము	género	lingam
లింగాల	lingala	lingala
లిఖిత	escrito	written
లిటిల్	pequeño	little
లిథువేనియా	lituania	lithuvenia
లినక్స్	linux	linux
లిపి	escritura	script
లిపిని	guión	characters used for writing
లిపిలో	guión	alphabet
లిబియా	libia	libiya
లిమిటెడ్	limitado.	limited
లీ	sotavento	li
లీగ్	liga	league
లీటరు	litro	litre
లు	s	plural
లూథర్	lutero	luther
లూయిస్	louis	louis
లెక్క	contar	count
లెక్కకు	contar	to count
లెక్కల	cálculos	maths
లెక్కలు	cálculos	statistics
లెట్	vamos	chocolate
లెనిన్	lenin	lenin
లెబనాన్	líbano	lebanon
లెస్	les	less
లే	le	similar
లేక	o	or
లేకపోతే	de otra manera	otherwise
లేకపోయింది	no	not
లేకపోవటం	ausencia	not there
లేకపోవడం	carencia	not there
లేకుండా	sin	without
లేకుండానే	sin	without having
లేకున్నా	si o no	even if it is not there
లేచి	de encaje	rises
లేడు	no hay	not there
లేత	ligero	lite or sensitive
లేదంటే	o	if not
లేదని	ese	not available
లేదా	o	or
లేదు	no	not
లేదో	ya sea	if not
లేనటువంటి	sin	not being
లేనప్పుడు	cuando	when not there
లేని	no haga	not there
లేనిది	es	not
లేనివి	no	unavailable
లేపాక్షి	capital	lepakshi
లేరు	no hay	not there
లేవని	ahí	not there
లేవు	no	not there
లైంగిక	sexual	physically
లైట్	ligero	light
లైను	línea	line
లైఫ్	vida	life
లైబ్రరీ	biblioteca	library
లైసెన్సు	licencia	licences
లొ	en	in
లో	en el	in
లోక	mundo	world
లోకం	el mundo	world
లోకానికి	el mundo	to the world
లోకి	en el	into
లోక్	lok	lok
లోక్‌సభ	lok sabha	lower house
లోక్‌సభలో	lok sabha	in lok sabha
లోటు	déficit	lack
లోడ్	cargando	load
లోతు	profundidad	depth
లోతుగా	profundamente	in depth
లోని	los	in
లోనికి	iniciar sesión	inside
లోను	en	loan
లోనూ	en	in the
లోనే	en	in the
లోనై	sucumbido a	caused
లోపం	error	defect
లోపల	dentro	inside
లోపలి	el interior	inside
లోపలికి	inyectado	inside
లోబడి	tema	subject to
లోయ	valle	valley
లోయలు	valles	valleys
లోవ	loa	lova
లౌకిక	secular	personal
ల్యాండ్	tierra	land
వ	th	va
వంకాయ	berenjena	brinjal
వంగి	curva	bend
వంట	cocinando	cook
వంటకాలు	recetas	food
వంటలలో	platos	in recipies
వంటలు	cocina	delicacies
వంటి	me gusta	like
వంటిది	me gusta	like of, kind of
వంటివారు	me gusta	like
వంటివి	me gusta	so on/ like
వంతు	tercero	turn
వంతుల	tercios	turns
వంతెన	puente	bridge
వంతెనలు	puentes	bridge
వంద	cien	hundred
వందల	cientos	hundreds
వందలాది	cientos	hundredof
వందే	vande	greetings
వందేమాతరం	vande mataram	vandemataram
వంపు	inclinación	corner
వంశ	familia	family
వంశం	clan	lineage
వంశపు	genealogía	lineage
వంశము	nobleza	heir
వంశస్థుల	niños	lineage
వంశానికి	familia	for the family
వంశాన్ని	familia	dynasty
వంశాల	clanes	dynasties
వగైరా	etc.	etc
వచన	texto	prose
వచ్చాడు	devuelto	came
వచ్చాయి	ha habido	got
వచ్చారు	llegado	came
వచ్చి	y	come
వచ్చిందని	tenido	came
వచ్చింది	tenido	has come
వచ్చిన	los	arrival
వచ్చినట్లు	venir	like it came
వచ్చినది	viniendo	entered
వచ్చినపుడు	cuando	when came
వచ్చినప్పటికీ	a pesar de la	sine come
వచ్చినప్పుడు	cuando	when visited
వచ్చు	llegar	may happen
వచ్చును	llegar	divided
వచ్చే	los	coming
వచ్చేవి	llegadas	are recieved
వచ్చేసరికి	por	by the time i return
వజ్రం	diamante	vajram
వజ్రాల	diamante	dimond
వజ్రాలు	diamantes	vajraalu
వడ	norte	vada
వడదెబ్బ	insolación	sun stroke
వడలు	buñuelos	vadas
వడియాలు	wadia	cake made of black gram
వడ్డాది	vaddadi	vaddadi
వడ్డున	interesar	shore
వడ్రంగి	carpintería	carpenter
వత్తిడి	presión	pressure
వదలి	dejando	leave
వదిన	ella gastó	sister-in-law
వదిలి	salir	vadili
వద్ద	a	near
వద్దకు	a	to
వద్దనున్న	a	near
వధించి	asesinato	kill
వన	madera	of forest
వనపర్తి	wanaparthy	vanaparthi
వనరుల	recursos	vanarula
వనరులను	recursos	sources
వనరులలో	fuentes	in resources
వనరులు	recursos	resources
వనవాస	exilio	of wild life
వనవాసం	vanavasam	staying in forest
వనాలు	parques	gardens
వన్	uno	one
వన్డే	un día	one-day
వన్యప్రాణి	fauna silvestre	tribal
వయసు	años	age
వయసులో	en el	age
వయసులోనే	a	at the age
వయస్సు	años	age
వయస్సులో	en el	in the age
వయోజన	adulto	adult
వరం	regalo	varam
వరంగల్	warangal	warangal
వరంగల్లు	warangal	warangal
వరకట్నం	dote	dowery
వరకు	de	upto
వరకూ	a	upto
వరద	inundar	flood
వరదల	inundar	floods
వరదలు	inundación	floods
వరల్డ్	mundo	world
వరాహ	varaha	pig
వరి	línea	paddy
వరుడు	escanear	bride
వరుస	fila	row
వరుసగా	fila	consecutive
వరుసలో	fila	in a row
వర్క్	taller	work
వర్గ	categoría	sect
వర్గం	categoría	group
వర్గంఅంతర్జాతీయ	vargamantarjatiya	group: international
వర్గంఅమెరికన్	vargamamerikan	amercan division
వర్గంఆంగ్ల	vargamangla	class: english
వర్గంఆంధ్ర	vargamandhra	group: andhra
వర్గంఆంధ్రప్రదేశ్	vargamandhraprades	category: andhrapradesh
వర్గంఆగష్టు	vargamagastu	class: august
వర్గంఆసియా	vargamasiya	division asia
వర్గంఉత్తర	vargamuttara	group: north
వర్గంఏప్రిల్	vargamepril	class: april
వర్గంఐరోపా	vargamairopa	group: europe
వర్గంకంప్యూటర్	vargankampyutar	computer devision
వర్గంకృష్ణా	vargankrsna	division
వర్గంక్రైస్తవ	vargankraistava	division: christian
వర్గంఖగోళ	vargankhagola	class: astrology
వర్గంగుంటూరు	vargangunturu	guntoor devision
వర్గంజనవరి	varganjanavari	group january
వర్గంజర్మన్	varganjarman	sect: german
వర్గంజూన్	varganjun	class: june
వర్గంజ్యుఇష్	varganjyuis	class: jewish
వర్గంటాంకు	vargantanku	class tank
వర్గంతెలుగు	vargantelugu	telugu devision
వర్గంతెలుగువారిలో	varganteluguvarilo	group: amoug telugu speaking
వర్గంతేదీలు	vargantedilu	date of civisiopn
వర్గందక్షిణ	vargandaksina	class: south
వర్గంనంది	vargannandi	category nandi
వర్గంనగరాలు	vargannagaralu	group villages
వర్గంనవంబర్	vargannavambar	november month
వర్గంనెలలు	vargannelalu	group weeks
వర్గంపశ్చిమ	vargampascima	group: west
వర్గంప్రపంచ	vargamprapanca	division
వర్గంభారత	vargambharata	class: india
వర్గంభారతదేశ	vargambharatadesa	group india
వర్గంభారతదేశంలో	vargambharatadesanlo	group: india
వర్గంభారతరత్న	vargambharataratna	group : bharataratna
వర్గంభారతీయ	vargambharatiya	india division
వర్గంభూగోళ	vargambhugola	class: geography
వర్గంభౌతిక	vargambhautika	group geographics
వర్గంమతములు	vargammatamulu	category: religions
వర్గంమహారాష్ట్ర	vargammaharastra	rain in maharashtra
వర్గంమార్చి	vargammarci	division march
వర్గంమూలకాలు	vargammulakalu	class: moolakas
వర్గంమే	categoría	group
వర్గంలో	categoría	category
వర్గంవ	varganva	catergory of
వర్గంవిజయవాడ	varganvijayavada	class: vijayawada
వర్గంశరీర	vargansarira	group:body
వర్గంసినిమా	vargansinima	class: movie
వర్గంసుప్రసిద్ధ	vargansuprasiddha	class: popular
వర్గంసెప్టెంబర్	varganseptembar	category september
వర్గంస్విస్	vargansvis	devition
వర్గంహిందూ	varganhindu	class:hindu
వర్గంహైదరాబాదు	varganhaidarabadu	category: hyderabad
వర్గము	comunidad	division
వర్గానికి	categoría	category
వర్గాల	comunidades	groups
వర్గాలు	fuentes	divisions
వర్గాలుగా	categorias	section
వర్గీకరణ	clasificación	division
వర్గీకరణలో	clasificación	division
వర్గీకరించారు	clasificado	divided
వర్గీకరిస్తారు	clasificado	devision
వర్చువల్	virtual	virtual
వర్జీనియా	virginia	virginia
వర్ణ	color	alphabets
వర్ణం	color	color
వర్ణన	descripción	description
వర్ణనలు	descripciones	descriptions
వర్ణములు	colores	colors
వర్ణించబడింది	descrito	is described
వర్ణించాడు	descrito	telling
వర్ణించారు	descrito	praised
వర్తక	comercio	varthaga
వర్తకం	comercio	trade
వర్తకులు	comerciantes	traders
వర్తిస్తుంది	cubiertas	vartistundi
వర్తులాకార	abovedado	vartulaakara
వర్ధిల్లింది	prosperado	developed
వర్ధిల్లిన	acuerdo	long live
వర్మ	verma	varma
వర్ష	año	rain
వర్షం	lluvia	rain
వర్షపాతం	lluvia	rainfall
వర్షపాతము	lluvia	rain measuerment
వర్షపు	lluvioso	rainy
వర్షాకాలంలో	temporada	rainy season
వర్షాన్ని	lluvia	group
వర్షాలు	lluvias	rains
వలన	por	because of this
వలనా	arreglado	because
వలయము	red	circle
వలస	migración	fleeing
వలసల	inmigración	migrate
వలసలు	migración	migrations
వలె	me gusta	net
వలెనే	me gusta	just like
వలే	me gusta	as
వల్ల	por	because
వల్లనే	porque	because of
వల్లే	valle	like that
వశిష్ట	vashisht	wide range of
వసంత	en la primavera	vernal
వసతి	bienes raíces	accomodation
వసూలు	cargado	collect
వస్తాడు	llega	come
వస్తాయి	otoño	will come
వస్తారు	vendrá	will come
వస్తు	objeto	thing
వస్తుంటారు	visitar	will be coming
వస్తుంది	viene	coming
వస్తున్న	viniendo	coming
వస్తువు	objeto	thing
వస్తువుల	productos básicos	things
వస్తువులను	artículos	things
వస్తువులు	bienes	things
వస్తూ	viniendo	come
వస్తే	cuando	if it comes
వస్త్ర	disfraz	cloth
వస్త్రధారణ	vendaje	clothing
వస్త్రాలు	vestidos	dress
వహించాడు	dirigido	taken
వహించారు	estaba	taken
వహించి	gravámenes	role played
వహించిన	dirigido	taken
వహించే	los	bearing
వహిస్తాయి	son	bear
వహిస్తుంది	es	bears
వహిస్తున్నది	paga	doing
వా	waugh	wow
వాంతులు	vómitos	vomiting
వాక్యం	la frase	sentence
వాక్యాలు	frases	statements
వాగేశ్వరీ	vagesvari	wageshwari institute of pharmaceutical sciences
వాటర్	agua	water
వాటా	wada	share
వాటి	su	of them
వాటికన్	vaticano	vatican
వాటికి	más	vaatiki
వాటితో	con	with those
వాటిని	ellos	these
వాటిపై	en	on them
వాటిలో	entre ellos	in that
వాటిల్లో	del	among them
వాట్	qué	ehat
వాడకం	uso	usage
వాడటం	el uso de la	usage
వాడడం	anillos	usage
వాడతారు	usado	use
వాడబడింది	se utilizó	used
వాడబడే	usado	used
వాడవచ్చు	puede ser usado	can be used
వాడాడు	usado	used
వాడారు	usado	used
వాడి	descolorido	his
వాడితే	visitar	used
వాడిన	usado	used
వాడిని	estaba	used
వాడు	él	he
వాడుక	uso	in use
వాడుకదారులు	los usuarios	users
వాడుకలో	obsoleto	in use
వాడుకలోకి	luego	in use
వాడుతారు	usado	use
వాడుతుంటారు	mientras	using
వాడుతున్నారు	siendo utilizado	using
వాడుతూ	utilizando	using
వాడే	vadear	use
వాడేవారు	puede ser usado	useing
వాణి	vani	modulation
వాణిజ్య	comercial	broadcasting
వాణిజ్యం	comercio	trading
వాణిజ్యపరంగా	comercial	vanijyam
వాణిశ్రీ	vanisri	vanisri (name)
వాతావరణ	clima	climate
వాతావరణం	clima	weather
వాతావరణంలో	clima	climate
వాతావరణంలోకి	la atmósfera	in the nature
వాతావరణంలోని	clima	climate
వాతావరణము	clima	weather
వాతావరణాన్ని	ambiente	climate
వాత్సాయనుడు	vatsayanudu	vathsayanudu
వాద	argumentos	ism
వాదం	funcionalismo	theory
వాదన	argumento	argument
వాదనను	tira	defence
వాదనలు	argumentos	talk
వాదము	teoría	translation
వాదులు	comederos	critics
వాన	lluvia	rain
వాని	su	these
వానికి	a	for him
వాన్	camioneta	von
వాపు	hinchazón	swelling
వాయిస్తూ	jugando	play
వాయు	aire	weather
వాయువు	gas	air or oxygen
వాయువును	gas	gas
వాయువుల	gas	gases
వాయువులు	gases	gases
వాయువ్య	noroeste	north-western territory
వాయువ్యాన	noroeste	air mesure
వార	semana	weekly
వారం	semana	week
వారణాసి	varanasi	varanasi
వారని	aprendido	them
వారసత్వ	sucesión	heredity
వారసత్వం	patrimonio	person who legally inherits either title or property
వారసత్వంగా	heredado	as inheritance
వారసత్వానికి	patrimonio	inherit
వారసులు	herederos	siblings
వారాణసి	varanasi	varanasi
వారాణసిలో	varanasilo	in varanasi
వారాలు	semanas	weeks
వారి	su	their
వారికి	ellos	for them
వారిగా	haves	wise
వారిచే	por	by them
వారితో	con	with
వారిని	ellos	them
వారిపై	en contra	on them
వారిలో	aquellos	among them
వారీగా	por	order wise
వారు	ellos	them
వారే	waray	them
వార్డ్	sala	ward
వార్త	noticias	news
వార్తలకు	noticias	to the news
వార్తలను	noticias	news
వార్తలు	noticias	news
వార్తా	noticias	news
వార్తాపత్రికలు	periódicos	newspapers
వార్షిక	anual	yearly
వాల్	pared	vaal
వాల్టర్	walter	walter
వాల్మీకి	valmiki	valmiki
వాళ్లు	ellos	they
వాళ్ళ	su	their
వాళ్ళను	ellos	them
వాళ్ళు	ellos	them
వాషింగ్టన్	washington	washington
వాసన	olor	smell
వాసుల	residentes	residents
వాసులకు	residentes	residents
వాసులు	residentes	residents
వాస్తవ	virtual	realty
వాస్తవానికి	de hecho,	in reality
వాస్తు	arquitectura	house
వాహన	vehículos	hehicle
వాహనం	vehículo	vehicle
వాహనాల	vehículos	vehicles
వాహనాలు	vehículos	vehicles
వి	v	v
విండోస్	ventanas	windows
వింత	extraño	strange
విందు	banquete	feast
వికీ	wiki	wiki
వికీపీడియా	wikipedia	wikipidea
వికీపీడియాలో	wikipedia	wikipedia
వికీలలో	wikis	weekly (its a weekly newspaper)
వికీలు	wikis	viki
వికీలో	wiki	wiki
విక్టోరియా	victoria	victroria
విక్రమార్క	vikramarka	vikramarka
విక్రమార్కుడికి	vikramarkudiki	vikramarkudu
విక్రమార్కుడు	vikrama	vikramarka
విగ్రహం	estatua	statue
విగ్రహము	estatua de la libertad	statue
విగ్రహాన్ని	la estatua	statue
విగ్రహారాధన	idolatría	idol worship
విగ్రహాలను	ídolos	idols
విగ్రహాలు	estatuas	idols
విచారణ	investigación	enquiry
విచిత్ర	extraño	different
విచ్ఛిన్నం	rotura	blast
విజయ	victoria	victorious
విజయం	éxito	victory
విజయనగర	vijayanagar	vijayanagar
విజయనగరం	vizianagaram	vijayangaram
విజయము	éxito	victory
విజయవంతం	éxito	successfull
విజయవంతంగా	exitosamente	famous
విజయవంతమైన	exitoso	successful
విజయవాడకు	vijayawada	vijayawada
విజయవాడలో	vijayawada	vijayawadalo
విజయశాంతి	shanti	vijayashanthi
విజయానికి	éxito	for victory
విజయాన్ని	éxito	win
విజయాలు	logros	victories
విజయ్	vijay	vijay
విజేత	el ganador	winner
విజ్ఞాన	ciencias	science
విజ్ఞానం	ciencias	science
విటమిన్	vitamina	vitamin
విటమిన్లు	vitaminas	vitamins
విడదీసి	y mucho menos	differenciating
విడాకులు	divorcio	divorce
విడి	nuclear	split
విడిగా	por separado	different
విడిచి	salir	leave
విడిది	retirada	vididhi
విడిపోయి	splits	suparated
విడుదల	lanzamiento	release
విడుదలైన	lanzamiento	release
విత్	con	with
విత్తనాలు	semillas	seeds
విదర్భ	vidarbha	vidharba
విదేశాంగ	exterior	in foreign
విదేశాలకు	de ultramar	foreign
విదేశాలలో	extranjero	foriegn countries
విదేశీ	de ultramar	foreign
విదేశీయులు	extranjeros	foreigners
విద్య	educación	study
విద్యను	educación	education
విద్యలు	letras	skilled knowledge
విద్యా	vidya	education
విద్యాభ్యాసం	educado	education
విద్యారంగం	educación	education field
విద్యార్థి	estudiante	student
విద్యార్థులు	estudiantes	students
విద్యార్ధి	estudiante	student
విద్యార్ధుల	estudiantes	students
విద్యార్ధులు	estudiantes	students
విద్యాలయం	universidad	college
విద్యాలయాలు	escuelas	universities
విద్యావిధానంలో	educación	education system
విద్యాసంస్థలు	instituciones	educational institutions
విద్యాసాగర్	vidyasagar	vidyasagar
విద్యుచ్ఛక్తి	poder	electricity
విద్యుత్	poder	electricity
విద్యుత్తు	poder	electricity
విద్వాంసులు	eruditos	scholars
విధంగానే	como el	same way
విధముగా	así,	like that
విధమైన	algo así como	type
విధాన	método	policy
విధానం	política	rule
విధానము	política	policy
విధానానికి	política	culture
విధానాన్ని	política	method
విధానాల	políticas	procedures
విధానాలతో	métodos	proceses
విధానాలను	políticas	commands
విధానాలలో	procedimientos	policies
విధానాలు	procedimientos	methods
విధాల	de muchas maneras	various
విధాలుగా	formas	ways
విధి	regla	fate
విధిగా	función	vidhi
విధులు	las funciones	job
వినాయక	ganesh	ganesh
వినాయకుడి	ganesha	of vinayaka
వినాయకుడు	ganesha	vinayak (people in india worship him)
వినాయకుని	ganesh	vinayak
విని	escuchó	heard
వినియోగం	consumo	usage
వినియోగదారు	usuario	consumer
వినియోగదారుడు	clientes	customer
వినియోగదారులకు	clientes	customers
వినియోగదారులు	clientes	consumers
వినియోగానికి	consumo	usage
వినియోగించే	consumidor	using
వినుకొండ	vinukonda	vinukonda
వినురవేమ	vinuravema	vinuravema
వినోద	recreativo	entertain
వినోదం	entretenimiento	entertaiment
విన్న	escuchó	listened
విపణి	mercado	market
విపత్తు	accidente	hazard
విపత్తుల	desastres	hurdles
విపత్తులు	desastres	calamities
విపరీతంగా	sinapsis	extremely
విపరీతమైన	sobrenatural	extremely
విపులంగా	bien	broadening
విప్లవ	revolucionario	revolution
విప్లవకారులు	revolucionarios	revolutionaries
విప్లవాత్మక	revolucionario	revolutionary
విప్లవాత్మకమైన	revolucionario	revolutionary
విప్లవానికి	revolución	for revolution
విఫలమైంది	ha fallado	failed
విబ్రియో	vibrio	vibrio
విభజన	intersección	division
విభజనను	dividir	divided
విభజించవచ్చు	roto	can be divided
విభజించారు	dividido	divided
విభజించి	dividir	division
విభజింపబడింది	dividido	divided
విభజింపవచ్చును	clasificado	can be divided
విభజిస్తారు	dividido	devide
విభాగం	sección	department
విభాగంలో	sección	in department
విభాగము	sección	department
విభాగానికి	sección	division
విభాగాలలో	secciones	divisions
విభాగాలు	secciones	division
విభాగాలుగా	secciones	divisions
విభిన్న	diferente	different
విభిన్నమైన	diferente	diverse
విభూతి	vibhuti	a pooja article called viboothi
విభేదాలు	conflictos	different
విమధుసూదనరావు	vimadhusudanaravu	vimadusanarao
విమర్శ	crítica	criticism
విమర్శకుడు	crítico	critic
విమర్శకుల	críticos	says
విమర్శకులు	críticos	critics
విమర్శలకు	el criticismo	criticisms
విమర్శలు	criticas	criticisms
విమర్శించాడు	criticado	criticized
విమాన	vuelo	aero
విమానం	aeronave	aeroplane
విమానాలు	vuelos	aeroplanes
విమానాశ్రయం	aeropuerto	airport
విమానాశ్రయాలు	aeropuertos	airport
విముక్తి	liberado	liberation
వియత్నాం	vietnam	vietnam
విరమణ	jubilación	retirement
విరాళాలు	donaciones	funds
విరిగి	roto	broke
విరిగిన	roto	broken
విరివిగా	extensamente	freely
విరుద్ధంగా	por el contrario	oppositely
విలాసము	recreativo	address
విలియం	guillermo	william
విలియమ్	guillermo	william
విలీనం	fusión	merger
విలువ	valor	value
విలువను	valor	value
విలువలను	valores	values
విలువలు	valores	values
విలువైన	precioso	valuble
వివక్ష	discriminación	non-cooperation
వివరంగా	en detalle	clearly
వివరణ	descripción	explanation
వివరణలు	explicaciones	maters
వివరములు	detalles	explanations
వివరాలు	detalles	details
వివరించడానికి	para explicar	vivarinchadaaniki
వివరించబడింది	explicado	vivarinchabadindhi
వివరించాడు	explicado	telling
వివరించి	explicado	breafly
వివరించే	detallando	explain
వివరిస్తారు	explicado	explain
వివరిస్తుంది	explica	will explain
వివరిస్తూ	explicando	explaining
వివాదం	controversia	dispute
వివాదాలు	disputas	disputes
వివాహ	boda	marriage
వివాహం	casado	marriage
వివాహము	casado	marriage
వివాహాలు	bodas	marriages
వివిధ	diferente	diifferent
వివృతబీజాలు	gimnosperma	differnt kinds of
వివేకానంద	vivekananda	vivekananda
విశాఖ	visakhapatnam	vishaka
విశాఖపట్టణం	visakhapatnam	visakhapatnam
విశాఖపట్నం	visakhapatnam	visakhapatnam
విశాఖపట్నంలో	visakhapatnam	in visakhapatanam
విశాల	amplio	sprawling
విశాలమైన	espacioso	sprawling
విశాలాంధ్ర	visalandra	vishalandhra
విశిష్ట	destacados	special
విశిష్టత	especificidad	speciality
విశిష్టతలు	caracteristicas	famous
విశిష్టమైన	excepcional	special
విశేష	privilegiado	particularly
విశేషం	es	adjective
విశేషంగా	exponencialmente	famous
విశేషమైన	notable	specially
