$	dollarni tashkil etadi	dollar
септембра	sentyabr	september
септембру	sentyabr	september
сер	ser	sir
сервантес	xizmatkorlar	servantes
сервер	server	server
сервера	server	servers
сервис	xizmat	sevice
сервиса	xizmat	servis
сергеј	sergey	sergey
серија	qator	series
серије	qator	series
серији	qator	series
серијски	ketma-ket	serial
серију	qator	series
сестра	singil	sister
сестре	opa-singillar	sisters
сестру	singil	sister
сет	o&#39;rnatildi	set
сета	o&#39;rnatildi	sorrow
сељака	dehqonlar	peasant
сељаци	dehqonlar	pesants
сећања	xotiralar	remembrance
сигнал	signal	signal
сигнала	signal	signals
сигуран	aniq	safe
сигурно	albatta	certainly
сигурност	xavfsizlik	security
сигурности	xavfsizlik	insurance, security
сигурношћу	xavfsizlik	security
сида	tomoni	aids
сиде	tomoni	aids
сила	kuch	force
силама	kuchlar	force
силе	kuchlar	powers
силом	kuch bilan	force
силу	kuch	force
сима	sima	sima
симбол	belgisi	symbol
симбола	belgisi	symbols
симболе	belgilar	symbols
симболи	belgilar	simbols
симеон	simeon	simeon
симеона	simeona	simeona
симић	simić	simic
симон	simon	simon
симптоми	alomatlar	symptoms
симфонија	simfoniya	symphony
син	o&#39;g&#39;li	son
сина	o&#39;g&#39;li	son
сингапур	singapur	singapore
сингл	yakka	single
сингла	yakka	singles
синиша	siniša	sinisa
синова	o&#39;g&#39;illari	sons
синови	o&#39;g&#39;illari	sons
сином	o&#39;g&#39;li	son
синоним	sinonimi	synonym
синтеза	sintez	synthesis
сину	o&#39;g&#39;li	son
сирија	suriya	syria
сирије	suriya	syria
сирији	suriya	syria
сирмијум	sirmiy	sirmium
сирмијума	sirmiy	sirmium
сировина	xom ashyo	raw materials
сиромашних	kambag&#39;allarning	poor
сисара	sutemizuvchi	mammals
сисари	sutemizuvchilar	mammals
систем	tizimi	system
система	tizimi	system
систематски	muntazam ravishda	systematically
системе	tizimlari	systems
системи	tizimlari	systems
системима	tizimlari	systems
системом	tizimi	system
систему	tizimi	system
ситуација	vaziyat	situation
ситуацијама	vaziyatlar	situations
ситуације	vaziyatlar	situation
ситуацији	vaziyat	situation
ситуацију	vaziyat	situation
сицилија	sitsiliya	sicily
сицилијански	sitsiliya	sicilian
сицилије	sitsiliya	sicilia
сицилији	sitsiliya	sicilia
сицилију	sitsiliya	sicily
сијера	siyra	sierra
скалар	skalalar	scalar
скандијум	skandium	scandium
скелет	skelet	skeleton
складу	mos ravishda	in accordance
склоност	moyillik	propensity
склопио	xulosa qildi	made
склопу	yig&#39;ish	within
скопља	skoplja	skopje
скопље	skopye	skopje
скопљу	skoplju	skopje
скоро	yaqinda	almost
скраћено	qisqartirilgan	abbreviated
скулптура	haykal	sculpture
скулптуре	haykallar	sculpture
скуп	qimmat	meeting
скупа	qimmat	together
скупштина	yig&#39;ish	municipalities
скупштине	yig&#39;ish	parliament
скупштини	yig&#39;ish	municipality
скупштину	yig&#39;ish	municipality
скј	skj	league of communists of yugoslavia
сл	anjir	similar
слаб	kuchsiz	weak
слаба	kuchsiz	weak
слабе	kuchsiz	weak
слабије	kuchsizroq	weaker
слабо	kuchsiz	fairly
слав	slav	slav
слава	patron sankt kuni	slava
слава=	sharaf =	slava
славе	shon-sharaf	fame
слави	nishonlaydi	glorifies
славко	slavko	slavko
славоније	slavoniya	slavonia
славонији	slavoniya	slavony
славу	shon-sharaf	fame
слажу	rozi	getting along
слање	yuqish	sending
следбеник	izdosh	follower
следбеници	izdoshlari	followers
следе	quyidagicha	followed by
следећа	keyingi	next
следеће	quyidagi	following
следећег	keyingi	next
следећем	keyingi	next
следећи	keyingi	next
следећим	keyingi	following
следећих	quyidagi	following
следећу	keyingi	following
следи	quyidagicha	follow
слем	dubulg&#39;a	slam
слетања	qo&#39;nish	landings
слетању	qo&#39;nish	landing
слив	olxo&#39;ri	basin
слива	olxo&#39;ri	basin
сливу	olxo&#39;ri	basin
слика	rasm	picture
сликама	rasmlar	pictures
сликар	rassom	painter
сликара	rassom	painter
сликари	rassomlar	painters
сликарства	rasm	painting
сликарство	rasm	art
сликарству	rasm	painting
слике	rasmlar	pictures
слику	rasm	picture
слици	rasmlar	picture
сличан	o&#39;xshash	simular
слична	o&#39;xshash	similar
сличне	o&#39;xshash	similar
слични	o&#39;xshash	similar
сличним	o&#39;xshash	similar
сличних	o&#39;xshash	similar
слично	xuddi shunday	similar
сличност	o&#39;xshashlik	similarity
сличности	o&#39;xshashliklar	similarities
слобода	ozodlik	freedom
слободан	ozod	slobodan
слободана	ozod	slobodan
слободе	ozodlik	freedoms
слободи	ozodlik	freedom
слободна	ozod	free
слободне	ozod	free
слободни	ozod	free
слободних	ozod	free
слободно	ozod	free
слободног	ozod	free
слободном	ozod	free
слободној	ozod	free
слободу	ozodlik	freedom
слов	so&#39;zlar	slov
слова	so&#39;zlar	letters
словаци	slovaklar	slovaks
словачка	slovakiya	slovakia
словачке	slovakcha	slovak
словачки	slovakcha	slovak
словена	slovena	slavs
словенаца	slovenlar	slovenians
словеначки	slovencha	slovenian
словене	slovencha	slavs
словени	slovenlar	slavs
словенима	slovenlar	slavs
словенија	sloveniya	slovenia
словеније	sloveniya	slovenia
словенији	sloveniya	slovenia
словенска	slovenska	slovenian's
словенске	slovencha	slavic
словенски	slovencha	slavic
словенским	slovencha	slavic
словенских	slovencha	slovenian
словенско	slovensko	slavic
словенског	slovencha	slavic
словенци	slovenlar	slovenians
слово	so&#39;z	letter
слог	uslubi	syllable
сложености	murakkablik	complexity
слом	buzilmoq	breakdown
слома	buzilmoq	breakdown
слој	qatlam	layer
слоја	qatlam	layer
слојева	qatlamlar	layers
слојевима	qatlamlar	layers
слуга	xizmatkor	servant
служба	xizmat	service
службе	xizmatlar	service
службена	rasmiy	official
службени	rasmiy	official
службено	rasmiy ravishda	oficial
служби	xizmatlar	service
службу	xizmat	service
служе	xizmat qilish	serve
служи	xizmat qiladi	use
служила	xizmat qildi	served
служили	xizmat qildi	served
служио	xizmat qildi	served
случај	ish	case
случаја	quti	case
случајева	holatlar	cases
случајевима	holatlar	cases
случајно	tasodifan	accidently
случају	quti	case
слуша	tinglaydi	listen
смак	ta&#39;mga	smak
сматра	deb hisoblanadi	considered
сматрала	deb hisoblanadi	thought
сматрали	deb hisoblanadi	considered
сматрало	deb hisoblanadi	considered
сматран	deb hisoblanadi	considered
сматрана	deb hisoblanadi	considered
сматрани	deb hisoblanadi	considered
сматрао	deb hisoblanadi	considered
сматрати	o&#39;ylab ko&#39;ring	consider
сматрају	deb hisoblanadi	considered
сматрајући	hisobga olib	considering
смањена	kamaygan	decreased
смањења	kamaytirish	changed
смањење	kamaytirish	reduction
смањио	kamaygan	decreased
смањује	kamayadi	lowers
сме	biz	can
смедерево	smederevo	smederevo
смеру	yo&#39;nalishi	direction
смештај	turar joy	accommodation
смештен	uylangan	accommodated
смештена	uylangan	placed
смештене	joylashtirilgan	placed
смештени	joylashtirilgan	funny
смеју	kulishadi	may
смисао	ma&#39;nosi	meaning
смислу	ma&#39;nosi	sencs
смо	biz	we
смрт	o&#39;lim	death
смрти	o&#39;lim	death
смрти=	o&#39;lim =	death=
смрћу	o&#39;lim	death
сна	uyqu	sleep
снабдевања	ta&#39;minoti	supply
снабдевање	ta&#39;minoti	supplying
снага	quvvat	strength
снагама	kuchlar	forces
снаге	kuch	power
снагом	kuch	strength
снагу	kuch	force
снажан	kuchli	strong
снажна	kuchli	strong
снажне	kuchli	strong
снажним	kuchli	strong
снажно	kuchli	storng
снази	kuch	force
снег	qor	snow
снега	qor	snow
снима	yozuvlar	recording
снимак	oniy surat	recording
снимања	yozib olish	recording
снимање	yozib olish	recording
снимила	yozib olingan	recorded
снимио	filmga olingan	recorded
снимци	yozuvlar	recordings
снимљен	yozib olingan	filmed
снова	yana	dreams
снови	tushlar	dreams
сну	uyqu	dream
собом	sen bilan	themselves
совјет	maslahat	soviet
совјета	maslahat	soviet
совјети	maslahatlar	soviets
совјетска	sovet	soviet
совјетске	sovet	soviet
совјетски	sovet	soviet
совјетским	sovet	soviet
совјетских	sovet	soviet
совјетског	sovet	soviet
совјетском	sovet	sovetian
совјетску	sovet	the soviet
соко	lochin	soko
соколац	lochin	sokolac
соколовић	sokolović	sokolovic
сократ	sokratlar	socrates
сол	yakka	salt
соли	tuz	salt
соло	faqat	solo
солун	saloniki	salonika
солуна	saloniki	thessaloniki
солунски	saloniki	thessaloniki
солунског	saloniki	salonica
солуну	saloniki	thessaloniki
сомбор	sombor	sombor
сомбору	somboru	sombor
сопоћани	vatandoshlar	sopocani
сопствене	shaxsiy	personal
сопствени	shaxsiy	own
сопствену	shaxsiy	own
софија	sofiya	sofija
софије	sofiya	sofia
софтвер	dasturiy ta&#39;minot	software
софтвера	dasturiy ta&#39;minot	software
социологија	sotsiologiya	sociology
социологије	sotsiologiya	sociology
социјализација	ijtimoiylashuv	socialisation
социјализма	sotsializm	socialism
социјалистичка	sotsialistik	socialistic
социјалистичке	sotsialistik	socialist
социјалистичког	sotsialistik	socialistic
социјална	ijtimoiy	social
социјалне	ijtimoiy	social
социјални	ijtimoiy	social
соња	sonja	sonja
спада	tushadi	belongs
спадају	tushish	include
спарта	sparta	sparta
спаса	najot	salvation
спаја	ulanadi	attach
спајају	ulanmoq	merge
спајањем	birlashtirish orqali	merger
спев	spev	poem
спектар	spektr	spectrum
спектра	spektr	spectrum
специфичан	o&#39;ziga xos	specific
специфичне	o&#39;ziga xos	specific
специјалне	maxsus	special
специјални	maxsus	special
спира	spira	spira
спис	fayl	document
списа	spisa	writings
списак	ro&#39;yxati	list
списи	yozuvlar	records
списима	yozuvlar	writings
списку	ro&#39;yxati	list
сплит	split	split
сплиту	split	splitu
спомен	yodgorlik	remembrance
споменик	yodgorlik	monument
споменика	yodgorlik	monuments
споменике	yodgorliklari	monuments
споменици	yodgorliklari	monuments
споменицима	yodgorliklari	monuments
спомиње	eslatib o&#39;tilgan	mentioned
спомињу	zikr	mentioned
спор	tortishuv	litigation
спора	tortishuv	spore
споразум	kelishuv	agreement
споразума	kelishuv	accord
споразуме	shartnomalar	agreement
споразумом	kelishuv	agreement
споразуму	kelishuv	agreement
споро	sekin	slow
спорова	tortishuvlar	disputes
спорт	sport	sport
спорта	sport	sport
спортиста	sportchi	athlete
спортисти	sportchilar	sportsmen
спортова	sport	sports
спортови	sport	sports
спортска	sport	sport
спортске	sport	sport
спортски	sport	sport
спортских	sport	sport
спортског	sport	sport
способан	qodir	able
способност	qobiliyat	capability
способности	qobiliyatlar	abilities
спот	musiqiy video	music video
споља	tashqarida	from outside
спољашње	tashqi	outer
спољашњи	tashqi	outer
спољна	tashqi	foreign
спољне	tashqi	external
спољни	tashqi	outer
спољних	tashqi	the exterior
спољну	tashqi	foregin
спреман	tayyor	ready
спречава	oldini oladi	prevent
спречи	oldini olish	prevent
спроводе	xulq	implement
спроводи	o&#39;tkazadi	implement
спс	atp	socialist party of serbia
спушта	tushadi	down
спц	spc	soc (serbian orthodox church)
ср	sr	fr (federative republic)
срба	serblar	serbians
србе	serblar	serbians
срби	serblar	the serbs
србима	serblar	serbs
србин	serblar	serb
србија	serbiya	serbia
србије	serbiya	serbia
србији	serbiya	serbia
србијом	serbiya	serbia
србију	serbiya	serbia
сребра	kumush	silvers
сребреница	srebrenitsa	srebrenica
сребреници	srebrenici	srebrenica
сребро	kumush	silver
средина	atrof-muhit	environment
срединама	muhitlar	enviorments
средине	o&#39;rtasi	environment
средини	o&#39;rtasida	middle
средином	o&#39;rtasida	middle
средишта	markazlari	center
средиште	markazi	environment
средишту	markazi	center
средишње	markaziy	middle
средишњем	markaziy	middle
средишњи	markaziy	middle
средоземна	o&#39;rta er dengizi	mediterranean
средоземно	o&#39;rta er dengizi	mediterranean
средоземног	o&#39;rta er dengizi	mediterranean
средстава	mablag&#39;lar	funds
средства	manbalar	funds
средствима	mablag&#39;lar	funds
средство	agent	means
средња	o&#39;rta	middle
средње	o&#39;rta	middle
средњег	o&#39;rta	middle
средњем	o&#39;rta	middle
средњи	o&#39;rtasi	middle
средњим	o&#39;rta	middle
средњих	o&#39;rta	high
средњовековна	o‘rta asrlarga oid	medieval
средњовековне	o‘rta asrlarga oid	medieval
средњовековни	o‘rta asrlarga oid	mediaeval
средњовековног	o‘rta asrlarga oid	medieval
средњој	ikkilamchi	middle
средњу	o&#39;rta	middle
срем	srem	srem
срема	srema	sperm
сремац	shilimshiq	sremac
сремска	sremska	syrmian
сремске	sremske	srem
сремски	srem	of srem
сремској	sremskaya	syrmian
срему	sremu	srem
срећа	baxt	happy
среће	baxt	happiness
срећу	baxt	happy
српска	serb	serbian
српске	serb	serbian
српски	serb	serbian
српским	serb	serbian
српских	serb	serbian
српско	serb	serbian
српског	serb	serbian
српском	serb	serbian
српскохрватски	serb-xorvat	serbo-croatian
српској	serb	serbian
српску	serb	serbian
срс	srs	srs
срца	singan shisha	hearts
срце	yurak	heart
срцу	yurak	heart
срђан	samimiy	srdjan
срј	chor	srj
сср	ssr	ssr
ссср	sssr	sssr
сссра	sssra	sssr
стабилност	barqarorlik	stability
стабло	daraxt	tree
став	munosabat	position
става	munosabat	attitude
ставио	qo&#39;yish	put
ставова	munosabat	attitude
ставове	munosabat	attitudes
ставља	qo&#39;yadi	placed
стављају	qo&#39;yishdi	put
стављен	joylashtirilgan	put
стадион	stadion	stadium
стадиона	stadion	stadium
стадиону	stadion	stadium
стаза	iz	path
стакла	shisha	glass
сталежа	aksiya	class backgrounds
стална	doimiy	permanent
сталне	doimiy	permanent
стални	doimiy	constant
сталним	doimiy	permanent
сталних	doimiy	permanent
стално	doimiy ravishda	always
стан	kvartira	flat
стандард	standart	standard
стандарда	standart	standards
стандарде	standartlar	standards
стандардима	standartlar	standards
стандардни	standart	standard
стандардног	standart	standard
стане	nima qilmaydi	stane
станица	bekati	station
станице	stantsiyalari	station
станици	stantsiyalari	station
станишта	yashash joylari	settlements
станковић	stankovik	stankovic
становишта	ko&#39;rish	angle
становника	aholisi	inhabitant
становнике	aholisi	residents
становници	aholisi	residents
становништва	aholisi	population
становништво	aholisi	population
становништвом	aholisi	citizens
становништву	aholisi	population
станојевић	stanojevich	stanojevic
стану	kvartira	apartment
стао	to&#39;xtadi	stood
стар	yulduz	old
стара	qari	old
стараимена	staraimena	"стара имена (these are two words,meaning ""old names"".)"
старе	qari	old
старешине	oqsoqollar	elders
стари	qari	old
старим	qarish	get old
старих	qari	ancient
старија	katta	older
старије	katta	older
старијег	katta	elder
старији	katta	senior
старијих	katta	older
старо	qari	old
старог	qariya	the old
старом	qari	the old
старословенски	qadimgi slavyan	old church
старословенског	qadimgi slavyan	ancient slovenian
старост	yoshi	age
старости	yoshi	age
старој	qari	the old
стару	qari	old
статистика	statistika	statistics
статистику	statistika	statistics
статистички	statistik	statistic
статуа	haykal	statue
статуе	haykal	statues
статус	holat	status
статуса	holat	status
стајао	turdi	standing
стаљин	stalin	stalin
стаљина	stalin	stalin
стаљинград	stalingrad	stalingrad
стаљинграда	stalingrad	stalingrad
стања	shartlari	state
стање	davlat	state
стању	shart	state
ствар	narsa	thing
ствара	yaratadi	create
стваралаштва	asarlar	creation
стваралаштво	ijodkorlik	creation
стварао	yaratilgan	was creating
стварају	yaratmoq	create
стварајући	yaratish	making
стварања	yaratish	creation
стварање	yaratish	creation
стварањем	yaratish orqali	creation
стварању	yaratish	creation
ствари	narsalar	things
стварно	haqiqatan ham	realy
стварност	voqelik	reality
стварности	voqelik	reality
створен	yaratilgan	created
створена	yaratilgan	created
створи	yaratmoq	create
створила	yaratilgan	made
створили	yaratilgan	created
створио	yaratilgan	create
стеван	stevan	stevan
стевана	stevana	stevan
стекао	sotib olingan	acquired
стекла	shisha	acquired
стекли	shisha	attained
стена	tosh	rocks
стене	devorlar	rocks
стентор	stentor	senator
степе	dasht	steppes
степен	daraja	degree
степена	daraja	degrees
степену	daraja	rank
стефан	shtefan	stephen
стефана	stefana	stefan (personal name)
стефанов	stefanov	stefanov
стефанова	stefanova	stefan's
стефанове	stefanove	stephen's
стефановић	stefanović	stefanovic
стефаном	stefan	stefan
стефану	stefan	stefan
стигао	keldi	arrived
стигла	keldi	arrived
стигли	keldi	arrived
стигне	keladi	arrive
стиже	keladi	arrives
стижу	ular kelishadi	arrive
стил	uslubi	style
стила	uslubi	style
стилу	uslubi	style
стихови	oyatlar	verses
стицања	sotib olish	acquiring
стиче	sotib oladi	acquire
сто	stol	hundred
стога	shunday qilib	because
стоке	qoramol	livestock
стопа	baholash	rate
стоти	yuz	hundredth
стотина	yuz	hundred
стотине	yuzlab	hundreds of
сточарство	chorva mollari	stockbreeding
стојан	turgan	stojan
стојана	turgan	stoyan
стојановић	stojanović	stojanoviv
стоје	nima bu	stand
стоји	turgan	is
стојковић	stojkovich	stojkovic
страдало	azoblandi	was killed
страдао	azoblandi	suffered
страдања	azob	suffering
страна	tomoni	page
странаца	chet elliklar	strangers
стране	tomonlar	strane jezike-foreign languages;sa druge strane-on the other side
страни	xorijiy	strange
страним	xorijiy	foreign
страних	xorijiy	foreign
страница	sahifa	page
странице	sahifalar	pages
страници	sahifa	strangers
странка	partiya	party
странке	partiyalar	party
странку	partiya	party
страну	tomoni	side
странци	chet elliklar	foreigners
стратегија	strategiya	strategy
стратешки	strategik	strategic
страх	qo&#39;rquv	fear
страха	qo&#39;rquv	fear
стреле	o&#39;qlar	arrows
стрептококе	streptokokklar	streptococcus
стриц	tog&#39;a	uncle,cousin
стрица	tog&#39;a	uncle
строго	qat&#39;iyan	strictly
структура	tuzilishi	structure
структуре	tuzilmalar	structures
структури	tuzilmalar	structure
структуру	tuzilishi	structure
стручњака	mutaxassislar	experts
стручњаци	mutaxassislar	experts
струја	joriy	current
струје	elektr energiyasi	current
струју	elektr energiyasi	electricity
студената	sovuq	students
студеница	yaxshi	studenica
студент	talaba	student
студенти	talabalar	students
студентски	talaba	studentian
студио	studiya	studio
студирао	o&#39;rganilgan	studied
студија	o&#39;rganish	study
студије	tadqiqotlar	studies
студијски	studiya	study
студију	o&#39;rganish	study
ступио	kirdi	entered
ступови	ustunlar	pillars
стјепан	stjepan	stjepan
су	bor	are
суботица	subotika	subotica
суботице	subotika	subotica
суботици	subotika	subotica
сува	quruq	dry
сувише	juda ko&#39;p	too
сугласника	undosh undosh	consonants
суд	sud	court
суда	sud	tribunal
судан	sudan	sudan
судбина	taqdir	faith
судбине	taqdir	destiny
судбину	taqdir	destiny
судија	sudya	judge
судије	sudyalar	judge
судова	sudlar	courts
судове	sudlar	courts
судови	sudlar	courts of law
судска	sudga oid	judicial
судску	sudga oid	judicial
суду	sud	court
сукоб	mojaro	conflict
сукоба	mojaro	conflict
сукобе	nizolar	conflicts
сукоби	nizolar	conflicts
сукобима	nizolar	conflicts
сукобу	mojaro	conflict
султан	sulton	sultan
султана	sulton	sultan
султану	sulton	sultan
суматра	sumatra	sumatra
сумрак	oqshom	twighlight
сумње	shubhalar	doubt
сунца	quyoshning	the sun
сунце	quyosh	sun
сунчев	quyosh	sun
сунчевог	quyoshning	sun
сунчевом	quyosh	sun
супер	juda zo&#39;r	super
супротно	qarama-qarshi	contrary
супротном	qarama-qarshi	opposite
супротности	qarama-qarshiliklar	disagreement
супруга	xotini	wife
супруге	xotinlar	wife
супругом	xotini	wive
супругу	xotini	wife
супстанце	moddalar	substances
супстанци	moddalar	substances
суседима	qo&#39;shnilar	neighbors
суседне	qo&#39;shni	neighboring
суседним	qo&#39;shni	neighboring
суседних	qo&#39;shni	neighboring
сусрет	uchrashuv	meeting
сусрета	to&#39;qnashuvlar	meeting
сутрадан	ertaga	tomorow
сутјеска	sutjeska	sutjeska
сутјеске	sutjeske	sutjeske
суштини	mohiyatiga ko&#39;ra	essence
суђења	sinovlar	trial
суђење	sinov	trial
сфр	sfr	sfr
сфрј	sfrj	sfry
схвата	tushunadi	understood
схватања	hislar	understandings
схватање	tushunish	knowing
схватио	u tushundi	understood
сходно	shunga o&#39;xshash	in accordance with
схс	shs	shs
сцг	scg	serbia and montenegro
сцена	sahna	scenes
сцене	sahna	scenes
сцени	sahna	stage
сцену	sahna	scene
сјеверу	shimolda	north
сједиште	shtab-kvartirasi	center
сједињене	birlashgan	united
сједињеним	birlashgan	united
сједињених	birlashgan	united
т	t	t
та	ha	that
табела	jadval	table
табели	jadvallar	table
тад	keyin	then
тада	keyin	then
тадашње	keyin	then
тадашњег	o&#39;sha davr	then
тадашњи	keyin	then
тадашњој	keyin	then
тадић	tadik	tadic (last name)
такав	shunaqangi	such
таква	shunday	such
такве	shunday	such
такви	shunday	such
таквим	shunday	these
таквих	shunday	such
такво	shunday	this
таквог	shunday	such
таквом	shunday	this
такву	shunday	such
такмичења	musobaqalar	competitions
такмичење	musobaqa	competition
такмичењима	musobaqalar	competitions
такмичењу	musobaqa	competition
тако	shunday qilib	so
такос	shuningdek	takos
такође	juda ham	also
талас	to&#39;lqin	wave
таласа	to&#39;lqinlar	wave
таласи	to&#39;lqinlar	waves
таласним	to&#39;lqin	wave
талијум	talliy	thallium
тамо	mana	there
танзанија	tanzaniya	tanzania
тара	idish	tara
татари	tatarlar	tatari
тачака	ball	points
тачан	aniq	accurate
тачка	nuqta	full stop
тачке	ball	points
тачки	ball	item
тачку	nuqta	spot
тачније	aniqrog&#39;i	rather
тачно	aniq	exactly
тај	bu	that
тајван	tayvan	taiwan
тајланд	tailand	thailand
тајм	vaqt	time
тајна	sir	secret
тајне	sirlari	secrets
тајни	sirlari	secret
тајно	yashirincha	secret
тајности	maxfiylik	privacy
тв	televizor	tv
творац	yaratuvchisi	creator
тврда	qattiq	hard
тврде	ular da&#39;vo qilishadi	claim
тврдећи	tortishib	claiming
тврди	da’volar	claim
тврдили	da’vo qilingan	claimed
тврдина	qal&#39;a	fortness
тврдио	da’vo qilingan	claimed
тврдоперке	o&#39;jar	ray-finned fishes
тврдње	da’volar	claims
тврђава	qal&#39;a	fortress
тврђаве	qal&#39;alar	fortresses
тврђави	qal&#39;a	fortress
тврђаву	qal&#39;a	fortress
те	va	and
театар	teatr	theater
тебе	siz	you
тевтонци	teutonlar	teutonians
тежак	og&#39;ir	heavy
теже	yanada qiyin	hard
тежи	moyil	aspire
тежина	og&#39;irligi	weight
тежине	vazn	weight
тежиште	tortishish markazi	focus
тежња	intilish	difficulty
тежње	intilishlar	aspirations
тек	faqat adolatli	only
текст	matn	text
текста	matn	of the text
текстилна	to&#39;qimachilik	textile
текстова	matnlar	texts
текстове	matnlar	text
текстови	matnlar	texts
тела	tanalar	body
теламон	telamon	telamon (greek mythology)
телевизија	televizor	television
телевизије	televizor	television
телевизији	televizor	television
телевизијске	televizor	tv
телевизијски	televizor	television
телевизијских	televizor	tv
телевизију	televizor	tv
телефон	telefon	phone
тело	tanasi	body
телу	tanasi	body
тема	mavzu	topic
темама	mavzular	themes
теме	mavzular	theme
темена	tepalik	vertex
темељ	poydevor	foundation
темеља	poydevorlar	foundations
темеље	poydevorlar	foundations
темељи	asoslangan	foundations
теми	mavzular	topic
темида	temida	temid
темишвар	timisoara	timisoara
температура	harorat	temperature
температуре	harorat	temperatures
температури	harorat	temperature
температуром	harorat	temeperature
тему	mavzu	topic
тензије	keskinliklar	tensions
тенис	tennis	tennis
тенисер	tennischi	tennis player
тенисера	tennischi	tenniser's
тенису	tennis	tennis
тенк	tank	tank
тенка	tank	tank
тенкова	tanklar	tank
тенкови	tanklar	tanks
теогонија	teogoniya	teogonía
теодицеја	teodisik	theodicy
теодор	teodor	theodor
теодора	teodora	theodore
теорема	teoremasi	theorem
теореме	teoremasi	theoremas
теоретичари	nazariyotchilar	teoreticals
теорија	nazariya	theory
теорије	nazariyalar	theory
теорији	nazariya	territory
теорију	nazariya	theory
терен	zamin	court
терена	yer	fields
теренима	releflar	fields
терену	maydon	field
терета	yuk	burden
територија	hududi	territory
територијална	hududiy	territorial
територијалне	hududiy	territorial
територијалних	hududiy	territorial
територијално	hududiy	territorial
територијама	hududlar	teritories
територије	hududlar	territories
територији	hududi	teritory
територијом	hududi	teritory
територију	hududi	territory
термин	tayinlash	term
термина	muddatli	terms
тесла	tesla	tesla
тесле	tesle	tesla
тесли	tesli	tesla
тест	sinov	test
техника	texnikasi	technique
технике	texnikalar	technics
техничка	texnik	technical
техничке	texnik	technical
технички	texnik jihatdan	technical
технологија	texnologiya	technology
технологије	texnologiyalar	technologies
технологији	texnologiya	technology
технологију	texnologiya	technology
технолошки	texnologik	technologically
тече	oqadi	flows
течности	suyuqliklar	liquids
тешка	qattiq	heavy
тешке	qiyin	heavy
тешки	og&#39;ir	heavy
тешким	qiyin	hard
тешких	og&#39;ir	heavy
тешко	qiyin	severely
тешког	qiyin	heavy
тешком	qiyin	hard
тзв	deb atalmish	so called
ти	siz	you
тигар	yo&#39;lbars	tiger
тим	jamoa	team
тима	jamoasi	team
тиме	vaqt	thus
тип	turi	type
типа	turi	type
типично	odatda	typical
типова	turlari	types
типови	turlari	types
тита	tita	tito
тито	siz	tito
титове	tits	tito's
титом	titom	tito
титула	sarlavha	title
титуле	sarlavha	titles
титулу	sarlavha	title
тих	jim	these
тиче	xavotirlar	considering
ткива	to&#39;qimalar	tissue
ткиво	to&#39;qima	tissue
тла	tuproq	the land
тло	zamin	ground
тлу	zamin	the ground
то	bu	this
тог	tog	that
тога	bu	that
тодор	todor	todor
тодоровић	todorović	todorovic
ток	oqim	flow
тока	joriy	course
токио	tokio	tokio
токова	oqadi	flow
током	davomida	course
току	joriy	process
толико	juda ko&#39;p	so much
том	tom	volume
тома	toma	toma
томас	tomas	tomas
томаса	tomas	thomas
томе	menga	it
томислав	tomislav	tomislav
топ	tepasida	cannon
топла	iliq	hot
топлим	iliq	hot
топлоте	issiqlik	heat
топола	terak	topola
торањ	minora	tower
торзо	torso	body
торња	minora	tower
тој	u	him
трава	o&#39;t	grass
трави	o&#39;t	grass
траг	iz	trail
трагедија	fojia	tragedy
трагедије	fojia	tragedy
трагове	izlari	traces
трагови	izlari	prospects
традиционална	an&#39;anaviy	traditional
традиционалне	an&#39;anaviy	traditional
традиционални	an&#39;anaviy	traditional
традиционалним	an&#39;anaviy	traditional
традиционалних	an&#39;anaviy	traditional
традиционално	an&#39;anaviy ravishda	traditional
традиција	an&#39;ana	tradition
традиције	urf-odatlari	tradition
традицији	an&#39;ana	tradition
традицијом	an&#39;ana	tradition
традицију	an&#39;ana	tradition
траже	ni axtarish	ask
тражећи	so&#39;rab	seeking a
тражи	qidirmoq	search
тражила	qidirildi	asked
тражили	qidirildi	wanted
тражио	- deb so‘radi u	search
тракија	trakya	trakia
транспорт	transport	transport
траса	marshrut	trass
трајала	davom etdi	lasted
трајали	davom etdi	lasted
трајало	davom etdi	duration
трајао	davom etdi	lasted
трајања	davomiyligi	duration
трајање	davomiyligi	duration
траје	davom etadi	last
трајно	doimiy ravishda	permanent
трају	oxirgi	last
трг	trg	square
трга	kvadrat	square
трговац	savdogar	trader
трговаца	savdogarlar	traders
трговачке	tijorat	trading
трговачки	tijorat	trading
трговачких	tijorat	trading
трговачку	tijorat	merchant
трговина	savdo	trade
трговине	do&#39;konlar	trade
трговини	savdo	trade
трговином	savdo	trade
трговински	tijorat	commercial
трговину	savdo	trading
трговци	savdogarlar	traders
тргу	kvadrat	square
треба	kerak	needs
требала	kerak	should
требало	kerak	be
требао	kerak	should
требиње	trebinje	trebinje
требињу	kerak	trebinje
тренд	trend	trend
тренер	murabbiy	head-coach
тренера	murabbiy	coach
тренутак	bir lahza	moment
тренутка	lahza	moment
тренутку	lahza	moment
тренутни	joriy	current
тренутно	hozirda	currently
тренуцима	lahzalar	moments
трећа	uchinchi	third one
треће	uchinchi	third
трећег	uchinchi	third
трећем	uchinchisi	third
трећи	uchinchi	third
трећина	uchdan biri	one-third
трећине	uchdan biri	thirds, like in two thirds 2/3
