$	usd	dollar
сабору	katedrāle	parliament
сав	sav	all
сава	mežonis	sava
саве	ietaupīt	sava
савез	alianse	alliance
савеза	alianse	union
савезна	federālā	federal
савезне	federālā	union
савезни	federālā	federal
савезник	sabiedrotais	federal
савезника	sabiedrotie	leaguer
савезнике	sabiedrotie	allias
савезних	federālā	federal
савезници	sabiedrotie	allies
савезницима	sabiedrotie	allies
савезничке	sabiedrotie	allied
савезнички	sabiedrotie	allied
савезом	alianse	union
савезу	alianse	union
савет	padoms	advice
савета	padomi	advice
сави	savi	sava (river in serbia)
савић	savić	savic
савладао	apguvis	conquered
савремена	mūsdienu	modern
савремене	mūsdienu	modern
савремени	mūsdienu	modern
савременика	laikabiedri	contemporary
савременим	moderns	modern
савремених	mūsdienu	modern
савременог	mūsdienu	modern
савременом	ar laiku	modern
саву	savu	sava
сагоревањем	sadedzinot	flaming
саградио	būvēts	built
саграђен	būvēts	buid
саграђена	būvēts	build
сад	asv	sad
сада	tagad	now
садашње	klāt	current
садашњи	klāt	current
садржао	satur	contained
садржај	saturs	content
садржаја	saturs	content
садрже	saturēt	contain
садржи	satur	contains
саду	sadu	sadu
сазнаје	uzzina	it is discovered
сазнања	zināšanas	knowledge
салвадор	salvadors	salvador
сам	vienatnē	alone
сама	vienatnē	alone
самарџић	samardzic	samardzic
саме	tas pats	alone
сами	vienatnē un	alone
самим	vienatnē	alone
самих	paši	very
само	tikai	only
самог	pats	very
самом	tikai m	the
самостална	neatkarīgs	independent
самосталне	neatkarīgs	independent
самостално	pats par sevi	independent
самосталност	neatkarība	independence
самосталности	neatkarība	sovereignty
самоубиство	pašnāvība	suicide
самоуправе	pašpārvalde	autonomy
самој	lielākā daļa	themselves
саму	vienatnē iekšā	itself
сан	sapnis	dream
санкт	sankt	sankt
санкција	sankcija	sanctions
санкције	sankcijas	sanctions
санта	santa	santa
сану	sanu	sanu
санџак	sandzak	sandjak
санџака	sanjaka	sanjak
саобраћај	satiksme	traffic
саобраћаја	satiksme	transportation
саобраћајни	satiksme	trafic
саобраћајних	satiksme	traffic
саобраћајница	ceļš	traffic artery
саобраћају	satiksme	traffic
сарадник	asociētais	collaborator
сарадника	domubiedri	collaborator
сарадници	domubiedri	co workers
сарадња	sadarbība	cooperation
сарадње	sadarbība	cooperations
сарадњи	sadarbība	cooperation
сарадњу	sadarbība	coorporate
сарацени	saracēni	saracens
сарајева	sarajeva	sarajevo
сарајево	sarajeva	sarajevo
сарајеву	sarajeva	saraevo
сасвим	ar visu	completely
састав	sastāvs	composition
састава	sastāvs	structure
саставио	sastādīts	composed
саставни	sastādītājs	integral
саставу	sastāvs	composition
састављена	sastādīts	composed
састављене	sastādīts	made of
састанак	sanāksme	meeting
састанка	sapulce	meeting
састанку	sapulce	meeting
састојала	sastāvēja	comprising
састојао	sastāvēja	composed of
састоје	sastāv	ingritians
састоји	sastāv	consists
сат	pulkstenis	sad (novi sad)
сата	stundas	hours
сателита	satelīts	satellites
сателитска	satelīts	satellite
сати	stundas	hours
сахрани	aprakt	funeral
сахрањен	apbedīts	buried
сачињавали	sastādīts	cosisted
сачињавају	meikaps	constitute
сачињена	izdomāts	made up
сачува	ietaupa	preserve
сачуван	konservēti	perserved
сачувана	konservēti	kept
сачувани	konservēti	preserved
сачувано	saglabāts	saved
сајам	gadatirgus	fair
сајт	vietne	website
сајта	vietne	website
сајту	vietne	site
св	visi	st
сва	visiem	all
свака	katrs	every
свакако	protams	anyhow
сваке	katrs	every
сваки	katrs	every
сваких	no katra	every
свако	visi	everyone
сваког	katrs	every
свакодневно	katru dienu	everyday
сваком	visiem	everyone
свакој	katram	everyone
сваку	katrs	every
све	visiem	all
свега	viss	only
сведоче	apliecina	testify
сведочи	liecināt	witnesses
свемир	telpa	space
свемира	visuma	space
свемиру	visums	space
свему	viss	everything
свест	sirdsapziņa	conscience
свестан	apzinās	aware
свести	apziņa	reduce
свет	pasaule	world
света	svētais	world
светац	svētais	saint
свете	viss tas	holy
свети	svēts	holly
светилишта	svētnīcas	sanctuaries
светим	svēts	holy
светитељи	svētie	saints
светих	svētie	saints
светла	gaismas	lights
светлана	svetlana	svetlana
светлост	viegls	light
светлости	gaismas	light
свето	viss tas	the holy
светог	svēts	holly
светозар	svetozar	svetozar
светозара	svetozara	svetozar
светом	pasaule	world
светој	svēts	sant
светска	pasaule	world
светске	pasaule	world
светски	pasaulīgs	world
светским	pasaulīgs	world
светских	pasaule	world
светско	pasaulīgs	world
светског	pasaule	world
светском	pasaule	world
светској	pasaule	world
светску	pasaule	world
свету	pasaule	world
свеца	svētais	saint
свечаности	svētki	ceremony
свештеник	priesteris	priest
свештеника	priesteri	priest
свештеници	priesteri	priests
свештенства	garīdznieki	priesthood
свештенство	garīdznieki	priesthood
сви	viss no	all
свим	visiem	all
свима	visiem	everybody
свира	viņš spēlē	play
свирао	spēlēja	play
свих	no visa	all
свијет	pasaule	world
свијета	pasaules	world
свк	svk	serbian army of krajina
свог	viņa	personal
свога	viņa paša	own
свом	uz viņa	his
своме	uz viņa	their
свој	savu	own
своја	savējie	own
своје	viņu pašu	own
својевремено	laika gaitā	at one time
својим	tā	their
својих	viņu pašu	his
својом	viņa	own
својој	uz viņa	his
својства	īpašības	capacities
своју	tavs	own
сврхе	mērķiem	purposes
сврху	mērķis	goal
сву	visiem	all
свуда	visur	everywhere
свјетског	pasaule	world
се	se	is
себе	sevi	himselve
себи	es pats	himselve
север	uz ziemeļiem	north
севера	uz ziemeļiem	north
северна	uz ziemeļiem	north
северне	uz ziemeļiem	north
северни	ziemeļu	north
северним	ziemeļu	the north
северних	ziemeļu	north
северно	uz ziemeļiem	north
северног	ziemeļu	north
северном	uz ziemeļiem	north
северној	ziemeļu	north
северну	uz ziemeļiem	north
северозападу	ziemeļrietumi	northwest
североистоку	ziemeļaustrumiem	northeast
северу	uz ziemeļiem	north
седам	septiņi	seven
седамдесетих	septiņdesmitie gadi	the seventies
седишта	sēdekļi	seats
седиште	galvenais birojs	center
седиштем	galvenā mītne	headquartered
седми	septītais	seventh
седници	sesijas	conference
сезона	gada sezonu	season
сезоне	gada sezonu	season
сезони	gada sezonu	season
сезону	gada sezonu	season
сека	seka	seka
секвоја	sarkankoks	sequoia
секретар	sekretāre	secretary
секретара	sekretāre	secretary
секс	dzimums	sex
секса	dzimums	sex
сексуална	seksuāls	sexual
сексуалне	seksuāls	sexual
сексуални	seksuāls	sexual
сексуалног	seksuāls	sexual
сектор	sektors	sector
сектора	sektors	sector
сектору	sektors	sector
секулић	sekulic	sekulic
села	ciemi	villages
селен	selēns	selenium
сели	seli	moves
селима	selima	the villages
село	laukos	village
селу	ciemats	vilage
сем	izņemot	except
сенат	senāts	senate
сенке	ēnas	shadows
сент	nosūtīts	saint
сеоба	migrācija	migration
сеобе	migrācija	migrations
сеоски	lauku	rural
септембар	septembrī	september
септембра	septembrī	september
септембру	septembrī	september
сер	ser	sir
сервантес	borti	servantes
сервер	serveris	server
сервера	serveris	servers
сервис	apkalpošana	sevice
сервиса	apkalpošana	servis
сергеј	seržs	sergey
серија	sērijas	series
серије	sērijas	series
серији	sērijas	series
серијски	seriāls	serial
серију	sērijas	series
сестра	māsa	sister
сестре	māsas	sisters
сестру	māsa	sister
сет	komplekts	set
сета	komplekts	sorrow
сељака	zemnieki	peasant
сељаци	zemnieki	pesants
сећања	atmiņas	remembrance
сигнал	signāls	signal
сигнала	signāls	signals
сигуран	protams	safe
сигурно	noteikti	certainly
сигурност	drošība	security
сигурности	drošība	insurance, security
сигурношћу	drošība	security
сида	pusē	aids
сиде	pusē	aids
сила	spēks	force
силама	spēki	force
силе	spēki	powers
силом	ar spēku	force
силу	spēks	force
сима	sima	sima
симбол	simbolu	symbol
симбола	simbolu	symbols
симболе	simboli	symbols
симболи	simboli	simbols
симеон	simeons	simeon
симеона	simeona	simeona
симић	simić	simic
симон	simons	simon
симптоми	simptomi	symptoms
симфонија	simfonija	symphony
син	dēls	son
сина	dēls	son
сингапур	singapūra	singapore
сингл	viens	single
сингла	viens	singles
синиша	siniša	sinisa
синова	dēli	sons
синови	dēli	sons
сином	dēls	son
синоним	sinonīms	synonym
синтеза	sintēze	synthesis
сину	dēls	son
сирија	sīrija	syria
сирије	sīrija	syria
сирији	sīrija	syria
сирмијум	sirmijs	sirmium
сирмијума	sirmijs	sirmium
сировина	izejviela	raw materials
сиромашних	nabadzīgo	poor
сисара	zīdītājs	mammals
сисари	zīdītāji	mammals
систем	sistēma	system
система	sistēma	system
систематски	sistemātiski	systematically
системе	sistēmas	systems
системи	sistēmas	systems
системима	sistēmas	systems
системом	sistēma	system
систему	sistēma	system
ситуација	situācija	situation
ситуацијама	situācijas	situations
ситуације	situācijas	situation
ситуацији	situāciju	situation
ситуацију	situāciju	situation
сицилија	sicīlija	sicily
сицилијански	sicīlietis	sicilian
сицилије	sicīlija	sicilia
сицилији	sicīlija	sicilia
сицилију	sicīlija	sicily
сијера	sierra	sierra
скалар	skalārs	scalar
скандијум	skandijs	scandium
скелет	skelets	skeleton
складу	rindā	in accordance
склоност	slīpums	propensity
склопио	secināja	made
склопу	montāža	within
скопља	skoplja	skopje
скопље	skopje	skopje
скопљу	skoplju	skopje
скоро	drīz	almost
скраћено	saīsināti	abbreviated
скулптура	skulptūra	sculpture
скулптуре	skulptūras	sculpture
скуп	dārgi	meeting
скупа	dārgi	together
скупштина	montāža	municipalities
скупштине	montāža	parliament
скупштини	montāža	municipality
скупштину	montāža	municipality
скј	skj	league of communists of yugoslavia
сл	att	similar
слаб	vājš	weak
слаба	vājš	weak
слабе	vājš	weak
слабије	vājāka	weaker
слабо	vājš	fairly
слав	slāvi	slav
слава	patrona svētā diena	slava
слава=	slava =	slava
славе	slava	fame
слави	svin	glorifies
славко	slavko	slavko
славоније	slavonija	slavonia
славонији	slavonija	slavony
славу	slava	fame
слажу	piekrītu	getting along
слање	pārnešana	sending
следбеник	sekotājs	follower
следбеници	sekotāji	followers
следе	seko	followed by
следећа	nākamais	next
следеће	sekojošais	following
следећег	nākamais	next
следећем	nākamais	next
следећи	nākamais	next
следећим	nākamais	following
следећих	sekojošais	following
следећу	nākamais	following
следи	seko	follow
слем	ķivere	slam
слетања	nosēšanās	landings
слетању	nosēšanās	landing
слив	plūme	basin
слива	plūme	basin
сливу	plūme	basin
слика	gleznošana	picture
сликама	bildes	pictures
сликар	gleznotājs	painter
сликара	gleznotājs	painter
сликари	gleznotāji	painters
сликарства	glezna	painting
сликарство	glezna	art
сликарству	glezna	painting
слике	attēli	pictures
слику	bilde	picture
слици	bildes	picture
сличан	līdzīgi	simular
слична	līdzīgi	similar
сличне	līdzīgi	similar
слични	līdzīgi	similar
сличним	līdzīgi	similar
сличних	līdzīgi	similar
слично	līdzīgi	similar
сличност	līdzība	similarity
сличности	līdzības	similarities
слобода	brīvība	freedom
слободан	bez maksas	slobodan
слободана	bez maksas	slobodan
слободе	brīvība	freedoms
слободи	brīvība	freedom
слободна	bez maksas	free
слободне	bez maksas	free
слободни	bez maksas	free
слободних	bez maksas	free
слободно	bez maksas	free
слободног	bez maksas	free
слободном	bez maksas	free
слободној	bez maksas	free
слободу	brīvība	freedom
слов	vārdi	slov
слова	vārdi	letters
словаци	slovāki	slovaks
словачка	slovākija	slovakia
словачке	slovāku	slovak
словачки	slovāku	slovak
словена	slovena	slavs
словенаца	slovēņi	slovenians
словеначки	slovēņu	slovenian
словене	slovēņu	slavs
словени	slovēņi	slavs
словенима	slovēņi	slavs
словенија	slovēnija	slovenia
словеније	slovēnija	slovenia
словенији	slovēnija	slovenia
словенска	slovenska	slovenian's
словенске	slovēņu	slavic
словенски	slovēņu	slavic
словенским	slovēņu	slavic
словенских	slovēņu	slovenian
словенско	slovensko	slavic
словенског	slovēņu	slavic
словенци	slovēņi	slovenians
слово	vārdu	letter
слог	stils	syllable
сложености	sarežģītība	complexity
слом	saplīst	breakdown
слома	saplīst	breakdown
слој	slānis	layer
слоја	slānis	layer
слојева	slāņi	layers
слојевима	slāņi	layers
слуга	kalps	servant
служба	apkalpošana	service
службе	pakalpojumi	service
службена	ierēdnis	official
службени	ierēdnis	official
службено	oficiāli	oficial
служби	pakalpojumi	service
службу	apkalpošana	service
служе	pasniegt	serve
служи	kalpo	use
служила	pasniedz	served
служили	pasniedz	served
служио	pasniedz	served
случај	lieta	case
случаја	lietu	case
случајева	gadījumi	cases
случајевима	gadījumi	cases
случајно	netīšām	accidently
случају	lietu	case
слуша	klausās	listen
смак	garša	smak
сматра	uzskatīts	considered
сматрала	uzskatīts	thought
сматрали	uzskatīts	considered
сматрало	uzskatīts	considered
сматран	uzskatīts	considered
сматрана	uzskatīts	considered
сматрани	uzskatīts	considered
сматрао	uzskatīts	considered
сматрати	apsveriet	consider
сматрају	uzskatīts	considered
сматрајући	ņemot vērā	considering
смањена	samazināts	decreased
смањења	samazinājumi	changed
смањење	samazināšana	reduction
смањио	samazinājās	decreased
смањује	samazinās	lowers
сме	mēs esam	can
смедерево	smederevo	smederevo
смеру	virziens	direction
смештај	izmitināšanu	accommodation
смештен	izmitināti	accommodated
смештена	izmitināti	placed
смештене	izmitināti	placed
смештени	ievietots	funny
смеју	viņi smejas	may
смисао	nozīme	meaning
смислу	jēga	sencs
смо	mēs esam	we
смрт	nāve	death
смрти	nāve	death
смрти=	nāve =	death=
смрћу	nāve	death
сна	gulēt	sleep
снабдевања	piegādi	supply
снабдевање	piegādi	supplying
снага	spēks	strength
снагама	spēki	forces
снаге	spēks	power
снагом	spēks	strength
снагу	spēks	force
снажан	stipra	strong
снажна	stipra	strong
снажне	stipra	strong
снажним	stipra	strong
снажно	stingri	storng
снази	spēks	force
снег	sniegs	snow
снега	sniegs	snow
снима	ierakstus	recording
снимак	momentuzņēmums	recording
снимања	ierakstīšana	recording
снимање	ieraksts	recording
снимила	ierakstīts	recorded
снимио	nofilmēts	recorded
снимци	ieraksti	recordings
снимљен	ierakstīts	filmed
снова	atkal	dreams
снови	sapņi	dreams
сну	gulēt	dream
собом	ar tevi	themselves
совјет	padoms	soviet
совјета	padoms	soviet
совјети	padomi	soviets
совјетска	padomju	soviet
совјетске	padomju	soviet
совјетски	padomju	soviet
совјетским	padomju	soviet
совјетских	padomju	soviet
совјетског	padomju	soviet
совјетском	padomju	sovetian
совјетску	padomju	the soviet
соко	piekūns	soko
соколац	piekūns	sokolac
соколовић	sokolović	sokolovic
сократ	sokrāts	socrates
сол	sol	salt
соли	sāls	salt
соло	tikai	solo
солун	saloniki	salonika
солуна	saloniki	thessaloniki
солунски	saloniki	thessaloniki
солунског	saloniki	salonica
солуну	saloniki	thessaloniki
сомбор	sombors	sombor
сомбору	somboru	sombor
сопоћани	līdzpilsoņi	sopocani
сопствене	savu	personal
сопствени	savu	own
сопствену	savu	own
софија	sofija	sofija
софије	sofija	sofia
софтвер	programmatūra	software
софтвера	programmatūra	software
социологија	socioloģija	sociology
социологије	socioloģija	sociology
социјализација	socializācija	socialisation
социјализма	sociālisms	socialism
социјалистичка	sociālists	socialistic
социјалистичке	sociālists	socialist
социјалистичког	sociālists	socialistic
социјална	sabiedriskā	social
социјалне	sabiedriskā	social
социјални	sabiedriskā	social
соња	sonja	sonja
спада	kritieni	belongs
спадају	kritums	include
спарта	sparta	sparta
спаса	pestīšana	salvation
спаја	savieno	attach
спајају	savienot	merge
спајањем	apvienojot	merger
спев	spev	poem
спектар	spektrs	spectrum
спектра	spektrs	spectrum
специфичан	konkrēts	specific
специфичне	konkrēts	specific
специјалне	īpašs	special
специјални	īpašs	special
спира	spirāle	spira
спис	failu	document
списа	spisa	writings
списак	saraksts	list
списи	raksti	records
списима	raksti	writings
списку	saraksts	list
сплит	sadalīt	split
сплиту	sadalīt	splitu
спомен	memoriāls	remembrance
споменик	piemineklis	monument
споменика	piemineklis	monuments
споменике	pieminekļi	monuments
споменици	pieminekļi	monuments
споменицима	pieminekļi	monuments
спомиње	piemin	mentioned
спомињу	pieminēt	mentioned
спор	strīds	litigation
спора	strīds	spore
споразум	vienošanās	agreement
споразума	vienošanās	accord
споразуме	vienošanās	agreement
споразумом	vienošanās	agreement
споразуму	vienošanās	agreement
споро	lēns	slow
спорова	strīdi	disputes
спорт	sports	sport
спорта	sports	sport
спортиста	sportists	athlete
спортисти	sportisti	sportsmen
спортова	sports	sports
спортови	sports	sports
спортска	sports	sport
спортске	sports	sport
спортски	sports	sport
спортских	sports	sport
спортског	sports	sport
способан	spējīgs	able
способност	spēja	capability
способности	spējas	abilities
спот	mūzikas video	music video
споља	ārpusē	from outside
спољашње	ārējs	outer
спољашњи	ārējs	outer
спољна	ārējs	foreign
спољне	ārējs	external
спољни	ārējs	outer
спољних	ārējs	the exterior
спољну	ārējs	foregin
спреман	gatavs	ready
спречава	novērš	prevent
спречи	novērst	prevent
спроводе	izturēšanās	implement
спроводи	diriģē	implement
спс	atp	socialist party of serbia
спушта	nolaižas	down
спц	spc	soc (serbian orthodox church)
ср	sr	fr (federative republic)
срба	serbi	serbians
србе	serbi	serbians
срби	serbi	the serbs
србима	serbi	serbs
србин	serbu	serb
србија	serbija	serbia
србије	no serbijas	serbia
србији	serbija	serbia
србијом	serbija	serbia
србију	serbija	serbia
сребра	sudrabs	silvers
сребреница	srebrenica	srebrenica
сребреници	srebrenici	srebrenica
сребро	sudrabs	silver
средина	vide	environment
срединама	vides	enviorments
средине	vidus	environment
средини	vidū	middle
средином	vidū	middle
средишта	centri	center
средиште	centrā	environment
средишту	centrs	center
средишње	centrālais	middle
средишњем	centrālais	middle
средишњи	centrālais	middle
средоземна	vidusjūra	mediterranean
средоземно	vidusjūra	mediterranean
средоземног	vidusjūra	mediterranean
средстава	fondi	funds
средства	resursiem	funds
средствима	fondi	funds
средство	aģents	means
средња	vidēja	middle
средње	vidēja	middle
средњег	vidēja	middle
средњем	vidēja	middle
средњи	vidus	middle
средњим	vidēja	middle
средњих	vidēja	high
средњовековна	viduslaiku	medieval
средњовековне	viduslaiku	medieval
средњовековни	viduslaiku	mediaeval
средњовековног	viduslaiku	medieval
средњој	sekundārā	middle
средњу	vidēja	middle
срем	srem	srem
срема	srema	sperm
сремац	sremac	sremac
сремска	sremska	syrmian
сремске	sremske	srem
сремски	srem	of srem
сремској	sremskaja	syrmian
срему	sremu	srem
срећа	laime	happy
среће	laime	happiness
срећу	laime	happy
српска	serbu	serbian
српске	serbu	serbian
српски	serbu	serbian
српским	serbu	serbian
српских	serbu	serbian
српско	serbu	serbian
српског	serbu	serbian
српском	serbu	serbian
српскохрватски	serbu-horvātu valoda	serbo-croatian
српској	serbu	serbian
српску	serbu	serbian
срс	srs	srs
срца	saplīsis stikls	hearts
срце	sirds	heart
срцу	sirds	heart
срђан	sirsnīgs	srdjan
срј	trešdien	srj
сср	ssr	ssr
ссср	sssr	sssr
сссра	sssra	sssr
стабилност	stabilitāte	stability
стабло	koks	tree
став	attieksme	position
става	attieksme	attitude
ставио	likt	put
ставова	attieksmes	attitude
ставове	attieksmes	attitudes
ставља	liek	placed
стављају	viņi liek	put
стављен	ievietots	put
стадион	stadions	stadium
стадиона	stadions	stadium
стадиону	stadions	stadium
стаза	taka	path
стакла	stikls	glass
сталежа	krājums	class backgrounds
стална	nemainīgs	permanent
сталне	pastāvīgs	permanent
стални	pastāvīgs	constant
сталним	nemainīgs	permanent
сталних	pastāvīgs	permanent
стално	pastāvīgi	always
стан	dzīvoklis	flat
стандард	standarta	standard
стандарда	standarta	standards
стандарде	standartiem	standards
стандардима	standartiem	standards
стандардни	standarta	standard
стандардног	standarta	standard
стане	kas neder	stane
станица	stacija	station
станице	stacijas	station
станици	stacijas	station
станишта	biotopi	settlements
станковић	stankovic	stankovic
становишта	skati	angle
становника	iedzīvotāji	inhabitant
становнике	iedzīvotāji	residents
становници	iedzīvotāji	residents
становништва	populācija	population
становништво	populācija	population
становништвом	populācija	citizens
становништву	populācija	population
станојевић	stanojevičs	stanojevic
стану	dzīvoklis	apartment
стао	apstājās	stood
стар	zvaigzne	old
стара	vecs	old
стараимена	staraimena	"стара имена (these are two words,meaning ""old names"".)"
старе	vecs	old
старешине	vecākie	elders
стари	vecs	old
старим	novecot	get old
старих	vecs	ancient
старија	vecāks	older
старије	vecāks	older
старијег	vecāks	elder
старији	vecāks	senior
старијих	vecāks	older
старо	vecs	old
старог	vecs vīrs	the old
старом	vecs	the old
старословенски	vecais slāvu	old church
старословенског	vecais slāvu	ancient slovenian
старост	vecums	age
старости	vecums	age
старој	vecs	the old
стару	vecs	old
статистика	statistika	statistics
статистику	statistika	statistics
статистички	statistiski	statistic
статуа	statuja	statue
статуе	statuja	statues
статус	statusu	status
статуса	statusu	status
стајао	stāvēja	standing
стаљин	staļins	stalin
стаљина	staļins	stalin
стаљинград	staļingrada	stalingrad
стаљинграда	staļingrada	stalingrad
стања	nosacījumus	state
стање	valsts	state
стању	stāvoklis	state
ствар	lieta	thing
ствара	rada	create
стваралаштва	darbi	creation
стваралаштво	radošums	creation
стварао	izveidots	was creating
стварају	izveidot	create
стварајући	radot	making
стварања	radīšana	creation
стварање	radīšana	creation
стварањем	izveidojot	creation
стварању	radīšana	creation
ствари	lietas	things
стварно	tiešām	realy
стварност	realitāte	reality
стварности	realitāte	reality
створен	izveidots	created
створена	izveidots	created
створи	izveidot	create
створила	izveidots	made
створили	izveidots	created
створио	izveidots	create
стеван	stevans	stevan
стевана	stevana	stevan
стекао	iegūts	acquired
стекла	stikls	acquired
стекли	stikls	attained
стена	akmens	rocks
стене	sienas	rocks
стентор	stentors	senator
степе	stepē	steppes
степен	grāds	degree
степена	grāds	degrees
степену	grāds	rank
стефан	stefans	stephen
стефана	stefana	stefan (personal name)
стефанов	stefanovs	stefanov
стефанова	stefanova	stefan's
стефанове	stefanove	stephen's
стефановић	stefanović	stefanovic
стефаном	stefans	stefan
стефану	stefans	stefan
стигао	ieradās	arrived
стигла	ieradās	arrived
стигли	ieradās	arrived
стигне	ierodas	arrive
стиже	ierodas	arrives
стижу	viņi ierodas	arrive
стил	stils	style
стила	stils	style
стилу	stils	style
стихови	vārsmas	verses
стицања	iegūšana	acquiring
стиче	iegūst	acquire
сто	galds	hundred
стога	tātad	because
стоке	liellopi	livestock
стопа	likme	rate
стоти	simts	hundredth
стотина	simts	hundred
стотине	simtiem	hundreds of
сточарство	lopi	stockbreeding
стојан	stāvot	stojan
стојана	stāvot	stoyan
стојановић	stojanović	stojanoviv
стоје	kas ir	stand
стоји	stāvot	is
стојковић	stojkovic	stojkovic
страдало	cieta	was killed
страдао	cieta	suffered
страдања	ciešanas	suffering
страна	pusē	page
странаца	ārzemnieki	strangers
стране	sānos	strane jezike-foreign languages;sa druge strane-on the other side
страни	ārzemju	strange
страним	ārzemju	foreign
страних	ārzemju	foreign
страница	lappuse	page
странице	lapas	pages
страници	lappuse	strangers
странка	ballīte	party
странке	ballītes	party
странку	ballīte	party
страну	pusē	side
странци	ārzemnieki	foreigners
стратегија	stratēģija	strategy
стратешки	stratēģiski	strategic
страх	bailes	fear
страха	bailes	fear
стреле	bultas	arrows
стрептококе	streptokoki	streptococcus
стриц	tēvocis	uncle,cousin
стрица	tēvocis	uncle
строго	stingri	strictly
структура	struktūra	structure
структуре	struktūras	structures
структури	struktūras	structure
структуру	struktūra	structure
стручњака	eksperti	experts
стручњаци	eksperti	experts
струја	pašreizējais	current
струје	elektrība	current
струју	elektrība	electricity
студената	auksts	students
студеница	labi	studenica
студент	students	student
студенти	studentiem	students
студентски	students	studentian
студио	studija	studio
студирао	studējis	studied
студија	studēt	study
студије	studijas	studies
студијски	studija	study
студију	studēt	study
ступио	ievadīts	entered
ступови	pīlāriem	pillars
стјепан	stjepan	stjepan
су	ir	are
суботица	subotica	subotica
суботице	subotica	subotica
суботици	subotica	subotica
сува	sausa	dry
сувише	pārāk daudz	too
сугласника	līdzskaņa	consonants
суд	tiesa	court
суда	tiesa	tribunal
судан	sudāna	sudan
судбина	liktenis	faith
судбине	liktenis	destiny
судбину	liktenis	destiny
судија	tiesnesis	judge
судије	tiesneši	judge
судова	tiesas	courts
судове	tiesas	courts
судови	tiesas	courts of law
судска	tiesas	judicial
судску	tiesas	judicial
суду	tiesa	court
сукоб	konflikts	conflict
сукоба	konflikts	conflict
сукобе	konflikti	conflicts
сукоби	konflikti	conflicts
сукобима	konflikti	conflicts
сукобу	konflikts	conflict
султан	sultāns	sultan
султана	sultāns	sultan
султану	sultāns	sultan
суматра	sumatra	sumatra
сумрак	krēsla	twighlight
сумње	šaubas	doubt
сунца	no saules	the sun
сунце	saule	sun
сунчев	saules	sun
сунчевог	no saules	sun
сунчевом	saules	sun
супер	super	super
супротно	pretējs	contrary
супротном	pretējs	opposite
супротности	pretstati	disagreement
супруга	sieva	wife
супруге	sievas	wife
супругом	sieva	wive
супругу	sieva	wife
супстанце	vielas	substances
супстанци	vielas	substances
суседима	kaimiņi	neighbors
суседне	kaimiņu	neighboring
суседним	kaimiņu	neighboring
суседних	kaimiņu	neighboring
сусрет	sapulce	meeting
сусрета	tikšanās	meeting
сутрадан	rīt	tomorow
сутјеска	sutjeska	sutjeska
сутјеске	sutjeske	sutjeske
суштини	būtībā	essence
суђења	izmēģinājumi	trial
суђење	izmēģinājums	trial
сфр	sfr	sfr
сфрј	sfrj	sfry
схвата	saprot	understood
схватања	uztveres	understandings
схватање	saprašana	knowing
схватио	viņš saprata	understood
сходно	līdzīgi	in accordance with
схс	shs	shs
сцг	scg	serbia and montenegro
сцена	skatuves	scenes
сцене	skatuves	scenes
сцени	skatuves	stage
сцену	skatuves	scene
сјеверу	uz ziemeļiem	north
сједиште	galvenā mītne	center
сједињене	vienoti	united
сједињеним	vienoti	united
сједињених	vienoti	united
т	t	t
та	un	that
табела	tabula	table
табели	galdi	table
тад	tad	then
тада	tad	then
тадашње	tad	then
тадашњег	tā laika	then
тадашњи	tad	then
тадашњој	tad	then
тадић	tadic	tadic (last name)
такав	tāds	such
таква	tāds	such
такве	tāds	such
такви	tāds	such
таквим	tāds	these
таквих	tāds	such
такво	tāds	this
таквог	tāds	such
таквом	tāds	this
такву	tāds	such
такмичења	sacensības	competitions
такмичење	konkurence	competition
такмичењима	sacensības	competitions
такмичењу	konkurence	competition
тако	tātad	so
такос	arī	takos
такође	pārāk	also
талас	vilnis	wave
таласа	viļņi	wave
таласи	viļņi	waves
таласним	vilnis	wave
талијум	tallijs	thallium
тамо	tur	there
танзанија	tanzānija	tanzania
тара	tara	tara
татари	tatāri	tatari
тачака	punkti	points
тачан	precīzi	accurate
тачка	punkts	full stop
тачке	punkti	points
тачки	punkti	item
тачку	punkts	spot
тачније	precīzāk	rather
тачно	tieši tā	exactly
тај	ka	that
тајван	taivāna	taiwan
тајланд	taizeme	thailand
тајм	laiks	time
тајна	noslēpums	secret
тајне	noslēpumi	secrets
тајни	noslēpumi	secret
тајно	slepeni	secret
тајности	slepenība	privacy
тв	tv	tv
творац	veidotājs	creator
тврда	grūti	hard
тврде	viņi apgalvo	claim
тврдећи	strīdoties	claiming
тврди	apgalvo	claim
тврдили	apgalvoja	claimed
тврдина	cietoksnis	fortness
тврдио	apgalvoja	claimed
тврдоперке	spītīgs	ray-finned fishes
тврдње	apgalvo	claims
тврђава	cietoksnis	fortress
тврђаве	cietokšņi	fortresses
тврђави	cietoksnis	fortress
тврђаву	cietoksnis	fortress
те	un	and
театар	teātris	theater
тебе	tu	you
тевтонци	teutoni	teutonians
тежак	smags	heavy
теже	grūtāk	hard
тежи	mēdz	aspire
тежина	svars	weight
тежине	svars	weight
тежиште	smaguma centrs	focus
тежња	tiekšanās	difficulty
тежње	centieni	aspirations
тек	tikai	only
текст	teksts	text
текста	teksts	of the text
текстилна	tekstils	textile
текстова	tekstus	texts
текстове	tekstus	text
текстови	tekstus	texts
тела	ķermeņi	body
