$	dollarni tashkil etadi	dollar
sistema	tizimi	system
sistematski	muntazam ravishda	systemic
sisteme	tizimlari	systems
sistemi	tizimlari	systems
sistemima	tizimlari	systems
sistemom	tizimi	system
sistemu	tizimi	system
site	sayt	site
situacija	vaziyat	situation
situacijama	vaziyatlar	situations
situacije	vaziyatlar	situation
situaciji	vaziyat	situation
situaciju	vaziyat	situation
sive	kulrang	gray
sjedinjene	birlashgan	united
sjedinjenih	birlashgan	united
sjedinjenim	birlashgan	united
sjedišta	o&#39;rindiqlar	seating
sjedište	shtab-kvartirasi	headquarters
sjedištem	shtab-kvartirasi	based
sjemenke	urug&#39;lar	seeds
sjenica	gazebo	sjenica
sjever	shimoliy	north
sjevera	shimolda	north
sjeverna	shimolda	north
sjeverne	shimoliy	north
sjeverni	shimoliy	north
sjevernih	shimoliy	northern
sjevernije	shimolda	northern
sjevernim	shimoliy	north
sjeverno	shimolda	north
sjevernog	shimoliy	north
sjevernoj	shimoliy	north
sjevernom	shimolda	north
sjevernu	shimolda	northern
sjeveroistoku	shimoli-sharqda	northeast
sjeveroistočne	shimoli-sharqda	northeastern
sjeveroistočnoj	shimoli-sharqda	northeastern
sjeveroistočnom	shimoli-sharqda	north east
sjeverozapadnom	shimoli g&#39;arbiy	northwestern
sjeverozapadu	shimoli g&#39;arbiy	northwestern
sjeveru	shimolda	north
sjećanja	xotiralar	memories
skadar	skadar	skadar (name of town)
skakanje	sakrash	jumping
skalari	skalalar	scalars
skandijum	skandium	scandium
skender	skender	skender
skladu	mos ravishda	along
sklapanje	katlama	assembling
skloništa	boshpanalar	shelter
sklonište	boshpana	shelter
sklonost	moyillik	propensity
sklopiti	yig&#39;moq	assemble
sklopovi	yig&#39;ilishlar	circuits
sklopu	yig&#39;ish	within
skoplje	skopye	skopje
skoro	yaqinda	almost
skraćenica	qisqartirish	abbreviation
skraćeno	qisqartirilgan	shortened
skreće	buriladi	turns
skup	qimmat	set
skupa	qimmat	together
skupine	guruhlari	group
skupština	yig&#39;ish	parliament
skupštine	yig&#39;ish	assembly
skupštinu	yig&#39;ish	assembly
sl	anjir	etc
slab	kuchsiz	weak
slabe	kuchsiz	weak
slabi	kuchsiz	weak
slabije	kuchsizroq	weaker
slabo	kuchsiz	poorly, weakly
slam	qoqmoq	slam
slanje	yuborilmoqda	to send
slave	shon-sharaf	celebrate
slavena	mashhur	slavs
slaveni	slavlar	slavs
slavenska	slavyan	slavic
slavenske	slavyan	slavic
slavenski	slavyan	slavic
slavenskih	slavyan	slavic
slavi	nishonlaydi	celebrated
slavu	shon-sharaf	fame
slažu	rozi	agree
slici	rasmlar	picture
slijede	kuzatib boring	followed by
slijedeća	keyingi	next
slijedeće	quyidagi	following
slijedeći	keyingi	following
slijedećih	quyidagi	next
slijedećim	keyingi	following
slijedi	quyidagicha	follows
slika	rasm	picture
slikama	rasmlar	pictures
slikar	rassom	painter
slikari	rassomlar	painters
slike	rasmlar	picture
slikom	rasm	picture
sliku	rasm	picture
sliva	olxo&#39;ri	basin
slivu	olxo&#39;ri	river basin
sličan	o&#39;xshash	similar
slična	o&#39;xshash	similar
slične	o&#39;xshash	similar
slični	o&#39;xshash	similar
sličnih	o&#39;xshash	similar
sličnim	o&#39;xshash	similar
slično	o&#39;xshash	similar
sličnost	o&#39;xshashlik	similarity
sličnosti	o&#39;xshashliklar	similarities
sličnu	o&#39;xshash	similar
sljedbenici	izdoshlari	followers
sljedeća	keyingi	next
sljedeće	quyidagi	next
sljedeći	keyingi	next
sljedećih	quyidagi	following
sljedećim	keyingi	following
sloboda	ozodlik	freedom
slobodan	ozod	slobodan
slobodana	ozod	slobodan
slobode	ozodlik	freedom
slobodi	ozodlik	freedom
slobodna	ozod	free
slobodne	ozod	free
slobodni	ozod	free
slobodnih	ozod	free
slobodnim	ozod	free
slobodno	ozod	free
slobodnog	ozod	free
slobodnoj	ozod	free
slobodnom	ozod	free
slobodnu	ozod	free
slobodu	ozodlik	freedom
sloga	bo&#39;g&#39;in	concord
sloj	qatlam	coat
sloja	qatlam	coat
slojeva	qatlamlar	classes
slojevima	qatlamlar	layers
slom	buzilmoq	breakdown
sloma	buzilmoq	break
slonovače	fil suyagi	ivory
slova	so&#39;zlar	letters
slovačka	slovakiya	slovakia
slovenaca	slovenlar	slavs
slovenci	slovenlar	slovenians
slovenija	sloveniya	slovenia
slovenije	sloveniya	slovenia
sloveniji	sloveniya	slovenia
slovo	so&#39;z	letter
slovom	bir so&#39;z bilan	letter
složena	murakkab	complex
složene	murakkab	complex
slučaj	quti	case
slučaja	quti	case
slučajeva	holatlar	cases
slučajevi	holatlar	cases
slučajevima	holatlar	cases
slučajno	tasodifan	accidentualy
slučaju	quti	case
služba	xizmat	service
službe	xizmatlar	services
službena	rasmiy	official
službene	rasmiy	official
službeni	rasmiy	official
službenih	rasmiy	official
službeno	rasmiy ravishda	officially
službenoj	rasmiy	official
službenom	rasmiy	official
službi	xizmatlar	service
službu	xizmat	the service
služe	xizmat qilish	serve
služi	xizmat qiladi	serves
služila	xizmat qildi	served
služili	xizmat qildi	served
služio	xizmat qildi	served
služiti	hizmat qilmoq	serve
smanjena	kamaygan	decreased
smanjenja	kamaytirish	lowering
smanjenje	kamaytirish	reduction
smanjuje	kamayadi	lowers
smanjuju	kamaytirish	reduce
smatra	deb hisoblanadi	considered
smatraju	deb hisoblanadi	consider
smatrajući	hisobga olib	considering
smatrala	deb hisoblanadi	considered
smatrali	deb hisoblanadi	considered
smatralo	deb hisoblanadi	considered
smatrana	deb hisoblanadi	considered
smatrao	deb hisoblanadi	considered
smatrati	o&#39;ylab ko&#39;ring	consider
smetnje	aralashish	digestive problems
smeđe	jigarrang	brown
smije	kuladi	may
smijer	yo&#39;nalishi	course
smiju	mumkin	letting
smisao	ma&#39;nosi	purpose
smisla	ma&#39;nosi	meaning
smislu	ma&#39;nosi	terms,sense
smjer	yo&#39;nalishi	direction
smjeru	yo&#39;nalishi	direction
smješten	joylashgan	accommodated
smještena	joylashgan	located
smještene	joylashgan	accommodated
smješteni	joylashgan	placed
smješteno	joylashgan	accommodated
smo	bor	are
smrt	o&#39;lim	death
smrti	o&#39;lim	death
smrću	o&#39;lim	death
snaga	kuch	force
snagama	kuchlar	force
snage	kuch	strength
snagom	kuch	strength
snagu	kuch	strength
snazi	kuch	strenght
snažan	kuchli	strong
snažna	kuchli	strong
snažne	kuchli	strong
snažnim	kuchli	powerfull
snažno	kuchli	strongly
snažnom	kuchli	strong
snijeg	qor	snow
snijega	qor	snow
snijegom	qor	snow
snima	yozuvlar	recording
snimak	oniy surat	recording
sniman	filmga olingan	recorded
snimanja	yozib olish	recording
snimanje	yozib olish	recording
snimanju	yozib olish	recording
snimci	yozuvlar	records
snimila	yozib olingan	recorded
snimili	yozib olingan	recorded
snimio	filmga olingan	taped
snimka	oniy surat	recording
snimljen	yozib olingan	taken,shot
so	shunday qilib	salt
soba	xona	room
sobe	xonalar	rooms
sobom	sen bilan	himself
socijalistička	sotsialistik	socialist
socijalističke	sotsialistik	socialistic
socijalističkih	sotsialistik	socialistic
socijalističkog	sotsialistik	socialistic
socijalizam	sotsializm	socialism
socijalizma	sotsializm	socialism
socijalna	ijtimoiy	social
socijalne	ijtimoiy	social
socijalni	ijtimoiy	social
socijalnih	ijtimoiy	social
socijalno	ijtimoiy	social
socijalnu	ijtimoiy	social
sociologija	sotsiologiya	sociologist
sociologije	sotsiologiya	sociology
sofija	sofiya	sofia
sofokle	soqchilar	sophocles
softver	dasturiy ta&#39;minot	software
softvera	dasturiy ta&#39;minot	software
soko	lochin	soko
sokolović	sokolović	sokolović
sokolovića	sokolovića	sokolović
sokova	sharbati	juices
sokrat	sokratlar	socrates
solarni	quyosh	solar
soli	tuz	salt
solo	faqat	solo
sonde	zond	probes
sony	soniy	sony
sophie	sofie	sophie
sorte	saralash	kind
sovjetska	sovet	soviet
sovjetske	sovet	soviet
sovjetski	sovet	soviet
sovjetskog	sovet	soviet
sp	sp	sp - world cup
spada	tushadi	belongs
spadaju	tushish	are
spahić	spahić	spahic
spaja	ulanadi	joins
spajaju	ulanmoq	merge
sparta	sparta	sparta
sparte	sparta	sparta
spavanja	uyqu	sleep
spavanje	uyqu	sleeping
specifičan	o&#39;ziga xos	specific
specifična	o&#39;ziga xos	specific
specifične	o&#39;ziga xos	specific
specifičnosti	o&#39;ziga xoslik	specificity
specijalne	maxsus	special
specijalnih	maxsus	specials
specijalnim	maxsus	special
spektar	spektr	specter
spektra	spektr	spectar
spermatozoid	sperma	sperm
spisak	ro&#39;yxati	list
spisi	yozuvlar	records
split	split	split
splita	split	split
splitski	splitski	split
splitskom	split	split
splitu	split	split
spoj	aralashma	connection
spojeva	aralashmalar	compounds
spojevi	aralashmalar	links
spol	spol	sex
spola	jinsi	gender
spolni	jinsiy	genitals
spolnih	jinsiy	outside
spolnog	jinsiy	sexual
spomen	yodgorlik	mentioning
spomenici	yodgorliklari	monuments
spomenicima	yodgorliklari	tumbstones
spomenik	yodgorlik	monument
spomenika	yodgorlik	monuments
spomenuti	zikr qilish	mention
spominje	eslatib o&#39;tilgan	mentions
spominju	zikr	mention
spora	tortishuv	slow
sporazum	kelishuv	agreement
sporazuma	kelishuv	treaty,agreement
sporazume	shartnomalar	contracts
sporazumom	kelishuv	agreement
sporazumu	kelishuv	agreement
spore	sport turlari	spores
sporije	sekinroq	slower
sporo	sekin	slow
sport	sport	sport
sporta	sport	sport
sportista	sportchi	athlete
sportisti	sportchilar	athletes
sportom	sport	sport
sportova	sport	sports
sportovi	sport	sports
sportovima	sport	sports
sportska	sport	sport
sportske	sport	sport
sportski	sport	sports
sportskih	sport	sports
sportskim	sport	sport
sportu	sport	sport
sposobni	qodir	capable of
sposobnost	qobiliyat	ability
sposobnosti	qobiliyat	abilities
spoznaja	bilish	cognition
spoznaje	bilimlar	learned
spoznati	tushuning	recognize
sprave	qurilmalar	equipment
spreča	oldini oladi	spreča
spreče	oldini oladi	prevent
spriječiti	oldini olish uchun	prevent
spušta	tushadi	down
spuštaju	ular pastga tushadilar	go downwards
spö	spo	spo
sr	sr	fr
srba	serblar	serbs
srbe	serblar	serbs
srbi	serblar	serbs
srbija	serbiya	serbia
srbije	serbiya	serbia
srbiji	serbiya	serbia
srbijom	serbiya	serbia
srbiju	serbiya	serbia
srbima	serblar	serbs
srca	yurak	heart
srce	yurak	heart
srcem	yurak	heart
srcu	yurak	heart
srebra	kumush	silver
srebrenica	srebrenitsa	srebrenica
srebrenice	srebrenice	srebrenica
srebrenici	srebrenici	srebrenica
srebrenicu	srebrenitsa	srebrenica
srebrenik	srebrenik	srebrenik
srebro	kumush	silver
sredine	o&#39;rtasi	middle
sredini	o&#39;rtasida	middle
sredinom	o&#39;rtasida	middle
središnja	markaziy	central
središnje	markaziy	middle
središnjem	markaziy	middle
središnji	markaziy	central
središta	markazlari	center
središte	markazi	center
središtem	markazi	central
središtu	markazi	middle
srednja	o&#39;rta	middle
srednje	o&#39;rta	middle
srednjeg	o&#39;rta	middle
srednjem	o&#39;rta	middle
srednji	o&#39;rta	middle
srednjih	o&#39;rta	middle
srednjim	o&#39;rta	middle
srednjoj	ikkilamchi	middle
srednjovjekovna	o‘rta asrlarga oid	medieval
srednjovjekovne	o‘rta asrlarga oid	medieval
srednjovjekovni	o‘rta asrlarga oid	medieval
srednjovjekovnih	o‘rta asrlarga oid	medieval
srednjovjekovnog	o‘rta asrlarga oid	medieval
srednjovjekovnoj	o‘rta asrlarga oid	middle age
srednjovjekovnu	o‘rta asrlarga oid	medieval
srednju	o&#39;rta	midlle
sredozemna	o&#39;rta er dengizi	mediterranean
sredozemnom	o&#39;rta er dengizi	mediterranean
sredstava	mablag&#39;lar	means
sredstva	mablag&#39;lar	resources
sredstvima	mablag&#39;lar	funds
sredstvo	degan ma&#39;noni anglatadi	resort
srez	tilim	county
sreza	kesmoq	districts
sreće	baxt	meets
sreću	baxt	fortune
srpska	serb	serb
srpske	serb	republic of srpska (or sometimes serb republic)
srpski	serb	serbian
srpskih	serb	serbian
srpskim	serb	serbian
srpsko	serb	serbian
srpskog	serb	serbian
srpskohrvatski	serb-xorvat	serbo-croatian
srpskohrvatskog	serb-xorvat	serbo-croatian
srpskoj	serb	serbian
srpskom	serb	serbian
srpsku	serb	serbian
srušena	buzilgan	demolished
srčanog	yurak	cardiac
srž	ilik	core
ss	ss	ss
sssr	sssr	ussr
sssra	sssra	ussr,soviet union abbreviation
stabilna	barqaror	stable
stabilnost	barqarorlik	stability
stade	piyoda	started
stadion	stadion	stadium
stadiona	stadion	stadiums
stadionu	stadion	stadium
stagnacije	turg&#39;unlik	stagnation
stajališta	ko&#39;rish	standpoint
stajalište	nuqtai nazar	standpoint
stalež	aksiya	class
staleža	aksiya	casts
stalne	doimiy	permanent
stalni	doimiy	constantly
stalno	doimiy ravishda	constantly
stambenih	uy-joy	residential
standard	standart	standard
standarda	standart	standard
standardi	standartlar	standards
standardima	standartlar	standards
standardna	standart	standard
standardni	standart	standard
standardnog	standart	standard
stanica	bekati	station
stanice	stantsiyalari	station
stanicu	bekati	station
stanja	shartlari	states
stanje	shart	situation
stanju	shart	state
stanovišta	ko&#39;rish	standpoint
stanovnici	aholisi	citizens
stanovnicima	aholisi	townsfolk
stanovnika	fuqaro	population
stanovništva	aholisi	population
stanovništvo	aholisi	residence
stanovništvom	aholisi	residence
stanovništvu	aholisi	population
star	yulduz	old
stara	qari	old
stare	qari	old
stari	qariya	old
starih	qari	old
starije	katta	old
starijeg	katta	old
stariji	katta	senior
starijih	katta	older
starim	qari	old
staro	qari	old
starog	qariya	old
staroj	qari	old
starom	qari	old
starost	yoshi	age
starosti	yoshi	age
staru	qari	old
state	davlat	state
states	davlatlar	države
statistika	statistika	statistics
statistike	statistika	statistics
statistički	statistik	statistically
status	holat	status
statusa	holat	status
stav	munosabat	position
stavio	qo&#39;yish	put
staviti	qo&#39;yish	put
stavlja	qo&#39;yadi	putting
stavova	munosabat	apartment
staze	yo&#39;llar	paths
stc	stc	wtc
ste	siz	you
stefan	stefan	stephen
stefana	stefana	stephen
stekao	erishdi	acquired
stekla	shisha	acquired
stepa	dasht	steppe
stepe	dasht	steppes
stepen	daraja	degree
stepena	daraja	rate
steven	stiven	steven
stećak	steyk	tomb
stećaka	qabr toshlari	toombstones
stećci	qabr toshlari	tomb
stećcima	stećci	stones
stick	tayoq	stick
stidne	uyat	pubic
stigao	keldi	arrived
stigla	keldi	arrived
stigli	keldi	arrived
stihova	oyatlar	verses
stihove	oyatlar	verses
stihovi	oyatlar	verses
stihovima	oyatlar	verses
stijena	qoya	rock
stijenama	jinslar	rocks
stijene	jinslar	rocks
stil	uslubi	style
stila	uslubi	style
stilu	uslubi	style
stiče	sotib oladi	come
stiže	keladi	arrives
stjenovitih	toshloq	rocky
stjepan	stjepan	stjepan
stjepana	stjepana	stjepan
sto	yuz	hundred
stoca	qoramol	stolac
stoga	shuning uchun	therefore
stoje	ular turishadi	stand
stoji	turmoq	standing
stolac	stul	stolac
stoljeća	asr	centuries
stoljeću	asr	century
stopa	darajasi	rate
stope	qadamlar	rates
stopu	darajasi	rate
stotina	yuz	hundred
stotine	yuzlab	hundreds of
stotinjak	yuz	hundred
stotinu	yuz	one hundred
stočarstvo	chorva mollari	livestock
strah	qo&#39;rquv	fear
straha	qo&#39;rquv	fear
strahu	qo&#39;rquv	fear
strana	tomoni	sides
stranaca	chet elliklar	strangers
stranaka	partiyalar	parties
stranama	mamlakatlar	sides
stranci	chet elliklar	strangers
strane	tomonlar	sights
strani	sahifalar	side
stranica	sahifa	page
stranicama	sahifalar	pages
stranice	sahifalar	pages
stranici	sahifa	page
stranih	xorijiy	foreign
stranim	xorijiy	foreign
stranka	partiya	party
stranke	xaridorlar	parties
stranom	tomoni	side
stranu	tomoni	side
strategija	strategiya	strategy
strategije	strategiyalar	strategies
strateški	strategik	strategic
streptomicin	streptomitsin	sterptomycin
strijelac	otishma	scorer
strogo	qat&#39;iyan	firm
struja	elektr energiyasi	current
struje	elektr energiyasi	current
struju	elektr energiyasi	current
struktura	tuzilishi	structure
strukture	tuzilmalar	structures
strukturi	tuzilmalar	structure
strukturom	tuzilishi	structure
strukturu	tuzilishi	structure
strume	dog&#39;	goitre
stručni	mutaxassis	technical
stručnjaci	mutaxassislar	experts
stručnjaka	mutaxassislar	experts
studenata	sovuq	students
student	talaba	student
studenti	talabalar	students
studij	o&#39;rganish	study
studija	o&#39;rganish	study
studije	tadqiqotlar	studies
studijski	studiya	study
studio	studiya	studio
studirao	o&#39;rganilgan	study
stupio	kirdi	entered
stvar	narsa	thing
stvara	yaratadi	creates
stvaraju	yaratmoq	they create
stvaralaštva	asarlar	creative work
stvaralaštvo	ijodkorlik	creativity
stvaranja	yaratish	creation
stvaranje	yaratish	creation
stvaranjem	yaratish orqali	creating
stvaranju	yaratish	create
stvari	narsalar	things
stvarima	narsalar	things
stvarne	haqiqiy	real
stvarni	haqiqiy	real
stvarno	haqiqatan ham	really
stvarnost	voqelik	reality
stvarnosti	voqelik	reality
stvoren	yaratilgan	created
stvorena	yaratilgan	created
stvori	yaratmoq	creates
stvorili	yaratilgan	made
stvorio	yaratilgan	created
stvoriti	yaratmoq	create
su	bor	were
subjekt	mavzu	subject
sud	sud	court
suda	sud	court
sudaca	sudyalar	judges
sudačke	sudyalar	judicial
sudbina	taqdir	fate
sudbine	taqdir	destiny
sudbini	taqdir	fate,destiny
sudbinu	taqdir	faith
sudija	sudya	judge
sudije	sudyalar	judge
sudom	sud	court
sudova	sudlar	courts
sudovi	sudlar	courts
sudska	sudga oid	judicial
sudu	sud	court
suha	quruq	dry
suhe	quruq	dry
sukob	mojaro	conflict
sukoba	mojaro	battles
sukobe	nizolar	conflicts
sukobi	nizolar	conflits
sukobu	mojaro	conflict
sulejman	sulaymon	sulejman
sulejmana	suljmana	suleiman
sultan	sulton	sultan
sultana	sulton	sultan
sumnje	shubhalar	doubt
sumpor	oltingugurt	sulfur
sumpora	oltingugurt	sulfur
sumrak	qorong‘i	sunset
sunca	quyoshning	sun
sunce	quyosh	sun
sunitski	sunniy	sunni
sunnet	sunnet	sunnet
sunčev	quyosh	sun
sunčeva	quyosh	sun
sunčeve	quyoshlar	sun
sunčevog	quyosh	solar
sunčevom	quyosh	sun
super	juda zo&#39;r	super
suprotan	qarama-qarshi	opposite
suprotno	aksincha	contrary
suprotnom	qarama-qarshi	opposing
suprotnosti	qarama-qarshiliklar	opposites
supruga	xotini	wife
supruge	xotinlar	wives
suprugu	xotini	spouse
supstanca	modda	substance
supstance	moddalar	supstance
supstanci	moddalar	substances
sure	aniq	co
susjeda	qo&#39;shnilar	neighbors
susjedima	qo&#39;shnilar	neighbors
susjedne	qo&#39;shni	neighboring
susjednih	qo&#39;shni	neighboring
susjednim	qo&#39;shni	neighboring
susret	uchrashuv	meeting
susreće	bilan uchrashadi	meets
susreću	uchrashmoq	met
suverenitet	suverenitet	sovereignty
sučić	sučić	sucic
suđeno	mahkum	trial
suša	qurg&#39;oqchilik	dry
sušić	quritgich	sušić
suštini	mohiyatiga ko&#39;ra	essence
sv	hammasi	st.
sva	hammasi	all
svaka	har biri	every
svakako	albatta	certainly
svake	har biri	every
svaki	har biri	every
svakih	har birining	every
svako	hamma	everyone
svakodnevno	har kuni	everyday
svakog	hamma	everybody
svakoj	har biriga	each
svakom	hammaga	each
svaku	har biri	every
sve	hamma narsa	all
svega	hamma narsa	everything
svemir	bo&#39;sh joy	space
svemira	koinotning	space
svemirska	bo&#39;sh joy	cosmic
svemiru	koinot	space
svemu	hamma narsa	all
sveta	dunyo	holy
svete	muqaddas	holly
sveti	muqaddas	sait
sveto	muqaddas	holy
svetog	muqaddas	holy
svetom	dunyo	world
svetozar	svetozar	svetozar
svećenik	ruhoniy	solemn
svi	hammasi	all
svih	hammasi	all
svijest	ong	conscience
svijesti	ong	consciousnesses
svijet	dunyo	world
svijeta	dunyoning	world
svijetli	yorqin	light
svijetlo	yorug&#39;lik	light
svijetom	dunyo	world
svijetu	dunyo	world
svim	hammaga	all
svima	hamma	all
svinja	cho&#39;chqa	pig
svinje	cho&#39;chqalar	pigs
svira	o&#39;ynaydi	play
sviraju	ular o&#39;ynashadi	play
svirali	o&#39;ynadi	played
svirao	o&#39;ynadi	played
svjedok	guvoh	witness
svjedoka	guvohlar	witnesses
svjedoče	guvohlik berish	testify
svjedoči	guvohlik beradi	witnesses
svjestan	ongli	aware
svjetla	chiroqlar	lights
svjetlo	yorug&#39;lik	light
svjetlosnog	yorug&#39;lik	light
svjetlost	yorug&#39;lik	light
svjetlosti	yorug&#39;lik	light
svjetska	dunyo	world
svjetske	dunyo	world
svjetski	dunyoviy	world
svjetskih	dunyo	world
svjetskim	dunyoviy	world
svjetsko	dunyoviy	world
svjetskog	dunyo	world
svjetskoj	dunyo	world
svjetskom	dunyo	world
svjetsku	dunyo	world
svo	svo	all
svog	uning	their
svoga	uning	own
svoj	shaxsiy	own
svoja	o&#39;ziga tegishli	their
svoje	o&#39;zlarining	own
svojih	o&#39;zlarining	own
svojim	uning	it's
svojoj	meniki	its
svojom	uning	own
svojstva	xususiyatlari	performance
svojstvo	mulk	property
svoju	meniki	its
svom	unga	its
svome	unga	their
svrha	maqsadi	aim
svrhe	maqsadlar	purposes
svrhu	maqsadi	purpose
svrsi	maqsadi	purpose
svrstati	tasniflash	classify
svrstavaju	tasniflang	classified
svu	hammasi	all of
syringa	siringa	syringe
system	tizimi	system
systems	tizimlari	systems
ta	ha	that
tabela	jadval	table
tad	keyin	then
tada	keyin	then
tadašnje	keyin	then
tadašnjeg	o&#39;sha davr	pf that time
tadašnji	keyin	"[adj] then (as in ""then-president"", ""then-active"")"
tadašnjim	keyin	back then
tadašnjoj	keyin	then
tadić	tadik	tadić
tag	teg	tag
taj	bu	that
tajna	sir	secret
tajne	sirlari	secrets
tajni	sirlari	secret
tajno	yashirincha	secretly
takav	shunday	such
takmičenja	musobaqalar	competitions
takmičenje	musobaqa	competitions
takmičenjima	musobaqalar	competitions
takmičenju	musobaqa	competition
tako	shunday qilib	like that
takozvani	deb atalmish	so called
takođe	shuningdek	also
također	shuningdek	also
takva	shunday	such
takve	shunday	such
takvi	shunday	such
takvih	shunday	such
takvim	shunday	such
takvo	shunday	such
takvog	shunday	such
takvom	shunday	such
takvu	shunday	such
talasa	to&#39;lqinlar	waves
talasne	to&#39;lqinlar	wave
talijum	talliy	thallium
tamno	qorong&#39;i	dark
tamo	mana	there
tarik	tarik	tarik
tastatura	klaviatura	keyboard
taylor	taylor	taylor
tačaka	ball	dots
tačan	to‘g‘ri	exact
tačka	nuqta	dots
tačkama	ball	points
tačke	nuqta	spot
tački	ball	node
tačkom	nuqta	point
tačku	nuqta	spot
tačna	to‘g‘ri	accurate
tačnije	aniqrog&#39;i	more precisely
tačno	aniq	exactly
te	va	and
teatar	teatr	theater
tebe	siz	you
tebi	sizga	to you
tehnika	texnikasi	tehnique
tehnike	texnikalar	techniques
tehniku	texnikasi	technique
tehnička	texnik	technical
tehničke	texnik	technical
tehnički	texnik jihatdan	technical
tehničkih	texnik	technicaly
tehnologija	texnologiya	tehnology
tehnologije	texnologiyalar	technology
tehnološki	texnologik	engineering
tek	tek	only
tekija	tekke	dervish house
tekije	tekke	tekke
tekst	matn	text
teksta	matn	text
tekstilna	to&#39;qimachilik	textile
tekstova	matnlar	texts
tekstove	matnlar	texts
tekstovi	matnlar	texts
tekstovima	matnlar	texts
tekstu	matn	text
tekućina	suyuq	fluid
tekućine	suyuqliklar	liquids
telekomunikacije	telekommunikatsiyalar	telecommunications
telekomunikacione	telekommunikatsiyalar	telecommunication
televizija	televizor	television
televizije	televizor	television
televiziji	televizor	television
televizijske	televizor	tv
tema	mavzu	topic
tematika	mavzular	theme
tematski	tematik ravishda	thematic
teme	mavzular	theme
temelj	poydevor	foundation
temelja	poydevorlar	foundations
temelje	poydevorlar	foundations
temelji	asoslangan	foundations
temeljna	fundamental	fundamental
temelju	asoslangan	foundation
temperatura	harorat	temperature
temperaturama	harorati	temperatures
temperature	harorat	temperatures
temperaturi	harorat	temperature
temperaturom	harorat	temperature
temperaturu	harorat	temperatures
temu	mavzu	theme
tendencija	moyillik	tendency
tenis	tennis	tennis
teniseri	tennischilar	tennis players
teniski	tennis	tennis
teorem	teoremasi	theorem
teorema	teoremasi	theorem
teoretičar	nazariyotchi	theorist
teoretičari	nazariyotchilar	theoretician
teoretski	nazariy jihatdan	theoretical
teorija	nazariya	theory
teorije	nazariyalar	theory
teoriji	nazariya	theory
teorijski	nazariy jihatdan	teoretical
teoriju	nazariya	theory
terapija	terapiya	therapy
teren	yer	field
terena	yer	fields
tereni	releflar	terrain
terenima	releflar	courts
terenu	maydon	terrain
teret	yuk	weight
tereza	tereza	tereza
terezija	teresa	teresa
terezije	teresa	terezija
teritorij	hududi	teritory
teritorija	hududi	territory
teritorijalna	hududiy	territorial
teritorijalne	hududiy	territorial
teritorijalno	hududiy	territorial
teritorije	hududlar	teritory
teritoriji	hududi	territory
teritorijom	hududi	territory
teritoriju	hududi	territory
termalne	issiqlik	termal
termin	muddatli	term
termina	muddatli	term
termini	shartlari	terms
terra	terra	land
tesla	tesla	tesla
teslić	teslić	teslić
testisa	moyaklar	testis
testovi	sinovlar	tests
teze	tezis	thesis
teče	oqadi	flow
tečnost	suyuq	fluid
tečnosti	suyuqliklar	liquids
tešanj	tasalli	teshanj
teška	og&#39;ir	heavy
teške	qiyin	heavy
teški	og&#39;ir	heavy
teških	og&#39;ir	heavy
teškim	qiyin	heavy
teško	qiyin	hard
teškog	qiyin	heavy
teškom	qiyin	heavy
teža	tezis	heavier
težak	og&#39;ir	heavy
teže	og&#39;irroq	harder
teži	tortadi	weighs
težina	vazn	weight
težine	vazn	weight
težnja	intilish	striving
that	bu	that
the	the	the
thomas	tomas	thomas
thomasa	tomasa	thomasa
théâtre	teatr	theater
ti	siz	you
tifa	tif	tifa
tih	jim	quiet,silent
tihi	jim	silent
tihog	jim	silent
tihom	sekin	quiet
tijela	tanalar	body
tijelo	tanasi	body
tijelom	tanasi	body
tijelu	tanasi	body
tim	jamoasi	that
tima	jamoasi	team
time	vaqt	with that
timovi	jamoalar	teams
tip	turi	type
tipa	turi	type
tipičan	tipik	typical
tipični	tipik	typical
tipično	odatda	typical
tipova	turlari	types
tipovi	turlari	types
tipu	turi	type
tiranija	zolimlik	tyranny
tiražu	aylanish	circulation
tita	tita	tito
titanijum	titan	titanium
tito	tito	tito,nickname of former yougoslavian president josip broz
titula	sarlavha	title
titule	sarlavha	titles
titulu	sarlavha	title
tiče	xavotirlar	concerns
tj	ya&#39;ni	i.e.
tjelesne	jismoniy	body
tjera	drayvlar	makes
tkiva	to&#39;qimalar	tissue
tkivo	to&#39;qima	matter
tko	jssv	who
tla	tuproq	soil
tlo	zamin	soil
tlu	zamin	land
to	ga	it
tog	tog	this
toga	toga	that
toj	u	this
tojšići	toјshiћi	tojsici
tok	joriy	flow
toka	joriy	course
tokata	tokata	toccatas
tokom	davomida	during
tokove	oqadi	flows
tokovi	oqadi	ways
toku	joriy	course
toliko	juda ko&#39;p	that much
tom	tom	that
tome	menga	this
tomislav	tomislav	tomislav (name)
tone	tonna	tone
top	tepasida	top
topić	topić	topic
topla	iliq	hot
toplim	iliq	warm
topljenja	erish	meltings
toplota	issiqlik	heat
toplote	issiqlik	heat
toranj	minora	tower
tornjevi	minoralar	towers
torzo	torso	body
tower	minora	tower
tradicija	an&#39;ana	tradition
tradicije	urf-odatlari	tradition
tradiciji	an&#39;ana	tradition
tradicijom	an&#39;ana	tradition
tradiciju	an&#39;ana	tradition
tradicionalna	an&#39;anaviy	traditional
tradicionalne	an&#39;anaviy	traditional
