$	usd	dollar
వాతావరణంలో	laikapstākļi	climate
వాతావరణంలోకి	atmosfēra	in the nature
వాతావరణంలోని	klimats	climate
వాతావరణము	laikapstākļi	weather
వాతావరణాన్ని	vide	climate
వాత్సాయనుడు	vatsayanudu	vathsayanudu
వాద	argumenti	ism
వాదం	funkcionālisms	theory
వాదన	arguments	argument
వాదనను	sloksne	defence
వాదనలు	argumenti	talk
వాదము	teorija	translation
వాదులు	padevēji	critics
వాన	lietus	rain
వాని	viņa	these
వానికి	uz	for him
వాన్	van	von
వాపు	pietūkums	swelling
వాయిస్తూ	spēlē	play
వాయు	gaiss	weather
వాయువు	gāze	air or oxygen
వాయువును	gāze	gas
వాయువుల	gāze	gases
వాయువులు	gāzes	gases
వాయువ్య	ziemeļrietumi	north-western territory
వాయువ్యాన	ziemeļrietumi	air mesure
వార	nedēļa	weekly
వారం	nedēļa	week
వారణాసి	varanasi	varanasi
వారని	iemācījusies	them
వారసత్వ	pēctecība	heredity
వారసత్వం	mantojums	person who legally inherits either title or property
వారసత్వంగా	iedzimts	as inheritance
వారసత్వానికి	mantojums	inherit
వారసులు	mantinieki	siblings
వారాణసి	varanasi	varanasi
వారాణసిలో	varanasilo	in varanasi
వారాలు	nedēļas	weeks
వారి	viņu	their
వారికి	viņi	for them
వారిగా	haves	wise
వారిచే	autors	by them
వారితో	ar	with
వారిని	viņi	them
వారిపై	pret	on them
వారిలో	tie	among them
వారీగా	autors	order wise
వారు	viņi	them
వారే	waray	them
వార్డ్	palātā	ward
వార్త	jaunumi	news
వార్తలకు	jaunumi	to the news
వార్తలను	jaunumi	news
వార్తలు	jaunumi	news
వార్తా	jaunumi	news
వార్తాపత్రికలు	laikraksti	newspapers
వార్షిక	gada	yearly
వాల్	siena	vaal
వాల్టర్	valters	walter
వాల్మీకి	valmiki	valmiki
వాళ్లు	viņi	they
వాళ్ళ	viņu	their
వాళ్ళను	viņi	them
వాళ్ళు	viņi	them
వాషింగ్టన్	vašingtona	washington
వాసన	smarža	smell
వాసుల	rezidenti	residents
వాసులకు	rezidenti	residents
వాసులు	rezidenti	residents
వాస్తవ	virtuāls	realty
వాస్తవానికి	patiesībā,	in reality
వాస్తు	arhitektūra	house
వాహన	transportlīdzekļi	hehicle
వాహనం	transportlīdzeklis	vehicle
వాహనాల	transportlīdzekļi	vehicles
వాహనాలు	transportlīdzekļi	vehicles
వి	v	v
విండోస్	windows	windows
వింత	dīvaini	strange
విందు	svētki	feast
వికీ	wiki	wiki
వికీపీడియా	wikipedia	wikipidea
వికీపీడియాలో	wikipedia	wikipedia
వికీలలో	wikis	weekly (its a weekly newspaper)
వికీలు	wikis	viki
వికీలో	wiki	wiki
విక్టోరియా	viktorija	victroria
విక్రమార్క	vikramarka	vikramarka
విక్రమార్కుడికి	vikramarkudiki	vikramarkudu
విక్రమార్కుడు	vikrama	vikramarka
విగ్రహం	statuja	statue
విగ్రహము	brīvības statuja	statue
విగ్రహాన్ని	statuja	statue
విగ్రహారాధన	elkdievība	idol worship
విగ్రహాలను	elki	idols
విగ్రహాలు	statujas	idols
విచారణ	izmeklēšana	enquiry
విచిత్ర	dīvaini	different
విచ్ఛిన్నం	pārtraukums	blast
విజయ	uzvara	victorious
విజయం	panākumi	victory
విజయనగర	vijayanagar	vijayanagar
విజయనగరం	vizianagaram	vijayangaram
విజయము	panākumi	victory
విజయవంతం	panākumi	successfull
విజయవంతంగా	veiksmīgi	famous
విజయవంతమైన	veiksmīgi	successful
విజయవాడకు	vijayawada	vijayawada
విజయవాడలో	vijayawada	vijayawadalo
విజయశాంతి	šanti	vijayashanthi
విజయానికి	panākumi	for victory
విజయాన్ని	panākumi	win
విజయాలు	sasniegumi	victories
విజయ్	vijay	vijay
విజేత	uzvarētājs	winner
విజ్ఞాన	zinātne	science
విజ్ఞానం	zinātne	science
విటమిన్	vitamīns	vitamin
విటమిన్లు	vitamīni	vitamins
విడదీసి	nemaz nerunājot par	differenciating
విడాకులు	šķiršanās	divorce
విడి	kodols	split
విడిగా	atsevišķi	different
విడిచి	aiziet	leave
విడిది	atkāpties	vididhi
విడిపోయి	sadala	suparated
విడుదల	atlaidiet	release
విడుదలైన	atlaidiet	release
విత్	ar	with
విత్తనాలు	sēklas	seeds
విదర్భ	vidarbha	vidharba
విదేశాంగ	ārzemju	in foreign
విదేశాలకు	aizjūras	foreign
విదేశాలలో	ārzemēs	foriegn countries
విదేశీ	aizjūras	foreign
విదేశీయులు	ārzemnieki	foreigners
విద్య	izglītība	study
విద్యను	izglītība	education
విద్యలు	māksla	skilled knowledge
విద్యా	vidja	education
విద్యాభ్యాసం	izglītots	education
విద్యారంగం	izglītība	education field
విద్యార్థి	studentam	student
విద్యార్థులు	studenti	students
విద్యార్ధి	studentam	student
విద్యార్ధుల	studenti	students
విద్యార్ధులు	studenti	students
విద్యాలయం	koledža	college
విద్యాలయాలు	skolas	universities
విద్యావిధానంలో	izglītība	education system
విద్యాసంస్థలు	iestādes	educational institutions
విద్యాసాగర్	vidyasagar	vidyasagar
విద్యుచ్ఛక్తి	jauda	electricity
విద్యుత్	jauda	electricity
విద్యుత్తు	jauda	electricity
విద్వాంసులు	stipendiāti	scholars
విధంగానే	kā	same way
విధముగా	tādējādi	like that
విధమైన	veida	type
విధాన	metode	policy
విధానం	politika	rule
విధానము	politika	policy
విధానానికి	politika	culture
విధానాన్ని	politika	method
విధానాల	politikas	procedures
విధానాలతో	metodes	proceses
విధానాలను	politikas	commands
విధానాలలో	procedūras	policies
విధానాలు	procedūras	methods
విధాల	daudzos veidos	various
విధాలుగా	veidi	ways
విధి	noteikums	fate
విధిగా	funkcija	vidhi
విధులు	funkcijas	job
వినాయక	ganeša	ganesh
వినాయకుడి	ganeša	of vinayaka
వినాయకుడు	ganeša	vinayak (people in india worship him)
వినాయకుని	ganeša	vinayak
విని	dzirdēts	heard
వినియోగం	patēriņš	usage
వినియోగదారు	lietotājs	consumer
వినియోగదారుడు	klienti	customer
వినియోగదారులకు	klienti	customers
వినియోగదారులు	klienti	consumers
వినియోగానికి	patēriņš	usage
వినియోగించే	patērējot	using
వినుకొండ	vinukonda	vinukonda
వినురవేమ	vinuravema	vinuravema
వినోద	atpūtas	entertain
వినోదం	izklaide	entertaiment
విన్న	dzirdēts	listened
విపణి	tirgus	market
విపత్తు	nelaimes gadījums	hazard
విపత్తుల	katastrofas	hurdles
విపత్తులు	katastrofas	calamities
విపరీతంగా	sinapses	extremely
విపరీతమైన	nevajag	extremely
విపులంగా	nu labi	broadening
విప్లవ	revolucionārs	revolution
విప్లవకారులు	revolucionāri	revolutionaries
విప్లవాత్మక	revolucionārs	revolutionary
విప్లవాత్మకమైన	revolucionārs	revolutionary
విప్లవానికి	revolūcija	for revolution
విఫలమైంది	neizdevās	failed
విబ్రియో	vibrio	vibrio
విభజన	krustojums	division
విభజనను	sadalījums	divided
విభజించవచ్చు	salauzts	can be divided
విభజించారు	sadalīts	divided
విభజించి	padalieties	division
విభజింపబడింది	sadalīts	divided
విభజింపవచ్చును	klasificēts	can be divided
విభజిస్తారు	sadalīts	devide
విభాగం	sadaļa	department
విభాగంలో	sadaļa	in department
విభాగము	sadaļa	department
విభాగానికి	sadaļa	division
విభాగాలలో	sadaļas	divisions
విభాగాలు	sadaļas	division
విభాగాలుగా	sadaļas	divisions
విభిన్న	savādāk	different
విభిన్నమైన	savādāk	diverse
విభూతి	vibhuti	a pooja article called viboothi
విభేదాలు	konflikti	different
విమధుసూదనరావు	vimadhusudanaravu	vimadusanarao
విమర్శ	kritika	criticism
విమర్శకుడు	kritiķis	critic
విమర్శకుల	kritiķi	says
విమర్శకులు	kritiķi	critics
విమర్శలకు	kritika	criticisms
విమర్శలు	kritika	criticisms
విమర్శించాడు	kritizēja	criticized
విమాన	lidojums	aero
విమానం	gaisa kuģis	aeroplane
విమానాలు	lidojumi	aeroplanes
విమానాశ్రయం	lidosta	airport
విమానాశ్రయాలు	lidostas	airport
విముక్తి	atbrīvots	liberation
వియత్నాం	vjetnama	vietnam
విరమణ	pensijas	retirement
విరాళాలు	ziedojumi	funds
విరిగి	salauzts	broke
విరిగిన	salauzts	broken
విరివిగా	plaši	freely
విరుద్ధంగా	un otrādi	oppositely
విలాసము	atpūtas	address
విలియం	viljams	william
విలియమ్	viljams	william
విలీనం	apvienošanās	merger
విలువ	vērtība	value
విలువను	vērtība	value
విలువలను	vērtības	values
విలువలు	vērtības	values
విలువైన	dārgakmeņi	valuble
వివక్ష	diskriminācija	non-cooperation
వివరంగా	detalizēti	clearly
వివరణ	apraksts	explanation
వివరణలు	paskaidrojumi	maters
వివరములు	sīkāka informācija	explanations
వివరాలు	sīkāka informācija	details
వివరించడానికి	izskaidrot	vivarinchadaaniki
వివరించబడింది	izskaidroja	vivarinchabadindhi
వివరించాడు	izskaidroja	telling
వివరించి	izskaidroja	breafly
వివరించే	detalizējot	explain
వివరిస్తారు	izskaidroja	explain
వివరిస్తుంది	izskaidro	will explain
వివరిస్తూ	izskaidro	explaining
వివాదం	strīdi	dispute
వివాదాలు	strīdi	disputes
వివాహ	kāzas	marriage
వివాహం	precējies	marriage
వివాహము	precējies	marriage
వివాహాలు	kāzas	marriages
వివిధ	savādāk	diifferent
వివృతబీజాలు	gymnosperm	differnt kinds of
వివేకానంద	vivekananda	vivekananda
విశాఖ	visakhapatnam	vishaka
విశాఖపట్టణం	visakhapatnam	visakhapatnam
విశాఖపట్నం	visakhapatnam	visakhapatnam
విశాఖపట్నంలో	visakhapatnam	in visakhapatanam
విశాల	plašs	sprawling
విశాలమైన	plaša	sprawling
విశాలాంధ్ర	visalandra	vishalandhra
విశిష్ట	piedāvātie	special
విశిష్టత	specifiskums	speciality
విశిష్టతలు	iespējas	famous
విశిష్టమైన	izcils	special
విశేష	privilēģijas	particularly
విశేషం	ir	adjective
విశేషంగా	eksponenciāli	famous
విశేషమైన	ievērojams	specially
విశేషాలను	piezīmes	matters
విశేషాలు	iespējas	specialities
విశ్రాంతి	atpūta	intermission, rest
విశ్లేషణ	analīze	analysis
విశ్వ	pasaule	world
విశ్వం	visums	universe
విశ్వంలో	visums	in the universe
విశ్వదాభిరామ	visvadabhirama	vishwadhabhirama
విశ్వనాథ	višvanāta	viswanatha
విశ్వనాథ్	višvanāta	viswanath
విశ్వనాధ	višvanāta	viswanatha
విశ్వనాధ్	višvanāta	vishwanath
విశ్వము	visums	universe
విశ్వవిద్యాలయ	universitāte	of university
విశ్వవిద్యాలయం	universitāte	university
విశ్వవిద్యాలయంలో	universitāte	in university
విశ్వవిద్యాలయము	universitāte	university
విశ్వవిద్యాలయానికి	universitāte	to university
విశ్వవిద్యాలయాల	universitātes	universities
విశ్వవిద్యాలయాలలో	universitātes	universities
విశ్వవిద్యాలయాలు	universitātes	universities
విశ్వసిస్తారు	uzticieties	believe
విశ్వామిత్ర	višvamitra	viswamithra
విశ్వాసం	pārliecība	trustworthy
విశ్వాసాన్ని	ticība	confidence
విశ్వాసాలు	ticējumi	faiths
విషమ	krīze	poisonous
విషయ	saturs	subject
విషయం	lieta	matter
విషయంగా	papēži	matter
విషయంపై	ieslēgts	on the subject
విషయంలో	gadījumā, ja	in the case of
విషయము	priekšmeti	subject
విషయమై	par	matter
విషయానికి	uz	topic
విషయాన్ని		matter
విషయాల	lietas	matters
విషయాలకు	lietas	information
విషయాలను	lietas	matters
విషయాలపై	svarīgi	on topic
విషయాలలో	visu	other matters
విషయాలు	lietas	subjects
విషాద	skumji	sad
విషాదం	traģēdija	bad news
విష్ణు	višnu	vishnu
విష్ణుకుండినులు	višnukundiņš	vishnukundinas
విష్ణుమూర్తి	višnu	lord vishnu
విష్ణువు	višnu	vishnuvu
విష్ణువుకు	višnu	vishnu
విష్ణువును	višnu	vishnu
విస్తరణ	paplašināšana	development
విస్తరించడం	pagarinot	spread
విస్తరించాయి	paplašināts	spreaded
విస్తరించి	pagarina	prevail
విస్తరించింది	paplašināts	covered
విస్తరించిన	pagarināts	spread in
విస్తారంగా	plaši	large area
విస్తారము	paplašināšana	abondance
విస్తారమైన	plašs	plentiful
విస్తీర్ణం	apgabals	count
విస్తీర్ణంలో	apgabals	covered
విస్తృత	pagarināts	specific
విస్తృతంగా	plaši	famous
విస్తృతమైన	plašs	strong
విస్ఫోటనం	pārsprāgt	blast
వీ	wii	v.
వీటి		this
వీటికి	uz	vitiki
వీటితో	papildus,	with them
వీటిని	šie	these
వీటిలో	šie	in these
వీడి	aiziešana	these
వీడియోలు	video	medias
వీధి	iela	lane
వీధిలో	uz ielas	in the street
వీధులు	ielas	roads
వీనిలో	tas iekļauj	in these
వీర	varonīgs	veera
వీరంతా	viņi	all of them (refers to people - all these people)
వీరబ్రహ్మేంద్రస్వామి	virabrahmendrasvāmī	veera brahmendra swamy
వీరి		their
వీరికి	uz	to them
వీరిని	viņi ir	them
వీరిలో	šie	among these
వీరు	viņi	these
వీరుడు	varonis	veerudu
వీరేశలింగం	viresalingam	veeresalingam
వీలు	ļaujiet	able
వీలుగా	lai	convenient
వీలున్న	konfigurējams	some
వుంటాయి	ir	will be there
వుంటారు	ir	stay
వుంటుంది	ir	here
వుండి	tur	being
వుండును	ir	be there
వుండే		consists
వుండేది	bija	is there
వుంది	ir	is there
వున్న		being
వున్నది	tur	available
వున్నవి	ir	there
వున్నా	tur	is there
వున్నాయి	tur	are there
వుయ్యాల	vuyyala	cradle
వూరిలో	vurilo	in the village
వూరు	vuru	place
వృక్ష	augs	tree
వృక్షం	koks	tree
వృక్షాలు	koki	trees
వృత్తం	aplis	circle
వృత్తాంతము	anekdotiski	story
వృత్తి	profesionāls	job
వృత్తిగా	profesija	as a profession
వృత్తిని	karjera	occupation
వృత్తులు	profesijas	designations
వృద్ధి	izaugsme	development
వృశ్చిక	skorpions	scorpio
వృషణాలు	testi	testis
వృషభ	vērsis	bull
వెంకట	venkata	venkata
వెంకటగిరి	venkatagiri	venkatagiri name
వెంకటేశ్వర	venkateswara	venkateshwar
వెంకటేశ్వరరావు	venkateswara	venkateshwar rao
వెంకయ్య	venkaiah	venkaya
వెంట	līdzās	along
వెంటనే	drīz	immediately
వెండి	sudrabs	silver
వెంబడి	visā	behind
వెచ్చని	silts	hot water
వెడల్పు	platums	breath
వెదురు	bambusa	bamboo
వెనక	aiz muguras	behind
వెనక్కి	atsaukts	backward
వెనక్కు	down	behind
వెనుక	aizmugurē	back
వెనుకకు	atpakaļ uz	return
వెనుకబడిన	atpakaļ	backward
వెన్న	sviests	butter
వెన్నుపూస	skriemelis	back bone
వెన్నెముక	mugurkauls	spine
వెన్నెల	mēness gaisma	moonlight
వెబ్	web	veb
వెబ్సైటు	vietne	website
వెబ్‌సైటు	vietne	website
వెబ్‌సైటులో	vietne	web site
వెబ్‌సైట్	vietne	website
వెయ్యడం	basting	put
వెయ్యి	tūkstoš	thousand
వెర్బినేసి	verbinesi	verbanese
వెర్షన్	versija	version
వెలసిన	velasina	started
వెలికి	ārā	discover
వెలిగించి	lit	lighted
వెలిశాయి	tur bija	come
వెలుగు	gaismas	light
వెలుగులు	gaismas	lights
వెలుగులోకి	gaismas	came to know
వెలుపల	ārā	from outside
వెలుపలి	ārējs	outside
వెలువడిన	radās	discovered
వెలువడే	izstarots	releasing
వెలువడ్డాయి	tur bija	published
వెల్లడించింది	atklāts	claimed
వెళితే	ja	go
వెళుతుంది	piespēles	going
వెళ్లి	un	migrate
వెళ్ళటానికి	ceļot	to go
వెళ్ళడం	ejam	going
వెళ్ళాడు	kaza	gone
వెళ్ళారు	gāja uz	vellaru
వెళ్ళి	sudrabs	go
వెళ్ళింది	gāja	gone
వెళ్ళిన	pvo	went
వెళ్ళినా	ej	gone
వెళ్ళిపోయాడు	aizgājis	gone
వెళ్ళు	ej	go
వెళ్ళే	ej	travelling
వెస్ట్	rietumi	west
వెస్ట్రన్	rietumu	western
వెస్ట్‌ఇండీస్	rietumi	west indies
వే	siena	way
వేంకట	venkata	venkata(first name)
వేంకటేశ్వర	venkateswara	venkateswara
వేంకటేశ్వరరావు	venkatesvararavu	venkateshwara rao
వేంకటేశ్వరుని	venkateswara	venkateswara
వేంగి	wenqi	vengi
వేగం	ātrums	speed
వేగంగా	ātri	rapidly
వేగంతో	ātrums	with speed of
వేగముగా	ātri	quickly
వేగాన్ని	lēnāk	seped
వేట	šaušana	hunt
వేటపాలెం	taisnīgi	vetapalem
వేడి	karstums	heat
వేడిగా	karsts	as hot
వేడిని	karstums	heat
వేడుకలు	svinības	festivals
వేత్త	uzņēmējs	person
వేద	vēda	knowledge
వేదం	vēda	vedas
వేదము	vedamu	vedas
వేదముల	vēdas	vedas
వేదాంగములు	vedangamulu	vedas
వేదాంత	vedanta	vedantham
వేదాంతం	filozofija	vedanta
వేదాంతి	teologs	theologian
వేదాల	vēdas	vedas
వేదాలను	vēdas	vedas
వేదాలలో	raksti	with the vedas
వేదిక	platforma	vedika
వేదికగా	norises vieta	as a stage
వేదుల	vedula	vedas
వేప	neem	neem
వేమన	vemana	vemana
వేములవాడ	vemulawada	vemulawada
వేమూరి	vemuri	vemuri
వేయడం	mērci	feeling
వేయడానికి	uz	to supress
వేయి	tūkstoš	thousand
వేరు	atdalīts	different
వేరువేరు	savādāk	different
వేరుశనగ	zemesrieksts	grains
వేరే	cits	other
వేరొక	cits	different
వేర్	nēsājiet	ware ( software)
వేర్వేరు	savādāk	different
వేల	tūkstošiem	thousands
వేలకు	vairāk	thousands
వేలమంది	tūkstošiem	thousands of people
వేలాది	tūkstošiem	thousands
వేలాదిగా	tūkstošiem	since long
వేల్స్	velsa	whales
వేళ	ja	time
వేళ్ళు	pirksti	roots
వేశాడు	laidīts	put
వేశారు	bija	put
వేసవి	vasara	summer
వేసవిలో	vasarā	summer
వేసి	un	ask
వేసింది	pakāpieni	put
వేసిన	autors	drawn
వేసుకొని	ziedojot	asked
వేసే	neprāts	put
వేస్తారు	aizpildiet	weigh
వేస్తున్నారు	tas ir	doing
వేస్తే	ja	put
వై	turēt	y
వైఎస్రాజశేఖరరెడ్డి	vaiesrajasekharareddi	ys rajashekar reddy
వైకుంఠ	vaikuntha	vaikunta
వైఖరిని	attieksme	behaviour
వైజ్ఞానిక	zinātne	science
వైటేసి	vitaceae	vitacease
వైట్	balts	white
వైదిక	vēdu	religious teaching
వైద్య	medicīniskā	hospital
వైద్యం	ārstnieciskā	treatment
వైద్యశాస్త్రం	medicīna	medicine
వైద్యులు	ārsti	doctors
వైపరీత్యాలు	katastrofas	calamities
వైపు	uz	that side
వైపుకు	uz	towards
వైపున		direction
వైపులా	sānu	sides
వైభవంగా	ekspozīcija	grandly
వైమానిక	gaiss	aero
వైరం	sāncensība	enmity
వైరల్	vīrusu	viral
వైరస్	vīruss	virus
వైరస్ల	vīrusi	virus
వైరస్లు	vīrusi	viruses
వైరస్‌ను	vīruss	virus
వైరస్‌ల	vīrusi	of viruses
వైరస్‌లను	vīrusi	viruses
వైరస్‌లలో	vīrusi	in viruses
వైరస్‌లు	vīrusi	viruses
వైరా	viera	vira
వైల్డ్	savvaļas	wild
వైవాహిక	precējies	married
వైవిధ్యం	daudzveidība	versaltile
వైవిధ్యమైనది	daudzveidīga	awesome
వైశాఖ	vaisakha	vishaka
వైశాల్యం	apgabals	width, breadth, extent
వైశాల్యంలో	apgabals	in area
వైశాల్యము	apgabals	area
వైష్ణవ	vaišnava	vaishnava
వొత్తిడి	spēks	pressure
వోటు	balso	vote
వ్యంగ్య	ironija	vyangya
వ్యక్తం	izsakot	announce
వ్యక్తి	persona	person
వ్యక్తికి	persona	to the person
వ్యక్తిగతంగా	personīgi	individuality
వ్యక్తిగా	persona	as a person
వ్యక్తిత్వం	personība	charecter
వ్యక్తిత్వాన్ని	personība	personality
వ్యక్తిని	persona	person
వ్యక్తుల	cilvēki	persons
వ్యక్తులు	cilvēki	persons
వ్యతిరేక	anti	revolt
వ్యతిరేకంగా	pret	opposite
వ్యతిరేకత	opozīcija	opposition
వ్యతిరేకతను	opozīcija	the opposition
వ్యతిరేకించారు	pretstatā	opposed
వ్యత్యాసం	atšķirība	difference
వ్యభిచారం	laulības pārkāpšana	prostitution
వ్యయం	izdevumi	period
వ్యర్ధాలను	atkritumi	wastes
వ్యర్ధాలు	atkritumi	wastage
వ్యవసాయ	lauksaimniecība	agricultural
వ్యవసాయం	lauksaimniecība	agricultural
వ్యవసాయదారుడు	kultivators	formar
వ్యవసాయానికి	lauksaimniecība	for agriculture
వ్యవస్థ	sistēma	devision
వ్యవస్థకు	sistēma	to the system
వ్యవస్థగా	sistēma	organization
వ్యవస్థను	sistēma	system of
వ్యవస్థల	sistēmas	institutions
వ్యవస్థలకు	sistēmas	organisation
వ్యవస్థలను	sistēmas	different groups
వ్యవస్థలలో	sistēmas	society
వ్యవస్థలు	sistēmas	organisations
వ్యవస్థలో	sistēma	in the congregation
వ్యవస్థలోని	sistēma	in the system
వ్యవస్థల్లో	sistēmas	in the system
వ్యవస్థాపక	pārvaldīšana	establishment
వ్యవహరిస్తారు	ārstēts	behaving
వ్యవహరిస్తున్నారు	ir	behaving
వ్యవహారం	darījumi	behaviour
వ్యవహారాల	lietas	affairs
వ్యవహారాలను	darījumi	work
వ్యవహారాలలో	darījumi	affairs
వ్యాకరణ	gramatika	grammar
వ్యాకరణం	gramatika	grammar
వ్యాఖ్యలను	komentāri	statements
వ్యాఖ్యలు	komentāri	statements
వ్యాఖ్యానం	komentārs	historry
వ్యాఖ్యానము	komentārs	speech
వ్యాధి	slimība	decease
వ్యాధితో	slimība	with disease
వ్యాధిని	slimība	desease
వ్యాధుల	slimības	diseases
వ్యాధులను	slimības	diseases
వ్యాధులలో	slimība	diseases
వ్యాధులు	slimības	diseases
వ్యాపార	bizness	business
వ్యాపారం	bizness	vyaapaaram
వ్యాపారంలో	bizness	in business
వ్యాపారానికి	bizness	for business
వ్యాపించి	izplatība	spread
వ్యాపించింది	izplatība	spreaded
వ్యాపించినది	tas bija	covered
వ్యాప్తంగా	apkārt	vyapthamga
వ్యాప్తి	pārklājums	prevail
వ్యాప్తికి	izplatība	spreads
వ్యాలీ	ieleja	vyali
వ్యావహారిక	bizness	in use
వ్యాస	diametrs	essay
వ్యాసం	raksts	article
వ్యాసంలో	raksts	in essay
వ్యాసము	raksts	essay
వ్యాసార్ధము	rādiuss	vyasam
వ్యాసాల	raksti	essay
వ్యాసాలు	raksti	articles
వ్యాసుడు	vjasa	the name of the saint who wrote mahabharatha
వ్యుత్పత్తి	etimoloģija	development
వ్యోమగామి	astronauts	astronomist
వ్రత	ceremonija	to observe silence or fasting for a certain period to conquer the senses
వ్రతం	uzmanīgi	a multitude
వ్రాత	rakstīšana	writing, scripting
వ్రాయడం	rakstīšana	writing
వ్రాయడానికి	raksti	to write
వ్రాయబడింది	rakstīts	was written
వ్రాయబడ్డాయి	rakstīts	written
వ్రాలాడు	vraladu	hang
వ్రాశాడు	uzrakstīja	written
వ్రాశారు	uzrakstīja	written
వ్రాసాడు	uzrakstīja	written
వ్రాసారు	uzrakstīja	wrote
వ్రాసి	raksti	written
వ్రాసిన	rakstīts	written
వ్రాసినాడు	uzrakstīja	written
వ్లాదిమిర్	vladimirs	vladimir
శ	s	century
శంకర	šankars	sankara
శంకరమంచి	sankaramanci	shankaramanchi
శంకరాచార్యుడు	shankaracharya	shankaracharya
శంకరాచార్యులు	shankaracharya	shankaraacharylu
శంకరుడు	sankara	shankar, lord shiva
శంకరుని	sankara	lord shiva's
శంకరునికి	sankara	to shankar
శంకరులు	sankara	sankars
శంకర్	šankars	shankar
శంఖ	gliemene	coral
శకం	laikmets	century
శకునం	augusts	occasion
శక్తి	enerģija	power
శక్తికి	jauda	to his power
శక్తిగా	jauda	powerful
శక్తితో	jauda	with power
శక్తివంతమైన	jaudīgs	powerful
శక్తీ	enerģija	power
శక్తుల	spēki	energy
శక్తులను	pilnvaras	powers
శక్తులు	pilnvaras	powers
శతకం	gadsimts	hundred
శతకము	definīcija	poem
శతపాదులు	simtkājis	animals
శతాబ్ద	gadsimts	centurian
శతాబ్దం	gadsimts	century
శతాబ్దంలో	gadsimts	decade
శతాబ్దపు	gadsimts	century
శతాబ్దము	gadsimts	100 years
శతాబ్దములో	gadsimts	in the century
శతాబ్దాల	gadsimtiem	centuries
శతాబ్దాలలో	gadsimtiem	in centuries
శతాబ్దాలు	gadsimtiem	centuries
శతాబ్ది	gadsimts	century
శతాబ్ధం	gadsimts	century
శతాబ్ధంలో	gadsimts	decade
శతాబ్ధపు	gadsimts	century
శత్రు	ienaidnieks	enemy
శత్రువు	ienaidnieks	enemy
శత్రువుల	ienaidnieki	opposition
శత్రువులు	ienaidnieki	enemies
శనగ	zemesrieksts	peanut
శని	saturns	god, planet, saturday
శనివారం	sestdien	saturday
శనీశ్వర	shaneeswara	saneeswara
శనీశ్వరుడు	šanisvara	god of sani
శబరి	sabari	shabari
శబ్ద	skaņa	sound
శబ్దం	skaņa	sound
శబ్దాలను	izklausās	sounds
శరీర	korpuss	body parts
శరీరం	korpuss	body
శరీరంలో	ķermenis	in body
శరీరంలోని	ķermenis	body
శరీరము	korpuss	body
శరీరానికి	ķermenis	to the body
శరీరాన్ని	korpuss	body
శర్మ	šarma	sharma
శవాన్ని	ķermenis	dead body
శాంతి	miers	peace
శాంతిని	miers	peace
శాంతియుతంగా	mierīgi	peacefully
శాఖ	karstums	department
శాఖా	filiāle	department
శాటిలైట్	satelīts	satellite
శాతం	procenti	percentage
శాతకర్ణి	satakarni	shathakarna
శాతవాహన	šatavahana	sathavana
శాతవాహనుల	satavahana	sathavahanulu
శాతవాహనులు	satavahanas	sātavāhana dynasty
శాన్	san	shan
శారద	šārda	sarada
శారదా	šārda	sarada
శారీరక	fiziskā	physically
శాశ్వత	pastāvīgs	permanent
శాశ్వతమైన	mūžīgais	permanent
శాసన	likumdošana	ruling
శాసనం	edikts	edict
శాసనము	lāči	statute
శాసనసభ	n	assembly
శాసనసభకు	montāža	to lower house
శాసనసభలో	montāža	in the assembly
శాసనసభా	parlamentārais	constituency
శాసనాల	statūti	statutes
శాసనాలు	uzraksti	laws
శాస్త్ర	zinātne	scientific
శాస్త్రం	zinātne	science
శాస్త్రంలో	iekšā	in science
శాస్త్రజ్ఞుడు	zinātnieks	scientist
శాస్త్రజ్ఞుల	zinātnieki	scientists
శాస్త్రజ్ఞులు	zinātnieki	scientist
శాస్త్రము	zinātne	science
శాస్త్రములో	zinātne	in the scripture
శాస్త్రవేత్త	zinātnieks	scientist
శాస్త్రవేత్తల	zinātnieki	of scientists
శాస్త్రవేత్తలు	zinātnieki	scientist
శాస్త్రానికి	zinātne;	science
శాస్త్రాన్ని	zinātne	science
శాస్త్రాలలో	zinātne	sciences
శాస్త్రాలు	zinātnes	sciences
శాస్త్రి	šastri	sastry
శాస్త్రీయ	zinātniskā	scientific
శాస్త్రీయంగా	zinātniski	scientific
శిక్ష	notiesāts	punishment
శిక్షణ	apmācība	training
శిక్షణా	apmācība	training
శిక్షలు	sodi	punishments
శిఖరం	virsotne	peak
శిఖరము	samits	minar
శిలలు	klintis	stones
శిలా	akmens	stone
శిలాజాలు	fosilijas	fossi
శిలీంధ్రాలు	sēnītes	fungus
శిల్ప	skulptūra	statue
శిల్పం	skulptūra	statue
శిల్పకళ	skulptūra	rock arts
శిల్పాలలో	skulptūras	in idols
శిల్పాలు	skulptūras	statues
శిల్పి	tēlnieks	sculpture
శివ	šiva	lord shiva
శివరాత్రి	šivaratri	shiv ratri (night comes in february and march)
శివాజీ	šivaji	sivaji (its a king name)
శివాజీని	šivaji	shivaji
శివార్లలో	priekšpilsētās	on the outskirts
శివుడి	šiva	for siva
శివుడిని	šiva	siva
శివుడు	šiva	infant
శివుని	šiva	lord siva
శివునికి	šiva	to siva
శిశువు	bērniņš	an infant
