$  	dollar təşkil edib	dollar
szerep	rolu	role
szerepe	rolu	role of sy/sg
szerepel	içində	included
szerepelnek	daxil edilmişdir	play
szerepelt	nümayiş etdirilib	appeared
szerepet	rolu	role
szerephez	rolu	role
szereplő	içində	appearing
szereplői	aktyorlar	players
szereplője	aktyor	player
szereplők	aktyorlar	actors
szereplőt	aktyorlar	player
szerepében	rolu	in role of
szerepére	rolu	the role
szerepét	rolu	role of sy
szerepük	rolu	role
szeret	sevgi	love
szeretet	sevgi	love
szereti	sevir	love
szeretne	olardı	would like
szeretné	istəmək	would like
szerette	sevdi	did like
szerették	sevdi	wanted
szerez	qazanc	gets
szerezni	almaq	to take
szerezte	qazandı	acquired
szereztek	əldə edilmişdir	obtained
szerint	tərəfindən	according to
szerinte	ona görə	according to
szerinti	of	numerical
szerintük	düşün	according
szerk	redaktə edin	editor
szerkesztett	tikilmiş	edited
szerkesztette	redaktə edildi	edited
szerkesztő	redaktor	editor
szerkesztői	redaksiya	editorial
szerkesztője	redaktor	editor
szerkesztők	redaktorları	editors
szerkezet	quruluşu	structure
szerkezete	quruluşu	structure of
szerkezetet	quruluşu	structure
szerkezeti	struktur	structural
szerkezetű	quruluşu	inconsistent examples (translations in order: mechanism, construction, construction)
szerszám	vasitə	utensil
szert	qazanc	got
szerte	ətrafında	all over
szerv	bədən	organ
szerva	xidmət etmək	serve
szerve	cisimlər	organ
szervek	cisimlər	instruments
szerves	üzvi	organic
szervez	təşkil etmək	organize
szervezet	təşkilat	organization
szervezetben	bədən	body
szervezete	təşkilat	organization
szervezetek	təşkilatlar	organizations
szervezetet	təşkilatlar	organization
szervezeti	təşkilati	organizational
szervezett	mütəşəkkil	setted
szervezte	mütəşəkkil	organized by
szerveztek	mütəşəkkil	organized
szervezésében	tərəfindən təşkil olunmuşdur	in the organization of
szerzetes	rahib	monk
szerzetesek	rahiblər	monks
szerzett	əldə	acquired
szerző	müəllif	author
szerződés	müqavilə	contract
szerződésben	razılaşma	in the treaty
szerződést	müqavilələr	contract
szerzői	müəllif	authors of sg
szerzője	müəllif	author of sg
szerzők	müəlliflər	authors
szeráf	seraf	seraf
szerény	təvazökar	modest
szetter	setter	setter (type of dog)
szex	cinsi	sex
szexualitás	cinsəllik	sexuality
szexuális	cinsi	sexual
szezon	mövsüm	season
szezonban	mövsüm	in a season
szezont	mövsüm	season
szibériai	sibir	siberian
szicíliai	sisili	sicilian
sziget	ada	island
szigete	ada	island
szigetei	adalar	's islands
szigetek	adaları	islands
szigeten	ada	on the island
szigetet	ada	island
szigeti	insular	island
szigetre	ada	to island
szigetén	ada	on the island of
szigetét	adası	island
szigorú	sərt	strict
szigorúan	ciddi şəkildə	rigorously
szilveszter	yeni il ərəfəsi	sylvester
szilágyi	szilágyi	szilágyi
szilárd	bərk	szilárd (feorename)
szimbolikus	simvolik	symbolic
szimbólum	simvolu	symbol
szimbóluma	simvolu	symbol
szimfonikus	simfonik	symphonic
szimfónia	simfonik	symphony
szinkronhangja	səs	voiced by
szinkronizálva	sinxronizasiya olunur	dubbed
szint	səviyyə	level
szinte	təxminən	almost
szinten	həmçinin	level
szintje	səviyyələri	level
szintjén	səviyyələri	on the level of
szintre	səviyyələri	on a level
szintén	həmçinin	also
szintű	səviyyələri	level
szinusz	sine	sinus
szkandium	skandium	scandium
szlovák	slovak	slovakian
szlovákia	slovakiya	slovakia
szlovákiai	slovakiya	slovacian
szlovákiában	slovakiyada	in slovakia
szlovákok	slovaklar	slovaks
szlovén	sloven	slovenian
szlovénia	sloveniya	slovenia
szláv	slavyan	slavic
szlávok	slavyanlar	slavs
szobor	heykəli	statue
szobra	heykəl	(its) statue
szobrok	heykəllər	statues
szobrot	heykəli	statue
szobrász	heykəltəraş	sculptor
szobrászat	heykəl	sculpture
szobrászművész	heykəltəraş	sculptor
szobrát	heykəli	statue
szocialista	sosialist	socialist
szocializmus	sosializm	socialism
szociológia	sosiologiya	sociology
szociológiai	sosioloji	sociological
szociáldemokrata	sosial demokrat	social democrat
szociális	sosial	social
szoftver	proqram təminatı	sofware
szoftverek	proqram təminatı	software
szokatlan	qeyri-adi	unusual
szokott	istifadə etdi	used
szokták	alışdı	use to
szokás	vərdiş	practice
szokások	vərdişləri	habits
szokásos	adi	usual
szolgál	xidmət etmək	serve
szolgálat	xidmət	service
szolgálati	heyət	service
szolgálatot	xidmət	service
szolgálatában	xidməti	in service of
szolgálja	xidmət edir	serve
szolgálnak	xidmət etmək	(they) serve
szolgált	xidmət etdi	served
szolgáltak	xidmət etdi	served
szolgáltatás	xidmət	service
szolgáltatások	xidmətlər	services
szolgáltató	provayder	supplier
szolgáló	xidmət edir	serving
szolnok	szolnok	szolnok
szolnoki	szolnok	of szolnok (in this example it is a surname)
szolnokon	szolnok	szolnok
szombathely	szombathely	szombathely
szombathelyi	szombathely	from szombathely
szomorú	kədərli	sad
szomszéd	qonşu	neighbour
szomszédos	bitişik	neighboring
szomszédságában	qonşuluq	in the neighborhood of
szonda	zond	spacecraft
szor	saç	times
szoros	sıx	close
szorosan	yaxın	tight
szorul	sıxır	needs
szorult	sıx	needed
szovjet	sovet	soviet
szovjetek	sovetlər	soviets
szovjetunió	sovet i̇ttifaqı	soviet union
szovjetunióban	ssri̇	in the soviet union
sztálin	stalinizm	stalin
szubjektív	subyektiv	subjective
szultán	sultan	sultan
szumátra	sumatra	sumatra
szurkolói	tərəfdarları	fans of
szurkolók	barmaqlar keçdi	fans
szájpad	damaq	gums
szálasi	szálasi	szalasi
száll	uçmaq	take the field
szállt	torpaqladı	occupied
szálltak	torpaqladı	landed
szállított	verilir	delivered
szállították	nəql olunur	transported
szállító	təchizatçı	carrier, carrying, transporter, transporting, transferring
szálló	otel	hotel
szám	mahnı	number
száma	nömrə	number of sy/sg
számban	nömrə	in numbers
számmal	nömrə	with number
számok	nömrələri	numbers
számokat	rəqəmlər	numbers
számolt	bildirildi	counted
számon	yox.	keep on recod
számos	çoxu	several
számot	nömrə	number
számottevő	xeyli	relevant
számtalan	saysız	innumerous
számuk	onların sayı	(their) number of
számukra	onları	for them
számvitel	mühasibat uçotu	accounting
számában	nəşr	(in a later) issue (of)
számának	nömrə	th number of sg
számára	üçün	for them
számát	nömrə	number
számít	hesablamaq	counts
számítanak	saymaq	count
számítani	hesablamaq	count
számított	hesablanır	calculated
számítottak	gözlənilir	counted on
számítva	saymaq	calculated
számító	hesablayır	calculated
számítógép	kompüter	computer
számítógépek	kompüterlər	computers
számítógépes	kompüter	computer
számú	yox.	number
szándéka	niyyət	intention
szándékos	qəsdən	intentional
szándékosan	qəsdən	deliberately
szánt	təyin	meant
szánta	nəzərdə tutulmuşdur	determined
szánták	nəzərdə tutulmuşdur	meant him to
szántó	şumlamaq	szántó=last name - szántó=ploughland
száraz	quru	dry
szárazföld	torpaq	mainland
szárazföldi	torpaq	continental
szárazföldön	torpaq	land
származik	mənşəli	originate
származnak	gəlmək	originate
származott	gəldi	originated
származása	mənşəli	origin
származású	əcdad	ancestry
származó	əldə	originary
szász	sakson	sasson
száz	yüz	hundred
század	əsr	century
században	əsr	in the century
századforduló	əsrin növbəsi	turn of the century
századi	əsr	century
százezer	lax	hundred thousand
széchenyi	széchenyi	széchenyi
székely	szekely	szekely
székelyek	szekely	transylvanian inhabitants
székelyföld	szekler torpaq	székely land
székelyföldi	székelyföld	transylvanian
székelyföldön	szekler torpaq	in transylvania
székelymagyar	macar szekely	transylvanian hungarian
székelység	székely	székelys
székesegyház	kafedral	cathedral
székesegyházban	katedral	cathedral
székesfehérvár	székesfehérvár	székesfehérvár
székhely	oturacaq	seat
székhelye	qərargah	center of sy/sg
szél	külək	wind
széles	geniş	wide
szélesebb	daha geniş	wider
szélessége	genişlik	width of sg
szélességi	eni	latitude
szélső	həddindən artıq	extreme
szélsőséges	ekstremist	extreme
szélén	selen	selene
szén	kömür	coal
széndioxid	karbon qazı	carbon dioxide
szép	gözəl	beautiful
szépirodalmi	uydurma	literary
szépirodalom	ədəbiyyat	polite literature
szépművészeti	təsviri sənət	of the fine arts
szépség	gözəllik	beauty
szét	ayrı	away
szín	rəngi	color
színben	rənglər	(in) color
színe	rəngi	colour
színeiben	rənglər	color
színek	rənglər	colours
színeket	rənglər	colours
színes	rəngarəng	colourful
színhelye	səhnə	scenes of sg
színház	teatr	theater
színházak	teatrlar	theatres
színházban	teatr	in a theater
színházi	teatr	theatrical
színmű	színmű	drama
színpadi	teatr	theatrical
színpadon	səhnə	on the stage
színpadra	səhnə	to the stage
színre	rəngi	to view
színt	səviyyə	color
színvonalú	keyfiyyət	of a level
színész	aktyor	actor
színészek	aktyorlar	actors
színészi	i̇span	theatrical
színésznő	aktrisa	actress
színű	rənglidir	of colour
szív	ürək	heart
szíve	ürək	heart
szívesen	həvəslə	with pleasure
szó	hörmək	word
szóba	otaq	inconsistent examples (szóba áll=talk to - szóba kerül=came up)
szóban	şifahi olaraq	in word
szóból	söz	word
szócikk	məqalə	content
szócikkek	məqalələr	word articles
szójegyzék	lüğət	glossary
szól	danışmaq	be about
szólal	səs	sound
szólnak	danışmaq	ring
szólt	şərh etdi	in favor of
szólította	çağırır	called
szóló	solo	saying
szórakoztató	əyləncəli	entertaining
szót	söz	word
szótár	lüğət	dictionary
szótárak	lüğətlər	dictionaries
szóval	belə ki	with word
szög	bucaq	angle
szörnyű	dəhşətli	terrible
szöveg	mətn	text
szövege	mətn	text
szöveget	mətn	script
szövegkönyvet	mətn kitabları	text books
szövegét	mətn	text
szövetség	əhd	alliance
szövetsége	federasiya	alliance of
szövetséges	müttəfiq	ally
szövetségesek	müttəfiqlər	allies
szövetséget	ittifaq	alliance
szövetségi	federal	federal
szúnyogkapófélék	qarğıdalı	poliptilidae
szükség	ehtiyac	need
szüksége	ehtiyac	need
szükséges	tələb olunur	necessary
szükségessé	zəruri	neccessary
szül	ayı	bears
szülei	valideynlər	parents of
született	doğulub	born
születik	doğulur	born
születtek	doğulub	were born
születés	doğuş	birth
születése	doğuş	birth of
születésekor	doğuş	at birth
születési	doğuş	birth-
születéskor	doğuş	at birth
születésnapja	ad günü	birthday
születésének	doğuş	it's birth
születésű	doğulub	born
szülés	uşaq doğuşu	birth
szülőháza	doğum yeri	birthplace
szülők	valideynlər	parents
szünet	fasilə	break
szürke	boz	grey
szürkület	qaranlıq	dawn
szőke	sarışın	blonde
szőlő	solo	grape
szőlőrigó	qırmızı	turdus iliacus
szűk	dar	narrow
szűkebb	dar	narrower
szűnt	yoxa çıxdı	stopped
szűz	bakirə	virgin
sámuel	samuel	samuel
sándor	alexander	sándor
sándorral	sandor	with sándor
sándort	sandor	sándort (forename)
sárga	sarı	yellow
sárkány	əjdaha	dragon
sátán	şeytan	satan
sáv	turşu	band
são	são	sao
séf	aşpaz	chef
sérült	yaralananlar	wounded
sérülése	zədə	injury of
sérülések	xəsarətlər	injuries
sérüléseket	xəsarətlər	injuries
síita	şiə	sita (religious group)
sík	düz	flat
síkság	düzənlik	plain
síremléke	qəbir	tomb
sírfelirat	epitaf	inscription
sírja	məzar	his grave
sólyom	şahin	hawk
sós	sos	salty
sóska	otqulağı	garden sorrel
sör	sıra	beer
sörök	satırlar	beers
sötét	qaranlıq	dark
sötétebb	qaranlıq	darker
sötétség	qaranlıq	darkness
sújtotta	vurdu	struck
súlya	onun çəkisi	weight of
súlyos	ciddi	heavy
súlyosabb	ciddi	more serious
súlyosan	ağır	seriously, severely
sült	qovurmaq	baked
sőt	üstəlik	even
sűrű	sıx	dense
sűrűn	sıx	frequently
sűrűség	sıxlığı	consistence
sűrűsége	sıxlığı	density of sg
tag	geniş	member
tagja	üzvü	member of sg
tagjai	üzvləri	members
tagjainak	üzvləri	members
tagjait	üzvlər	members
tagjaként	üzv kimi	member
tagjának	üzvü	member
tagját	üzvü	member of
tagjává	üzvü	member
tagok	üzvləri	members
tagolt	diktə etmək	divided
tagállamok	üzv dövlətlər	member states
tajvan	tayvan	taiwan
taktikai	taktiki	tactician
takács	toxucu	takacs
talaj	torpaq	soil
talajon	torpaq	ground
tallium	talium	thallium
talál	tapmaq	finds
találhatunk	tapdı	we can find
található	içində	can be found
találhatóak	haqqında	can be found
találhatók	tapdı	located
találja	tapır	find
találják	tapmaq	find
találkozhatunk	görüşə bilərik	meet
találkozik	rast gəlmək	meet
találkozott	görüşdü	meeting
találkoztak	onlar görüşdü	met
találkozó	görüş	meeting
találnak	tapmaq	found
találni	tapmaq	find
talált	tapdı	found
találta	tapdı	found
találtak	tapdı	(they) found
találták	tapdı	found
találunk	tapmaq	we find
talán	ola bilər	maybe
tamás	tomas	thomas
tanait	şərtlər	doctrines
tandíj	təhsil haqqı	tution fee
tangarafélék	tanagər	thraupidae (class of birds)
tankönyvkiadó	dərslik naşiri	textbook publishers
tanulmány	öyrənmək	study
tanulmányai	tədqiqatlar	's studies
tanulmányait	tədqiqatlar	studies
tanulmányok	tədqiqatlar	studies
tanulmányozta	oxudu	studied
tanulmányozása	təhsil alır	study
tanulni	öyrənmək	to study
tanult	öyrəndi	studied
tanuló	öyrənən	student
tanács	nəsihət	council
tanácsa	heyət	council of
tanácsadó	məsləhətçi	adviser
tanácsköztársaság	sovet respublikası	soviet republic
tanácsok	tövsiyələr	advice
tanár	müəllim	teacher
tanára	professor	his teacher
tanári	tədris	tutor
tanított	öyrətdi	teaching
tanította	öyrədilmiş	taught
tanítványa	şagird	his student
tanítványai	tələbələr	apprentices of sy
tanítás	tədris	teaching
tanítása	tədris	theorems of
tanúi	şahid	witnesses
tanúsága	şou	witnessing
tanúsított	təsdiqlənib	gave evidence of
tapasztalat	təcrübə	experience
tapasztalatok	təcrübələr	experiences
tapasztalható	təcrübəli	sensible
tapasztalt	təcrübəli	experienced
tarantino	tarantino	tarantino
tart	tutun	runs
tartalma	məzmunu	content
tartalmaz	ehtiva edir	contains
tartalmaznak	ehtiva edir	contain
tartalmazott	ehtiva edir	contained
tartalmazta	ehtiva edir	contained
tartalmazza	daxil edilmişdir	contain
tartalmazzák	ehtiva edir	contains
tartalmazó	ilə	containing
tartalmú	məzmunu	content
tartalom	məzmunu	content
tartanak	keçirilməlidir	keep
tartani	saxlamaq	keep
tartja	tutur	holds
tartják	hesab olunur	(they) hold
tartomány	vilayət	province
tartományban	vilayət	province
tartományi	vilayət	provincial
tartományok	əyalətlər	ranges
tartományt	vilayət	province
tartott	keçirilib	last
tartotta	keçirilib	held
tartottak	keçirilib	held
tartották	bu idi	held
tartozik	məxsusdur	belongs to
tartoznak	aiddir	pertain
tartozott	aid idi	belonged
tartoztak	mənsub idilər	belonged
tartozó	üçün	belonging
tartva	saxlamaq	afraid of
tartása	saxlamaq	position
tartó	sahibi	lasting
tartós	davamlıdır	durable
tartózkodott	qaldı	stayed
tartózkodása	qalmaq	stay
tartózkodó	rezident	on
tatár	tatar	tartar
tatárjárás	monqol istilası	tatar raid
tatárok	tatarlar	tar(r)tars
tava	göl	lake
tavak	göllər	lakes
tavasszal	yazda	spring
tavasz	bahar	spring
tavaszi	bahar	spring
taylor	taylor	taylor
te	sən	you
tea	çay	tea
teatro	teatro	institute name
technika	texnika	technics
technikai	texniki	technical
technikák	texnikalar	technologies
technikát	texnika	technique
technológia	texnologiya	technologie
technológiai	texnoloji	technology
ted	ted	ted
tegye	etmək	make
tehetséges	istedadlı	talented
tehetségét	istedadlar	talent
tehető	keçirilməlidir	be
tehát	belə ki	so
tej	süd	milk
tekercs	coil	roll
tekint	baxmaq	regards
tekintenek	hesab olunur	considered
tekinteni	sayılır	considered
tekintetben	hörmət	in an aspest
tekintett	hesab olunur	considered
tekintette	hesab olunur	regarded (as)
tekintettel	görünüşü	regard (to)
tekintették	hesab olunur	was considered
tekintetében	hörmətlə	in the relation of
tekinthető	nəzərə alın	can be considered
tekinthetők	nəzərə alın	could be regarded as
tekinti	düşünmək	regards (as)
tekintik	hesab olunur	consider
tekintve	nəzərə alaraq	regarding
tekintélyes	nüfuzlu	in respect
tele	dolu	full
telefon	telefon	phone
telek	çox	plot
teleki	teleki	teleki
telepedett	məskunlaşmışdır	settled
telepedtek	məskunlaşmışdır	settled
telepesek	məskunlaşanlar	settlers
telepített	quraşdırılıb	settled
települt	məskunlaşmışdır	settled
település	qəsəbə	settlement
települése	yaşayış məntəqələri	settlement of
települései	yaşayış məntəqələri	settlements of
települések	yaşayış məntəqələri	settlements
településeken	yaşayış məntəqələri	on settlements
településen	qəsəbə	settlement
települést	qəsəbə	settlement
televízió	televiziya	television
televíziós	televiziya	tv-
teli	qış	full
teljes	tamamlandı	complete
teljesen	tamamilə	fully
teljesített	ifa olunur	performed
teljesítmény	performans	performance
teljesítménye	güc	performance
teljesítményt	güc	performance
telt	dolu	passed
temesvár	timisoara	timisoara
temesvári	timisoara	from temesvár (location)
temették	dəfn edilmişdir	buried
temető	qəbiristanlıq	cemetary
temetőben	qəbiristanlıq	cemetery
templom	məbəd	church
temploma	məbəd	temple
templomban	kilsə	in church
templomi	kilsə	church
templomok	məbədlər	churches
templomot	kilsə	temple
tengely	ox	axle
tenger	dəniz	sea
tengeralattjáró	sualtı qayıq	submarine
tengeralattjárók	sualtı qayıqlar	submarines
tengerbe	dəniz	into the sea
tengeren	dənizdə	on sea
tengerentúli	xarici	overseas
tengeri	dənizçilik	high sea
tengerpart	çimərlik	coast
tengerparti	dənizkənarı	coastal
tengerparton	dəniz sahili	on the coast
tengerszint	dəniz səviyyəsi	sea level
tenisz	tennis	tennis
teniszező	tennis	tennis player
tenke	tenke	name of a city
tenni	etmək	make
tennis	tennis	tennisz
teodicea	teodisik	theodicy
teológia	ilahiyyat	theology
teológiai	teoloji	theological
tere	tere	sqaure
teremtett	yaradılmışdır	created
teret	boşluq	square
terhes	hamilə	pregnant
terhesség	hamiləlik	pregnancy
terjed	yayılma	extends to
terjedt	yayılma	spread
terjedő	üçün	extending
terjesztette	təqdim etdi	spread
termelnek	istehsal edir	produce
termelt	istehsal olunur	produced
termelés	istehsal	production
termelése	istehsal	production of
termelési	istehsal	of production
termék	məhsul	product
terméke	məhsullar	products
termékei	məhsullar	its products
termékek	məhsullar	products
termékeny	bərəkətli	production activities
természet	təbiət	nature
természetben	təbiətdə	in the nature
természete	təbiət	natore of sy/sg
természetes	təbii	natural
természetesen	təbii olaraq	naturally
természetfeletti	möcüzəli	supernatural
természeti	təbii	natural
természettudományi	təbiət elmləri	science
természetvédelem	təbiəti qorumaq	protection of the environment
természetvédelmi	konservasiya	conservation
terrier	teriyer	terrier
terry	terri	terry
terv	plan	plan
terve	dizayn	plan of
tervei	planlar	plans of
terveit	planlar	plans of sy
tervek	planlar	plans
terveket	planlar	plans
tervet	plan	plan
tervezett	planlaşdırılır	planned
tervezte	planlaşdırılır	planned
tervezték	dizayn edilmişdir	planned
tervét	plan	plan
terápia	terapiya	therapy, treatment
terén	meydanda	square
teréz	isteriya	teréz (forename)
terézia	theresia	teresa
terül	bu	lies
terület	sahəsi	area
területe	sahə	area of
területei	sahələr	areas of
területein	sahələr	territory
területeinek	sahələr	areas of
területeit	sahələr	(its) territories
területek	sahələr	territories
területeken	sahələr	on regions
területeket	sahələr	areas
területekre	sahələr	territory
területekről	sahələr	from areas
területen	sahəsi	area
területet	sahəsi	area
területi	ərazi	regional
területre	sahəsi	on a territory
területén	ərazi	(on its) territory
területének	ərazi	area of
területére	ərazi	on the territory of
területéről	dən	from the territory of
területét	ərazi	(its) region
területű	sahəsi	area
tesla	tesla	tesla
test	bədən	body
teste	bədəni	body
testek	cisimlər	bodies
testet	bədən	body
testi	fiziki	physical
testvér	qardaşı	sibling
testvére	qardaşı	brother
testvérei	qardaşları	siblings
testvérek	qardaşlar və bacılar	brothers
testvérvárosai	qardaş şəhərlər	sister cities
testét	bədəni	body
testület	bədən	corporation
tesz	etmək	did
teszi	etmək	to
teszik	etmək	put
tesznek	onlar	put
teszt	test	test
tetején	ən yuxarda	on top
tetrakain	tetrakain	tetracain
tetszett	xoşuma gəldi	sy liked sg
tetszik	kimi	like
tetszőleges	hər hansı	arbitrary
tette	etdi	put
tettek	onlar	did
tették	onlar idilər	doing
teutonok	teutonlar	teutonics (ancient germans)
tevékenykedett	işləyib	worked
tevékenység	fəaliyyət	activity
tevékenysége	fəaliyyət	(sy/sg's) activity
tevékenységek	fəaliyyətlər	activities
tevékenységet	fəaliyyət	activities
tevékenységét	fəaliyyət	activities
texas	texaslar	texas
texasi	texas	from texas
textilipar	toxuculuq sənayesi	textiles
teája	çay	tea
teáját	çay	tea
the	the	english word
theory	nəzəriyyə	english word
this	bu	this
thomas	tomas	thomas
thumb|right|px|az	baş barmaq | sağ | px | olan	"not a hungarian word ""thumb"" and ""right"" means ""hüvelykujj"" and ""jobb"", while ""az"" means ""the"""
thököly	thököly	thokoly
ti	sən	you
tibeti	tibet	tibetian
tibor	tibor	tibor
tigris	pələng	tiger
tilalom	qadağan	interdict
till	qədər	not a hungarian word
tilos	icazəli deyildir, izinli deyildir, qadağandır	forbidden
tiltakozott	etiraz etdi	protest
tiltott	qadağandır	forbidden
tim	tim	tim
time	vaxt	time
timeaxis	vaxtaxis	timeaxis
tipikus	tipik	typical
tisza	yu	tisza
tiszt	məmur	officer
tiszta	təmiz	clean
tisztek	zabitlər	officials
tiszteletbeli	fəxri	honorary
tiszteletben	hörmətli	protection of
tisztelete	hörmət	respect os sy/sg
tiszteletére	şərəf	honouring
tisztelt	hörmətli	respected
tisztelték	fəxri	respect
tiszti	məmur	officers'
tisztséget	ofis	function
tisztában	xəbərdar	aware of the
tisztán	aydın	purely
tisztázott	aydın deyil	made clear
titanic	titanik	titanic
titkos	gizli	secret
titkára	katib	secret of
tito	hökmlü	tito
titokban	gizli	in secret
titokzatos	sirli	mysterious
titán	titan	titan
tivadar	tivadar	common first name
tizedik	onuncu	tenth
tizenegy	on bir	eleven
tizenhárom	on üç	thirteen
tizenhét	on yeddi	seventeen
tizenkét	on iki	twelve
tizennégy	on dörd	fourteen
tizenöt	on beş	fifteen
todd	todd	todd
tokaji	tokay	a hungarian brand of wine
toldalék	etiket	suffix
toldi	toldi	toldi
tolkien	tolkien	tolkien
tony	tony	tony
topográf	topoqrafiya	topography
torna	gimnastika	torna
tornán	turnir	on a tournament
tornát	turnir	tournament
torony	qüllə	tower
torres	torres	torres
tovább	sonrakı	further
további	daha	further
továbbiakban	aşağıdakıda	in the future
továbbra	davam edin	still
továbbá	bundan əlavə	furthermore
tradicionális	ənənəvi	traditional
tragikus	faciəli	tragic
tragédia	faciə	tragedy
tragédiája	faciə	tragedy of
transzformátor	transformator	transformator
tranzisztor	tranzistor	transistor
trek	trek	trek
trianoni	trianon	trianon
trója	troya	troy
trójai	trojan	troyan
trón	taxt	throne
trónra	taxt	throne
trónörökös	daupin	heir
trópusi	tropik	tropical
tucat	çoxdur	dozen
tud	bacarmaq	knows
tudat	şüur	consciousness
tudatosan	şüurlu şəkildə	consciously
tudatában	maarifləndirmə	in the conscience of
tudható	aiddir	knowable
tudja	bacarmaq	knows
tudjon	öyrənmək	so he can
tudjuk	biz bilirik	(we) know
tudják	onlar bilirlər	know
tudnak	onlar bilirlər	can
tudni	bilmək	to know
tudom	bilirəm	can
tudomány	elm	science
tudományegyetem	universitet	university of knowledge
tudományok	elmlər	science
tudományos	elmi	scientific
tudomást	öyrəndi	awareness
tudott	məlumdur	could
tudta	bilirdi	could
tudtak	bilərdi	could
tudták	bilərdi	knew
tudunk	biz bilirik	we know
tudás	bilik	knowledge
tudós	alim	scientist
tudósok	alimlər	scientists
tulajdonképpen	əslində	actually
tulajdonképpeni	virtual	properly so called
tulajdonos	sahibi	owner
tulajdonosa	sahibi	owner of
tulajdonsága	əmlak	(its) attribute
tulajdonságai	xassələri	features
tulajdonságait	xüsusiyyətləri	(its) attributes
tulajdonságok	xüsusiyyətləri	characteristics
tulajdonában	sahibdir	in possession of
tupac	tupac	"(""2pac shakur"" - an american rapper, yo!"
turisták	turistlər	turists
turisztikai	turist	tourist
turizmus	turizm	turism
turner	çevirici	turner
turné	tur	tour
turnéja	tur	tour
tutanhamon	tutankhamun	tutankhamun (pharaoh)
tv	tv	tv
typotex	typotex	typotex
tábla	masa	table
táblázat	elektron tablo	table
táblázatban	masa	table
tábor	düşərgə	parts
táborba	düşərgə	to camp
tábornok	ümumi	marshall
tábornokok	generallar	generals
tábornokot	ümumi	general
tábort	düşərgə	camp
tágabb	daha geniş	wider
táj	mənzərə	region
tájak	dekorasiya	landscapes
táján	ətrafında	about
támadt	idi	attacked
támadta	hücum etdi	attacked
támadtak	hücum etdilər	attacked
támadták	hücum etdilər	attacked
támadás	hücum	attack
támadása	hücum	sy's/sg's attack
támadások	hücumlar	attacks
támadást	hücum	attack
támadó	təcavüzkar	offensive
támadók	təcavüzkarlar	attackers
támasztja	dəstək	reinforce
támogatja	dəstəkləmək	support
támogatják	dəstək	support
támogatott	dəstəklənir	supported
támogatta	dəstəklənir	supported
támogatták	dəstəklənir	supported
támogatás	yardım	support
támogatása	dəstək	support
támogatással	dəstək	with support
támogatást	dəstək	support
támogatására	dəstək	support
támogatását	dəstək	support
támogatásával	dəstək	supported
támogató	dəstəkləyən	supporting
támogatói	tərəfdarları	supporters
tánc	rəqs etmək	dance
táplálék	qidalanma	food
tárgy	obyekt	object
tárgya	obyekt	not a stand alone word (vita tárgya=manner of dispute - teóriák tárgya=question of theories)
tárgyak	şeylər	inconsistent examples (translations in order: subjects; objects; objects)
tárgyakat	obyektlər	objects
tárgyalt	danışıqlar aparılır	discussed
tárgyalások	danışıqlar	discussions
tárgyalásokat	danışıqlar	negotiations
tárgyat	obyektlər	theme
tárgyeset	ittihamçı	accusative
tárgyát	mövzu	subject of
tárgyú	qanun	with the subject
társa	yoldaş	partner
társadalmi	sosial	society
társadalom	cəmiyyət	society
társadalomban	cəmiyyət	in the society
társai	digərləri	companions
társas	soyuqqanlı	social
társaság	şirkəti	society
társasági	korporativ	social
társaságában	şirkəti	in sy's company
társulat	şirkəti	society
társult	bağlıdır	associated
távol	uzaqda	far
távolabb	daha uzaqda	far
távolabbi	daha	further away
távoli	uzaq	far-away
távolság	məsafə	distance
távolsági	uzun məsafə	distance
távolságra	dən	distance
távon	müddət	term
távozik	başını çıxartmaq	leave
távozott	getdi	left
távozása	gediş	(his) departure
távú	müddət	distance
téglatest	kuboid	cuboid
tél	qış	winter
télen	qışda	winter
téli	qış	winter
téma	mövzu	theme
témában	mövzusunda	topic
témája	tema	topic of
témájú	temalı	theme
témák	mövzular	themes
témákat	mövzular	themes
témát	tema	topic
tény	fakt	fact
tények	faktlar	facts
tényező	amil	factor
tényezők	amillər	factors
tényleg	həqiqətən	indeed
tényleges	faktiki	actual
ténylegesen	de-fakto	in reality
tér	boşluq	space
térben	fon	in space
téren	meydanda	in square
téri	üzgüçülük	spacial
térkép	xəritə	map
térképe	xəritə	map
térképek	xəritələr	maps
térség	bölgə	place
térségben	bölgə	in the area
térségében	bölgə	in the area of
tért	qayıtdı	changed to
tértek	qayıtdı	turned to
tétel	maddə	item
tétele	edilməsi	the rendering of
téve	dəvə	putting
téves	yalan	false
tévesen	səhvən	wrongly
tífusz	tifo	typhoid
típus	növü	type
típusa	növü	type of
típusai	növləri	types
típusok	növləri	types
típust	növləri	type
típusú	növü	type
tíz	on	ten
tízes	tenner	ten
tó	göl	lake
tól	dən	from
tóth	tóth	toth
több	daha çox	more
többek	daxil olmaqla	such
többen	daha çox	many of
többes	çoxsaylı	multiple
többet	daha çox	more
többféle	bir neçə	multiple
többi	digərləri	further
többiek	digərləri	the rest
többnyire	əsasən	most
többször	dəfələrlə	several times
többszörös	çoxsaylı	severalfold
többség	əksəriyyət	majority
többségben	əksəriyyət	majority
többsége	ən çox	majority
többségi	əksəriyyət	majoritary
többségét	əksəriyyəti	most of
