$  	ps	dollar
szülők	padres	parents
szünet	pausa	break
szürke	gris	grey
szürkület	oscuridad	dawn
szőke	rubio	blonde
szőlő	solo	grape
szőlőrigó	ala roja	turdus iliacus
szűk	estrecho	narrow
szűkebb	estrecho	narrower
szűnt	desaparecido	stopped
szűz	virgen	virgin
sámuel	samuel	samuel
sándor	alejandro	sándor
sándorral	sandor	with sándor
sándort	sandor	sándort (forename)
sárga	amarillo	yellow
sárkány	continuar	dragon
sátán	satán	satan
sáv	ácido	band
são	são	sao
séf	cocinero	chef
sérült	lesionado	wounded
sérülése	lesión	injury of
sérülések	heridas	injuries
sérüléseket	heridas	injuries
síita	chiíta	sita (religious group)
sík	plano	flat
síkság	llanura	plain
síremléke	la tumba	tomb
sírfelirat	epitafio	inscription
sírja	tumba	his grave
sólyom	halcón	hawk
sós	llamada de socorro	salty
sóska	alazán	garden sorrel
sör	fila	beer
sörök	filas	beers
sötét	oscuro	dark
sötétebb	mas oscuro	darker
sötétség	oscuridad	darkness
sújtotta	golpear	struck
súlya	su peso	weight of
súlyos	grave	heavy
súlyosabb	grave	more serious
súlyosan	fuertemente	seriously, severely
sült	asado	baked
sőt	además	even
sűrű	denso	dense
sűrűn	densamente	frequently
sűrűség	densidad	consistence
sűrűsége	densidad	density of sg
tag	ancho	member
tagja	miembro	member of sg
tagjai	miembros de	members
tagjainak	miembros de	members
tagjait	los miembros	members
tagjaként	como un miembro	member
tagjának	miembro	member
tagját	miembro	member of
tagjává	miembro	member
tagok	miembros	members
tagolt	articular	divided
tagállamok	estados miembros	member states
tajvan	taiwán	taiwan
taktikai	táctico	tactician
takács	tejedor	takacs
talaj	suelo	soil
talajon	suelo	ground
tallium	talio	thallium
talál	encontrar	finds
találhatunk	encontró	we can find
található	en	can be found
találhatóak	acerca de	can be found
találhatók	encontró	located
találja	encuentra	find
találják	encontrar	find
találkozhatunk	podemos encontrarnos	meet
találkozik	cruzar	meet
találkozott	reunió	meeting
találkoztak	se conocieron	met
találkozó	reunión	meeting
találnak	encontrar	found
találni	encontrar	find
talált	encontró	found
találta	encontró	found
találtak	encontró	(they) found
találták	encontró	found
találunk	encontrar	we find
talán	tal vez	maybe
tamás	thomas	thomas
tanait	los principios	doctrines
tandíj	cuota de matrícula	tution fee
tangarafélék	tangara	thraupidae (class of birds)
tankönyvkiadó	editor de libros de texto	textbook publishers
tanulmány	estudiar	study
tanulmányai	estudios	's studies
tanulmányait	estudios	studies
tanulmányok	estudios	studies
tanulmányozta	estudió	studied
tanulmányozása	estudiando	study
tanulni	aprender	to study
tanult	aprendido	studied
tanuló	aprendiz	student
tanács	consejo	council
tanácsa	tablero	council of
tanácsadó	consultor	adviser
tanácsköztársaság	república soviética	soviet republic
tanácsok	consejos	advice
tanár	profesor	teacher
tanára	profesor	his teacher
tanári	enseñando	tutor
tanított	enseñado	teaching
tanította	enseñó	taught
tanítványa	discípulo	his student
tanítványai	estudiantes	apprentices of sy
tanítás	enseñando	teaching
tanítása	enseñando	theorems of
tanúi	testigo	witnesses
tanúsága	espectáculo	witnessing
tanúsított	certificado	gave evidence of
tapasztalat	experiencia	experience
tapasztalatok	experiencias	experiences
tapasztalható	experimentado	sensible
tapasztalt	experimentado	experienced
tarantino	tarantino	tarantino
tart	sostener	runs
tartalma	contenido	content
tartalmaz	contiene	contains
tartalmaznak	contiene	contain
tartalmazott	contenido	contained
tartalmazta	contenido	contained
tartalmazza	incluido	contain
tartalmazzák	contiene	contains
tartalmazó	con	containing
tartalmú	contenido	content
tartalom	contenido	content
tartanak	ser retenido	keep
tartani	mantener	keep
tartja	sostiene	holds
tartják	considerado	(they) hold
tartomány	provincia	province
tartományban	provincia	province
tartományi	provincial	provincial
tartományok	provincias	ranges
tartományt	provincia	province
tartott	retenida	last
tartotta	retenida	held
tartottak	retenida	held
tartották	era	held
tartozik	pertenece a	belongs to
tartoznak	pertenecer a	pertain
tartozott	pertenecía a	belonged
tartoztak	pertenecían a	belonged
tartozó	para	belonging
tartva	acuerdo	afraid of
tartása	acuerdo	position
tartó	poseedor	lasting
tartós	durable	durable
tartózkodott	se quedó	stayed
tartózkodása	permanecer	stay
tartózkodó	residente	on
tatár	tártaro	tartar
tatárjárás	invasión mongol	tatar raid
tatárok	tártaros	tar(r)tars
tava	lago	lake
tavak	lagos	lakes
tavasszal	en la primavera	spring
tavasz	primavera	spring
tavaszi	primavera	spring
taylor	taylor	taylor
te	tú	you
tea	té	tea
teatro	teatro	institute name
technika	técnica	technics
technikai	técnico	technical
technikák	tecnicas	technologies
technikát	técnica	technique
technológia	tecnología	technologie
technológiai	tecnológico	technology
ted	ted	ted
tegye	hacer	make
tehetséges	talentoso	talented
tehetségét	talentos	talent
tehető	ser retenido	be
tehát	entonces	so
tej	leche	milk
tekercs	bobina	roll
tekint	mira	regards
tekintenek	considerado	considered
tekinteni	considerado	considered
tekintetben	el respeto	in an aspest
tekintett	considerado	considered
tekintette	considerado	regarded (as)
tekintettel	ver	regard (to)
tekintették	considerado	was considered
tekintetében	con respeto	in the relation of
tekinthető	ser considerado	can be considered
tekinthetők	ser considerado	could be regarded as
tekinti	considerar	regards (as)
tekintik	considerado	consider
tekintve	considerando	regarding
tekintélyes	prestigioso	in respect
tele	completo	full
telefon	teléfono	phone
telek	lote	plot
teleki	teleki	teleki
telepedett	colocado	settled
telepedtek	colocado	settled
telepesek	colonos	settlers
telepített	instalado	settled
települt	colocado	settled
település	asentamiento	settlement
települése	asentamientos	settlement of
települései	asentamientos	settlements of
települések	asentamientos	settlements
településeken	asentamientos	on settlements
településen	asentamiento	settlement
települést	asentamiento	settlement
televízió	televisión	television
televíziós	televisión	tv-
teli	invierno	full
teljes	completar	complete
teljesen	completamente	fully
teljesített	realizado	performed
teljesítmény	actuación	performance
teljesítménye	poder	performance
teljesítményt	poder	performance
telt	completo	passed
temesvár	timisoara	timisoara
temesvári	timisoara	from temesvár (location)
temették	enterrado	buried
temető	cementerio	cemetary
temetőben	cementerio	cemetery
templom	templo	church
temploma	templo	temple
templomban	iglesia	in church
templomi	iglesia	church
templomok	templos	churches
templomot	iglesia	temple
tengely	eje	axle
tenger	mar	sea
tengeralattjáró	submarino	submarine
tengeralattjárók	submarinos	submarines
tengerbe	mar	into the sea
tengeren	en el mar	on sea
tengerentúli	de ultramar	overseas
tengeri	marítimo	high sea
tengerpart	playa	coast
tengerparti	playa	coastal
tengerparton	costa	on the coast
tengerszint	nivel del mar	sea level
tenisz	tenis	tennis
teniszező	tenis	tennis player
tenke	tenke	name of a city
tenni	que hacer	make
tennis	tenis	tennisz
teodicea	teodicea	theodicy
teológia	teología	theology
teológiai	teológico	theological
tere	tere	sqaure
teremtett	creado	created
teret	espacio	square
terhes	embarazada	pregnant
terhesség	el embarazo	pregnancy
terjed	propagar	extends to
terjedt	propagar	spread
terjedő	a	extending
terjesztette	presentada	spread
termelnek	produce	produce
termelt	producido	produced
termelés	producción	production
termelése	producción	production of
termelési	producción	of production
termék	producto	product
terméke	productos	products
termékei	productos	its products
termékek	productos	products
termékeny	fértil	production activities
természet	naturaleza	nature
természetben	en la naturaleza	in the nature
természete	la naturaleza	natore of sy/sg
természetes	natural	natural
természetesen	naturalmente	naturally
természetfeletti	milagroso	supernatural
természeti	natural	natural
természettudományi	ciencias naturales	science
természetvédelem	protección de la naturaleza	protection of the environment
természetvédelmi	conservación	conservation
terrier	terrier	terrier
terry	rizo	terry
terv	plan	plan
terve	diseño	plan of
tervei	planes	plans of
terveit	planes	plans of sy
tervek	planes	plans
terveket	planes	plans
tervet	plan	plan
tervezett	planificado	planned
tervezte	planificado	planned
tervezték	diseñado	planned
tervét	plan	plan
terápia	terapia	therapy, treatment
terén	en la plaza	square
teréz	histéresis	teréz (forename)
terézia	theresia	teresa
terül	es	lies
terület	zona	area
területe	la zona	area of
területei	áreas	areas of
területein	áreas	territory
területeinek	áreas	areas of
területeit	áreas	(its) territories
területek	áreas	territories
területeken	áreas	on regions
területeket	áreas	areas
területekre	áreas	territory
területekről	áreas	from areas
területen	zona	area
területet	zona	area
területi	territorial	regional
területre	zona	on a territory
területén	territorio	(on its) territory
területének	territorio	area of
területére	territorio	on the territory of
területéről	de	from the territory of
területét	territorio	(its) region
területű	zona	area
tesla	tesla	tesla
test	cuerpo	body
teste	su cuerpo	body
testek	cuerpos	bodies
testet	cuerpo	body
testi	físico	physical
testvér	hermano	sibling
testvére	hermano	brother
testvérei	hermanos	siblings
testvérek	hermanos y hermanas	brothers
testvérvárosai	ciudades hermanas	sister cities
testét	su cuerpo	body
testület	cuerpo	corporation
tesz	hacer	did
teszi	hacer	to
teszik	hacer	put
tesznek	ellos	put
teszt	prueba	test
tetején	encima	on top
tetrakain	tetracaína	tetracain
tetszett	me gustó	sy liked sg
tetszik	me gusta	like
tetszőleges	alguna	arbitrary
tette	hizo	put
tettek	ellos	did
tették	ellos eran	doing
teutonok	teutones	teutonics (ancient germans)
tevékenykedett	trabajó	worked
tevékenység	actividad	activity
tevékenysége	actividad	(sy/sg's) activity
tevékenységek	ocupaciones	activities
tevékenységet	actividad	activities
tevékenységét	actividad	activities
texas	texas	texas
texasi	texas	from texas
textilipar	industria textil	textiles
teája	té	tea
teáját	té	tea
the	el	english word
theory	teoría	english word
this	esta	this
thomas	thomas	thomas
thumb|right|px|az	pulgar | derecha | px | el	"not a hungarian word ""thumb"" and ""right"" means ""hüvelykujj"" and ""jobb"", while ""az"" means ""the"""
thököly	thököly	thokoly
ti	tú	you
tibeti	tibetian	tibetian
tibor	tibor	tibor
tigris	tigre	tiger
tilalom	prohibición	interdict
till	hasta que	not a hungarian word
tilos	no permitido	forbidden
tiltakozott	protestado	protest
tiltott	prohibido	forbidden
tim	tim	tim
time	hora	time
timeaxis	eje temporal	timeaxis
tipikus	típico	typical
tisza	tejo	tisza
tiszt	oficial	officer
tiszta	limpiar	clean
tisztek	oficiales	officials
tiszteletbeli	honorario	honorary
tiszteletben	respetado	protection of
tisztelete	el respeto	respect os sy/sg
tiszteletére	honor	honouring
tisztelt	respetado	respected
tisztelték	honrado	respect
tiszti	oficial	officers'
tisztséget	oficina	function
tisztában	conciente de	aware of the
tisztán	claro	purely
tisztázott	poco claro	made clear
titanic	titánico	titanic
titkos	secreto	secret
titkára	secretario	secret of
tito	prohibitivo	tito
titokban	en secreto	in secret
titokzatos	misterioso	mysterious
titán	titán	titan
tivadar	tivadar	common first name
tizedik	décimo	tenth
tizenegy	once	eleven
tizenhárom	trece	thirteen
tizenhét	de diecisiete	seventeen
tizenkét	doce	twelve
tizennégy	catorce	fourteen
tizenöt	quince	fifteen
todd	todd	todd
tokaji	tokay	a hungarian brand of wine
toldalék	etiqueta	suffix
toldi	telli	toldi
tolkien	tolkien	tolkien
tony	tony	tony
topográf	topografía	topography
torna	gimnasia	torna
tornán	torneo	on a tournament
tornát	torneo	tournament
torony	torre	tower
torres	torres	torres
tovább	siguiente	further
további	más lejos	further
továbbiakban	en el siguiente	in the future
továbbra	seguir	still
továbbá	además	furthermore
tradicionális	tradicional	traditional
tragikus	trágico	tragic
tragédia	tragedia	tragedy
tragédiája	tragedia	tragedy of
transzformátor	transformador	transformator
tranzisztor	transistor	transistor
trek	emigrar	trek
trianoni	trianon	trianon
trója	troya	troy
trójai	troyano	troyan
trón	trono	throne
trónra	trono	throne
trónörökös	delfín	heir
trópusi	tropical	tropical
tucat	docena	dozen
tud	lata	knows
tudat	conciencia	consciousness
tudatosan	conscientemente	consciously
tudatában	conciencia	in the conscience of
tudható	atribuible	knowable
tudja	lata	knows
tudjon	aprender	so he can
tudjuk	sabemos	(we) know
tudják	ellos saben	know
tudnak	ellos saben	can
tudni	saber	to know
tudom	lo sé	can
tudomány	ciencias	science
tudományegyetem	universidad	university of knowledge
tudományok	ciencias	science
tudományos	científico	scientific
tudomást	aprendido	awareness
tudott	conocido	could
tudta	él sabía	could
tudtak	podría	could
tudták	podría	knew
tudunk	sabemos	we know
tudás	conocimiento	knowledge
tudós	científico	scientist
tudósok	científicos	scientists
tulajdonképpen	realmente	actually
tulajdonképpeni	virtual	properly so called
tulajdonos	propietario	owner
tulajdonosa	propietario	owner of
tulajdonsága	propiedad	(its) attribute
tulajdonságai	propiedades	features
tulajdonságait	caracteristicas	(its) attributes
tulajdonságok	propiedades	characteristics
tulajdonában	propiedad	in possession of
tupac	tupac	"(""2pac shakur"" - an american rapper, yo!"
turisták	turistas	turists
turisztikai	turista	tourist
turizmus	turismo	turism
turner	tornero	turner
turné	excursión	tour
turnéja	excursión	tour
tutanhamon	tutankamón	tutankhamun (pharaoh)
tv	televisión	tv
typotex	typotex	typotex
tábla	mesa	table
táblázat	hoja de cálculo	table
táblázatban	mesa	table
tábor	acampar	parts
táborba	acampar	to camp
tábornok	general	marshall
tábornokok	generales	generals
tábornokot	general	general
tábort	acampar	camp
tágabb	más amplio	wider
táj	paisaje	region
tájak	paisaje	landscapes
táján	alrededor	about
támadt	tenido	attacked
támadta	atacado	attacked
támadtak	ellos atacaron	attacked
támadták	ellos atacaron	attacked
támadás	ataque	attack
támadása	ataque	sy's/sg's attack
támadások	ataques	attacks
támadást	ataque	attack
támadó	agresor	offensive
támadók	atacantes	attackers
támasztja	apoyo	reinforce
támogatja	apoyar	support
támogatják	apoyo	support
támogatott	soportado	supported
támogatta	soportado	supported
támogatták	soportado	supported
támogatás	ayuda	support
támogatása	apoyo	support
támogatással	apoyo	with support
támogatást	apoyo	support
támogatására	apoyo	support
támogatását	apoyo	support
támogatásával	apoyo	supported
támogató	secundario	supporting
támogatói	partidarios	supporters
tánc	baile	dance
táplálék	nutrición	food
tárgy	objeto	object
tárgya	objeto	not a stand alone word (vita tárgya=manner of dispute - teóriák tárgya=question of theories)
tárgyak	cosas	inconsistent examples (translations in order: subjects; objects; objects)
tárgyakat	objetos	objects
tárgyalt	negociado	discussed
tárgyalások	negociaciones	discussions
tárgyalásokat	negociaciones	negotiations
tárgyat	objetos	theme
tárgyeset	acusativo	accusative
tárgyát	tema	subject of
tárgyú	ley	with the subject
társa	compañero	partner
társadalmi	social	society
társadalom	sociedad	society
társadalomban	sociedad	in the society
társai	otros	companions
társas	gregario	social
társaság	empresa	society
társasági	corporativo	social
társaságában	empresa	in sy's company
társulat	empresa	society
társult	asociado	associated
távol	lejos	far
távolabb	más lejos	far
távolabbi	más lejos	further away
távoli	remoto	far-away
távolság	distancia	distance
távolsági	larga distancia	distance
távolságra	de	distance
távon	término	term
távozik	salir	leave
távozott	salido	left
távozása	salida	(his) departure
távú	término	distance
téglatest	cuboides	cuboid
tél	invierno	winter
télen	en invierno	winter
téli	invierno	winter
téma	tema	theme
témában	en tema	topic
témája	tema	topic of
témájú	temática	theme
témák	temas	themes
témákat	temas	themes
témát	tema	topic
tény	hecho	fact
tények	hechos	facts
tényező	factor	factor
tényezők	factores	factors
tényleg	en efecto	indeed
tényleges	real	actual
ténylegesen	de facto	in reality
tér	espacio	space
térben	antecedentes	in space
téren	en la plaza	in square
téri	nadando	spacial
térkép	mapa	map
térképe	mapa	map
térképek	mapas	maps
térség	región	place
térségben	región	in the area
térségében	región	in the area of
tért	regresado	changed to
tértek	regresado	turned to
tétel	articulo	item
tétele	haciendo	the rendering of
téve	camello	putting
téves	falso	false
tévesen	erróneamente	wrongly
tífusz	tifoidea	typhoid
típus	tipo	type
típusa	tipo	type of
típusai	tipos	types
típusok	tipos	types
típust	tipos	type
típusú	tipo	type
tíz	diez	ten
tízes	tenner	ten
tó	lago	lake
tól	de	from
tóth	tóth	toth
több	más	more
többek	incluso	such
többen	más	many of
többes	múltiple	multiple
többet	más	more
többféle	varios	multiple
többi	otro	further
többiek	otros	the rest
többnyire	principalmente	most
többször	repetidamente	several times
többszörös	múltiple	severalfold
többség	mayoria	majority
többségben	la mayoría	majority
többsége	más	majority
többségi	mayoria	majoritary
többségét	la mayoría de	most of
többségük	la mayoría de ellos	most of them
többé	nunca más	again
többékevésbé	más o menos	more or less
tökéletes	perfecto	perfect
tökéletesen	perfectamente	perfectly
tölt	cargar	not a stand alone word in these examples (tölt be=functions as or performs)
töltenek	gastar	fulfill
tölti	gasta	fulfil
töltik	gastar	spend
töltött	cargado	spend
töltötte	gastado	spent
töltöttek	gastaron	they spent
töltötték	gastaron	spent
tömb	bloquear	block
tömeg	multitud	mass
tömege	peso	crowd of
tömegek	masas	swarm
tömeges	masivo	mass-
tömegesen	macizamente	numerously
tömegközlekedés	transporte público	public transport
tömegközlekedési	transporte público	public transport
tömegének	peso	gross
tömegű	peso	gross
tör	descanso	break
törekedett	buscado	sought
törekvés	búsqueda	aspiration
törekvések	aspiraciones	efforts
törpe	enano	miniature
tört	roto	forged ahead
törtek	roto	(they) broke
történelem	historia	history
történelemben	historia	in the history
történelme	historia	history of
történelmet	historia	history
történelmi	histórico	historical
történet	historia	story
történetben	historia	in a story
története	historia	(its) story
történetek	cuentos	stories
történeteket	cuentos	stories
történetet	historia	story
történeti	histórico	historical
történetében	historia	history of
történetének	historia	stories
történetét	historia	story (of)
történetíró	historiógrafo	storytellers
történik	ocurrir	happens
történt	sucedió	happened
történtek	sucedió	happened
történész	historiador	historian
történészek	historiadores	historicians
történő	en	taking place
törvény	ley	law
törvénye	la ley	law
törvényei	leyes	laws of
törvények	leyes	acts
törvényeket	leyes	acts
törvényes	legal	legal
törvényhozás	legislación	legislation
törvényhozó	legislador	legislative
törvényt	cuenta	law
törvénytelen	ilegal	illegal
törzs	tribu	trie
törzsek	son	tribes
törzsi	tribal	tribal
török	garganta	turkey
törökország	pavo	turkey
törökországban	pavo	in turkey
törökök	turco	turks
törölték	cancelado	cancelled
túl	también	beyond
túli	encima	further
túlnyomó	abrumador	overwhelming
túlnyomórészt	predominantemente	mostly
túlságosan	también	excessively
túlzott	excesivo	exaggerated
túlélte	sobrevivió	survived
túlélők	sobrevivientes	survivors
tükrözi	espejos	reflects
tükör	espejo	mirror
tünetei	síntomas	symptoms
tünetek	síntomas	symptoms
tüneteket	síntomas	symptoms
tüntetők	manifestantes	demonstrators
türk	turco	turk
tüskés	espinoso	tuskes
tüzet	fuego	fire
tüzérségi	artillería	artillery
tőke	capital	capital
től	de	from
tőle	de él	from it
tőlük	de ellos	them
tűnik	parece	seems
tűnnek	aparecer	(they) seem
tűnt	apareció	seemed to
tűnő	aparentemente	looks like
tűz	fuego	fire
tűzte	conjunto	set
udvar	corte	court
udvarban	corte	in court
udvari	corte	court
udvarában	yarda	in sy's court
udvarán	yarda	court
uefa	uefa	uefa
uefakupa	uefakupa	uefa cup
ugor	ugric	ugric
ugyan	aunque	say-so
ugyanabban	lo mismo	in the same
ugyanaz	mismo	the same
ugyanazon	lo mismo	of the same
ugyanazt	lo mismo	same
ugyancsak	igualmente	also
ugyanebben	lo mismo	the same
ugyanekkor	mismo tiempo	same time
ugyanez	lo mismo	the same
ugyanezen	lo mismo	on the same
ugyanezt	lo mismo	the same
ugyanis	a saber	namely
ugyanolyan	del mismo tipo	same
ugyanígy	de la misma manera	in the same way
ugyanúgy	también	in the same way
ukrajna	ucrania	ukraine
ukrán	ucranio	ukrainian
ulrich	ulrich	ulrich
ulászló	ulászló	ulászló
un	naciones unidas	so called
und	und	und
under	bajo	alatt
underground	subterráneo	underground
unesco	unesco	unesco
unit	unidad	unit
united	unido	united
unitárius	unitario	unitarian
university	universidad	university
univerzum	universo	universe
unió	unión	union
unióhoz	unión	union
uniós	unión	union
unokaöccse	sobrino	nephew
unokája	nieto	grandson
up	arriba	fel
ura	señor	lord of sy/sg
urahara	urahara	urahara
uralkodik	tener control completo	rules
uralkodott	el reinó	reigned
uralkodása	reinado	reign of sy
uralkodásának	reinado	reign of
uralkodó	decisión	monarch
uralkodói	real	regal
uralkodója	regla	monarch of sg
uralkodók	gobernantes	ruler
uralma	reinado	reign
uralmát	regla	domination
uralom	regla	dominion
uralta	dominado	dominated
urán	uranio	uranium
uránusz	urano	uranus
usa	estados unidos	usa
usaban	estados unidos	in the usa
usb	usb	usb
uss	uss	uss
utak	carreteras	roads
utal	odio	points
utalnak	espectáculo	suggest
utalt	odiado	pointed
utalva	refiriéndose a	referencing to
utalás	referencia	reference
utaló	relacionado	allusive
utasította	instruido	directed
utasítás	instrucciones	order
utasítást	instrucciones	instruction
utat	la manera	road
utazik	viaje	travels
utazott	viajado	travelled
utaztak	viajado	travelled
utazás	viaje	journey
utazást	viaje	journey
utazó	de viaje	traveller
utca	calle	street
utcai	calle	street
utcában	en la calle	in the street
utcák	calles	streets
utcán	en la calle	in the street
utoljára	por última vez	at last
utolsó	último	last
után	después	after
utána	después	after
utáni	enviar	after
utóbb	luego	later
utóbbi	último	latter
utóbbiak	el último	following
utóbbit	el último	the latter
utóda	sucesor	follower of sy
utódai	sucesores	descendants of sy
utódja	sucesor	successor of sy
utókor	posteridad	posterity
utólag	después	retrospectively
vacsora	cena	dinner
vad	enjuiciamiento	wild
vadon	salvaje	wild
vadász	cazador	hunter
vadászat	caza	hunt
vagy	obsesión	or
vagyis	es decir,	that is
vagyok	estoy	i am
vagyunk	fueron	we are
vajda	voivod	vajda
vajon	ya sea	whether
vak	ciego	blind
vakkígyófélék	typhlopidae	typhlopidae
valaha	nunca	ever
valahol	algun lado	somewhere
valaki	alguien	someone
valamely	una	a
valamelyik	uno	one of
valamennyi	todas	some
valami	alguna cosa	something
valamiféle	algún tipo	some
valamikor	algún tiempo	sometimes
valamilyen	alguna	sort of
valamint	tanto como	as well as
valamit	alguna cosa	something
valamivel	ligeramente	with something
valencia	valencia	valencia
valkűr	valquiria	valkyr
vallja	dice	profess
vallon	valón	walloon
vallott	declarado	declared
vallotta	suplicó	confessed
vallás	religión	religion
vallási	religioso	religious
vallások	religiones	religions
vallásos	religioso	religious
vallást	religión	religion
vallású	religión	religion
való	a	from
valóban	de verdad	indeed
valódi	real	real
valójában	de hecho	in reality
valós	real	real
valósult	implementado	realized
valószínű	probable	likely
valószínűleg	probablemente	probably
valószínűséggel	probable	feasibility
valóság	realidad	truth
valóságban	en realidad	in reality
valóságos	real	real
vane	veleta	is there
vannak	son	there are
varga	zapatero	common last name
varrás	de coser	sewing
varsó	varsovia	warsaw
varsói	varsovia	warsaw
varázsló	mago	wizard
varázslók	magos	wizards
vas	hierro	metal
vasi	alpino	vasi
vastag	grueso	thick
vasárnap	domingo	sunday
vasárnapi	domingo	sunday
vasérc	mineral de hierro	iron ore
vasút	ferrocarril	railway
vasúti	ferrocarril	railway
vasútvonal	vía férrea	railroad
vasútvonalak	líneas ferroviarias	railway lines
vasútállomás	estación de tren	train station
vatikán	vaticano	vatican
vatikáni	vaticano	vatican
vegetáció	vegetación	plantage
vegyen	tomar	buy
vegyes	mezclado	mixed
vegyi	químico	chemical
vegyipar	industria química	chemical industry
vegyipari	industria química	chemical
vegyületek	compuestos	chemicals
vele	con él	with her/him
velence	venecia	venice
velencei	veneciano	venetian
velencében	venecia	venice
velük	con ellos	with
vencel	wenceslao	vencel
vendégek	invitados	guests
venezia	venezia	venice
venezuela	venezuela	venezuela
venni	comprar	take
venus	venus	venus
venyera	venera	venyera
vera	vera	vera
verdi	verdi	verdi
vereség	derrota	defeat
veresége	derrota	defeat of
vereséget	derrota	defeat
vers	poema	poem
verse	verso	poems
versei	poemas	poems
verseit	poemas	poems
versek	poemas	poems
verseket	poesía	poems
verseny	carrera	race
versenyegérformák	jerbo	gerbil
versenyen	torneo	at race
versenyt	competencia	race
versenyzett	compitió	competed
versenyző	competidor	competitor
versenyzője	atleta	driver
versenyzők	competidores	contestants
versenyén	evento	race of
verses	rimado	verse-
verset	poema	poem
versét	poema	poem
verte	golpear	beat
verték	golpear	beat
verzió	versión	version
verziója	versión	version of
verébalkatúak	verébalkatúak	the sparrows
vese	riñón	kidneys
vesz	comprar	not stand alone word-inconsistent examples (vesz körül=surrounded by - részt vesz=take part in)
veszettség	rabia	rabid
veszi	toma	take
veszik	tomar	take
vesznek	en	take
veszprém	veszprem	veszprém (a hungarian city and county)
veszprémi	veszprém	of veszprém
vesztes	perdiendo	defeated
veszteségek	pérdidas	losses
veszteségeket	pérdidas	losses
vesztett	dañado	lost
vesztette	perdió	lost
veszély	peligro	danger
veszélye	peligro	threat of
veszélyes	peligroso	danderous
veszélyeztetett	comprometidos	endangered
veszélyt	amenaza	danger
vet	sembrar	vet = sow (véget vet = end)
vetett	disparo	raised
vetette	tiró	suggested
vetették	ellos han estado	employed
vett	tomó	bought
vette	tomó	took
vettek	tomaron	utilized
vettel	vettel	vettel
vették	tomaron	took
vetítés	proyección	projection
vevő	cliente	customer
vezet	dirigir	leads
vezetett	guiado	led
vezethet	dirigir	can introduce
vezethető	atribuible	traceable
vezeti	dirigir	leads
vezetnek	dirigir	lead
vezetni	manejar	(to) lead
vezette	con membrete	led
vezettek	dirigir	introduced
vezették	introducido	ran
vezeték	cable	cable
vezetés	administración	leadership
vezetése	liderazgo	lead
vezetést	dirigir	leadership
vezetését	liderazgo	leadership of sg
vezetésével	liderazgo	led by
vezető	conductor	leading
vezetői	gerencial	leaders of
vezetőinek	líderes	leaders of
vezetője	líder	manager
vezetőjét	líder	leader of sg
vezetők	líderes	leaders
vezényelte	conducido	conducted
vezér	dirigir	leader
vezére	líder	leader of sg
vezérkar	alto comando	generals
vezérkari	jefe de estado mayor	chief of staff
vi	vi	sixth
via	vía	via
victor	víctor	victor
victoria	victoria	victoria
video	vídeo	video
videó	vídeo	video
videók	videos	videos
vidrafűfélék	menyanthaceae	otter grass
vidám	contento	fun
vidék	país	region
vidéke	región	region
vidékeken	áreas	regions
vidéken	en el campo	region
vidéki	rural	rural
vidékén	en el campo	in the area of sg
vietnam	vietnam	vietnam
vietnami	vietnamita	vietnam
vihar	tormenta	storm
vii	vii	seventh
viii	viii	eight
viktor	víctor	viktor
villa	tenedor	villa
villamos	eléctrico	tram
vilmos	guillermo	william
világ	mundo	world
világa	mundo	world
világatlasz	atlas mundial	world atlas
világbajnok	campeón mundial	world champion
világbajnoki	campeonato mundial	world-champion
világbajnokság	campeonato mundial	world championship
világbajnokságon	campeonato mundial	at the world championship
világbajnokságot	campeonato mundial	world cup
világban	mundo	in the world
világegyetem	universo	universe
világháború	guerra mundial	world war
világháborúban	segunda guerra mundial	in the world war
világháborús	segunda guerra mundial	world war i
világháborút	segunda guerra mundial	world war
világhírű	mundialmente famoso	world-famous
világi	secular	worldly
világon	en el mundo	world
világos	claro	clear
világosabb	más brillante	clearer
világossá	claro	clear
világot	mundo	world
világra	mundo	born
világszerte	en todo el mundo	worldwide
világszervezet	cuerpo mundial	world organization
világválság	depresión	great depression
világába	el mundo	to the world
világában	el mundo	in the world of
világát	mundo	world
világörökség	herencia mundial	world heritage
világörökségi	herencia mundial	world heritage
vince	vince	vince
vincent	vincent	vincent
vinci	vinci	ildiko
vinni	tomar	to carry
virginia	virginia	virginia
virtuális	virtual	virtual
virtuóz	virtuoso	virtuoso
virág	flor	virág (forename)
virágzott	floreció	prospered
virágzó	floreciente	blooming
visel	vestir	wear
viseli	osos	bears
viselkedik	comportarse	behaves
viselkedés	comportamiento	behaviour
viselkedése	comportamiento	behaviour of
viselkedését	comportamiento	behaviour of
viselt	vistiendo	wore
viselte	desgastado	represented
viselő	llevando	carrying
visnu	vishnu	vishnu
vissza	espalda	back
visszaesett	rechazado	relapsed
visszatér	regreso	return
visszatérni	regresar	come back
visszatért	volvió	returned
visszatértek	regresado	they returned
visszatérve	volviendo	back
visszatérés	regreso	return
visszatérése	regreso	return of
visszatérő	recurrente	recurrent
visszautasította	rechazado	renounced
visszavonta	retirado	revoked
visszavonult	retirado	retired
visszaélés	abuso	abuse
viszi	toma	carries
viszont	sin embargo	however
viszony	relación	relation
viszonya	relación	relation of
viszonylag	relativamente	relatively
viszonylagos	relativo	relative
viszonyok	condiciones	actualities
