$	usd	dollars
роза	roze	rose
розо	rozā	roseau
рой	bars	cluster
роли	lomas	roles
роля	lomu	part
ролята	loma	role
роман	novele	roman (name)
романа	novele	novel
романи	romāni	novels
романски	romāņu stilā	roman
романът	novele	the novel
ромеите	romieši	romans
ромел	romels	rommel
ромул	romul	romulus
роналдо	ronaldo	ronaldo
росен	rasots	dittany
росток	asns	rostock
руда	rūdas	ore
руди	rūdas	ore
рудолф	rūdolfs	rudolph
румелия	румелия	rumelia
румен	sarkt	rumen
румъния	rumānija	romania
румънска	rumāņu	romanian
румънската	rumāņu	romanian
румънски	rumāņu	romanian
румънското	rumāņu	romanian
рус	rus	rus
русе	ruse	ruse
русев	русев	rusev
русенски	ruse	rusenski
руси	krievu	rusi
русия	krievija	russia
руска	krievu	russian
руската	krievs	russian
руски	krievu	russian
руските	krievi	russian
руския	krievu	russian
руският	krievs	russian
руско	krievu	russian
руското	krievs	russian
рускотурската	krievu-turku	russian-turkish
руснаците	krievi	russians
рутений	rutēnijs	ruthenium
рфг	rfg	rfg
ръб	mala	edge
ръба	mala	edge
ръждавецови	sarūsējis	pondweeded
ръка	roka	hand
ръкави	piedurknes	sleeves
ръката	roka	the hand
ръководи	ved	lead
ръководител	galva	manager
ръководители	vadītāji	heads
ръководство	vadīt	leadership
ръководството	ceļvedis	management
ръкописи	rokraksti	manuscripts
ръст	izaugsme	growth
ръце	rokas	hands
ръцете	rokas	hands
ръш	steigties	rush
рюа	ryua	rsa
рядко	reti	rarely
рядкост	retums	rarity
рязко	asi	sharply
с	s	with
са	ir	with
сабини	sabini	sabines
сава	pūce	sava (name)
саддам	saddams	saddam
сайт	vietne	site
сайта	vietne	website
сайтове	vietnes	sites
сакскобургготски	saksija-koburga-gota	saxe-coburg-gotha
салвадор	salvadora	salvador
салвия	salvija	salvia
сам	vienatnē	alone
сама	vienatnē	alone
самара	samara	saddle
самата	pati	itself
сами	vienatnē	alone
самите	paši	themselves
самия	pats	the
самият	pats	himself
само	tikai	only
самоков	samokovs	samokov
самолет	lidmašīna	plane
самолета	lidmašīnas	the plane
самолети	lidmašīnas	aircraft
самостоятелен	neatkarīgs	independent
самостоятелна	neatkarīgs	independent
самостоятелни	neatkarīgs	independent
самостоятелно	patstāvīgi	separately
самосъзнание	pašapziņa	consciousness
самото	pati	very
самоубийство	pašnāvība	suicide
самоуправление	pašpārvalde	self-government
самуил	samuels	samuil
сан	san	dignity
сандански	sandanski	sandanski
санджак	sandzak	sanjak
санкт	svētīt	saint
санкции	sankcijas	sanctions
санстефанския	san stefano	san stefano
санта	santa	santa
сантяго	santiago	santiago
сао	сао	sao
сара	sāra	sarah
саркофаг	sarkofāgs	sarcophagus
сатана	sātans	satan
сатаната	sātans	the satan
сатурн	saturns	saturn
саудитска	saūda	saudi
саурон	saurons	sauron
сахара	cukurs	sahara
сащ	savienotās valstis	u.s.
сбирка	kolekcija	selection
сближава	saplūst	closer
сблъскват	saduras	conflict
сблъсък	sadursme	collision
сблъсъци	sadursmes	clashes
сборник	kolekcija	collection
сборника	kolekcija	proceedings
св	st	st.
свален	lejupielādēts	dethroned
свалянето	lejupielāde	download
сватба	kāzas	wedding
сватбата	kāzas	wedding
сведения	informācija	information
сведенията	informācija	information
света	pasaule	world
светата	pasaule	holy
светец	svētais	saint
свети	spīd	saint
светилище	svētnīca	sanctuary
светите	svētie	saint
светия	svētie	holy
светлина	viegls	light
светлината	gaismas	light
свето	viegls	holy
световен	pasaule	world
световна	pasaule	world
световната	pasaule	world
световни	pasaule	worldwide
световните	pasaule	worlds
световния	pasaule	world
световно	visā pasaulē	world
световното	pasaule	world
светоний	kvēlojošs	suetonius
светослав	svetoslav	svetoslav
светски	laicīgais	secular
светци	svētie	saints
светът	pasaule	world
свещена	svēts	holy
свещената	svētais	sacred
свещени	svēts	holy
свещеник	priesteris	priest
свещено	svēts	sacred
свива	saraujas	shrinks
свидетел	liecinieks	witness
свидетелства	pierādījumi	evidence
свидетелстват	liecināt	testify
свидетелство	sertifikāts	proof
свине	cūkas	suidae
свири	lugas	play
свирят	viņi spēlē	play
свищов	fistula	swishcov
свобода	brīvība	freedom
свободата	brīvība	freedom
свободен	bez maksas	free
свободи	brīvība	freedoms
свободна	bez maksas	freedom
свободни	bez maksas	free
свободните	bezmaksas	free
свободно	brīvi	free
свободното	bezmaksas	the free
свое	tā	own
своеобразен	savdabīgs	kind of
своето	tā	its
свои	viņu pašu	their
своите	viņu	their
свой	savu	their
свойства	īpašības	properties
свойствата	īpašības	the characteristics
свойство	īpašums	property
своя	savu	own
своята	tā	own
свърже	savienot	connect
свързан	savienots	connected
свързана	savienots	related
свързани	savienots	related
свързаните	saistīti	related
свързано	savienots	connected
свързва	savieno	relate
свързване	savienojums	connection
свързването	savienojums	connection
свързват	savienot	links
свързващи	savieno	connecting
свършва	beidzas	ends
свят	pasaule	world
сграда	ēka	building
сградата	ēka	building
сгради	ēkas	buildings
сградите	ēkas	buildings
сгъстяване	sabiezēšana	compression
сдобива	iegūst	gains
сдружение	asociācija	association
сдс	sds	sds (union of democratic forces)
се	būt	is
себастиан	sebastians	sebastian
себе	es pats	own
север	uz ziemeļiem	north
северен	ziemeļu	north
северна	uz ziemeļiem	northern
северната	ziemeļi	northern
северни	ziemeļu	northern
северните	ziemeļu	north
северния	ziemeļi	north
северното	ziemeļi	the north
северозапад	ziemeļrietumi	northwest
северозападна	ziemeļrietumi	northwestern
северозападната	ziemeļrietumu	northwest
северозападните	ziemeļrietumu	northwest
североизток	ziemeļaustrumiem	northeast
североизточна	ziemeļaustrumiem	northeast
североизточната	ziemeļaustrumiem	northeast
северюг	ziemeļi dienvidi	north-south
сега	tagad	now
сегашната	pašreizējais	current
сегашните	pašreizējie	current
сегашния	pašreizējais	current
сегашното	tagadne	the current
сегмент	segmentā	segment
седалище	galvenā mītne	residence
седалището	sēdeklis	headquarters
седем	septiņi	seven
седемте	septiņi	seven
седеф	pērļu māte	pearl
седмица	nedēļā	week
седмицата	nedēļa	week
седмици	nedēļas	weeks
седмично	nedēļā	a week
сезон	gada sezonu	season
сезона	gada sezonu	season
сезони	gadalaiki	seasons
сейнт	svētais	saint
секвоя	sarkankoks	sequoia
секретар	sekretāre	secretary
секс	dzimums	sex
сексуален	seksuāls	sexual
сексуална	seksuāls	sexual
сексуалната	seksuāls	sexual
сексуални	seksuāls	sexual
сексуално	seksuāli	sexual
сексуалността	seksualitāte	sexuality
сектор	sektors	sector
сектора	sektors	sector
сектори	nozares	sectors
секция	sadaļa	section
села	ciemi	villages
селата	ciemi	the towns
селен	selēns	selenium
селища	apmetnes	settlements
селищата	apmetnes	settlements
селище	norēķins	establishment
селището	norēķinu	settlement
село	ciems	village
селото	ciemats	the village
селските	lauku	rural
селско	lauku	rural
селскостопански	lauksaimniecības	agricultural
селското	lauku	rural
селяни	zemnieki	peasantry
селяните	zemnieki	the peasants
сем	ģimene	sem
семейни	ģimene	family
семейства	ģimenes	families
семействата	ģimenes	families
семейство	ģimene	family
семейството	ģimene	family
семена	sēklas	seed
сен	sen	saint
сенат	senāts	senate
сената	senāts	senate
сенатът	senāts	senate
септ	sept	sept
септември	septembrī	september
серафим	serafims	seraph/seraphim
сергей	seržs	sergei
сердика	sirds	serdika
сериал	sērijas	series
сериала	sērijas	series
сериали	sērijas	serials
сериалът	sērija	series
сериозен	nopietni	serious
сериозна	nopietni	serious
сериозни	nopietni	serious
сериозно	nopietni	seriously
серия	sērijas	series
сестра	māsa	sister
сестрата	māsa	sister
сестри	māsas	sisters
сестрите	māsas	sisters
сет	komplekts	set
сеул	seula	seul
сечение	sadaļa	section
си	tu esi	its
сибир	sibīrija	siberia
сивите	pelēks	gray
сигнал	signāls	signal
сигнала	signāls	signal
сигнали	signāli	signals
сигурност	drošība	security
сигурността	drošība	security
сидеров	sānos	siderov
сидни	apsēdies	sydney
сиера	sierra	sierra
сила	spēks	force
силата	spēks	power
силен	stipra	strong
сили	spēki	forces
силистра	silistra	silistra
силите	spēki	forces
силна	stipra	strong
силната	stiprie	strong
силни	stipra	strong
силните	stiprie	the strong
силния	stiprie	strong
силното	stiprie	strong
символ	simbolu	symbol
символа	rakstzīmes	the symbol
символи	rakstzīmes	symbols
символизира	simbolizē	symbolizes
символите	simboli	symbols
символът	simbols	symbol
симеон	simeons	simeon
симон	simons	simon
симптоми	simptomi	symptoms
симптомите	simptomi	symptoms
син	dēls	son
сина	dēls	the son
сингапур	singapūra	singapure
сингли	singli	singles
сингъл	viens	single
синдром	sindroms	syndrome
сини	zils	blue
сините	zils	blue
синове	dēli	sons
синовете	dēli	sons
синод	sinode	convocation
синоним	sinonīms	synonym
синтагма	sintagma	syntagma
синтез	sintēze	synthesis
синтеза	sintēze	synthesis
синтезира	sintezē	synthesize
синус	sinusa	sinus
синът	dēls	the son
синьо	zils	blue
синя	zils	blue
сираков	bāreņi	sirakov
сиринга	šļirce	syringe
сирия	sīrija	syria
сирни	siers	sirni
система	sistēma	system
системата	sistēma	the system
системи	sistēmas	systems
сити	tu esi	city
ситуации	situācijas	situations
ситуация	situāciju	situation
ситуацията	situācija	the situation
сифилис	sifiliss	syphilis
сицилия	sicīlija	sicily
ск	sk	sc
скала	akmens	scale
скален	akmeņains	rock
скали	klintis	stairs
скалите	klintis	the rocks
скални	akmeņains	rock
скандал	skandāls	scandal
скандали	skandāli	scandals
скандий	skandijs	scandium
скелет	skelets	skeleton
ски	slēpot	ski
склероза	skleroze	sclerosis
склон	slīpums	slope
склонност	tieksme	tendency
склонове	nogāzes	slopes
склоновете	nogāzes	slopes
сключва	secina	conclude
сключването	secinājums	cotract
сключват	secināt	forge
сключен	secināja	concluded
скок	lēkt	jump
скопие	skopje	skopje
скоро	drīz	soon
скорост	ātrums	speed
скоростта	ātrums	speed
скот	liellopi	scott
скрита	slēpts	hidden
скрити	slēpts	hidden
скулптор	tēlnieks	sculptor
скулптура	skulptūra	sclupture
скулптурата	skulptūra	sculpture
скулптури	skulptūras	sculptures
скъпи	dārgs	honey
скъпоценни	dārgakmeņi	precious
сл	sl	after
слаб	vājš	weak
слаба	vājš	weak
слабата	vājš	weak
слаби	vājš	week
слабо	vājš	poor
слабост	vājums	weakness
слава	slava	glory
славата	slava	fame
славейков	lakstīgalas	slaveikov (name)
слави	slava	famous
славия	slava	slavia
славяни	slāvi	slavics
славяните	slāvi	slavs
славянобългарска	slāvu-bulgāru valodā	slav
славянска	slāvu	slavic
славянската	slāvu	slavic
славянски	slāvu	slav
славянските	slāvu	slavic
славянския	slāvu	slavic
славянското	slāvu	slavic
слага	liek	put
слагат	likt	put
след	pēc	after
следа	izsekot	influence
следва	seko	follows
следват	sekot	follow
следващата	nākamais	following
следващите	sekojošais	next
следващия	nākamais	next
следващият	nākamais	next
следващото	nākamais	next
следи	pēdas	following
следите	sekot	track
следната	sekojošais	following
следните	sekojošais	following
следния	sekojošais	following
следното	sekojošais	following
следователно	tāpēc	therefore
следствие	sekas	consequence
слива	plūme	plum
сливане	apvienošanās	merger
сливането	apvienošanās	merger
сливат	sapludināt	merge
сливен	slidens	sliven
сливенски	sliven	slivens
сливница	notekas	slivnitsa
словакия	slovākija	slovakia
словения	slovēnija	slovenia
слово	vārdu	word
словото	vārds	speech
слоеве	slāņi	layers
сложен	sarežģīts	complex
сложна	sarežģīts	complex
сложни	sarežģīts	complex
слой	slānis	layer
слоя	slānis	layers
служат	pasniegt	serve
служба	apkalpošana	service
службата	serviss	the service
служби	pakalpojumi	services
служебни	ierēdnis	services
служи	kalpo	serve
служители	darbiniekiem	personnel
слух	dzirde	rumour
слухове	baumas	gossip
случаи	gadījumi	cases
случаите	gadījumi	cases
случай	lietu	cases
случайно	netīšām	accidentally
случая	lietu	case
случаят	lieta	the case
случва	notiek	happens
случило	noticis	happened
слънце	saule	sun
слънцето	saule	sun
слънчев	saulains	sunny
слънчева	saules	sun
слънчевата	saule	sun's
слънчеви	saules	solar
слънчевите	saules	sun
слънчевия	saule	sun
слънчевият	saule	sunny
слънчево	saulains	sunny
сме	mēs esam	are
сменя	mainīt	changes
сменят	mainīt	change
смес	maisījums	mixture
смесва	sajauc	mixed
смесват	samaisa	mix
смесена	sajaukts	mixed
смесени	sajaukts	mixed
смесица	maisījums	mix
сметка	konts	account
сметки	konti	accounts
смирненски	smirna	smirnenski
смисъл	nozīme	meaning
смисъла	nozīme	meaning
смит	kalējs	smith
смолян	piķis	smolyan
смущения	apmulsums	interference
смърт	nāve	death
смъртни	mirstīgais	death
смъртност	mirstība	mortality
смъртта	nāve	the death
смяна	maiņu	shift
смята	domā	considered
смятал	domāja	thought
смятало	domāja	thought
смятан	uzskatīts	considered
смятана	uzskatīts	known
смятани	uzskatīts	considered
смятат	viņi domā	estimate
смях	smieties	laughter
снабдява	piegādēm	supplies
снежна	sniegots	snow
снежната	sniegs	snow
снима	atvases	shooting
снимка	foto	photo
снимки	fotogrāfijas	photos
снимките	fotogrāfijas	records
сняг	sniegs	snow
собствен	savu	own
собствена	savu	own
собствената	savu	own
собствени	savu	own
собственик	īpašnieks	owner
собствените	savu	own
собственици	īpašnieki	owners
собствения	savu	own
собствено	savu	own
собственост	īpašums	property
собственото	savu	own
созопол	sozopols	sozopol
сокол	piekūns	falcon
соколов	piekūni	sokolov
сократ	saīsināti	socrat
сол	sol	salt
солеността	sāļums	saltness
соли	sāļi	salts
солун	saloniki	thessaloniki
сомалия	somālija	somalia
сомбреро	sombrero	sombrero
сомелиер	someljē	sommelier
сомнифобия	somnifobija	hipofobiya
сопот	сопот	sopot
соу	sou	high school
софийска	sofija	the sofia
софийската	sofija	sofia
софийски	sofija	sofian
софийския	sofija	sofia
софийско	sofija	around sofia
софия	sofija	sofia
софияград	sofijas pilsēta	sofia city
софроний	sophrony	sophronius
софтуер	programmatūra	sofware
социален	sabiedriskā	social
социализма	sociālisms	the socialism
социализъм	sociālisms	socialism
социалистите	sociālisti	socialists
социалистическа	sociālists	socialist
социалистическата	sociālists	socialist
социалистически	sociālists	socialist
социалистическия	sociālists	socialist
социална	sabiedriskā	social
социалната	sabiedriskā	social
социални	sabiedriskā	social
социалните	sabiedriskā	social
социално	sociāli	social
социалното	sociālā	social
сочат	skatīties	show
сочи	soči	sochi
спад	pagrimums	drop
спада	pagrimums	belongs to
спадат	kritums	include
спазване	atbilstība	keeping
спазват	novērot	observed
спам	spams	spam
спартак	spartaks	spartacus
спас	saglabāts	spas
спасение	pestīšana	salvation
спасението	pestīšana	salvation
спаси	ietaupīt	save
спасител	glābējs	saviour
спасов	izglāba	spasov
спасява	ietaupa	save
спасяването	glābšana	the salvation
спектър	spektrs	spectrum
специален	īpašs	special
специализирана	specializēta	specialized
специализирани	specializēta	specialized
специалисти	speciālisti	specialists
специалистите	speciālisti	specialists
специална	īpašs	special
специалната	īpašs	the special
специални	īpašs	special
специално	speciāli	special
специфичен	konkrēts	specific
специфична	konkrēts	specific
специфични	konkrēts	specific
специфично	konkrēti	specific
спечелва	uzvar	wins
спечелени	uzvarēja	won
спечели	uzvarēja	win
спечелил	uzvarēja	won
спин	spin	aids
спира	apstājas	suspend
спирала	spirāle	spiral
спиране	apstāšanās	stop
спират	viņi apstājas	stop
списание	žurnāls	magazine
списанието	žurnāls	magazine
списания	žurnāli	magazines
списък	saraksts	list
списъка	saraksts	list
списъкът	saraksts	list
списъци	sarakstus	lists
спица	runāja	spica
сплав	sakausējums	alloy
сплави	sakausējumi	alloys
споделя	akcijas	share
споделят	dalīties	share
спокойно	mierīgi	quiet
спомага	palīdz	helps
споменава	piemin	mentions, mentioned
споменаване	pieminēt	mentioning
споменават	pieminēt	mention
спомени	atmiņas	memories
спор	strīds	dispute
споразумение	vienošanās	agreement
споразумения	vienošanās	agreement
според	saskaņā ar	according to
спорен	strīdīgs	controversial
спорни	strīdīgs	controversial, questionable
спорове	strīdi	disputes
спорт	sports	sport
спорта	sports	sport
спортен	sports	sport
спортна	sports	sport
спортни	sports	sport
спортните	sports	sports
спортно	sports	sports
спортове	sports	sports
способен	spējīgs	able
способни	spējīgs	able
способност	spēja	ability
способности	spējas	abilities
способността	spēja	ability
справедливост	taisnīgums	justice
справи	lietām	deal
справя	rokturis	deal
справят	tikt galā	manage
спрат	apstāties	stop
спре	apstāties	stop
спрямо	uz	to
спуска	nolaišanās	descends
спускат	nolaisties	descend
спътник	satelīts	satellite
спътника	satelīts	satellites
спътници	satelīti	satellites
спътниците	satelīti	satellites
ср	sal.	avg.
сравнение	salīdzinājums	comparison
сравнително	salīdzinoši	comparatively
сражение	cīņa	engagement
сражението	kauja	battle
сражения	cīņas	battles
сребро	sudrabs	silver
среброто	sudrabs	silver
сребърен	sudrabs	silver
сребърна	sudrabs	silver
сребърни	sudrabs	silver
сред	vidus	among
среда	trešdien	environment
средата	vidus	middle
среден	vidējais	middle
средец	vidus	sredec
средиземноморието	vidusjūra	mediteran
средиземноморски	vidusjūra	mediterranean
средите	vidus	community
средище	centrā	center
средна	vidējais	average
средната	vidējais	middle
средни	vidēja	middle
средните	vidējais	middle
средния	vidējais	middle
средният	vidējais	average
средно	vidējais	average
средновековен	viduslaiku	middle age
средновековие	viduslaiki	medieval ages
средновековието	viduslaiki	medieval
средновековна	viduslaiku	medieval
средновековната	viduslaiku	medieval
средновековни	viduslaiku	medieval
средновековните	viduslaiku	medieval
средновековния	viduslaiku	the middle age
средногодишната	gada vidējais	average
средното	vidējais	avarage
средства	fondi	means
средствата	fondi	funds
средство	nozīmē	means
среща	sapulce	meeting
срещани	radušās	common
срещано	radušās	common
срещат	satikties	meet
срещата	sanāksme	meeting
срещи	sapulces	meetings
срещнат	met	meet
срещне	satikties	meet
срещу	pret	against
сродни	saistīti	related
срок	jēdziens	term
сръбска	serbu	serbian
сръбската	serbu	the serbian
сръбски	serbu	serbian
сръбските	serbu	serbian
сръбския	serbu	the serbian
сръбското	serbu	serbian
сср	сср	ussr
ссср	psrs	ussr
ст	art	st.
стабилизира	stabilizējas	stabilize
стабилна	stabils	stabile
стабилност	stabilitāte	stability
става	kļūst	becomes
стават	kļūt	are
стадий	posmi	stage
стадион	stadions	stadium
стадиона	stadions	stadium
стадионът	stadions	stadium
стайна	istaba	room
сталин	staļins	stalin
сталинград	staļingrada	stalingrad
стамболийски	stamboliiski	stamboliiski (name)
стамболов	stambolovs	stambolov
стана	piecēlos	become
станал	kļuva	become
станала	kļuva	become
станали	kļuva	become
станало	noticis	become
станат	kļūt	become
стандарт	standarta	standard
стандартен	standarta	standard
стандарти	standartiem	standards
стандартни	standarta	standard
стандартния	standarts	the standard
стане	kļūst	being
станев	es piecēlos	stanev
станислав	stanislav	stanislav
станишев	staniševs	stanishev
станции	stacijas	stations
станция	stacija	station
станцията	stacija	station
стар	vecs	old
стара	vecs	old
старата	vecais	the old
стари	vecs	old
старите	vecie	old
стария	vecais	the old
старият	vecais	old
старо	vecs	old
старогръцки	sengrieķu valoda	oldgreek
старозагорска	stara zagora	stara zagora
старосел	starosels	starosel
старото	vecais	the old
старчество	vecums	starets
статив	statīvs	easel
статии	raksti	articles
статистика	statistika	statistics
статистически	statistiski	statistic
статия	raksts	article
статията	raksts	article
статуи	statujas	statues
статус	statusu	status
статут	nolikums	status
статута	statusu	status
статуя	statuja	statue
статуята	statuja	statue
стачка	streikot	strike
стая	istaba	room
ствол	stumbrs	stem
стек	kaudze	stack
стена	sienas	wall
стената	siena	wall
стени	sienas	walls
стените	sienas	walls
стенли	stenlijs	stanley
стенописи	sienas gleznojumi	murals
стенописите	sienas gleznojumi	frescos
стентор	stentors	senator
степен	grāds	degree
степени	grādi	degrees
степента	grāds	classification
стефан	stefans	stefan
стефани	stepanija	stephenie
стефано	stefano	stefano
стефанов	stefanovs	stefanov
стивън	stefans	steven
стига	pietiekami	arrives
стигат	pietiekami	go
стигне	ierodas	reach
стил	stils	style
стила	stils	style
стилове	stili	styles
стилът	stils	style
стимулира	stimulē	stimulate
стимулиране	stimulēšana	stimulation
стихове	vārsmas	poetry
стихотворения	dzejoļi	poems
сто	simts	one hundred
стои	stendi	is
стоилов	stoilovs	stoilov
стоичков	stoičkovs	stoichkov
стойност	vērtību	value
стойности	vērtības	values
стойността	vērtība	value
стойчев	stāvot	stoichev
стойчо	stāvēt	stoicho
стоки	preces	goods
столетие	gadsimtā	century
столетия	gadsimtos	centuries
столица	kapitāls	capital
столицата	galvaspilsēta	the capital
столици	galvaspilsētas	capitals
столичен	kapitāls	metropolitan
столична	kapitāls	stolicna
стомана	tērauda	steel
стомах	kuņģis	stomach
стомаха	kuņģis	stomach
стопанска	ekonomiskais	business
стопанската	ekonomiskais	the agricultural
стопански	ekonomiskais	economic
стопанско	ekonomiskais	economic
стопанства	fermas	farms
стопанство	ekonomika	agriculture
стопанството	saimniecība	ecomony
стоте	simts	hundred
стотици	simtiem	hundreds
стоян	stāvot	stoyan
стоянов	stojanovs	stoyanov
стравински	stravinskis	stravinsky
страда	cieš	suffers
страданието	ciešanas	suffering
страдат	ciest	suffer
страна	valsts	country
страната	valsts	country
странджа	dzīsla	strandja
страни	valstīm	countries
страните	valstīm	the countries
странитечленки	dalībvalstis	member countries
страница	lappuse	page
страницата	lapu	page
страници	lapas	pages
странични	sānu	side
страничните	sānu	side
странни	dīvaini	strange
стратегически	stratēģiski	strategic
стратегическо	stratēģiski	strategic
стратегия	stratēģija	strategy
страх	bailes	fear
страшимиров	strašimirovs	strasimirov
стрела	bultiņa	arrow
стрелба	šaušana	shooting
стрелка	bultiņa	arrow
стреля	atvases	shoot
стремежа	tiekšanās	intention
стремежът	tiekšanās	pursuit
стреми	cenšas	seeks
стремят	meklēt	seek
стрептококи	streptokoki	streptococcus
строга	stingri	strict
строго	stingri	strictly
строеж	būvniecība	building
строежа	būvniecība	construction
строежът	konstrukcija	construction
строена	būvēts	built
строи	būvē	order
строителна	būvniecība	construction
строителни	būvniecība	building
строителство	būvniecība	construction
строителството	būvniecība	construction
строй	sistēma	building
строят	būvēt	building
струва	ir vērts	cost
структура	struktūra	structure
структурата	struktūra	structure
структури	struktūras	structures
структурни	strukturāls	structural
струма	pašreizējais	river struma
стръмни	stāvs	steep
студена	auksts	cold
студената	aukstums	the cold
студени	auksts	cold
студенти	studentiem	students
студентски	students	students
студиен	studija	studio
студио	studija	studio
студиото	studija	studio
стъкло	stikls	glass
стълб	stabs	column
стъпала	soļi	steps
стъпало	pēdu	step
стъпка	solis	step
стъпки	soļi	steps
су	su	su
субстанция	viela	substance
субтропичен	subtropu	subtropical
суверенитет	suverenitāte	sovereignty
сула	sula	sulla
султан	sultāns	sultan
султана	sultāns	sultan
сулфат	sulfāts	sulphate
сулфонамид	sulfonamīds	sulfonamide
сума	summa	amount
сумата	daudzums	amount
суматра	summa	sumathra
суми	summas	amounts
супер	super	super
суперкупа	supercup	super cup
суров	neapstrādāts	crude
суровина	izejviela	material
суровини	izejvielas	raw materials
сутра	rīt	sutra
сутрин	no rīta	morning
сутринта	no rīta	in the morning
сух	sausa	dry
сухи	sausa	dry
сухо	sausa	dry
сухопътни	zeme	land
суша	sausums	drought
сушата	sausums	drought
сфера	sfēra	area
сферата	sfēra	sphere
сфери	sfēras	spheres
сферична	sfērisks	spherical
сформира	veidojas	founds
схващания	uztveres	concidere
схема	shēma	scheme
схеми	shēmas	schemes
сходен	līdzīgi	similar
сходна	līdzīgi	similar
сходни	līdzīgi	similar
сцена	skatuves	scene
сцената	skatuve	the scene
сцени	ainas	scenes
счетоводни	grāmatvedība	accounting
счетоводство	grāmatvedība	accounting
счетоводството	grāmatvedība	accounting
счита	uzskatīts	considered
считан	lasīt	read
считана	uzskatīts	considered
считани	uzskatīts	considered
считат	apsveriet	considered
събира	savāc	collect
събиране	kolekcija	collect
събирането	kolekcija	collecting
събират	savākt	collected
събитие	notikums	event
събитието	pasākums	event
събития	notikumi	events
събитията	notikumi	events
събор	godīgi	gathering
събота	sestdien	saturday
събрани	savākti	collected
събрание	sapulce	parliament
събрания	sapulces	assemblies
съвет	padoms	board
съвета	padoms	board
съветници	padomnieki	councilors
съветска	padomju	world
съветската	padomju	soviet
съветски	padomju	soviet
съветските	padomju	soviet
съветския	padomju	world
съветският	padomju	world
съветското	padomju	soviet
съветът	padome	board
съвкупност	agregāts	aggregate
съвместно	kopā	joint
съвпада	sakrīt	coincide
съвременен	mūsdienu	contemporary
съвременна	moderns	modern
съвременната	mūsdienu	the contemporary
съвременни	moderns	modern
съвременните	moderns	contemporary
съвременници	laikabiedri	contemporaries
съвременния	mūsdienu	modern
съвременно	moderns	modern
съвременното	mūsdienu	contemporary
съвсем	diezgan	completely
съгласие	piekrišana	agreement
съгласни	piekrītu	agree
съгласно	saskaņā ar	according to
съгласява	piekrīt	agrees
съгласяват	piekrītu	agree
съд	tiesa	court
съда	tiesa	court
съдба	liktenis	destiny
съдбата	liktenis	fate
съдебна	tiesas	case
съдебната	tiesas	judicial
съдебни	tiesas	juridical
съдействието	palīdzību	the help
съди	tiesnesis	judge
съдия	tiesnesis	judge
съдове	kuģi	vessels
съдовете	kuģi	vessels
съдържа	satur	contains
съдържание	saturs	ingredients
съдържанието	saturs	content
съдържат	saturēt	contain
съдържащ	kas satur	containing
съдържащи	kas satur	containing
съединени	savienots	united
съединение	savienojums	compound
съединението	savienojums	unification
съединените	vienoti	united
съединения	savienojumi	units
съединителна	sakabe	unite
съжаление	žēl	regret
създава	rada	creates
създавайки	radot	creating
създаване	radīšana	creation
създаването	radīšana	creation
създават	izveidot	create
създадат	izveidot	create
създаде	izveidots	make
създаден	izveidots	created
създадена	izveidots	created
създадената	izveidots	established
създадени	izveidots	created
създадено	izveidots	created
създал	izveidots	made
създали	izveidots	created
създател	veidotājs	founder
съзнание	apziņa	consciousness
съзнанието	apziņa	knowledge
съимператор	līdzīpašnieks	saimperator
съкратено	saīsināti	abbreviated
съкращение	saīsinājums	abbreviation
съкращението	saīsinājums	shortening
съкровище	dārgums	treasure
съкровището	dārgums	treasure
съм	es esmu	am
съмнение	šaubos	suspects
съмнения	šaubas	doubts
сън	gulēt	dream
съображения	apsvērumi	considerations
съобщава	ziņojumi	announce
съобщават	ziņots	reported
съобщение	ziņa	message
съобщението	ziņa	the announcement
съобщения	ziņas	communications
съоръжение	uzstādīšana	installation
съоръжения	iespējas	facilities
съответната	atbilstošais	respective
съответните	attiecīgais	relevant, corresponding
съответния	atbilstošais	respecting
съответно	attiecīgi	appropriate
съответното	attiecīgi	respectively
съответства	attiecas uz	corresponds
съответствие	atbilstība	according
съотношение	attiecība	ratio
съотношението	attiecība	proportion
съпроводено	pavada	accompanied
съпротива	pretestība	resistance
съпротивата	pretestība	resistance
съпротивление	pretestība	resistance
съпруг	vīrs	husband
съпруга	sieva	wife
съпругата	sieva	wife
сър	kungs	sir
сърби	serbi	serbs
сърбите	serbi	serbs
сърбия	serbija	serbia
сървър	serveris	server
сърдечната	sirds	heart
сърце	sirds	heart
сърцето	sirds	heart
със	ar	with
съседи	kaimiņi	neighborhood
съседите	kaimiņi	neighbors
съседни	kaimiņu	neighboring
съседните	kaimiņu	neighboring
съседство	apkārtne	proximity
съсловие	klase	class
съсредоточава	fokusējas	focus
съсредоточена	koncentrēts	concentrated
съсредоточени	koncentrēts	located
съст	sast	ingr. (short of ingredients)
състав	sastāvs	staff
състава	sastāvs	staff
съставен	sastādīts	constituent
съставена	sastādīts	constituted
съставени	sastādīts	up
съставено	sastādīts	composed
състави	kompozīcijas	compiled
съставки	sastāvdaļas	ingredients
съставлява	veido	accounts
съставляват	veido	constitute
съставна	salikts	component
съставя	komponē	draw
съставят	meikaps	compile
състезание	konkurence	competition
състезания	sacensības	competitions
състои	sastāv	consists
състояние	stāvoklis	state
състоянието	nosacījums	state
състояния	nosacījumus	conditions
състоят	sastāv	consist
състоящ	kas sastāv	consisting
